POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,ST,CID,Tier,Title,L10,VAR,VLvl,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,CON,PBABIP,HRA,STU vL,CON vL,PBABIP vL,HRA vL,STU vR,CON vR,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,wSB,UBR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
C,King Kelly,King,Kelly,Ann Arbor Blue,5' 10',170 lbs,R,R,100,Cincinnati Reds,CIN,1879,2026,UTIL,85153,Perfect,Young & Old 1 - Super Utility  3B King Kelly  CN1  1879,0,N,0,137,131,77,83,132,142,128,80,88,135,135,132,77,82,131,89,81,Groundball,Normal,Normal,1,1,1,3,1,1,1,3,1,1,1,3,-,-,-,16,-,17,-,-,-,-,-,-,2,NEU,90-92,3/4,Normal,1,2,83,82,89,89,69,97,74,85,64,112,-,90,-,96,94,-,-,87,111,138,90,-,96,94,-,-,87,111,102,87,96,109,88,57,203,183,48,36,9,1,2,21,27,10,0,2,5,3,0,35,3,20.3,0.00,17,-6.4,0.8,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,122,122,719,168,545,6,25,0,6.04,-0.4,1.002,56,9,1062.0,6,243,176,171,20,15,12,6,5,3,11,2,-3.5,0.0
SP,Cliff Lee,Cliff,Lee,Ann Arbor Blue,6' 3',205 lbs,L,L,100,Philadelphia Phillies,PHI,2011,2005-2014,BBR,85693,Perfect,June Gems - Baseball Reference 3  SP Cliff Lee  PHI  2011,0,N,0,10,17,17,13,9,6,18,27,7,5,12,17,14,15,11,54,5,Normal,Spray,Spray,126,128,94,118,109,150,115,119,132,121,89,118,111,111,104,-,132,-,72,-,-,-,-,-,5,NEU,91-93,3/4,Normal,84,63,-,-,-,24,14,20,23,1,3,5,45,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,55,54,67,50,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,4,4,0,0,0,0,0,6.1,26,26,4,1,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1.17,0,7,5,0,0,0.0,0.2,0.3,2.23,4,4,4,2,2,0,0,0,1.27,-0.2,1.075,2,0,28.1,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0
CF,Mickey Mantle,Mickey,Mantle,Ann Arbor Blue,5' 11',200 lbs,S,R,100,New York Yankees,NYY,1955,1946-1960,HOF,82756,Perfect,HOF 1 - Hall of Fame  CF Mickey Mantle  NYY  1955,0,N,0,120,93,129,131,85,129,98,123,123,97,117,92,131,134,81,66,88,Groundball,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,89-91,SIDE,Normal,1,6,-,-,-,67,100,67,63,110,118,109,-,-,-,-,-,67,-,128,144,137,-,-,-,-,67,-,128,144,114,48,98,117,45,23,93,83,16,9,2,1,4,11,13,8,0,2,0,0,0,25,3,8.6,0.00,8,-2.1,0.5,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,43,33,62,7,54,1,0,0,1.77,0.8,1.015,0,0,310.1,0,0,43,41,12,10,8,4,6,0,14,1,0.0,0.9
SP,Pedro Martinez,Pedro,Martinez,Ann Arbor Blue,5' 11',170 lbs,R,R,100,New York Mets,NYM,2005,2005-2014,CS,84702,Perfect,Clubhouse - April Fools' Day  SP Pedro Martinez  NYM  2005,0,N,0,3,12,2,15,9,6,20,2,18,8,3,10,2,14,10,51,55,Normal,Normal,Normal,121,96,120,112,117,84,118,113,125,110,122,111,86,-,105,87,-,-,95,-,156,-,-,-,5,FB,88-90,3/4,Normal,92,54,-,-,-,25,19,22,23,2,7,5,51,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,32,32,0,0,0,0,0,88.0,383,342,45,27,1,13,53,53,37,0,79,1,1,2,2,1,0,3,0,0,0,0.95,0,83,95,0,0,0.0,0.9,0.7,4.07,32,32,31,10,20,1,1,0,1.50,-2.4,.977,21,2,180.1,0,0,17,14,2,0,1,1,0,0,0,0,-0.7,0.0
RP,Daisuke Matsuzaka,Daisuke,Matsuzaka,Ann Arbor Blue,6' 0',205 lbs,R,R,100,Boston Red Sox,BOS,2006,2005-2014,WBC,84210,Perfect,World Baseball Classic  SP Daisuke Matsuzaka  JPN  2006,0,N,0,1,3,1,3,1,1,3,1,3,1,1,3,1,3,1,22,14,Normal,Normal,Normal,112,92,128,104,121,90,125,91,105,95,130,114,105,-,-,84,107,128,95,-,-,91,-,-,6,FB,94-96,OTT,Normal,105,61,-,-,-,35,20,26,23,9,1,9,65,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,8,4,6,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,15,0,0,0,0,0,0,11.1,49,45,8,1,0,3,8,7,4,0,11,0,0,0,1,0,0,2,0,2,1,0.83,0,7,14,0,0,0.0,-0.1,-0.1,3.52,16,0,1,1,0,0,0,0,0.37,0.1,1.075,0,0,24.1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0
CF,Willie Mays,Willie,Mays,Ann Arbor Blue,5' 11',180 lbs,R,R,100,New York Giants,SFG,1954,1946-1960,,84386,Perfect,Hardware Heroes  CF Willie Mays  NY1  1954,0,N,0,121,109,120,84,97,111,81,133,117,111,124,122,116,74,94,14,5,Groundball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,90-92,OTT,Normal,1,21,-,-,-,5,1,4,7,111,91,89,-,-,-,-,-,-,-,123,-,3,-,-,-,-,-,-,123,-,102,54,65,112,81,73,239,217,63,39,10,1,13,39,39,14,0,3,0,5,0,44,7,37.0,0.00,37,8.6,1.9,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,79,74,160,2,157,1,0,0,2.22,0.6,.987,0,0,645.1,0,0,116,108,43,35,18,9,23,4,23,1,0.0,-1.5
SP,Sam McDowell,Sam,McDowell,Ann Arbor Blue,6' 5',220 lbs,L,L,100,Cleveland,CLE,1968,1961-1979,BBR,85328,Perfect,Baseball Reference 2  SP Sam McDowell  CLE  1968,0,N,0,23,18,4,43,20,25,14,2,31,19,23,20,5,47,21,64,25,Normal,Pull,Pull,135,74,120,117,152,90,124,135,130,68,119,115,109,109,136,99,-,-,-,-,-,-,-,-,4,FB,90-92,OTT,Normal,94,79,-,-,-,29,13,22,24,10,8,10,50,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,5,0,0,0,0,0,0,2.1,9,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.31,0,3,2,0,0,0.0,0.0,0.2,5.56,7,0,2,1,1,0,0,0,1.46,-0.1,1.075,0,0,12.1,0,0,3,2,0,0,0,0,0,0,0,0,0.0,0.0
SS,Dobie Moore,Dobie,Moore,Ann Arbor Blue,5' 10',180 lbs,R,R,100,Kansas City Monarchs,KCM,1924,1921-1945,CS,84870,Perfect,Clubhouse - Negro League Star  SS Dobie Moore  KCM  1924,0,N,0,125,122,96,83,114,133,127,101,87,120,122,120,95,82,112,76,67,Normal,Pull,Normal,1,1,19,1,1,1,19,1,1,1,19,1,16,-,-,-,-,-,-,-,-,-,-,-,1,NEU,90-92,3/4,Normal,1,1,40,35,39,113,89,99,111,55,62,68,-,-,-,136,-,119,-,-,-,158,-,-,136,-,119,-,-,-,79,67,84,81,75,72,211,180,58,35,14,2,7,28,33,23,0,2,3,3,0,43,1,41.4,0.00,38,13.1,3.1,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,79,76,263,181,74,8,34,0,3.43,2.1,1.018,0,0,670.0,0,0,180,172,33,24,23,15,12,5,16,1,0.0,0.0
2B,Joe Morgan,Joe,Morgan,Ann Arbor Blue,5' 7',160 lbs,L,R,100,Cincinnati Reds,CIN,1974,1961-1979,PTCS,85155,Perfect,PTCS 2 - Hall of Fame  2B Joe Morgan  CIN  1974,0,N,0,98,113,113,200,107,124,97,96,189,88,92,119,120,204,116,78,70,Normal,Spray,Spray,1,1,1,7,1,1,1,7,1,1,1,7,16,-,-,-,-,-,-,-,-,-,-,-,1,GB,90-92,OTT,GB'er,1,7,-,-,-,103,113,82,94,2,9,2,-,-,-,129,-,-,-,-,-,159,-,-,129,-,-,-,-,-,112,109,118,108,90,58,255,223,61,46,11,1,3,28,33,32,0,0,0,0,0,56,2,32.6,0.00,32,2.4,3.0,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.00,135,133,536,327,200,9,76,0,4.02,4.2,1.009,0,0,1180.2,0,0,312,299,48,40,29,16,23,13,31,4,0.0,0.0
CL,Jesse Orosco,Jesse,Orosco,Ann Arbor Blue,6' 2',185 lbs,R,L,100,New York Mets,NYM,1983,1980-1992,,85083,Perfect,Happy Birthday Nico - Historical All-Star  CL Jesse Orosco  NYM  1983,0,N,0,7,3,1,3,2,7,3,1,4,2,7,3,1,3,2,22,4,Normal,Normal,Normal,117,84,131,126,126,89,140,146,114,83,128,120,98,-,-,111,-,-,-,-,-,-,-,-,2,FB,90-92,3/4,Normal,61,60,-,-,-,35,72,43,23,5,10,3,98,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,-,8,3,6,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,68,0,0,0,0,0,0,26.0,108,94,14,2,1,2,5,3,13,0,23,0,0,1,1,1,0,3,0,10,1,1.09,0,28,24,0,0,0.0,0.2,1.0,4.25,86,0,19,7,12,0,0,0,1.60,0.3,1.075,6,1,106.2,0,0,5,5,1,1,1,1,0,0,0,0,0.1,0.0
SP,Satchel Paige,Satchel,Paige,Ann Arbor Blue,6' 3',180 lbs,R,R,100,Kansas City Monarchs,KCM,1944,1921-1945,CS,84844,Perfect,Clubhouse - Negro League Star  SP Satchel Paige  KCM  1944,0,N,0,57,71,1,37,46,57,77,1,52,43,57,69,1,33,47,51,26,Normal,Spray,Normal,125,95,115,118,119,99,112,117,130,93,117,118,103,92,122,109,-,-,-,103,-,120,120,-,7,NEU,94-96,3/4,Normal,96,63,1,1,1,29,32,29,25,5,10,2,71,-,56,-,-,-,-,-,-,71,-,56,-,-,-,-,-,-,43,4,11,29,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,33,33,0,0,0,0,0,94.2,415,377,64,15,0,19,54,48,30,0,81,3,1,4,2,0,0,3,0,0,0,0.99,0,113,85,0,0,0.0,0.4,1.0,3.96,33,33,39,18,19,2,0,0,1.68,-0.6,1.015,20,5,197.2,0,0,19,16,5,2,0,0,0,0,0,0,-0.9,0.0
RP,Daniel Palencia,Daniel,Palencia,Ann Arbor Blue,5' 11',160 lbs,R,R,100,Chicago Cubs,CHC,2026,2026,WBC,84613,Perfect,World Baseball Classic  CL Daniel Palencia  VEN  2026,0,N,0,1,3,1,3,1,1,4,1,3,2,1,3,1,3,1,25,5,Normal,Normal,Normal,143,85,121,121,140,82,112,118,145,88,128,126,134,-,-,127,-,118,-,-,-,-,-,-,3,FB,99-101,3/4,Normal,14,60,-,-,-,27,20,23,23,10,6,10,55,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,45,0,0,0,0,0,0,23.0,98,79,8,3,0,2,6,6,16,0,18,3,0,0,1,0,0,2,0,17,2,1.61,0,20,27,0,0,0.0,-0.2,0.9,5.18,49,0,9,4,5,0,0,0,1.58,-0.6,1.075,4,0,51.1,0,0,3,2,1,1,0,0,0,0,0,0,-0.3,0.0
CL,Jonathan Papelbon,Jonathan,Papelbon,Ann Arbor Blue,6' 5',230 lbs,R,R,100,Boston Red Sox,BOS,2007,2005-2014,BBR,84789,Perfect,Baseball Reference 1  CL Jonathan Papelbon  BOS  2007,0,N,0,1,3,1,3,1,1,3,1,3,1,1,3,1,3,1,27,4,Normal,Spray,Spray,142,85,141,111,157,73,150,107,130,95,133,114,137,-,-,93,-,128,-,-,-,-,-,-,3,EX FB,95-97,3/4,Normal,18,61,-,-,-,22,20,21,23,8,3,1,48,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,-,9,5,6,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,55,0,0,0,0,0,0,25.1,106,96,18,4,0,2,12,12,7,0,24,2,0,1,1,0,0,0,0,4,3,1.30,0,16,33,0,0,0.0,0.4,0.3,3.26,67,0,9,5,4,0,0,0,1.32,0.4,1.075,6,2,61.1,0,0,4,4,0,0,0,0,0,0,0,0,0.1,0.0
