# CAPPROJ key=liveopendaily__20260313 role=pit label=Live Open Daily type=Daily variantMode=all_cards projval=41-100 vlvl0=675 vlvl5=0 recordsTotal=675 rows=675
CID	Name	Role	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	Kpct	BBpct	HRpct	BABIP	ProjectedNewCard
82251	MLB 2026 Live SP Bryan Woo SEA	Starter	100	0	R			0.313	0.315	0.31	20.2	5.2	3.2	0.300	false
82182	MLB 2026 Live RP Bryan King HOU	Reliever	74	0	L			0.313	0.305	0.32	19.8	6.9	2.7	0.301	false
82157	MLB 2026 Live CL Raisel Iglesias ATL	Reliever	87	0	R			0.313	0.318	0.306	20.8	6.1	3.1	0.301	false
81979	MLB 2026 Live SP Hunter Greene CIN	Starter	100	0	R			0.313	0.312	0.315	22.5	6.9	3.2	0.300	false
82321	MLB 2026 Live SP Reid Detmers LAA	Starter	95	0	L			0.313	0.311	0.315	22.4	7.1	3.1	0.301	false
82583	MLB 2026 Live CL David Bednar NYY	Reliever	86	0	R			0.313	0.315	0.309	23.1	7.4	3.0	0.302	false
82580	MLB 2026 Live SP Cam Schlittler NYY	Starter	100	0	R			0.314	0.316	0.311	22.1	6.3	3.3	0.301	false
82249	MLB 2026 Live CL Andres Munoz SEA	Reliever	88	0	R			0.314	0.316	0.312	24.9	8.4	3.2	0.301	false
81727	MLB 2026 Live RP Sam Hentges SF	Reliever	77	0	L			0.314	0.31	0.318	19.8	8.6	2.2	0.304	false
81793	MLB 2026 Live CL Edwin Diaz LAD	Reliever	88	0	R			0.314	0.313	0.316	25.3	8.4	3.2	0.303	false
82616	MLB 2026 Live RP Garrett Whitlock BOS	Reliever	86	0	R			0.315	0.322	0.304	21.4	6.1	3.2	0.303	false
82418	MLB 2026 Live RP Will Vest DET	Reliever	77	0	R			0.315	0.317	0.311	20.3	7.0	2.7	0.305	false
85000	MLB 2026 Live RP Spencer Miles TOR	Reliever	80	0	R			0.315	0.318	0.312	21.3	8.2	2.8	0.301	false
82451	MLB 2026 Live SP Parker Messick CLE	Starter	92	0	L			0.315	0.309	0.321	21.5	6.8	3.1	0.301	false
82066	MLB 2026 Live SP Jesus Luzardo PHI	Starter	92	0	L			0.315	0.311	0.319	23.0	7.0	3.2	0.305	false
85554	MLB 2026 Live RP Brandyn Garcia AZ	Reliever	74	0	L			0.315	0.311	0.318	20.8	8.0	2.7	0.301	false
82189	MLB 2026 Live SP Hunter Brown HOU	Starter	96	0	R			0.315	0.314	0.316	21.1	8.1	2.7	0.301	false
81798	MLB 2026 Live SP Yoshinobu Yamamoto LAD	Starter	100	0	R			0.316	0.317	0.313	20.7	6.0	3.3	0.299	false
82093	MLB 2026 Live RP Luke Weaver NYM	Reliever	84	0	R			0.316	0.318	0.313	22.0	6.4	3.3	0.301	false
81796	MLB 2026 Live SP Blake Snell LAD	Starter	99	0	L			0.316	0.312	0.319	24.5	9.2	3.1	0.301	false
85245	MLB 2026 Live RP Evan Sisk PIT	Reliever	68	0	L			0.316	0.309	0.322	21.6	8.9	2.6	0.304	false
82355	MLB 2026 Live SP Joe Ryan MIN	Starter	98	0	R			0.316	0.321	0.31	21.7	5.8	3.4	0.301	false
82074	MLB 2026 Live RP A.J. Minter NYM	Reliever	77	0	L			0.316	0.314	0.318	20.8	6.7	3.0	0.301	false
82549	MLB 2026 Live SP Shane McClanahan TB	Starter	96	0	L			0.316	0.315	0.316	20.6	6.6	3.0	0.301	false
81855	MLB 2026 Live RP Jonathan Loaisiga AZ	Reliever	71	0	R			0.316	0.318	0.314	17.4	6.3	2.6	0.301	false
82059	MLB 2026 Live RP Orion Kerkering PHI	Reliever	80	0	R			0.316	0.315	0.316	22.1	8.3	2.9	0.301	false
82315	MLB 2026 Live RP Ben Joyce LAA	Reliever	74	0	R			0.316	0.317	0.315	21.6	9.0	2.7	0.302	false
82095	MLB 2026 Live SP Clay Holmes NYM	Starter	89	0	R			0.316	0.318	0.312	17.8	7.4	2.4	0.301	false
82246	MLB 2026 Live RP Eduard Bazardo SEA	Reliever	76	0	R			0.316	0.317	0.314	20.2	7.4	2.8	0.302	false
82068	MLB 2026 Live SP Zack Wheeler PHI	Starter	99	0	R			0.317	0.317	0.317	20.9	6.5	3.2	0.300	false
82512	MLB 2026 Live RP Tyler Rogers TOR	Reliever	73	0	R			0.317	0.324	0.308	15.7	6.5	2.4	0.301	false
81890	MLB 2026 Live CL Packy Naughton STL	Reliever	83	0	L			0.317	0.31	0.324	19.1	6.6	2.9	0.302	false
81946	MLB 2026 Live RP Jared Koenig MIL	Reliever	86	0	L			0.317	0.314	0.319	19.6	7.3	2.7	0.303	false
82252	MLB 2026 Live SP George Kirby SEA	Starter	90	0	R			0.317	0.316	0.318	19.3	5.3	3.1	0.304	false
82545	MLB 2026 Live RP Griffin Jax TB	Reliever	87	0	R			0.317	0.318	0.315	22.5	6.8	3.3	0.302	false
84964	MLB 2026 Live RP Bryan Hudson CWS	Reliever	68	0	L			0.317	0.306	0.327	21.0	9.0	2.6	0.302	false
82585	MLB 2026 Live RP Brent Headrick NYY	Reliever	84	0	L			0.317	0.313	0.32	21.2	7.2	3.1	0.301	false
81948	MLB 2026 Live SP Brandon Woodruff MIL	Starter	97	0	R			0.318	0.318	0.319	20.7	6.3	3.3	0.300	false
85611	MLB 2026 Live CL Gregory Santos SF	Reliever	74	0	R			0.318	0.321	0.314	18.3	9.3	2.1	0.305	false
85011	MLB 2026 Live RP Bradgley Rodriguez SD	Reliever	72	0	R			0.318	0.321	0.314	20.7	8.6	2.7	0.302	false
82100	MLB 2026 Live RP John King MIA	Reliever	66	0	L			0.318	0.313	0.323	16.9	5.9	2.8	0.301	false
82430	MLB 2026 Live RP Colin Holderman CLE	Reliever	78	0	R			0.318	0.321	0.313	20.6	8.7	2.7	0.301	false
82215	MLB 2026 Live CL Robert Garcia TEX	Reliever	77	0	L			0.318	0.317	0.319	20.8	8.5	2.8	0.301	false
82518	MLB 2026 Live SP Dylan Cease TOR	Starter	94	0	R			0.318	0.321	0.313	23.9	9.7	2.9	0.304	false
81975	MLB 2026 Live SP Chase Burns CIN	Starter	91	0	R			0.318	0.319	0.318	22.7	6.9	3.5	0.302	false
82123	MLB 2026 Live RP Anthony Bender MIA	Reliever	78	0	R			0.318	0.325	0.306	20.2	8.4	2.7	0.301	false
82628	MLB 2026 Live RP Grant Wolfram BAL	Reliever	65	0	L			0.319	0.313	0.324	19.4	7.7	2.5	0.307	false
81728	MLB 2026 Live RP Ryan Walker SF	Reliever	73	0	R			0.319	0.324	0.312	20.0	7.8	2.7	0.305	false
81791	MLB 2026 Live RP Alex Vesia LAD	Reliever	81	0	L			0.319	0.317	0.321	24.1	9.7	3.1	0.300	false
81942	MLB 2026 Live RP Abner Uribe MIL	Reliever	76	0	R			0.319	0.322	0.315	22.1	9.5	2.8	0.301	false
81937	MLB 2026 Live SP Kyle Harrison MIL	Starter	87	0	L			0.319	0.317	0.32	21.5	6.9	3.3	0.301	false
82647	MLB 2026 Live RP Yennier Cano BAL	Reliever	73	0	R			0.319	0.324	0.312	18.2	6.9	2.7	0.303	false
81917	MLB 2026 Live SP Braxton Ashcraft PIT	Starter	92	0	R			0.319	0.319	0.318	20.3	6.1	3.3	0.302	false
81860	MLB 2026 Live SP Michael Soroka AZ	Starter	89	0	R			0.320	0.322	0.315	19.8	6.8	3.1	0.301	false
82550	MLB 2026 Live SP Drew Rasmussen TB	Starter	95	0	R			0.320	0.321	0.318	18.9	5.7	3.3	0.300	false
82541	MLB 2026 Live RP Kevin Kelly TB	Reliever	76	0	R			0.320	0.321	0.318	18.7	5.2	3.3	0.300	false
82220	MLB 2026 Live RP Jakob Junis TEX	Reliever	83	0	R			0.320	0.323	0.315	17.7	5.7	3.0	0.301	false
82621	MLB 2026 Live SP Sonny Gray BOS	Starter	88	0	R			0.320	0.32	0.321	19.9	6.3	3.3	0.302	false
82253	MLB 2026 Live SP Logan Gilbert SEA	Starter	93	0	R			0.320	0.317	0.323	21.8	6.0	3.6	0.300	false
82223	MLB 2026 Live SP Jacob deGrom TEX	Starter	95	0	R			0.320	0.322	0.317	21.9	5.7	3.7	0.300	false
82581	MLB 2026 Live RP Fernando Cruz NYY	Reliever	75	0	R			0.320	0.321	0.317	24.7	10.8	2.9	0.302	false
82389	MLB 2026 Live SP Kris Bubic KC	Starter	86	0	L			0.320	0.319	0.321	20.1	8.5	2.8	0.302	false
84971	MLB 2026 Live RP Justin Bruihl STL	Reliever	62	0	L			0.320	0.312	0.328	19.7	8.1	2.8	0.304	false
82062	MLB 2026 Live RP Jose Alvarado PHI	Reliever	77	0	L			0.320	0.322	0.318	22.3	8.6	2.9	0.307	false
81914	MLB 2026 Live CL Gregory Soto PIT	Reliever	70	0	L			0.321	0.319	0.323	21.9	9.6	2.9	0.302	false
82185	MLB 2026 Live RP Steven Okert HOU	Reliever	74	0	L			0.321	0.317	0.324	22.1	7.1	3.5	0.299	false
84957	MLB 2026 Live RP Tim Mayza PHI	Reliever	67	0	L			0.321	0.318	0.324	19.0	6.6	3.1	0.301	false
82414	MLB 2026 Live RP Brant Hurter DET	Reliever	76	0	L			0.321	0.316	0.327	18.4	7.2	2.9	0.301	false
82513	MLB 2026 Live RP Jeff Hoffman TOR	Reliever	77	0	R			0.321	0.322	0.319	23.8	7.9	3.4	0.305	false
81758	MLB 2026 Live RP Jeremiah Estrada SD	Reliever	82	0	R			0.321	0.324	0.318	24.2	9.3	3.4	0.301	false
81977	MLB 2026 Live RP Graham Ashcraft CIN	Reliever	81	0	R			0.321	0.321	0.321	20.3	9.0	2.7	0.303	false
82423	MLB 2026 Live SP Framber Valdez DET	Starter	81	0	L			0.322	0.315	0.329	19.0	7.4	3.0	0.301	false
82525	MLB 2026 Live RP Edwin Uceta TB	Reliever	78	0	R			0.322	0.324	0.319	22.2	7.9	3.4	0.301	false
82317	MLB 2026 Live RP Robert Stephenson LAA	Reliever	74	0	R			0.322	0.323	0.321	20.5	6.6	3.4	0.302	false
81886	MLB 2026 Live RP JoJo Romero STL	Reliever	69	0	L			0.322	0.316	0.328	20.6	7.8	3.1	0.302	false
82330	MLB 2026 Live RP Eric Orze MIN	Reliever	62	0	R			0.322	0.322	0.322	19.8	9.6	2.5	0.304	false
81884	MLB 2026 Live CL Riley O&#39;Brien STL	Reliever	77	0	R			0.322	0.326	0.316	20.4	9.3	2.8	0.302	false
82416	MLB 2026 Live SP Casey Mize DET	Starter	85	0	R			0.322	0.321	0.323	18.9	6.3	3.2	0.301	false
84952	MLB 2026 Live RP Joe Mantiply TOR	Reliever	63	0	L			0.322	0.309	0.334	17.7	5.8	3.0	0.304	false
82544	MLB 2026 Live RP Garrett Cleavinger TB	Reliever	79	0	L			0.322	0.32	0.323	23.8	8.7	3.4	0.302	false
82035	MLB 2026 Live SP Cade Cavalli WSH	Starter	77	0	R			0.322	0.323	0.319	19.4	7.4	2.8	0.306	false
82543	MLB 2026 Live CL Bryan Baker TB	Reliever	78	0	R			0.322	0.323	0.321	21.4	7.9	3.3	0.300	false
81730	MLB 2026 Live SP Landen Roupp SF	Starter	81	0	R			0.323	0.329	0.314	20.2	9.4	2.7	0.303	false
81757	MLB 2026 Live RP Wandy Peralta SD	Reliever	62	0	L			0.323	0.317	0.329	18.7	9.1	2.7	0.301	false
84946	MLB 2026 Live RP Hoby Milner CHC	Reliever	66	0	L			0.323	0.322	0.324	17.4	6.5	3.0	0.301	false
82089	MLB 2026 Live SP Nolan McLean NYM	Starter	87	0	R			0.323	0.326	0.319	22.3	8.5	3.3	0.301	false
81891	MLB 2026 Live SP Dustin May STL	Starter	79	0	R			0.323	0.323	0.324	19.0	7.0	3.2	0.301	false
82548	MLB 2026 Live SP Nick Martinez TB	Starter	81	0	R			0.323	0.322	0.323	16.9	5.5	3.1	0.301	false
82465	MLB 2026 Live SP Davis Martin CWS	Starter	78	0	R			0.323	0.326	0.319	18.0	6.7	3.0	0.303	false
86042	MLB 2026 Live SP Jared Jones PIT	Starter	83	0	R			0.323	0.322	0.325	20.4	7.1	3.3	0.303	false
82551	MLB 2026 Live RP Tim Hill NYY	Reliever	64	0	L			0.323	0.317	0.328	15.8	6.0	2.9	0.301	false
82221	MLB 2026 Live SP MacKenzie Gore TEX	Starter	87	0	L			0.323	0.323	0.323	21.9	8.7	3.2	0.302	false
81857	MLB 2026 Live RP Kevin Ginkel AZ	Reliever	72	0	R			0.323	0.323	0.324	21.1	8.4	3.1	0.303	false
81940	MLB 2026 Live RP Aaron Ashby MIL	Reliever	75	0	L			0.323	0.316	0.329	23.3	11.0	2.8	0.304	false
82612	MLB 2026 Live SP Payton Tolle BOS	Starter	80	0	L			0.324	0.319	0.329	20.4	7.0	3.4	0.301	false
82351	MLB 2026 Live RP Cole Sands MIN	Reliever	70	0	R			0.324	0.325	0.322	19.4	6.8	3.2	0.302	false
81764	MLB 2026 Live RP Joe Musgrove SD	Reliever	76	0	R			0.324	0.324	0.323	18.0	6.1	3.2	0.302	false
81911	MLB 2026 Live SP Carmen Mlodzinski PIT	Starter	76	0	R			0.324	0.327	0.32	17.6	7.4	2.8	0.304	false
82097	MLB 2026 Live RP Sean Manaea NYM	Reliever	70	0	L			0.324	0.322	0.327	20.6	6.8	3.5	0.303	false
82652	MLB 2026 Live CL Ryan Helsley BAL	Reliever	77	0	R			0.324	0.326	0.321	21.8	8.3	3.3	0.302	false
81797	MLB 2026 Live SP Tyler Glasnow LAD	Starter	94	0	R			0.324	0.326	0.322	22.6	8.3	3.5	0.300	false
82105	MLB 2026 Live SP Braxton Garrett MIA	Starter	80	0	L			0.324	0.325	0.324	18.3	6.1	3.3	0.302	false
82088	MLB 2026 Live RP Huascar Brazoban NYM	Reliever	69	0	R			0.324	0.326	0.321	19.4	9.3	2.8	0.301	false
85608	MLB 2026 Live RP Kirby Yates LAA	Reliever	69	0	R			0.325	0.326	0.325	22.5	9.7	3.2	0.301	false
81770	MLB 2026 Live SP Justin Wrobleski LAD	Starter	83	0	L			0.325	0.324	0.326	18.1	6.0	3.3	0.301	false
81723	MLB 2026 Live RP Keaton Winn SF	Reliever	76	0	R			0.325	0.326	0.323	18.0	6.8	3.1	0.302	false
82392	MLB 2026 Live SP Michael Wacha KC	Starter	76	0	R			0.325	0.326	0.325	17.7	6.5	3.2	0.301	false
82615	MLB 2026 Live RP Patrick Sandoval BOS	Reliever	69	0	L			0.325	0.323	0.327	18.1	9.0	2.5	0.305	false
82654	MLB 2026 Live SP Trevor Rogers BAL	Starter	74	0	L			0.325	0.32	0.33	18.2	6.6	3.2	0.301	false
82391	MLB 2026 Live SP Cole Ragans KC	Starter	94	0	L			0.325	0.331	0.319	23.7	9.3	3.5	0.301	false
82037	MLB 2026 Live SP Foster Griffin WSH	Starter	80	0	L			0.325	0.324	0.327	20.4	6.4	3.7	0.300	false
82517	MLB 2026 Live SP Kevin Gausman TOR	Starter	83	0	R			0.325	0.325	0.325	19.9	6.1	3.6	0.302	false
85229	MLB 2026 Live RP Didier Fuentes ATL	Reliever	76	0	R			0.325	0.326	0.323	19.5	7.6	3.1	0.303	false
82119	MLB 2026 Live RP Calvin Faucher MIA	Reliever	64	0	R			0.325	0.323	0.328	20.4	11.1	2.4	0.303	false
82124	MLB 2026 Live CL Pete Fairbanks MIA	Reliever	74	0	R			0.325	0.326	0.323	20.9	8.3	3.2	0.301	false
82582	MLB 2026 Live RP Camilo Doval NYY	Reliever	72	0	R			0.325	0.327	0.322	21.6	9.2	3.1	0.302	false
84945	MLB 2026 Live RP Danny Coulombe BOS	Reliever	67	0	L			0.325	0.324	0.325	18.7	9.3	2.7	0.301	false
82217	MLB 2026 Live RP Ryan Brasier TEX	Reliever	68	0	R			0.325	0.33	0.318	17.4	6.6	3.1	0.301	false
82454	MLB 2026 Live SP Gavin Williams CLE	Starter	83	0	R			0.326	0.325	0.327	21.6	7.9	3.5	0.301	false
81790	MLB 2026 Live RP Blake Treinen LAD	Reliever	69	0	R			0.326	0.326	0.324	21.0	8.1	3.3	0.303	false
81856	MLB 2026 Live RP Ryan Thompson AZ	Reliever	64	0	R			0.326	0.336	0.312	16.5	6.5	3.0	0.302	false
85970	MLB 2026 Live RP Drew Sommers DET	Reliever	58	0	L			0.326	0.313	0.337	18.0	7.7	2.9	0.303	false
81766	MLB 2026 Live SP Nick Pivetta SD	Starter	84	0	R			0.326	0.326	0.326	21.1	6.9	3.7	0.301	false
82094	MLB 2026 Live SP David Peterson CHC	Starter	70	0	L			0.326	0.318	0.333	18.9	8.2	2.8	0.306	false
82283	MLB 2026 Live RP Jack Perkins ATH	Reliever	77	0	R			0.326	0.33	0.32	21.3	8.4	3.3	0.303	false
81998	MLB 2026 Live RP Daniel Palencia CHC	Reliever	67	0	R			0.326	0.324	0.328	21.5	8.9	3.2	0.302	false
82127	MLB 2026 Live SP Max Meyer MIA	Starter	81	0	R			0.326	0.326	0.326	19.9	7.7	3.3	0.301	false
82218	MLB 2026 Live RP Chris Martin TEX	Reliever	69	0	R			0.326	0.326	0.328	18.6	5.0	3.5	0.305	false
82160	MLB 2026 Live RP Reynaldo Lopez ATL	Reliever	76	0	R			0.326	0.329	0.323	19.7	8.0	3.2	0.301	false
85957	MLB 2026 Live CL Welinton Herrera COL	Reliever	59	0	L			0.326	0.309	0.34	19.6	8.5	3.0	0.303	false
81769	MLB 2026 Live RP Edgardo Henriquez LAD	Reliever	67	0	R			0.326	0.33	0.321	21.4	9.8	3.1	0.301	false
82152	MLB 2026 Live RP Ian Hamilton ATL	Reliever	70	0	R			0.326	0.327	0.325	20.2	9.6	2.9	0.303	false
84955	MLB 2026 Live RP Enmanuel De Jesus DET	Reliever	67	0	L			0.326	0.325	0.328	18.2	8.2	2.9	0.303	false
82007	MLB 2026 Live SP Matthew Boyd CHC	Starter	78	0	L			0.326	0.325	0.327	18.5	6.6	3.3	0.302	false
82129	MLB 2026 Live SP Sandy Alcantara MIA	Starter	78	0	R			0.326	0.33	0.319	17.5	6.5	3.2	0.301	false
82387	MLB 2026 Live RP Matt Strahm KC	Reliever	74	0	L			0.327	0.327	0.326	19.7	6.9	3.5	0.300	false
84932	MLB 2026 Live RP Ian Seymour TB	Reliever	69	0	L			0.327	0.319	0.334	20.9	7.5	3.6	0.301	false
82214	MLB 2026 Live SP Kumar Rocker TEX	Starter	72	0	R			0.327	0.326	0.328	18.6	7.3	3.2	0.302	false
81910	MLB 2026 Live RP Yohan Ramirez PIT	Reliever	65	0	R			0.327	0.329	0.323	22.3	10.4	3.1	0.301	false
82488	MLB 2026 Live RP Tommy Nance TOR	Reliever	66	0	R			0.327	0.327	0.328	19.8	7.3	3.3	0.304	false
85236	MLB 2026 Live RP Andrew Morris MIN	Reliever	65	0	R			0.327	0.329	0.323	17.6	7.1	2.9	0.306	false
81916	MLB 2026 Live RP Mason Montgomery PIT	Reliever	72	0	L			0.327	0.323	0.331	21.7	9.0	3.2	0.305	false
82381	MLB 2026 Live RP Daniel Lynch IV KC	Reliever	68	0	L			0.327	0.326	0.328	17.5	7.0	3.2	0.301	false
82282	MLB 2026 Live RP Mark Leiter Jr. ATH	Reliever	67	0	R			0.327	0.326	0.328	21.2	8.5	3.2	0.306	false
82198	MLB 2026 Live CL Jake Latz TEX	Reliever	70	0	L			0.327	0.324	0.329	20.7	8.8	3.3	0.300	false
82380	MLB 2026 Live RP Alex Lange KC	Reliever	62	0	R			0.327	0.327	0.325	21.3	12.1	2.5	0.302	false
82495	MLB 2026 Live RP Yimi Garcia TOR	Reliever	72	0	R			0.327	0.33	0.322	20.0	8.0	3.3	0.301	false
82448	MLB 2026 Live RP Hunter Gaddis CLE	Reliever	67	0	R			0.327	0.328	0.325	19.4	7.0	3.3	0.302	false
81971	MLB 2026 Live RP Caleb Ferguson CIN	Reliever	65	0	L			0.327	0.328	0.326	18.7	8.3	3.0	0.302	false
82386	MLB 2026 Live CL Carlos Estevez KC	Reliever	67	0	R			0.327	0.331	0.321	17.6	7.4	3.1	0.301	false
82463	MLB 2026 Live RP Brandon Eisert CWS	Reliever	61	0	L			0.327	0.322	0.331	20.5	7.1	3.4	0.305	false
81794	MLB 2026 Live RP Jack Dreyer LAD	Reliever	76	0	L			0.327	0.323	0.33	21.3	7.3	3.7	0.301	false
82183	MLB 2026 Live RP Enyel De Los Santos HOU	Reliever	64	0	R			0.327	0.329	0.325	20.0	6.7	3.6	0.301	false
82060	MLB 2026 Live RP Tanner Banks PHI	Reliever	62	0	L			0.327	0.321	0.332	18.9	6.6	3.3	0.305	false
82449	MLB 2026 Live RP Shawn Armstrong CLE	Reliever	69	0	R			0.327	0.329	0.324	20.3	7.4	3.5	0.301	false
82090	MLB 2026 Live RP Adbert Alzolay NYM	Reliever	75	0	R			0.327	0.331	0.321	20.5	6.9	3.6	0.301	false
82161	MLB 2026 Live SP Spencer Strider ATL	Starter	87	0	R			0.328	0.332	0.322	22.5	8.6	3.6	0.302	false
82184	MLB 2026 Live RP Bennett Sousa HOU	Reliever	72	0	L			0.328	0.328	0.329	20.9	8.7	3.3	0.302	false
86050	MLB 2026 Live SP Reiver Sanmartin SF	Starter	63	0	L			0.328	0.319	0.336	16.3	6.9	2.9	0.303	false
85002	MLB 2026 Live RP Tyler Samaniego BOS	Reliever	59	0	L			0.328	0.322	0.333	18.1	7.6	3.0	0.304	false
82586	MLB 2026 Live SP Carlos Rodon NYY	Starter	82	0	L			0.328	0.326	0.329	20.7	9.3	3.2	0.300	false
81922	MLB 2026 Live SP Quinn Priester MIL	Starter	75	0	R			0.328	0.332	0.323	17.5	7.4	3.1	0.301	false
82098	MLB 2026 Live SP Freddy Peralta NYM	Starter	80	0	R			0.328	0.329	0.328	21.2	8.2	3.5	0.301	false
84924	MLB 2026 Live RP Jovani Moran BOS	Reliever	64	0	L			0.328	0.322	0.334	21.4	10.0	3.1	0.301	false
82250	MLB 2026 Live SP Bryce Miller SEA	Starter	84	0	R			0.328	0.331	0.323	18.7	6.3	3.5	0.300	false
82651	MLB 2026 Live RP Andrew Kittredge BAL	Reliever	65	0	R			0.328	0.328	0.328	19.5	5.9	3.7	0.303	false
81765	MLB 2026 Live SP Michael King SD	Starter	82	0	R			0.328	0.329	0.326	20.3	8.7	3.3	0.300	false
82348	MLB 2026 Live RP Liam Hendriks CHC	Reliever	65	0	R			0.328	0.328	0.329	20.9	8.3	3.4	0.304	false
81941	MLB 2026 Live SP Robert Gasser MIL	Starter	73	0	L			0.328	0.322	0.333	19.6	7.2	3.5	0.301	false
82222	MLB 2026 Live SP Nathan Eovaldi TEX	Starter	77	0	R			0.328	0.329	0.327	19.7	6.0	3.8	0.301	false
82646	MLB 2026 Live RP Dietrich Enns BAL	Reliever	68	0	L			0.328	0.326	0.329	18.3	7.9	2.9	0.306	false
81851	MLB 2026 Live RP Shawn Dubin AZ	Reliever	72	0	R			0.328	0.329	0.328	19.4	8.9	3.0	0.304	false
85247	MLB 2026 Live RP Shane Drohan MIL	Reliever	70	0	L			0.328	0.332	0.325	19.0	8.0	3.2	0.303	false
86049	MLB 2026 Live SP Gerrit Cole NYY	Starter	73	0	R			0.328	0.326	0.332	19.0	6.6	3.5	0.301	false
82382	MLB 2026 Live SP Noah Cameron KC	Starter	74	0	L			0.328	0.327	0.329	18.4	6.7	3.4	0.302	false
82516	MLB 2026 Live SP Shane Bieber TOR	Starter	85	0	R			0.328	0.326	0.33	18.3	6.2	3.4	0.302	false
