# CAPPROJ key=ironquick__20260313 role=pit label=Iron Quick type=Quick variantMode=all_cards projval=40-59 vlvl0=551 vlvl5=249 recordsTotal=800 rows=800
CID	Name	Role	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	Kpct	BBpct	HRpct	BABIP	ProjectedNewCard
83868	Historical All-Star SP Wilson Alvarez CWS 1994	Starter	59	5	L			0.296	0.286	0.3	19.6	6.5	2.4	0.280	false
83074	Snapshot RP Ken Lehman BAL 1958	Reliever	57	5	L			0.297	0.293	0.298	20.6	4.8	2.3	0.297	false
85767	Family Connections - Hall of Fame RP Billy Wagner HOU 1996	Reliever	58	0	L			0.298	0.275	0.307	30.0	11.4	3.3	0.267	false
84718	Clubhouse - April Fools&#39; Day RP Mike Stanton SEA 1983	Reliever	56	0	R			0.298	0.31	0.288	21.3	7.1	1.9	0.296	false
84825	Baseball Reference 1 RP Reed Garrett NYM 2024	Reliever	49	0	R			0.298	0.295	0.3	26.9	9.9	1.8	0.304	false
84239	Rookie Sensation SP Curt Simmons PHI 1948	Starter	56	5	L			0.298	0.311	0.294	23.7	8.7	2.3	0.288	false
83077	Snapshot RP Luis Perdomo SD 2019	Reliever	59	5	R			0.298	0.312	0.287	15.3	4.9	1.7	0.292	false
84240	Rookie Sensation SP Tim Keefe TRN 1880	Starter	58	5	R			0.298	0.295	0.3	23.7	7.2	2.5	0.290	false
83061	Snapshot RP Roy Lee Jackson SD 1985	Reliever	58	5	R			0.298	0.305	0.292	22.6	5.8	3.0	0.283	false
85459	May Birthdays - Unsung Heroes RP Mark Huismann KC 1985	Reliever	50	5	R			0.298	0.308	0.29	14.4	4.6	2.5	0.277	false
84016	All-Time Legend RP Jerry Don Gleaton DET Peak	Reliever	50	5	L			0.298	0.283	0.303	22.6	7.0	2.5	0.290	false
83052	Snapshot RP Tim Birtsas CIN 1989	Reliever	54	5	L			0.298	0.296	0.299	23.8	5.6	2.7	0.299	false
82295	MLB 2026 Live RP Ryan Zeferjahn LAA	Reliever	56	0	R			0.299	0.302	0.297	27.3	9.7	2.9	0.281	false
84242	Rookie Sensation RP Steve Olin CLE 1989	Reliever	58	0	R			0.299	0.306	0.294	19.8	6.9	1.5	0.304	false
82347	MLB 2026 Live RP Julian Merryweather MIN	Reliever	59	0	R			0.299	0.299	0.298	24.3	7.0	2.6	0.293	false
82384	MLB 2026 Live CL Lucas Erceg KC	Reliever	58	0	R			0.299	0.3	0.298	21.3	7.0	2.0	0.297	false
82153	MLB 2026 Live RP Aaron Bummer CHC	Reliever	58	0	L			0.299	0.298	0.3	22.5	6.5	2.4	0.296	false
81821	MLB 2026 Live RP Brennan Bernardino COL	Reliever	58	0	L			0.299	0.294	0.301	20.8	6.4	2.2	0.294	false
83098	Veteran Presence CL Tim Worrell PHI 2004	Reliever	58	5	R			0.299	0.302	0.296	21.4	4.8	2.9	0.289	false
83043	Snapshot SP Bob Bruce HOU 1962	Starter	57	5	R			0.299	0.326	0.278	23.9	7.9	2.6	0.289	false
85142	PTCS 2 - Veteran Presence SP Tom Seaver CIN 1981	Starter	56	0	R			0.300	0.304	0.297	19.9	7.7	2.5	0.276	false
83078	Snapshot CL Hector Rondon HOU 2018	Reliever	59	0	R			0.300	0.306	0.294	21.7	6.1	1.9	0.307	false
82807	Unsung Heroes RP Hal McKain CWS 1930	Reliever	57	0	R			0.300	0.305	0.297	24.8	8.3	2.0	0.305	false
84589	Limited Edition/93 SP Edwin Jackson DET 2009	Starter	58	0	R			0.300	0.29	0.308	19.7	5.4	2.6	0.289	true
82345	MLB 2026 Live RP Andrew Chafin CIN	Reliever	59	0	L			0.300	0.295	0.301	24.5	7.4	2.5	0.297	false
83111	Snapshot CL Skip Lockwood NYM 1978	Reliever	58	5	R			0.300	0.3	0.3	26.3	5.5	3.6	0.288	false
81737	MLB 2026 Live RP David Morgan SD	Reliever	56	0	R			0.301	0.308	0.296	24.1	6.9	2.6	0.297	false
81968	MLB 2026 Live RP Sam Moll CIN	Reliever	57	0	L			0.301	0.291	0.305	23.9	7.4	2.8	0.289	false
86207	Limited Edition/89 SP Vinegar Bend Mizell STL 1959	Starter	57	0	L			0.301	0.291	0.304	18.7	6.7	1.9	0.294	true
82383	MLB 2026 Live RP Nick Mears KC	Reliever	57	0	R			0.301	0.306	0.298	20.7	6.6	2.4	0.292	false
86060	MLB 2026 Live RP Zach McCambley CIN	Reliever	55	0	R			0.301	0.309	0.295	22.4	7.3	2.3	0.295	false
84699	Clubhouse - April Fools&#39; Day RP Pedro Martinez SD 1993	Reliever	51	0	L			0.301	0.318	0.295	22.8	9.1	2.8	0.271	false
85998	MLB 2026 Live RP Drey Jameson AZ	Reliever	57	0	R			0.301	0.309	0.294	22.9	7.2	2.5	0.294	false
85957	MLB 2026 Live CL Welinton Herrera COL	Reliever	59	0	L			0.301	0.274	0.311	22.1	6.3	2.6	0.294	false
82296	MLB 2026 Live RP Jose Fermin LAA	Reliever	55	0	R			0.301	0.309	0.294	23.4	7.3	2.7	0.288	false
82101	MLB 2026 Live RP Lake Bachar MIA	Reliever	57	0	R			0.301	0.303	0.299	23.6	6.5	3.2	0.283	false
84020	All-Time Legend SP John Thomson COL Peak	Starter	57	5	R			0.301	0.312	0.291	18.2	4.9	2.4	0.291	false
83039	Snapshot SP Vic Sorrell DET 1930	Starter	56	5	R			0.301	0.322	0.284	22.5	7.5	2.5	0.289	false
83063	Snapshot RP Don Nottebart CIN 1967	Reliever	57	5	R			0.301	0.32	0.286	17.1	4.8	2.2	0.293	false
83090	Snapshot CL Tom Morgan NYY 1955	Reliever	58	5	R			0.301	0.32	0.286	11.6	5.2	1.3	0.290	false
85840	T4 Ep. 3 - Snapshot SP Mark Langston SEA 1986	Starter	48	5	L			0.301	0.28	0.308	28.0	7.7	3.0	0.299	false
85058	HOF 1 - Veteran Presence RP Rich Gossage ATH 1992	Reliever	48	5	R			0.301	0.3	0.302	23.7	7.5	2.9	0.283	false
85828	Heart Attack - Negro League Star SP Patricio Scantlebury NYC 1946	Starter	56	0	L			0.302	0.296	0.303	19.7	7.4	1.4	0.305	false
85002	MLB 2026 Live RP Tyler Samaniego BOS	Reliever	59	0	L			0.302	0.294	0.305	20.2	5.6	2.4	0.297	false
85827	T4 Ep. 3 - Negro League Star SP Bob Romby BEG 1948	Starter	58	0	L			0.302	0.29	0.306	21.0	8.6	2.4	0.280	false
84896	MLB 2026 Live RP Michael Petersen MIA	Reliever	57	0	R			0.302	0.304	0.3	24.0	6.1	3.2	0.289	false
84991	MLB 2026 Live RP Peyton Pallette CWS	Reliever	57	0	R			0.302	0.298	0.305	23.6	7.3	2.7	0.291	false
81833	MLB 2026 Live RP Juan Morillo AZ	Reliever	53	0	R			0.302	0.304	0.3	23.1	8.2	2.3	0.294	false
82280	MLB 2026 Live RP Luis Medina ATH	Reliever	57	0	R			0.302	0.304	0.3	22.1	7.0	2.3	0.297	false
82033	MLB 2026 Live RP Dicky Lovelady WSH	Reliever	58	0	L			0.302	0.296	0.305	21.4	5.9	2.5	0.296	false
86073	Obscure All-Stars - Baseball Reference 5 SP Harry Kincannon PiCr 1934	Starter	45	0	R			0.302	0.309	0.297	23.7	6.2	2.4	0.307	true
81804	MLB 2026 Live RP Jaden Hill COL	Reliever	58	0	R			0.302	0.309	0.296	23.2	6.7	2.5	0.297	false
83082	Snapshot RP Hector Carrasco MIN 1999	Reliever	59	0	R			0.302	0.302	0.301	18.9	6.6	1.8	0.299	false
81722	MLB 2026 Live RP JT Brubaker SF	Reliever	59	0	R			0.302	0.301	0.302	19.2	6.4	2.3	0.289	false
86197	Clubhouse - Baseball Reference 5 RP Ace Adams NY1 1943	Reliever	46	0	R			0.302	0.34	0.272	16.3	7.1	2.4	0.274	true
84232	Rookie Sensation RP Carl Scheib PHA 1944	Reliever	50	5	R			0.302	0.315	0.292	18.9	5.6	2.4	0.291	false
83021	Snapshot RP Jesse Orosco LAD 1988	Reliever	52	5	L			0.302	0.303	0.302	24.8	10.0	2.7	0.280	false
82979	Veteran Presence RP Don Larsen BAL 1965	Reliever	49	5	R			0.302	0.328	0.282	19.6	6.5	2.2	0.293	false
85689	Baseball Reference 3 SP Lou Kretlow KC1 1956	Starter	48	5	R			0.302	0.316	0.291	21.3	8.9	3.0	0.265	false
82260	MLB 2026 Live RP Justin Sterner ATH	Reliever	58	0	R			0.303	0.308	0.299	23.6	5.3	3.5	0.286	false
81865	MLB 2026 Live RP George Soriano STL	Reliever	54	0	R			0.303	0.308	0.299	21.9	6.4	3.0	0.284	false
85970	MLB 2026 Live RP Drew Sommers DET	Reliever	58	0	L			0.303	0.283	0.31	19.3	5.8	2.4	0.294	false
84022	May Birthdays - Snapshot CL Trevor Rosenthal STL 2014	Reliever	53	0	R			0.303	0.299	0.307	24.5	13.0	1.1	0.298	false
81912	MLB 2026 Live RP Kyle Nicolas WSH	Reliever	58	0	R			0.303	0.304	0.302	22.3	7.4	2.4	0.294	false
82043	MLB 2026 Live RP Kyle Backhus PHI	Reliever	59	0	L			0.303	0.296	0.306	22.5	5.8	2.8	0.296	false
83037	Snapshot RP Charlie Williams SF 1974	Reliever	54	5	R			0.303	0.322	0.288	16.1	5.1	2.5	0.284	false
84241	Rookie Sensation SP Don Drysdale BRO 1956	Starter	59	5	R			0.303	0.316	0.293	20.2	5.5	2.7	0.290	false
82804	Unsung Heroes SP Jack Bentley NY1 1924	Starter	58	5	L			0.303	0.313	0.3	20.8	5.6	2.9	0.289	false
83110	Snapshot CL Rod Beck CHC 1998	Reliever	59	5	R			0.303	0.316	0.292	24.2	4.4	3.2	0.300	false
85973	MLB 2026 Live RP Craig Yoho MIL	Reliever	54	0	R			0.304	0.306	0.301	22.4	7.1	2.6	0.292	false
82429	MLB 2026 Live RP Erik Sabrowski CLE	Reliever	58	0	L			0.304	0.303	0.305	28.6	9.7	2.9	0.294	false
82314	MLB 2026 Live RP Jordan Romano COL	Reliever	58	0	R			0.304	0.303	0.305	23.9	6.1	3.0	0.294	false
84959	MLB 2026 Live RP Cionel Perez NYM	Reliever	55	0	L			0.304	0.297	0.306	22.0	7.3	2.5	0.294	false
85621	MLB 2026 Live RP Nate Pearson HOU	Reliever	56	0	R			0.304	0.306	0.303	23.2	7.0	2.7	0.294	false
85994	MLB 2026 Live RP William Kempner MIA	Reliever	55	0	R			0.304	0.316	0.294	21.2	7.2	2.5	0.292	false
82417	MLB 2026 Live RP Kyle Finnegan DET	Reliever	54	0	R			0.304	0.302	0.305	21.0	7.1	2.5	0.290	false
82764	Clubhouse - World Baseball Classic SP Samuel Deduno DR 2013	Starter	58	0	R			0.304	0.303	0.305	22.6	8.0	2.1	0.302	false
82479	MLB 2026 Live RP Ryan Borucki SF	Reliever	55	0	L			0.304	0.294	0.307	21.9	6.7	2.6	0.293	false
82279	MLB 2026 Live RP Scott Barlow ATH	Reliever	55	0	R			0.304	0.304	0.304	23.8	7.7	3.2	0.280	false
84944	MLB 2026 Live RP Anthony Banda MIN	Reliever	54	0	L			0.304	0.307	0.303	21.5	6.7	2.6	0.294	false
83087	Snapshot CL Cecil Upshaw ATL 1971	Reliever	59	5	R			0.304	0.325	0.286	20.8	4.5	2.4	0.307	false
83056	Snapshot SP Vicente Padilla PHI 2003	Starter	59	5	R			0.304	0.303	0.305	17.0	5.5	2.7	0.281	false
83089	Snapshot RP Johnny Murphy NYY 1940	Reliever	58	5	R			0.304	0.322	0.29	17.3	4.8	2.8	0.283	false
84019	All-Time Legend RP Max Leon ATL Peak	Reliever	52	5	R			0.304	0.318	0.294	19.0	4.9	2.4	0.299	false
84685	Happy Easter SP Bunny Hearn BSN 1918	Starter	55	5	L			0.304	0.32	0.299	16.8	4.7	2.5	0.288	false
83059	Snapshot SP Harry Coveleski DET 1914	Starter	59	5	L			0.304	0.284	0.31	18.2	5.7	2.7	0.284	false
83047	Snapshot RP Ken Brett LAD 1979	Reliever	55	5	L			0.304	0.316	0.3	11.1	5.2	1.2	0.295	false
83060	Snapshot SP Chris Archer TB 2016	Starter	54	5	R			0.304	0.309	0.301	23.8	6.1	3.2	0.292	false
81867	MLB 2026 Live RP Matt Svanson STL	Reliever	56	0	R			0.305	0.313	0.299	21.8	6.4	2.7	0.295	false
82356	MLB 2026 Live RP Hector Neris KC	Reliever	57	0	R			0.305	0.309	0.301	23.9	6.9	3.1	0.289	false
82661	Veteran Presence CL Mark Melancon SD 2021	Reliever	59	0	R			0.305	0.299	0.31	17.2	7.3	1.7	0.295	false
81806	MLB 2026 Live RP Juan Mejia COL	Reliever	53	0	R			0.305	0.31	0.302	23.9	7.2	2.7	0.299	false
82486	MLB 2026 Live RP Jordan Hicks CWS	Reliever	55	0	R			0.305	0.313	0.298	21.1	7.8	2.0	0.300	false
84912	MLB 2026 Live RP Rico Garcia BAL	Reliever	59	0	R			0.305	0.301	0.307	24.5	6.8	3.4	0.285	false
82087	MLB 2026 Live RP Luis Garcia MIN	Reliever	56	0	R			0.305	0.31	0.3	19.9	6.2	2.2	0.301	false
84961	MLB 2026 Live RP Matt Gage SF	Reliever	58	0	L			0.305	0.29	0.311	21.2	6.4	2.7	0.293	false
82364	MLB 2026 Live RP Steven Cruz KC	Reliever	56	0	R			0.305	0.304	0.306	22.4	6.9	2.9	0.289	false
83086	Snapshot RP Tom Bruno STL 1979	Reliever	58	0	R			0.305	0.323	0.291	21.4	11.1	1.3	0.298	false
86293	PTCS 4 - Unsung Heroes SP Dallas Braden ATH 2010	Starter	57	0	L			0.305	0.317	0.301	14.0	4.5	2.2	0.288	true
82261	MLB 2026 Live RP Elvis Alvarado ATH	Reliever	56	0	R			0.305	0.301	0.308	24.1	6.6	3.2	0.289	false
83071	Snapshot CL Antonio Alfonseca FLO 1999	Reliever	59	0	R			0.305	0.301	0.309	15.4	5.8	1.6	0.301	false
84017	All-Time Legend SP Jack Wilson BOS Peak	Starter	53	5	R			0.305	0.314	0.298	23.5	7.9	2.6	0.294	false
85480	60s Theme Week - Rookie Sensation SP Don Schwall BOS 1961	Starter	52	5	R			0.305	0.32	0.293	16.5	10.2	1.3	0.287	false
83025	Snapshot SP Roger Moret BOS 1975	Starter	53	5	L			0.305	0.297	0.307	19.8	8.5	2.3	0.285	false
82803	Unsung Heroes SP Roy Mahaffey PHA 1932	Starter	55	5	R			0.305	0.314	0.299	24.8	7.2	3.2	0.291	false
82660	Hardware Heroes CL Brian Fuentes LAA 2009	Reliever	51	5	L			0.305	0.302	0.306	21.3	6.8	2.6	0.292	false
82998	Snapshot RP Mike Fetters ATH 1998	Reliever	51	5	R			0.305	0.314	0.298	18.5	6.4	2.2	0.294	false
86065	4th of July On-Stream - Snapshot SP John Danks CWS 2010	Starter	49	5	L			0.305	0.299	0.307	19.7	6.3	2.4	0.293	false
83029	Snapshot SP Ed Brandt BSN 1930	Starter	54	5	L			0.305	0.291	0.31	22.7	6.5	3.0	0.289	false
82596	MLB 2026 Live RP Greg Weissert BOS	Reliever	56	0	R			0.306	0.309	0.304	21.6	5.8	2.9	0.293	false
84913	MLB 2026 Live RP Ryan Watson BOS	Reliever	57	0	R			0.306	0.321	0.295	21.2	5.9	3.0	0.290	false
83081	Snapshot RP Paul Shuey CLE 1998	Reliever	57	0	R			0.306	0.312	0.301	26.7	7.4	3.2	0.296	false
81970	MLB 2026 Live RP Tony Santillan CIN	Reliever	56	0	R			0.306	0.311	0.302	23.3	6.8	3.3	0.284	false
82349	MLB 2026 Live RP Taylor Rogers MIN	Reliever	56	0	L			0.306	0.296	0.31	23.0	6.5	2.7	0.300	false
82001	MLB 2026 Live RP Phil Maton CHC	Reliever	56	0	R			0.306	0.313	0.301	24.1	6.9	3.0	0.296	false
85904	Limited Edition/80 SP TJ House CLE 2014	Starter	50	0	L			0.306	0.285	0.313	19.4	4.6	2.5	0.301	false
82329	MLB 2026 Live RP Kody Funderburk MIN	Reliever	53	0	L			0.306	0.299	0.308	20.7	7.6	2.3	0.294	false
82560	MLB 2026 Live RP Yerry De Los Santos NYY	Reliever	56	0	R			0.306	0.309	0.302	18.2	6.1	2.3	0.294	false
85404	Limited Edition/98 SP Bartolo Colon CLE 2000	Starter	59	0	R			0.306	0.321	0.293	24.2	9.8	2.1	0.298	false
84897	MLB 2026 Live RP Hunter Bigge TB	Reliever	57	0	R			0.306	0.301	0.309	23.6	8.1	2.9	0.288	false
85566	MLB 2026 Live RP Andrew Alvarez WSH	Reliever	56	0	L			0.306	0.294	0.311	19.1	6.2	2.2	0.298	false
84418	Negro League Star CF Double Duty Radcliffe NEL 1944	Starter	57	5	R			0.306	0.309	0.304	15.9	5.9	1.9	0.295	false
83065	Snapshot SP Bob Klinger PIT 1942	Starter	59	5	R			0.306	0.309	0.303	17.9	5.2	2.6	0.291	false
83048	Snapshot SP Ed Figueroa NYY 1977	Starter	58	5	R			0.306	0.309	0.304	15.3	5.8	2.5	0.280	false
83032	Snapshot SP Eddie Cicotte BOS 1910	Starter	54	5	R			0.306	0.311	0.302	18.8	6.1	2.8	0.284	false
85244	MLB 2026 Live RP Austin Warren NYM	Reliever	55	0	R			0.307	0.313	0.303	22.4	6.4	3.1	0.291	false
83055	Snapshot RP Jordan Walden LAA 2012	Reliever	54	0	R			0.307	0.31	0.304	24.1	8.6	2.3	0.303	false
82311	MLB 2026 Live RP Brent Suter LAA	Reliever	55	0	L			0.307	0.31	0.306	19.6	5.0	2.8	0.295	false
81835	MLB 2026 Live RP Kade Strowd AZ	Reliever	55	0	R			0.307	0.31	0.304	21.1	6.5	2.7	0.294	false
81885	MLB 2026 Live RP Ryne Stanek STL	Reliever	55	0	R			0.307	0.307	0.306	23.9	7.4	2.9	0.293	false
85232	MLB 2026 Live SP Noah Schultz CWS	Starter	58	0	L			0.307	0.299	0.31	21.2	7.4	2.6	0.291	false
83091	Snapshot RP Jack Russell CHC 1939	Reliever	58	0	R			0.307	0.32	0.297	21.0	5.9	2.6	0.299	false
85561	MLB 2026 Live RP Kendry Rojas MIN	Reliever	59	0	L			0.307	0.299	0.31	20.3	6.7	2.5	0.295	false
85987	MLB 2026 Live RP Joe Rock CWS	Reliever	58	0	L			0.307	0.301	0.309	18.9	6.3	2.3	0.296	false
84976	MLB 2026 Live RP Ethan Roberts CHC	Reliever	53	0	R			0.307	0.314	0.301	21.9	7.0	2.8	0.291	false
82058	MLB 2026 Live RP Trevor Richards CWS	Reliever	57	0	R			0.307	0.311	0.303	23.4	6.2	3.6	0.282	false
84904	MLB 2026 Live RP Taylor Rashi MIN	Reliever	56	0	R			0.307	0.313	0.301	22.5	6.7	2.8	0.295	false
84898	MLB 2026 Live RP Zach Pop MIA	Reliever	57	0	R			0.307	0.322	0.296	17.5	5.5	2.4	0.295	false
82316	MLB 2026 Live RP Drew Pomeranz CHC	Reliever	55	0	L			0.307	0.291	0.313	21.6	5.7	3.1	0.291	false
82552	MLB 2026 Live RP Rafael Montero NYY	Reliever	55	0	R			0.307	0.32	0.296	21.6	7.4	2.6	0.293	false
85004	MLB 2026 Live RP Riley Martin CHC	Reliever	52	0	L			0.307	0.3	0.31	22.4	7.6	2.7	0.293	false
82491	MLB 2026 Live RP Brendon Little TOR	Reliever	55	0	L			0.307	0.298	0.311	24.2	9.1	2.5	0.296	false
82595	MLB 2026 Live RP Zack Kelly BOS	Reliever	54	0	R			0.307	0.305	0.308	21.8	7.3	2.7	0.292	false
82061	MLB 2026 Live RP Brad Keller PHI	Reliever	59	0	R			0.307	0.305	0.309	22.1	6.2	3.0	0.293	false
82134	MLB 2026 Live RP Daysbel Hernandez ATL	Reliever	52	0	R			0.307	0.308	0.305	23.4	8.6	2.5	0.294	false
84960	MLB 2026 Live RP Jalen Beeks TEX	Reliever	57	0	L			0.307	0.296	0.311	20.6	5.9	2.8	0.294	false
82294	MLB 2026 Live RP Sam Bachman LAA	Reliever	56	0	R			0.307	0.309	0.306	21.2	7.1	2.8	0.289	false
81920	MLB 2026 Live RP Grant Anderson MIL	Reliever	56	0	R			0.307	0.313	0.302	22.9	6.8	3.3	0.285	false
83072	Snapshot RP Ed Roebuck LAD 1960	Reliever	56	5	R			0.307	0.315	0.301	22.4	5.0	3.3	0.294	false
85307	Baseball Reference 2 CL Glen Perkins MIN 2015	Reliever	56	5	L			0.307	0.282	0.316	21.5	4.0	3.6	0.287	false
86232	Baseball Reference 5 CL Al Holland PHI 1984	Reliever	47	5	L			0.307	0.27	0.32	21.7	5.4	4.0	0.270	true
84666	Opening Day Heroes - Unsung Heroes 1B Matt Davidson CWS 2018	Reliever	56	5	R			0.307	0.3	0.312	19.5	6.0	2.7	0.289	false
82801	Unsung Heroes RP Rocky Childress HOU 1987	Reliever	51	5	R			0.307	0.308	0.305	16.5	5.1	2.3	0.294	false
83861	Historical All-Star SP Bob Buhl ML1 1960	Starter	50	5	R			0.307	0.294	0.318	17.5	7.3	2.8	0.273	false
82228	MLB 2026 Live RP Carlos Vargas SEA	Reliever	55	0	R			0.308	0.313	0.305	17.3	5.7	2.4	0.294	false
83050	Snapshot RP Salomon Torres PIT 2005	Reliever	56	0	R			0.308	0.293	0.319	15.3	6.8	2.4	0.280	false
82227	MLB 2026 Live RP Josh Simpson SEA	Reliever	52	0	L			0.308	0.304	0.309	22.2	8.1	2.5	0.295	false
81829	MLB 2026 Live RP Antonio Senzatela COL	Reliever	58	0	R			0.308	0.315	0.302	18.8	5.5	2.5	0.297	false
85977	MLB 2026 Live RP Alimber Santa HOU	Reliever	57	0	R			0.308	0.311	0.306	21.9	8.6	2.5	0.291	false
82313	MLB 2026 Live RP Nick Sandlin DET	Reliever	55	0	R			0.308	0.317	0.3	23.7	6.9	3.4	0.285	false
84982	MLB 2026 Live RP Christian Roa HOU	Reliever	51	0	R			0.308	0.313	0.304	22.4	7.3	2.7	0.296	false
84995	MLB 2026 Live RP Andrew Hoffmann AZ	Reliever	56	0	R			0.308	0.318	0.3	23.3	6.4	3.0	0.297	false
81825	MLB 2026 Live RP Jimmy Herget COL	Reliever	57	0	R			0.308	0.316	0.301	21.2	5.2	3.0	0.296	false
82523	MLB 2026 Live CL Yoendrys Gomez MIN	Reliever	55	0	R			0.308	0.311	0.306	22.5	6.6	3.5	0.281	false
85548	MLB 2026 Live RP Josh Ekness MIA	Reliever	52	0	R			0.308	0.31	0.306	20.4	7.2	2.5	0.294	false
85616	MLB 2026 Live RP Franco Aleman CLE	Reliever	51	0	R			0.308	0.315	0.303	22.2	7.1	2.8	0.295	false
85990	MLB 2026 Live CL Philip Abner AZ	Reliever	57	0	L			0.308	0.305	0.309	20.3	6.4	2.6	0.295	false
85081	Happy Birthday Nico - Rookie Sensation SP Justin Nicolino MIA 2015	Starter	55	5	L			0.308	0.288	0.314	9.9	5.1	1.9	0.282	false
84245	Rookie Sensation RP Will McEnaney CIN 1975	Reliever	56	5	L			0.308	0.296	0.312	16.5	4.2	2.5	0.294	false
83014	Snapshot SP Mike Krukow CHC 1978	Starter	54	5	R			0.308	0.306	0.309	21.2	7.1	2.9	0.288	false
83019	Snapshot RP Bryce Florie BOS 2000	Reliever	52	5	R			0.308	0.312	0.305	18.1	4.8	2.3	0.304	false
82992	Snapshot SP Rip Collins BOS 1922	Starter	51	5	R			0.308	0.326	0.293	20.1	8.4	2.3	0.289	false
83036	Snapshot SP Ray Burris MON 1983	Starter	56	5	R			0.308	0.319	0.3	21.3	6.9	2.9	0.289	false
82038	MLB 2026 Live RP Lou Trivino PHI	Reliever	56	0	R			0.309	0.318	0.302	20.8	6.4	2.7	0.296	false
82346	MLB 2026 Live RP Justin Topa TOR	Reliever	54	0	R			0.309	0.311	0.308	18.3	5.5	2.4	0.300	false
82539	MLB 2026 Live RP Cole Sulser TB	Reliever	58	0	R			0.309	0.316	0.303	21.2	5.3	2.9	0.298	false
