# CAPPROJ key=latebronze__20260313 role=pit label=Late Bronze type=Daily variantMode=all_cards projval=40-69 vlvl0=963 vlvl5=461 recordsTotal=1424 rows=1424
CID	Name	Role	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	Kpct	BBpct	HRpct	BABIP	ProjectedNewCard
83196	Snapshot RP Eric Plunk CLE 1995	Reliever	69	5	R			0.299	0.303	0.294	17.7	7.3	1.9	0.280	false
84032	All-Time Legend SP Jon Garland CWS Peak	Starter	68	5	R			0.299	0.29	0.309	11.6	4.8	1.9	0.273	false
82672	Hardware Heroes CL Roy Face PIT 1958	Reliever	66	5	R			0.299	0.297	0.302	13.2	4.6	1.8	0.283	false
85344	Played Where? - Snapshot SP Frank Viola BOS 1992	Starter	69	0	L			0.300	0.281	0.31	10.1	6.9	1.6	0.268	false
82805	Unsung Heroes SP Wayne Twitchell PHI 1972	Starter	60	5	R			0.300	0.285	0.318	14.5	7.4	1.4	0.282	false
83153	Snapshot SP Frank Smith CWS 1905	Starter	64	5	R			0.300	0.288	0.315	16.8	8.2	1.8	0.275	false
84036	All-Time Legend SP Hugh McQuillan BSN Peak	Starter	68	5	R			0.300	0.294	0.308	12.9	5.5	1.9	0.275	false
83138	Snapshot RP Cal McLish CLE 1957	Reliever	63	5	R			0.300	0.286	0.317	13.9	7.6	1.9	0.268	false
82670	Hardware Heroes CL Bill Campbell MIN 1976	Reliever	64	5	R			0.300	0.3	0.3	16.1	6.3	1.9	0.281	false
82809	Veteran Presence SP Dick Barrett PHI 1943	Starter	62	5	R			0.300	0.277	0.328	13.0	6.8	2.1	0.266	false
85794	Limited Edition/107 SP Steve Trout CHC 1985	Starter	68	0	L			0.301	0.305	0.299	12.6	6.0	1.1	0.291	false
84716	Clubhouse - April Fools&#39; Day RP Bob Miller SD 1971	Reliever	69	0	R			0.301	0.306	0.294	11.1	7.0	1.0	0.282	false
84715	Clubhouse - April Fools&#39; Day SP Bob Miller LAD 1963	Starter	69	0	R			0.301	0.304	0.298	12.8	6.8	1.1	0.288	false
85698	T4 Ep. 2 - Rookie Sensation SP Jim Bouton NYY 1963	Starter	64	0	R			0.301	0.301	0.3	11.9	7.9	2.1	0.256	false
84033	All-Time Legend SP Tanner Roark WAS Peak	Starter	68	5	R			0.301	0.292	0.311	12.4	6.1	1.8	0.273	false
84268	Rookie Sensation SP Ed Heusser STL 1935	Starter	68	5	R			0.301	0.293	0.312	10.8	5.1	1.8	0.274	false
83157	Snapshot RP Clay Carroll CIN 1975	Reliever	65	5	R			0.301	0.307	0.295	10.6	5.5	1.1	0.286	false
85608	MLB 2026 Live RP Kirby Yates LAA	Reliever	69	0	R			0.302	0.304	0.299	17.3	7.4	1.9	0.282	false
85669	June Gems - Baseball Reference 3 CL Dan Spillner CLE 1982	Reliever	64	5	R			0.302	0.31	0.293	14.6	6.0	1.8	0.283	false
83182	Veteran Presence RP Elmer Singleton CHC 1959	Reliever	67	5	R			0.302	0.311	0.292	12.7	5.5	1.4	0.288	false
85156	Dock&#39;s Counterpart SP Dave Roberts SD 1970	Starter	68	5	L			0.302	0.313	0.296	13.7	3.6	2.1	0.287	false
86135	Obscure All-Stars - Baseball Reference 5 SP Gil Meche KC 2007	Starter	60	5	R			0.302	0.301	0.303	14.1	5.6	1.8	0.283	true
85032	FLF 14 &amp; Co. - Future Legend SP Tanner McDougal CWS 2026	Starter	66	5	R			0.302	0.307	0.296	18.3	8.3	1.8	0.284	false
84266	Rookie Sensation RP Aaron Loup TOR 2013	Reliever	68	5	L			0.302	0.307	0.299	11.8	3.5	1.7	0.288	false
85139	National Pretzel Day SP Pretzels Getzien DTN 1888	Starter	64	5	R			0.302	0.302	0.303	14.8	4.1	1.8	0.293	false
84271	Rookie Sensation RP Adam Cimber SD 2018	Reliever	69	5	R			0.302	0.326	0.272	14.8	8.7	1.0	0.287	false
85646	June Gems - Baseball Reference 3 SP Milo Candini WS1 1943	Starter	67	5	R			0.302	0.309	0.293	11.6	7.3	1.1	0.282	false
84031	All-Time Legend SP Tyler Anderson COL Peak	Starter	66	5	L			0.302	0.29	0.309	12.1	4.9	1.8	0.281	false
84883	Celebrating 42 - Negro League Star SP Johnny Wright HoGr 1941	Starter	68	0	R			0.303	0.308	0.298	11.7	5.9	2.6	0.259	false
83193	Snapshot SP Jim Weaver CHC 1934	Starter	69	5	R			0.303	0.3	0.307	17.3	7.5	2.2	0.277	false
83161	Snapshot SP Tully Sparks PHI 1907	Starter	68	5	R			0.303	0.311	0.294	11.6	5.2	2.0	0.275	false
84035	All-Time Legend SP Eddie Smith CWS Peak	Starter	67	5	L			0.303	0.32	0.293	14.9	7.2	1.9	0.277	false
84430	Negro League Star SP Dick Redding BRG 1924	Starter	68	5	R			0.303	0.303	0.304	13.0	5.5	1.8	0.282	false
83105	Snapshot SP Jack Powell SLA 1908	Starter	62	5	R			0.303	0.287	0.322	11.2	5.2	2.1	0.271	false
83150	Snapshot SP Bob Kuzava NYY 1951	Starter	68	5	L			0.303	0.326	0.291	15.2	6.5	1.8	0.284	false
83179	Snapshot RP Jerry Garvin TOR 1980	Reliever	67	5	L			0.303	0.29	0.309	15.5	5.8	2.2	0.279	false
83181	Snapshot CL Marshall Bridges NYY 1962	Reliever	65	5	L			0.303	0.3	0.304	17.9	11.0	1.8	0.268	false
84044	Clubhouse - Snapshot CL Mitch Williams PHI 1991	Reliever	64	0	L			0.304	0.299	0.308	18.2	15.0	1.5	0.251	false
81910	MLB 2026 Live RP Yohan Ramirez PIT	Reliever	65	0	R			0.304	0.306	0.301	17.1	7.8	1.8	0.284	false
82100	MLB 2026 Live RP John King MIA	Reliever	66	0	L			0.304	0.303	0.305	12.3	5.1	1.8	0.283	false
81769	MLB 2026 Live RP Edgardo Henriquez LAD	Reliever	67	0	R			0.304	0.306	0.3	16.2	7.5	1.8	0.283	false
85869	T4 Ep. 3 - Historical All-Star SP Johnny Antonelli NY1 1954	Starter	67	0	L			0.304	0.338	0.286	15.7	7.6	2.8	0.261	false
85895	FLF 14 &amp; Co. - Unsung Heroes SP Earl Wilson BOS 1962	Starter	55	5	R			0.304	0.312	0.294	14.9	10.1	2.1	0.257	false
84436	Negro League Star SP Tom Williams CAG 1920	Starter	68	5	R			0.304	0.303	0.305	10.6	4.7	1.8	0.279	false
84429	Negro League Star SP Ted Trent CAG 1936	Starter	69	5	R			0.304	0.305	0.303	12.8	5.4	1.8	0.282	false
83116	Snapshot RP Brian Tallet TOR 2008	Reliever	60	5	L			0.304	0.3	0.306	13.8	6.9	1.6	0.283	false
82813	Unsung Heroes SP Hank Robinson PIT 1913	Starter	65	5	L			0.304	0.271	0.322	8.3	4.8	1.8	0.271	false
85081	Happy Birthday Nico - Rookie Sensation SP Justin Nicolino MIA 2015	Starter	55	5	L			0.304	0.301	0.306	7.1	5.7	1.6	0.269	false
84664	Opening Day Heroes - Snapshot SP Rick Mahler ATL 1982	Starter	69	5	R			0.304	0.294	0.316	13.6	6.0	1.6	0.286	false
85459	May Birthdays - Unsung Heroes RP Mark Huismann KC 1985	Reliever	50	5	R			0.304	0.296	0.315	8.0	5.0	2.4	0.259	false
85717	SwitchKnucklers - Snapshot SP Mickey Haefner WS1 1944	Starter	64	5	L			0.304	0.3	0.306	12.7	6.5	1.4	0.286	false
83136	Snapshot RP Fred Green PIT 1960	Reliever	62	5	L			0.304	0.301	0.306	15.0	7.2	1.7	0.283	false
85124	FLF 8 - Future Legend SP Trey Gibson BAL 2026	Starter	67	5	R			0.304	0.301	0.308	16.0	6.9	1.8	0.285	false
83158	Snapshot SP Whitey Ford NYY 1962	Starter	67	5	L			0.304	0.306	0.302	13.4	5.8	1.8	0.281	false
83139	Snapshot SP Jesse Flores PHA 1944	Starter	66	5	R			0.304	0.29	0.321	12.3	5.7	2.2	0.271	false
83059	Snapshot SP Harry Coveleski DET 1914	Starter	59	5	L			0.304	0.28	0.317	12.3	6.5	2.1	0.269	false
84434	Negro League Star SP Darltie Cooper HaGi 1926	Starter	68	5	R			0.304	0.305	0.303	12.4	4.9	1.8	0.284	false
83171	Snapshot RP Vinnie Chulk SF 2007	Reliever	66	5	R			0.304	0.309	0.298	12.9	5.4	1.5	0.289	false
84265	Rookie Sensation RP Clay Bryant CHC 1936	Reliever	66	5	R			0.304	0.31	0.297	17.7	7.3	1.7	0.292	false
84779	FLF 11 - Future Legend SP Jake Bloss TOR 2026	Starter	67	5	R			0.304	0.31	0.298	15.3	5.6	1.8	0.290	false
85486	Clubhouse - 60s Week - Historical All-Star SP Stan Williams LAD 1960	Starter	69	0	R			0.305	0.327	0.277	19.0	8.5	4.1	0.235	false
85827	T4 Ep. 3 - Negro League Star SP Bob Romby BEG 1948	Starter	58	0	L			0.305	0.299	0.309	13.5	9.2	1.9	0.265	false
84720	Clubhouse - April Fools&#39; Day CL Mike Marshall MON 1973	Reliever	57	0	R			0.305	0.296	0.315	14.9	7.7	1.3	0.290	false
85829	Clubhouse - Rookie Sensation SP Joe Krakauskas WS1 1938	Starter	57	0	L			0.305	0.319	0.298	19.0	13.8	1.5	0.261	false
84964	MLB 2026 Live RP Bryan Hudson CWS	Reliever	68	0	L			0.305	0.297	0.309	15.7	7.2	1.7	0.286	false
82551	MLB 2026 Live RP Tim Hill NYY	Reliever	64	0	L			0.305	0.303	0.306	11.3	5.1	1.8	0.281	false
82213	MLB 2026 Live RP Alexis Diaz TEX	Reliever	61	0	R			0.305	0.313	0.296	14.1	8.5	1.8	0.272	false
82088	MLB 2026 Live RP Huascar Brazoban NYM	Reliever	69	0	R			0.305	0.308	0.303	14.1	7.2	1.8	0.280	false
83151	Snapshot SP Chuck Stobbs WS1 1954	Starter	67	5	L			0.305	0.316	0.299	10.9	6.4	1.2	0.286	false
84034	All-Time Legend SP Jerry Staley STL Peak	Starter	66	5	R			0.305	0.33	0.273	10.5	4.4	1.8	0.281	false
84247	Rookie Sensation RP Al Osuna HOU 1991	Reliever	60	5	L			0.305	0.308	0.303	14.9	9.5	2.1	0.262	false
82661	Veteran Presence CL Mark Melancon SD 2021	Reliever	59	5	R			0.305	0.301	0.311	12.5	7.1	1.3	0.285	false
85509	60s Theme Week - Unsung Heroes SP Jack Kralick MIN 1961	Starter	64	5	L			0.305	0.287	0.314	14.4	4.8	1.7	0.294	false
83169	Snapshot SP Al Hollingsworth CIN 1936	Starter	69	5	L			0.305	0.301	0.307	14.4	6.5	1.6	0.288	false
82817	Unsung Heroes SP Ed Doheny PIT 1901	Starter	67	5	L			0.305	0.29	0.314	14.9	6.4	2.1	0.280	false
83129	Snapshot SP Anthony DeSclafani SF 2021	Starter	66	5	R			0.305	0.308	0.3	12.2	5.5	1.9	0.278	false
85245	MLB 2026 Live RP Evan Sisk PIT	Reliever	68	0	L			0.306	0.299	0.309	16.1	7.0	1.7	0.289	false
81998	MLB 2026 Live RP Daniel Palencia CHC	Reliever	67	0	R			0.306	0.305	0.307	16.3	7.0	1.9	0.286	false
84839	Celebrating 42 - Veteran Presence RP Satchel Paige SLA 1952	Reliever	68	0	R			0.306	0.314	0.297	16.8	7.6	1.6	0.291	false
84946	MLB 2026 Live RP Hoby Milner CHC	Reliever	66	0	L			0.306	0.307	0.306	12.6	5.6	1.8	0.284	false
84957	MLB 2026 Live RP Tim Mayza PHI	Reliever	67	0	L			0.306	0.305	0.307	13.6	5.6	1.9	0.285	false
82381	MLB 2026 Live RP Daniel Lynch IV KC	Reliever	68	0	L			0.306	0.306	0.306	12.7	6.0	1.8	0.281	false
84272	Rookie Sensation RP Dick Lines WS2 1966	Reliever	69	0	L			0.306	0.307	0.305	12.2	6.3	1.9	0.276	false
85877	T4 Ep. 3 - Snapshot SP Jim Deshaies HOU 1989	Starter	67	0	L			0.306	0.319	0.3	12.9	8.3	1.6	0.276	false
86153	Limited Edition/111 SP Henderson Alvarez III MIA 2014	Starter	60	0	R			0.306	0.3	0.313	8.3	3.2	1.4	0.290	true
84425	Negro League Star SP Roy Welmaker HoSt 1953	Starter	68	5	L			0.306	0.305	0.306	13.3	6.3	1.8	0.282	false
83876	Historical All-Star SP Jose Rijo CIN 1994	Starter	69	5	R			0.306	0.304	0.308	16.0	6.5	1.8	0.290	false
84270	Rookie Sensation SP Toad Ramsey LS2 1885	Starter	67	5	L			0.306	0.307	0.305	17.6	7.8	1.9	0.286	false
83114	Snapshot SP Pat Ragan BSN 1917	Starter	62	5	R			0.306	0.292	0.324	12.8	5.4	2.4	0.272	false
83137	Snapshot SP Claude Osteen LAD 1965	Starter	64	5	L			0.306	0.316	0.3	11.7	5.9	1.8	0.279	false
84041	All-Time Legend SP Willie McGill SL4 Peak	Starter	69	5	L			0.306	0.309	0.304	16.7	7.8	1.8	0.286	false
83174	Snapshot SP Ben McDonald BAL 1993	Starter	68	5	R			0.306	0.301	0.311	15.0	7.3	2.1	0.276	false
83092	Veteran Presence SP Sam Jones WS1 1928	Starter	62	5	R			0.306	0.302	0.31	11.2	6.9	1.8	0.272	false
83154	Snapshot CL Danny Graves CIN 2002	Reliever	63	5	R			0.306	0.305	0.306	11.1	4.0	1.8	0.286	false
83143	Snapshot SP Carl Fischer DET 1933	Starter	64	5	L			0.306	0.32	0.298	17.2	8.5	1.8	0.284	false
83861	Historical All-Star SP Bob Buhl ML1 1960	Starter	50	5	R			0.306	0.291	0.325	12.1	8.1	2.3	0.260	false
81915	MLB 2026 Live RP Dennis Santana PIT	Reliever	67	0	R			0.307	0.308	0.307	13.5	6.8	1.9	0.280	false
81886	MLB 2026 Live RP JoJo Romero STL	Reliever	69	0	L			0.307	0.301	0.311	15.1	6.5	2.0	0.286	false
81757	MLB 2026 Live RP Wandy Peralta SD	Reliever	62	0	L			0.307	0.305	0.308	13.4	7.1	1.8	0.280	false
86217	Limited Edition/73 SP Alexi Ogando TEX 2011	Starter	66	0	R			0.307	0.327	0.282	13.5	5.9	2.5	0.271	false
84924	MLB 2026 Live RP Jovani Moran BOS	Reliever	64	0	L			0.307	0.302	0.311	16.1	7.6	2.0	0.282	false
82672	Hardware Heroes CL Roy Face PIT 1958	Reliever	66	0	R			0.307	0.303	0.311	12.6	5.1	1.9	0.285	false
82386	MLB 2026 Live CL Carlos Estevez KC	Reliever	67	0	R			0.307	0.31	0.302	12.8	6.3	1.8	0.281	false
82217	MLB 2026 Live RP Ryan Brasier TEX	Reliever	68	0	R			0.307	0.312	0.301	12.7	5.7	1.9	0.282	false
84445	Negro League Star SP Laymon Yokely BBS 1928	Starter	67	5	R			0.307	0.308	0.306	13.4	6.2	1.8	0.285	false
83874	Historical All-Star SP Whit Wyatt BRO 1939	Starter	68	5	R			0.307	0.308	0.307	14.9	6.5	1.8	0.288	false
83104	Snapshot SP Dupee Shaw PRO 1885	Starter	62	5	L			0.307	0.312	0.305	13.8	7.0	1.8	0.281	false
85331	T4 Ep. 1 - Rookie Sensation RP Curt Schilling BAL 1990	Reliever	65	5	R			0.307	0.34	0.266	12.0	8.5	1.0	0.284	false
83162	Snapshot RP Joel Payamps MIL 2023	Reliever	65	5	R			0.307	0.312	0.301	13.7	5.1	2.2	0.283	false
83102	Snapshot SP Russ Meyer PHI 1949	Starter	62	5	R			0.307	0.302	0.313	11.9	5.8	2.3	0.271	false
84428	Negro League Star SP Henry McHenry NeBr 1932	Starter	66	5	R			0.307	0.307	0.307	12.5	5.7	1.8	0.284	false
84420	Negro League Star SP Connie Johnson KCM 1946	Starter	65	5	R			0.307	0.302	0.314	16.5	7.8	1.8	0.287	false
83163	Snapshot RP Tommy Hunter CLE 2016	Reliever	64	5	R			0.307	0.303	0.312	10.9	4.6	1.1	0.299	false
84431	Negro League Star SP Rube Foster CLG 1910	Starter	67	5	R			0.307	0.308	0.305	11.9	5.5	1.8	0.283	false
84269	Rookie Sensation SP Larry Corcoran CHC 1880	Starter	68	5	R			0.307	0.306	0.309	17.4	9.5	1.8	0.281	false
83166	Snapshot SP Chris Bosio SEA 1993	Starter	68	5	R			0.307	0.321	0.29	14.2	7.1	2.1	0.275	false
84040	All-Time Legend SP Steve Barber BAL Peak	Starter	69	5	L			0.307	0.316	0.303	13.2	6.8	1.8	0.281	false
81790	MLB 2026 Live RP Blake Treinen LAD	Reliever	69	0	R			0.308	0.311	0.304	15.8	6.6	2.0	0.288	false
83869	Historical All-Star SP Dave Stieb TOR 1981	Starter	65	0	R			0.308	0.297	0.321	13.1	7.0	2.1	0.274	false
85875	Heart Attack - Snapshot SP Greg Maddux CHC 1989	Starter	62	0	R			0.308	0.322	0.29	12.4	7.1	1.8	0.278	false
83183	Snapshot SP Lon Warneke STL 1940	Starter	69	5	R			0.308	0.315	0.299	11.4	4.3	2.4	0.276	false
84261	Rookie Sensation RP Ed Olwine ATL 1986	Reliever	63	5	L			0.308	0.3	0.312	15.7	5.4	2.7	0.277	false
83134	Veteran Presence SP Joe Niekro HOU 1981	Starter	66	5	R			0.308	0.313	0.301	11.0	6.4	1.8	0.276	false
83152	Snapshot SP Art Nehf BSN 1919	Starter	64	5	L			0.308	0.308	0.308	10.7	5.5	2.1	0.275	false
83090	Snapshot CL Tom Morgan NYY 1955	Reliever	58	5	R			0.308	0.328	0.283	7.6	5.9	1.2	0.281	false
84819	Baseball Reference 1 SP Carlos Martinez STL 2016	Starter	64	5	R			0.308	0.311	0.304	12.8	6.8	1.8	0.281	false
82658	Hardware Heroes SP Carl Lundgren CHC 1903	Starter	64	5	R			0.308	0.309	0.306	12.6	6.2	1.8	0.283	false
83074	Snapshot RP Ken Lehman BAL 1958	Reliever	57	5	L			0.308	0.306	0.309	13.2	5.2	1.8	0.290	false
85689	Baseball Reference 3 SP Lou Kretlow KC1 1956	Starter	48	5	R			0.308	0.32	0.292	13.4	9.9	2.5	0.250	false
84421	Negro League Star SP Jesse Houston CAG 1938	Starter	67	5	R			0.308	0.309	0.306	12.2	5.4	1.8	0.285	false
86232	Baseball Reference 5 CL Al Holland PHI 1984	Reliever	47	5	L			0.308	0.284	0.322	15.0	6.2	3.6	0.252	true
83192	Snapshot SP Jack Harshman CWS 1954	Starter	69	5	L			0.308	0.296	0.314	17.6	9.8	1.3	0.291	false
84426	Negro League Star SP Bill Gatewood CAG 1912	Starter	62	5	R			0.308	0.307	0.308	10.2	5.5	1.8	0.278	false
82669	Hardware Heroes SP General Crowder WS1 1933	Starter	66	5	R			0.308	0.317	0.296	13.7	5.8	2.1	0.282	false
83082	Snapshot RP Hector Carrasco MIN 1999	Reliever	59	5	R			0.308	0.31	0.306	13.1	6.6	1.5	0.290	false
83165	Snapshot SP Britt Burns CWS 1983	Starter	67	5	L			0.308	0.313	0.306	14.0	6.6	2.0	0.282	false
83140	Snapshot SP Harry Brecheen STL 1949	Starter	67	5	L			0.308	0.316	0.304	12.7	5.2	2.3	0.278	false
83868	Historical All-Star SP Wilson Alvarez CWS 1994	Starter	59	5	L			0.308	0.302	0.312	12.8	7.1	2.0	0.275	false
82412	MLB 2026 Live RP Dylan Smith SF	Reliever	65	0	R			0.309	0.311	0.307	14.4	6.9	1.8	0.286	false
83196	Snapshot RP Eric Plunk CLE 1995	Reliever	69	0	R			0.309	0.31	0.307	16.7	7.8	2.1	0.283	false
86135	Obscure All-Stars - Baseball Reference 5 SP Gil Meche KC 2007	Starter	60	0	R			0.309	0.309	0.31	13.3	6.2	1.8	0.286	true
85367	Clubhouse - Played Where? - Unsung Heroes RP Sparky Lyle TEX 1979	Reliever	51	0	L			0.309	0.287	0.321	12.4	6.5	2.9	0.260	false
82447	MLB 2026 Live RP Tim Herrin CLE	Reliever	59	0	L			0.309	0.306	0.311	15.3	8.3	1.8	0.282	false
86106	Obscure All-Stars - Baseball Reference 5 CL Bill Henry CIN 1960	Reliever	69	0	L			0.309	0.319	0.304	19.0	5.7	2.7	0.290	true
84821	Baseball Reference 1 RP John Gant STL 2019	Reliever	62	0	R			0.309	0.325	0.289	11.0	10.9	1.5	0.260	false
84945	MLB 2026 Live RP Danny Coulombe BOS	Reliever	67	0	L			0.309	0.309	0.309	13.4	7.2	1.8	0.282	false
81725	MLB 2026 Live RP Tristan Beck SF	Reliever	67	0	R			0.309	0.309	0.309	12.3	5.7	1.8	0.285	false
83115	Snapshot RP Alex Wilson DET 2016	Reliever	62	5	R			0.309	0.315	0.3	11.1	5.7	1.7	0.283	false
83077	Snapshot RP Luis Perdomo SD 2019	Reliever	59	5	R			0.309	0.319	0.297	10.4	5.4	1.6	0.286	false
83172	Snapshot RP Dale Murray TOR 1982	Reliever	66	5	R			0.309	0.323	0.291	11.3	6.0	1.3	0.291	false
83089	Snapshot RP Johnny Murphy NYY 1940	Reliever	58	5	R			0.309	0.326	0.287	11.4	5.2	2.3	0.274	false
83173	Snapshot SP Eric Milton MIN 1999	Starter	69	5	L			0.309	0.314	0.307	14.4	5.8	2.6	0.276	false
83170	Snapshot SP Jumbo McGinnis SL4 1884	Starter	65	5	R			0.309	0.31	0.306	10.5	4.1	1.8	0.287	false
84250	Rookie Sensation SP George McConnell NYY 1912	Starter	63	5	R			0.309	0.299	0.321	14.5	6.0	2.2	0.284	false
84209	Rookie Sensation SP Kenta Maeda LAD 2016	Starter	69	5	R			0.309	0.322	0.294	14.0	6.4	2.1	0.282	false
83065	Snapshot SP Bob Klinger PIT 1942	Starter	59	5	R			0.309	0.306	0.313	11.8	5.9	2.2	0.275	false
83127	Snapshot SP Pink Hawley STL 1893	Starter	65	5	R			0.309	0.316	0.301	16.4	6.9	2.0	0.290	false
84275	Rookie Sensation SP Atlee Hammaker SF 1982	Starter	62	5	L			0.309	0.323	0.301	13.0	2.3	2.5	0.289	false
85057	HOF 1 - Baseball Reference SP Rich Gossage CWS 1976	Starter	65	5	R			0.309	0.321	0.293	14.6	7.4	1.9	0.283	false
83117	Snapshot SP Elmer Dessens CIN 2000	Starter	65	5	R			0.309	0.304	0.314	9.8	5.2	1.7	0.282	false
83095	Snapshot RP Danny Coulombe ATH 2016	Reliever	60	5	L			0.309	0.306	0.311	15.6	6.8	2.3	0.280	false
83050	Snapshot RP Salomon Torres PIT 2005	Reliever	56	0	R			0.310	0.305	0.316	10.8	7.3	1.9	0.271	false
85142	PTCS 2 - Veteran Presence SP Tom Seaver CIN 1981	Starter	56	0	R			0.310	0.32	0.297	12.8	8.5	2.1	0.267	false
82212	MLB 2026 Live RP Josh Sborz TEX	Reliever	65	0	R			0.310	0.312	0.307	14.4	6.9	1.8	0.287	false
85031	FLF 9 - Future Legend RP Winston Santos TEX 2026	Reliever	65	0	R			0.310	0.317	0.301	16.2	8.0	2.2	0.279	false
81936	MLB 2026 Live RP Easton McGee MIL	Reliever	67	0	R			0.310	0.314	0.306	12.4	5.6	1.9	0.286	false
85032	FLF 14 &amp; Co. - Future Legend SP Tanner McDougal CWS 2026	Starter	66	0	R			0.310	0.316	0.304	17.6	9.2	1.8	0.287	false
84852	Limited Edition/42 SP Jose Lima HOU 1999	Starter	69	0	R			0.310	0.32	0.297	13.5	4.1	2.3	0.289	false
82282	MLB 2026 Live RP Mark Leiter Jr. ATH	Reliever	67	0	R			0.310	0.31	0.31	16.0	6.8	1.8	0.293	false
85515	Clubhouse - 60s Week - Hardware Heroes SP Frank Lary DET 1961	Starter	67	0	R			0.310	0.318	0.301	11.2	4.8	1.9	0.285	false
