# CAPPROJ key=diamondheart__20260331 role=hit label=Diamond Heart type=Daily variantMode=all_cards projval=40-99 vlvl0=625 vlvl5=541 recordsTotal=1166 rows=1166
CID	Name	Position	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	BBpct	SOpct	HRpct	BABIP	XBHpct	ProjectedNewCard
85301	PTCS 2 - Hall of Fame 3B Eddie Mathews ML1 1961	3B	98	0	L			0.330	0.314	0.336	9.3	14.4	3.2	0.287	22.3	false
85815	Family Connections - Historical All-Star 1B Felipe Alou ATL 1966	1B	92	0	R			0.330	0.331	0.329	2.2	9.6	3.9	0.284	25.7	false
85726	SwitchKnucklers - Snapshot RF Ken Singleton MON 1973	RF	92	5	S			0.330	0.33	0.33	11.1	15.3	2.7	0.294	19.9	false
82733	SwitchKnucklers - Hardware Heroes 3B Howard Johnson NYM 1989	3B	84	5	S			0.330	0.328	0.331	8.3	19.8	3.6	0.289	32.7	false
83806	Snapshot 3B Jim Ray Hart SF 1967	3B	94	5	R			0.330	0.313	0.336	6.5	14.5	4.2	0.279	22.9	false
84366	Clubhouse - Y&amp;O 1 - Rookie Sensation C Gene Tenace ATH 1970	C	98	0	R			0.329	0.341	0.326	9.1	19.7	4.3	0.286	17.3	false
85860	Clubhouse - Hardware Heroes 1B Keith Hernandez STL 1979	1B	94	0	L			0.329	0.326	0.33	8.6	15.6	1.4	0.316	33.4	false
85518	60s Theme Week - Hardware Heroes 3B Ken Boyer STL 1961	3B	96	0	R			0.329	0.328	0.33	7.0	16.0	3.4	0.295	25	false
85660	June Gems - Baseball Reference 3 3B Dick Allen LAD 1971	3B	79	5	R			0.328	0.314	0.333	9.7	19.1	3.5	0.297	19	false
85094	HOF 1 - Hall of Fame 3B Ron Santo CHC 1969	3B	93	0	R			0.327	0.319	0.33	7.8	16.2	3.9	0.289	16.2	false
85311	All-Star Week - Historical All-Star LF Frank Howard WS2 1968	LF	81	5	R			0.327	0.381	0.309	6.8	19.0	5.4	0.260	22.9	true
85667	In Memoriam - Snapshot 3B Bob Horner ATL 1983	3B	84	0	R			0.326	0.338	0.322	7.3	18.1	4.4	0.276	23.1	false
85842	Clubhouse - Snapshot C Dick Dietz SF 1970	C	88	0	R			0.326	0.355	0.316	10.3	19.1	3.1	0.290	25.8	false
85106	HOF 1 - Hall of Fame SS Robin Yount ML4 1982	SS	83	5	R			0.326	0.319	0.329	5.8	11.7	3.4	0.276	29.4	false
85469	Baseball Reference 2 C Mickey Tettleton BAL 1989	C	92	5	S			0.326	0.333	0.323	10.3	19.8	4.1	0.275	21	false
84880	Celebrating 42 - Negro League Star LF Lennie Pearson NeEa 1946	LF	93	5	R			0.326	0.334	0.323	6.4	14.3	4.1	0.272	24.6	false
85753	SwitchKnucklers - Hardware Heroes CF Willie McGee STL 1985	CF	79	5	S			0.326	0.346	0.319	3.4	12.1	1.9	0.320	29.2	false
83624	Snapshot 1B Zeke Bonura CWS 1937	1B	95	5	R			0.326	0.317	0.329	6.0	10.9	3.3	0.285	20.7	false
86273	All-Star Week - Historical All-Star RF Darryl Strawberry NYM 1987	RF	97	0	L			0.325	0.272	0.342	9.5	18.7	3.9	0.271	27	true
85191	Young &amp; Old 1 - Snapshot RF Tony Conigliaro BOS 1965	RF	95	0	R			0.325	0.316	0.328	6.0	17.0	4.3	0.279	23	false
83992	Hall of Fame C Ted Simmons STL 1977	C	99	5	S			0.325	0.34	0.319	7.7	9.6	3.0	0.277	21.9	false
85752	Heart Attack - All-Time Legend SS Tony Fernandez TOR Peak	SS	96	5	S			0.325	0.31	0.331	6.7	9.8	1.4	0.307	27.9	false
82745	Hardware Heroes 3B Harlond Clift SLA 1938	3B	92	5	R			0.325	0.346	0.318	9.7	18.3	4.3	0.265	22.3	false
85477	PTCS 3 - Baseball Reference 2 RF Earl Webb BOS 1931	RF	72	0	L			0.324	0.323	0.325	7.2	16.5	1.8	0.300	42.2	false
86138	Limited Edition/40 RF Richie Scheinblum KC 1972	RF	87	0	S			0.324	0.312	0.328	7.6	9.5	2.1	0.291	23.7	true
85506	Clubhouse - 60s Week - Snapshot LF Jerry Lynch CIN 1961	LF	94	0	L			0.324	0.34	0.319	7.3	14.6	3.3	0.277	29.7	false
85520	60s Theme Week - Hall of Fame RF Al Kaline DET 1961	RF	99	0	R			0.324	0.344	0.318	5.6	9.9	2.3	0.290	30.1	false
85305	Baseball Reference 2 LF Rocky Colavito DET 1961	LF	96	0	R			0.324	0.29	0.336	10.9	13.5	4.5	0.240	19.9	false
83831	Snapshot C Aaron Robinson NYY 1946	C	98	5	L			0.324	0.343	0.318	9.0	16.8	3.5	0.280	22.3	false
84812	In Memoriam - Super Utility 2B Davey Lopes LAD Peak	2B	93	5	R			0.324	0.336	0.321	8.6	15.2	3.1	0.286	22.6	false
85668	PTCS 3 - Veteran Presence 2B Rogers Hornsby CHC 1931	2B	83	0	R			0.323	0.331	0.321	9.2	13.7	2.7	0.273	32.2	false
84878	Celebrating 42 - Negro League Star 2B Larry Doby NeEa 1946	2B	98	0	L			0.323	0.312	0.327	6.5	17.8	2.7	0.302	31.5	false
83999	Veteran Presence C Carlton Fisk CWS 1989	C	91	5	R			0.323	0.326	0.322	6.2	15.6	3.3	0.292	25	false
84662	Opening Day Heroes - Snapshot LF Brant Alyea MIN 1970	LF	89	5	R			0.323	0.326	0.322	7.1	15.8	4.0	0.273	23.7	false
85043	PTCS 2 - Hall of Fame 2B Red Schoendienst STL 1953	2B	94	0	S			0.322	0.313	0.325	5.4	8.3	1.8	0.300	25.6	false
83830	PTCS 3 - Hardware Heroes CF Paul Blair BAL 1969	CF	98	0	R			0.322	0.321	0.322	4.4	11.5	3.4	0.280	26.6	false
83837	Limited Edition/38 CF Earl Averill CLE 1931	CF	93	0	L			0.322	0.302	0.329	6.3	12.9	3.3	0.277	26.9	false
86274	All-Star Week - Historical All-Star RF Ruben Sierra TEX 1989	RF	78	5	S			0.322	0.361	0.309	3.5	15.2	3.6	0.287	32.2	true
83700	Snapshot CF Amos Otis KC 1978	CF	95	5	R			0.322	0.317	0.324	7.3	13.1	3.2	0.278	24.7	false
84542	Negro League Star SS Willie Wells NeEa 1938	SS	91	5	R			0.321	0.345	0.313	7.6	11.8	2.6	0.286	23.5	false
83991	Historical All-Star 1B Norm Siebern KC1 1962	1B	99	5	L			0.321	0.296	0.33	9.1	14.8	2.9	0.283	22.2	false
82738	HOF 1 - Hardware Heroes LF Minnie Minoso CWS 1957	LF	90	5	R			0.320	0.297	0.328	8.9	11.6	1.9	0.286	27.6	false
85494	60s Theme Week - Historical All-Star SS Ernie Banks CHC 1961	SS	83	5	R			0.320	0.335	0.315	6.8	13.5	4.0	0.265	21.8	false
85491	60s Theme Week - Historical All-Star 1B Roy Sievers CWS 1961	1B	94	0	R			0.319	0.333	0.314	7.9	15.8	4.1	0.260	23.3	false
83849	Celebrating 42 - Veteran Presence LF Jackie Robinson BRO 1954	LF	87	5	R			0.319	0.311	0.322	7.0	10.2	2.8	0.279	21.6	false
84721	Happy Easter LF Dan Pasqua NYY 1986	LF	79	5	L			0.319	0.275	0.334	8.4	21.6	3.2	0.301	22.2	false
84157	Hardware Heroes 1B Ed Morgan CLE 1930	1B	83	5	R			0.319	0.293	0.328	6.7	18.5	3.7	0.280	27.9	false
84203	Unsung Heroes 1B Joe Adcock ML1 1956	1B	95	5	R			0.319	0.369	0.302	5.1	19.7	4.4	0.282	23	false
85859	Clubhouse - Hardware Heroes 1B Cecil Cooper ML4 1980	1B	89	0	L			0.318	0.289	0.329	2.5	10.2	2.8	0.299	21.8	false
85080	Earth Day - Rookie Sensation LF Jim Greengrass CIN 1953	LF	74	5	R			0.318	0.328	0.315	5.0	17.5	4.2	0.278	23.1	false
85358	T4 Ep. 1 - Snapshot RF Bobby Bonds TEX 1978	RF	87	5	R			0.318	0.304	0.322	9.4	20.4	4.5	0.265	17.1	false
86270	All-Star Week - Historical All-Star CF Dale Murphy ATL 1982	CF	88	0	R			0.317	0.354	0.305	8.7	20.4	4.0	0.285	14.2	true
86146	Clubhouse - Baseball Reference 5 3B Billy Grabarkewitz LAD 1970	3B	88	0	R			0.317	0.331	0.313	9.2	19.8	2.4	0.312	18.8	true
85677	Limited Edition/64 DH Oscar Gamble TEX 1979	DH	95	0	L			0.317	0.275	0.332	9.2	15.9	3.4	0.282	12.1	false
86260	All-Star Week - Hall of Fame 3B Wade Boggs BOS 1989	3B	74	0	L			0.317	0.28	0.33	9.1	8.7	0.3	0.304	27.3	true
85304	Baseball Reference 2 3B Sid Gordon NY1 1949	3B	89	5	R			0.317	0.333	0.311	11.3	12.4	4.1	0.229	22.7	false
85490	60s Theme Week - Super Utility C Elston Howard NYY 1961	C	95	0	R			0.316	0.348	0.305	3.2	16.0	3.8	0.294	18.9	false
83818	Snapshot RF Jimmy Wynn HOU 1972	RF	91	5	R			0.316	0.333	0.311	9.6	15.3	3.4	0.259	25.9	false
83998	Historical All-Star 1B Willie Stargell PIT 1972	1B	89	5	L			0.316	0.292	0.324	6.7	18.3	3.5	0.281	27.1	false
84558	Negro League Star 2B Tubby Scales NEL 1934	2B	92	5	R			0.316	0.328	0.312	7.2	13.7	2.5	0.283	28.3	false
85715	Clubhouse - SwitchKnucklers - Historical All-Star LF Roy White NYY 1970	LF	89	0	S			0.315	0.299	0.321	8.6	11.6	2.8	0.269	22.7	false
85726	SwitchKnucklers - Snapshot RF Ken Singleton MON 1973	RF	92	0	S			0.315	0.314	0.315	10.5	16.3	2.5	0.287	17.9	false
82733	SwitchKnucklers - Hardware Heroes 3B Howard Johnson NYM 1989	3B	84	0	S			0.315	0.311	0.316	7.8	21.0	3.4	0.283	30.3	false
83806	Snapshot 3B Jim Ray Hart SF 1967	3B	94	0	R			0.315	0.297	0.321	5.9	15.6	3.9	0.273	21.8	false
83769	Snapshot 1B Mike Easler BOS 1984	1B	87	0	L			0.315	0.27	0.33	5.4	21.3	3.2	0.312	21.7	false
85713	T4 Ep. 3 - Historical All-Star SS Garry Templeton STL 1979	SS	78	5	S			0.315	0.347	0.305	2.3	13.3	1.7	0.316	31.7	false
83975	Historical All-Star 3B Tony Perez CIN 1969	3B	82	5	R			0.315	0.302	0.319	5.8	16.1	3.9	0.272	22.7	false
86258	T4 Ep. 4 - Historical All-Star 2B Paul Molitor ML4 1980	2B	82	5	R			0.315	0.343	0.305	7.0	12.6	2.4	0.287	23.7	true
84875	Celebrating 42 - Negro League Star 3B Ray Dandridge NeEa 1938	3B	88	5	R			0.315	0.319	0.313	4.4	10.8	1.4	0.311	26.4	false
85179	Young &amp; Old 1 - Rookie Sensation LF Wally Berger BSN 1930	LF	83	5	R			0.315	0.324	0.312	6.8	17.5	4.6	0.259	21	false
83819	Snapshot 1B Johnny Hopp PIT 1950	1B	96	5	L			0.314	0.279	0.326	7.1	10.1	2.1	0.280	26.5	false
84568	Negro League Star C Jim Brown CAG 1931	C	96	5	S			0.314	0.322	0.312	8.1	13.9	2.5	0.275	30.4	false
84564	Negro League Star SS Ted Strong KCM 1946	SS	92	5	S			0.313	0.321	0.31	8.7	15.4	2.7	0.282	20.5	false
84842	Celebrating 42 - Snapshot 2B Jackie Robinson BRO 1948	2B	79	5	R			0.313	0.313	0.313	6.1	11.3	2.5	0.278	28	false
85280	May Names 2 - Historical All-Star 1B Lee May CIN 1971	1B	71	5	R			0.313	0.297	0.319	5.4	22.1	4.5	0.285	19.5	false
83981	Historical All-Star C Ernie Lombardi CIN 1936	C	91	5	R			0.313	0.315	0.312	3.2	10.3	3.4	0.278	20.8	false
84676	Happy Easter 1B Luke Easter HoGr 1948	1B	95	5	L			0.313	0.301	0.317	8.2	19.5	3.6	0.289	13.9	false
84574	Negro League Star 2B Piper Davis BBB 1946	2B	97	5	R			0.313	0.313	0.313	7.6	13.6	2.7	0.278	23.5	false
85167	Dock&#39;s Patients 1B Nate Colbert SD 1970	1B	80	5	R			0.313	0.326	0.309	6.4	20.0	4.5	0.273	18.2	false
85469	Baseball Reference 2 C Mickey Tettleton BAL 1989	C	92	0	S			0.312	0.319	0.31	9.8	20.8	3.8	0.270	19.3	false
85908	Limited Edition/53 CF Lee Mazzilli NYM 1979	CF	81	0	S			0.312	0.32	0.309	9.2	15.4	1.9	0.293	23	false
84187	Clubhouse - Historical All-Star SS Dick Groat STL 1963	SS	89	0	R			0.312	0.331	0.306	5.8	8.6	1.1	0.292	32.9	false
82716	Hardware Heroes 1B Mickey Vernon WS1 1953	1B	83	5	L			0.312	0.264	0.329	5.8	12.8	1.7	0.297	30.7	false
85781	Family Connections - Historical All-Star SP Dizzy Trout DET 1944	P	97	5	R			0.312	0.305	0.314	5.8	24.1	4.0	0.304	17.5	false
86145	Obscure All-Stars - Baseball Reference 5 1B Lee Thomas LAA 1962	1B	77	5	L			0.312	0.26	0.329	6.5	12.8	3.2	0.275	19.6	true
85376	Played Where? - Veteran Presence 1B Boog Powell CLE 1975	1B	90	5	L			0.312	0.274	0.324	8.4	16.8	3.7	0.266	17.5	false
85496	60s Theme Week - Historical All-Star RF Albie Pearson LAA 1961	RF	85	5	L			0.312	0.287	0.32	12.1	10.1	1.0	0.282	21	false
83995	Historical All-Star 1B Ted Kluszewski CIN 1953	1B	98	5	L			0.312	0.293	0.318	5.7	10.5	3.5	0.267	16.9	false
85654	Hall of Fame C Roy Campanella BRO 1950	C	86	5	R			0.312	0.345	0.3	6.7	15.7	4.5	0.250	20.6	false
83992	Hall of Fame C Ted Simmons STL 1977	C	99	0	S			0.311	0.327	0.305	7.1	10.2	2.7	0.271	20.9	false
83831	Snapshot C Aaron Robinson NYY 1946	C	98	0	L			0.311	0.329	0.305	8.6	17.7	3.3	0.275	20.4	false
85660	June Gems - Baseball Reference 3 3B Dick Allen LAD 1971	3B	79	0	R			0.311	0.297	0.316	9.2	20.3	3.1	0.289	17	false
83990	Historical All-Star LF Hal McRae KC 1976	LF	88	5	R			0.311	0.311	0.311	7.2	11.2	2.1	0.282	23.9	false
85282	May Names 1 - Historical All-Star LF Carlos May CHW 1972	LF	86	5	L			0.311	0.294	0.317	9.2	13.7	1.5	0.295	23.3	false
83828	Snapshot C Ron Hassey CWS 1986	C	93	5	L			0.311	0.3	0.315	7.5	9.6	1.9	0.281	23.6	false
85320	Baseball Reference 2 LF Chuck Essegian CLE 1962	LF	74	5	R			0.311	0.322	0.307	7.8	18.4	4.6	0.258	14.9	false
85223	Young &amp; Old 1 - Hardware Heroes CF Andre Dawson MON 1977	CF	77	5	R			0.311	0.333	0.304	4.2	15.9	3.5	0.283	24.1	false
85843	T4 Ep. 3 - Hardware Heroes SS Leo Cardenas CIN 1965	SS	68	5	R			0.311	0.327	0.305	7.0	16.6	2.3	0.299	23.3	false
84880	Celebrating 42 - Negro League Star LF Lennie Pearson NeEa 1946	LF	93	0	R			0.310	0.32	0.307	5.8	15.4	3.8	0.266	23.6	false
84812	In Memoriam - Super Utility 2B Davey Lopes LAD Peak	2B	93	0	R			0.310	0.321	0.306	8.1	16.2	2.9	0.281	20.8	false
85752	Heart Attack - All-Time Legend SS Tony Fernandez TOR Peak	SS	96	0	S			0.310	0.297	0.314	6.1	10.5	1.2	0.300	26.3	false
82745	Hardware Heroes 3B Harlond Clift SLA 1938	3B	92	0	R			0.310	0.331	0.303	9.2	19.3	4.0	0.257	20.9	false
85766	Family Connections - Super Utility RF Danny Tartabull SEA 1986	RF	63	5	R			0.310	0.311	0.31	8.5	23.7	3.2	0.294	23.1	false
82722	Hardware Heroes LF Larry Hisle MIN 1977	LF	83	5	R			0.310	0.312	0.309	6.6	16.1	3.4	0.271	24.9	false
85753	SwitchKnucklers - Hardware Heroes CF Willie McGee STL 1985	CF	79	0	S			0.309	0.326	0.303	3.0	12.8	1.6	0.312	27.4	false
85311	All-Star Week - Historical All-Star LF Frank Howard WS2 1968	LF	81	0	R			0.309	0.365	0.291	6.2	20.3	5.0	0.251	21.4	true
83624	Snapshot 1B Zeke Bonura CWS 1937	1B	95	0	R			0.309	0.301	0.311	5.3	12.0	3.0	0.279	19	false
85513	Clubhouse - 60s Week - Unsung Heroes 1B Steve Bilko LAA 1961	1B	81	0	R			0.309	0.333	0.302	8.8	23.5	3.3	0.293	20.5	false
84567	Negro League Star 2B Marvin Williams PhSt 1944	2B	96	5	R			0.309	0.312	0.308	2.7	14.4	3.5	0.280	26	false
83749	Snapshot RF Ellis Valentine MON 1980	RF	81	5	R			0.309	0.317	0.307	6.1	15.0	3.3	0.271	25	false
83978	Veteran Presence SS Eddie Joost PHA 1949	SS	89	5	R			0.309	0.339	0.299	10.6	18.3	3.5	0.255	23.2	false
85106	HOF 1 - Hall of Fame SS Robin Yount ML4 1982	SS	83	0	R			0.308	0.302	0.31	5.2	13.0	3.1	0.270	27.3	false
86187	Limited Edition/56 1B Gus Suhr PIT 1936	1B	80	0	L			0.308	0.288	0.315	9.0	10.6	1.5	0.281	22.2	true
84392	Clubhouse - Negro League Star SS Jackie Robinson KCM 1945	SS	93	0	R			0.308	0.311	0.307	6.5	15.4	3.0	0.277	24.2	false
83999	Veteran Presence C Carlton Fisk CWS 1989	C	91	0	R			0.308	0.311	0.307	5.6	16.5	3.0	0.286	23.9	false
84662	Opening Day Heroes - Snapshot LF Brant Alyea MIN 1970	LF	89	0	R			0.308	0.311	0.307	6.6	16.7	3.7	0.267	22.8	false
85300	Baseball Reference 2 C Frankie Hayes PHA 1940	C	84	5	R			0.308	0.331	0.3	8.6	17.7	3.0	0.281	17.3	false
85858	T4 Ep. 3 - Unsung Heroes LF Bill Buckner LAD 1974	LF	64	5	L			0.308	0.275	0.319	3.5	5.5	1.3	0.289	27.2	false
85160	Dock&#39;s Patients RF Ollie Brown SD 1970	RF	74	5	R			0.308	0.335	0.299	4.3	16.1	3.5	0.275	27	false
83771	Snapshot 2B Joe Morgan HOU 1965	2B	97	5	L			0.307	0.297	0.311	9.0	11.5	2.0	0.274	23	false
84539	Negro League Star RF Willard Brown DaEa 1954	RF	88	5	R			0.307	0.314	0.304	3.8	13.7	3.3	0.277	24.5	false
86274	All-Star Week - Historical All-Star RF Ruben Sierra TEX 1989	RF	78	0	S			0.306	0.342	0.293	3.1	16.3	3.3	0.280	29.7	true
83991	Historical All-Star 1B Norm Siebern KC1 1962	1B	99	0	L			0.306	0.282	0.314	8.7	15.8	2.6	0.277	20.3	false
83700	Snapshot CF Amos Otis KC 1978	CF	95	0	R			0.306	0.301	0.308	6.8	14.1	2.9	0.271	23.4	false
82738	HOF 1 - Hardware Heroes LF Minnie Minoso CWS 1957	LF	90	0	R			0.306	0.285	0.313	8.5	12.4	1.7	0.280	26.1	false
86090	Clubhouse - Baseball Reference 5 C Rich Gedman BOS 1985	C	86	0	L			0.306	0.26	0.322	5.4	16.4	2.5	0.293	25.3	true
85905	4 HR on 4th of July 3B Jim Tabor BOS 1939	3B	54	5	R			0.306	0.289	0.312	4.2	14.0	3.9	0.263	22.9	false
85680	June Gems - Super Utility 1B Vic Power CLE 1958	1B	76	5	R			0.306	0.286	0.313	2.0	6.1	2.4	0.265	34.1	false
84003	Historical All-Star CF Dom DiMaggio BOS 1942	CF	96	5	R			0.306	0.312	0.304	6.9	13.4	3.1	0.262	24.9	false
83849	Celebrating 42 - Veteran Presence LF Jackie Robinson BRO 1954	LF	87	0	R			0.305	0.295	0.309	6.6	11.0	2.6	0.273	20.5	false
85505	Clubhouse - 60s Week - Super Utility SS Woodie Held CLE 1961	SS	79	0	R			0.305	0.338	0.294	7.8	20.7	3.2	0.282	22.6	false
85497	Clubhouse - 60s Week - Historical All-Star RF George Altman CHC 1961	RF	84	0	L			0.305	0.271	0.317	4.4	18.2	3.3	0.283	26.9	false
86265	T4 Ep. 4 - Historical All-Star SS Alan Trammell DET 1980	SS	63	5	R			0.305	0.297	0.307	8.0	13.4	1.9	0.286	19.9	true
83671	Snapshot 3B Bill Serena CHC 1952	3B	70	5	R			0.305	0.335	0.295	6.1	17.5	3.2	0.273	27.3	false
83994	Historical All-Star 3B Bob Elliott BSN 1948	3B	88	5	R			0.305	0.291	0.309	9.8	14.3	3.5	0.241	22.2	false
84542	Negro League Star SS Willie Wells NeEa 1938	SS	91	0	R			0.304	0.328	0.296	6.9	13.1	2.3	0.279	22.6	false
85775	Family Connections - Historical All-Star RF Ken Griffey CIN 1977	RF	77	0	L			0.304	0.288	0.309	6.8	14.9	1.3	0.304	24.6	false
84203	Unsung Heroes 1B Joe Adcock ML1 1956	1B	95	0	R			0.304	0.351	0.288	4.7	20.9	4.2	0.276	20.9	false
83977	Historical All-Star C Johnny Romano CLE 1962	C	95	5	R			0.304	0.316	0.3	7.9	14.0	4.3	0.236	19.6	false
84511	Negro League Star CF Bullet Rogan NEL 1930	CF	81	5	R			0.304	0.304	0.303	7.6	13.7	2.5	0.271	22.8	false
83797	Snapshot LF Mack Jones MON 1969	LF	84	5	L			0.304	0.294	0.308	8.4	17.4	2.7	0.270	27.8	false
86254	All-Star Week - Historical All-Star C Gabby Hartnett CHC 1936	C	66	5	R			0.304	0.327	0.297	4.9	15.5	3.0	0.283	21.1	true
83757	Snapshot 3B Odell Hale CLE 1936	3B	80	5	R			0.304	0.299	0.306	6.2	12.5	2.9	0.259	30.6	false
84573	Negro League Star 3B Bobby Estalella SJB 1948	3B	94	5	R			0.304	0.318	0.299	9.2	14.4	3.1	0.258	18.1	false
83753	Live Collection Reward - Unsung Heroes LF Ken Henderson SF 1970	LF	85	0	S			0.303	0.317	0.299	7.9	14.9	2.0	0.281	25.3	false
84853	Limited Edition/42 CF Dave Henderson ATH 1988	CF	89	0	R			0.303	0.306	0.303	5.0	15.9	3.1	0.275	26	false
85358	T4 Ep. 1 - Snapshot RF Bobby Bonds TEX 1978	RF	87	0	R			0.303	0.289	0.308	8.9	21.6	4.2	0.258	15.4	false
85773	Limited Edition/96 CF Matty Alou PIT 1969	CF	69	0	L			0.303	0.274	0.312	4.1	6.6	0.2	0.304	28.2	false
83996	Historical All-Star RF George Selkirk NYY 1936	RF	90	5	L			0.303	0.302	0.304	9.3	15.8	2.7	0.263	23.4	false
83708	Snapshot LF Ralph Kiner CHC 1954	LF	74	5	R			0.303	0.319	0.298	7.0	16.2	3.1	0.263	28.5	false
84583	Veteran Presence SS Luke Appling CWS 1947	SS	83	5	R			0.303	0.325	0.295	7.5	13.0	2.0	0.280	23	false
84721	Happy Easter LF Dan Pasqua NYY 1986	LF	79	0	L			0.302	0.258	0.317	7.9	23.0	2.9	0.293	20.6	false
85080	Earth Day - Rookie Sensation LF Jim Greengrass CIN 1953	LF	74	0	R			0.302	0.313	0.299	4.4	18.4	3.9	0.272	21.8	false
85785	Limited Edition/63 CF Gus Bell CIN 1955	CF	70	0	L			0.302	0.263	0.316	5.1	12.8	2.8	0.274	23.6	false
85225	Young &amp; Old 1 - Snapshot CF Duke Snider BRO 1949	CF	73	5	L			0.302	0.258	0.317	5.6	19.6	3.1	0.286	24.7	false
83957	Historical All-Star 1B Bill Skowron NYY 1959	1B	73	5	R			0.302	0.306	0.301	5.4	15.5	3.3	0.269	23.5	false
83744	Snapshot 1B Sam Leslie BRO 1934	1B	88	5	L			0.302	0.307	0.3	7.4	11.8	1.1	0.299	19.5	false
83623	Snapshot 3B Pinky Higgins PHA 1935	3B	65	5	R			0.302	0.308	0.3	5.6	19.1	3.9	0.269	21.7	false
83649	Snapshot LF Dave Harris WS1 1930	LF	67	5	R			0.302	0.345	0.288	7.3	18.1	3.1	0.262	31.9	false
83754	Snapshot 3B Steve Braun MIN 1973	3B	81	5	L			0.302	0.286	0.307	9.4	14.1	1.5	0.265	38	false
83998	Historical All-Star 1B Willie Stargell PIT 1972	1B	89	0	L			0.301	0.274	0.311	6.1	19.3	3.3	0.274	25.8	false
84157	Hardware Heroes 1B Ed Morgan CLE 1930	1B	83	0	R			0.301	0.275	0.31	6.1	19.4	3.4	0.273	25.6	false
