# CAPPROJ key=goldquick__20260313 role=pit label=Gold Quick type=Quick variantMode=all_cards projval=40-89 vlvl0=1467 vlvl5=751 recordsTotal=2218 rows=2218
CID	Name	Role	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	Kpct	BBpct	HRpct	BABIP	ProjectedNewCard
84826	T4 Ep. 2 - Baseball Reference 1 RP Adam Ottavino COL 2018	Reliever	79	5	R			0.290	0.305	0.275	28.6	10.6	2.3	0.286	false
85762	SwitchKnucklers - Rookie Sensation RP Pat Neshek MIN 2006	Reliever	85	5	R			0.290	0.308	0.271	29.8	5.2	4.0	0.283	false
85288	May Names 1 - Snapshot RP Rudy May MON 1979	Reliever	74	5	L			0.290	0.271	0.299	25.0	6.6	2.1	0.304	false
85838	T4 Ep. 3 - Historical All-Star CL Gary Lavelle SF 1977	Reliever	82	5	L			0.290	0.277	0.296	24.7	5.9	2.2	0.305	false
85114	HOF 1 - Hall of Fame SP Jim Kaat MIN 1967	Starter	87	5	L			0.290	0.279	0.295	25.3	4.2	2.5	0.309	false
84749	FLF 7 - Future Legend SP Elmer Rodriguez NYY 2026	Starter	89	5	R			0.291	0.291	0.29	23.6	8.5	2.0	0.289	false
84758	FLF 15 &amp; Co. - Future Legend RP Luis De Leon BAL 2026	Reliever	77	5	L			0.291	0.264	0.304	29.2	9.4	2.5	0.292	false
84799	Baseball Reference 1 CL Jim Brewer LAD 1970	Reliever	78	5	L			0.291	0.299	0.287	26.0	5.7	3.3	0.283	false
83303	Snapshot RP Shawn Armstrong TB 2023	Reliever	88	5	R			0.291	0.296	0.286	19.9	5.6	2.0	0.293	false
85871	T4 Ep. 3 - Historical All-Star SP Mario Soto CIN 1983	Starter	83	5	R			0.292	0.303	0.282	28.6	6.3	3.8	0.280	false
85218	Young &amp; Old 1 - Veteran Presence RP Chris Hammond ATL 2002	Reliever	89	5	L			0.292	0.273	0.301	21.2	8.0	2.0	0.285	false
83306	Snapshot RP Steve Hamilton NYY 1965	Reliever	89	5	L			0.292	0.299	0.288	22.7	5.8	2.2	0.299	false
85763	SwitchKnucklers - Snapshot CL Norm Charlton SEA 1995	Reliever	81	5	L			0.292	0.291	0.292	26.3	9.5	2.4	0.284	false
85457	May Birthdays - Unsung Heroes RP Tony Watson PIT 2015	Reliever	87	0	L			0.293	0.293	0.293	19.3	6.6	2.0	0.288	false
85489	60s Theme Week - Veteran Presence CL Luis Arroyo NYY 1961	Reliever	84	0	L			0.293	0.292	0.293	23.8	9.2	2.1	0.287	false
84643	FLF 6 - Future Legend SP River Ryan LAD 2026	Starter	84	5	R			0.293	0.285	0.302	25.9	7.8	2.6	0.293	false
85145	Electric No-Hitter SP Dock Ellis PIT 1970	Starter	85	0	R			0.294	0.295	0.294	19.3	7.7	2.0	0.283	false
85847	T4 Ep. 3 - Snapshot RP Gary Lucas CAL 1986	Reliever	86	5	L			0.294	0.304	0.288	20.3	3.7	2.0	0.308	false
83295	Snapshot RP Al Hrabosky STL 1973	Reliever	88	5	L			0.294	0.306	0.287	25.9	7.1	2.3	0.304	false
83261	Snapshot RP Dennis Cook TEX 1996	Reliever	76	5	L			0.294	0.278	0.302	23.9	8.8	2.0	0.293	false
84660	Opening Day Heroes - Snapshot SP Madison Bumgarner SF 2017	Starter	88	5	L			0.294	0.285	0.299	23.2	4.8	2.9	0.294	false
82686	Limited Edition/42 CL Mariano Rivera NYY 2009	Reliever	89	0	R			0.295	0.295	0.296	24.8	5.3	3.4	0.287	false
85848	Clubhouse - Snapshot RP Tom Niedenfuer LAD 1983	Reliever	88	0	R			0.295	0.292	0.297	23.1	7.5	3.0	0.274	false
86113	Limited Edition/49 CL Sid Monge CLE 1979	Reliever	80	0	L			0.295	0.306	0.289	27.3	9.0	2.9	0.285	true
86294	PTCS 4 - Unsung Heroes SP Matt Garza CHC 2011	Starter	81	0	R			0.295	0.291	0.3	25.5	7.7	2.0	0.308	true
84467	PTCS 2 - Negro League Star SP John Donaldson KCM 1920	Starter	89	0	L			0.295	0.292	0.297	22.9	5.3	2.1	0.311	false
85120	FLF 15 &amp; Co. - Future Legend SP Travis Sykora WSH 2026	Starter	78	5	R			0.295	0.305	0.286	28.3	8.3	2.8	0.298	false
84068	All-Time Legend RP Mel Rojas MON Peak	Reliever	87	5	R			0.295	0.301	0.288	24.0	7.0	2.6	0.293	false
85286	May Names 1 - Snapshot SP Jakie May CIN 1927	Starter	72	5	L			0.295	0.293	0.296	24.8	7.3	2.2	0.302	false
82685	Hardware Heroes CL Jason Isringhausen STL 2004	Reliever	85	5	R			0.295	0.289	0.301	22.5	6.7	2.6	0.288	false
86251	All-Star Week - Historical All-Star CL Brad Hand SD 2017	Reliever	76	5	L			0.295	0.299	0.293	28.8	6.4	3.5	0.292	true
84267	July Jewels - Baseball Reference 4 SP Mark Fidrych DET 1976	Starter	84	5	R			0.295	0.307	0.282	15.8	4.3	2.4	0.281	false
84506	Negro League Star SP Dave Brown CAG 1919	Starter	89	5	L			0.295	0.293	0.296	25.0	6.4	2.6	0.298	false
84884	Celebrating 42 - Negro League Star SP Dan Bankhead MRS 1946	Starter	74	5	R			0.295	0.299	0.29	26.9	8.8	2.1	0.304	false
84839	Celebrating 42 - Veteran Presence RP Satchel Paige SLA 1952	Reliever	68	5	R			0.296	0.306	0.287	25.8	7.9	2.2	0.305	false
85502	60s Theme Week - Snapshot SP Jim O&#39;Toole CIN 1961	Starter	87	5	L			0.296	0.288	0.3	21.8	6.7	2.0	0.300	false
83263	Snapshot RP Mark Littell STL 1979	Reliever	77	5	R			0.296	0.303	0.288	24.0	9.9	2.0	0.289	false
84289	Rookie Sensation CL Roberto Hernandez CWS 1992	Reliever	84	5	R			0.296	0.289	0.303	25.4	7.1	3.2	0.284	false
84065	Veteran Presence CL John Franco NYM Peak	Reliever	84	5	L			0.296	0.288	0.301	22.6	6.6	2.5	0.295	false
83320	Snapshot SP Hod Eller CIN 1919	Starter	86	5	R			0.296	0.292	0.3	25.8	5.2	3.2	0.297	false
85121	FLF 12 - Future Legend RP Jurrangelo Cijntje STL 2026	Reliever	80	5	R			0.296	0.302	0.29	27.7	8.8	2.9	0.289	false
86212	Obscure All-Stars - Baseball Reference 5 SP C.J. Wilson TEX 2011	Starter	87	0	L			0.297	0.293	0.299	24.9	7.1	2.6	0.299	true
85838	T4 Ep. 3 - Historical All-Star CL Gary Lavelle SF 1977	Reliever	82	0	L			0.297	0.287	0.303	23.7	6.4	2.3	0.307	false
85370	Played Where? - Veteran Presence CL Tom Henke STL 1995	Reliever	85	0	R			0.297	0.29	0.304	23.4	8.3	2.3	0.292	false
85694	June Gems - Baseball Reference 3 SP A.J. Burnett FLO 2002	Starter	86	0	R			0.297	0.307	0.288	26.2	9.9	2.0	0.299	false
86085	Limited Edition/57 RP Brad Brach BAL 2016	Reliever	85	0	R			0.297	0.322	0.271	26.4	7.9	2.7	0.295	true
83273	Snapshot SP Shane Reynolds HOU 1999	Starter	81	5	R			0.297	0.292	0.302	20.4	4.3	2.0	0.311	false
83282	Veteran Presence RP Tug McGraw PHI 1984	Reliever	85	5	L			0.297	0.307	0.292	21.3	5.8	2.0	0.306	false
85888	Heart Attack - Negro League Star SP Leroy Matlock PiCr 1935	Starter	86	5	L			0.297	0.284	0.304	19.5	4.5	2.4	0.297	false
82156	MLB 2026 Live RP Robert Suarez ATL	Reliever	89	0	R			0.298	0.293	0.302	22.4	6.0	2.9	0.289	false
81760	MLB 2026 Live RP Adrian Morejon SD	Reliever	89	0	L			0.298	0.295	0.3	22.9	6.1	2.4	0.303	false
82154	MLB 2026 Live RP Dylan Lee ATL	Reliever	89	0	L			0.298	0.294	0.3	24.7	5.6	3.4	0.289	false
86199	Limited Edition/106 RP Scott Garrelts SF 1985	Reliever	87	0	R			0.298	0.302	0.295	26.5	10.7	2.0	0.297	true
85208	Clubhouse - Y&amp;O 1 - Veteran Presence CL Tom Burgmeier BOS 1980	Reliever	83	0	L			0.298	0.278	0.308	18.6	5.2	2.1	0.299	false
84578	Limited Edition/80 CL David Aardsma SEA 2009	Reliever	80	0	R			0.298	0.306	0.29	23.1	10.1	2.0	0.289	false
82823	Unsung Heroes RP John D&#39;Acquisto SD 1978	Reliever	76	5	R			0.298	0.311	0.286	28.7	12.4	2.1	0.294	false
86277	T4 Ep. 4 - Historical All-Star SP Jack McDowell CWS 1991	Starter	85	0	R			0.299	0.292	0.307	23.8	7.8	2.6	0.293	true
85847	T4 Ep. 3 - Snapshot RP Gary Lucas CAL 1986	Reliever	86	0	L			0.299	0.311	0.294	19.0	4.0	2.0	0.310	false
85429	Clubhouse - Historical All-Star CL Brad Boxberger TB 2015	Reliever	77	0	R			0.299	0.283	0.315	30.0	7.2	3.8	0.291	false
85730	SwitchKnucklers - Veteran Presence SP Johnny Niggeling WS1 1944	Starter	78	5	R			0.299	0.3	0.298	25.5	9.8	2.6	0.287	false
85034	FLF 4 - Future Legend CL Carlos Lagrange NYY 2026	Reliever	84	5	R			0.299	0.301	0.298	28.1	11.5	2.5	0.287	false
83248	Snapshot RP Michael King NYY 2022	Reliever	76	5	R			0.299	0.301	0.298	23.1	7.0	2.4	0.301	false
85846	Heart Attack - Snapshot CL Bill Caudill SEA 1982	Reliever	81	5	R			0.299	0.308	0.29	29.1	8.1	3.7	0.284	false
84749	FLF 7 - Future Legend SP Elmer Rodriguez NYY 2026	Starter	89	0	R			0.300	0.304	0.296	22.6	9.2	2.1	0.292	false
85762	SwitchKnucklers - Rookie Sensation RP Pat Neshek MIN 2006	Reliever	85	0	R			0.300	0.318	0.282	28.3	5.5	4.2	0.285	false
85114	HOF 1 - Hall of Fame SP Jim Kaat MIN 1967	Starter	87	0	L			0.300	0.29	0.304	24.2	4.4	2.8	0.310	false
85218	Young &amp; Old 1 - Veteran Presence RP Chris Hammond ATL 2002	Reliever	89	0	L			0.300	0.28	0.311	19.8	8.8	2.0	0.287	false
84072	Live Collection Reward - Historical All-Star RP Tyler Clippard WAS 2014	Reliever	88	0	R			0.300	0.315	0.285	24.7	9.4	2.6	0.289	false
85219	Baseball Reference 2 RP Jonathan Broxton LAD 2006	Reliever	85	0	R			0.300	0.316	0.284	27.2	8.6	2.8	0.297	false
85814	The Witts SP/SS Bobby Witt Sr./Jr. KC 2023	Starter	83	5	R			0.300	0.298	0.301	29.1	10.7	2.2	0.306	false
84754	FLF 9 - Future Legend SP Jonah Tong NYM 2026	Starter	77	5	R			0.300	0.305	0.296	27.4	7.8	3.4	0.289	false
83289	Snapshot RP Drew Storen WAS 2014	Reliever	81	5	R			0.300	0.309	0.29	17.1	4.9	2.2	0.293	false
82687	Hardware Heroes SP Old Hoss Radbourn PRO 1884	Starter	89	5	R			0.300	0.301	0.299	22.1	5.5	3.6	0.275	false
84636	FLF 1 - Future Legend SP Rhett Lowder CIN 2026	Starter	87	5	R			0.300	0.305	0.295	22.6	5.2	2.7	0.303	false
83290	Snapshot RP Nate Jones CWS 2016	Reliever	85	5	R			0.300	0.308	0.292	23.2	5.1	3.5	0.287	false
83274	Snapshot RP Ramon Hernandez PIT 1973	Reliever	81	5	L			0.300	0.301	0.3	22.2	5.5	3.1	0.290	false
83235	Snapshot RP Greg Harris TEX 1985	Reliever	76	5	R			0.300	0.301	0.299	27.0	8.6	3.1	0.288	false
84770	Future Legend SP Didier Fuentes ATL 2026	Starter	79	5	R			0.300	0.302	0.297	26.0	5.8	2.9	0.307	false
85920	July Jewels - Baseball Reference 4 RP Brad Clontz ATL 1995	Reliever	73	5	R			0.300	0.321	0.279	20.7	6.6	2.0	0.303	false
85119	FLF 7 - Future Legend SP Robby Snelling MIA 2026	Starter	81	0	L			0.301	0.292	0.306	25.5	8.3	2.3	0.307	false
82683	Hardware Heroes SP Jake Peavy SD 2004	Starter	83	0	R			0.301	0.313	0.289	24.7	7.1	2.7	0.302	false
84826	T4 Ep. 2 - Baseball Reference 1 RP Adam Ottavino COL 2018	Reliever	79	0	R			0.301	0.315	0.288	27.1	11.2	2.6	0.288	false
82485	MLB 2026 Live RP Sean Newcomb CWS	Reliever	89	0	L			0.301	0.298	0.302	22.1	7.1	2.1	0.304	false
85288	May Names 1 - Snapshot RP Rudy May MON 1979	Reliever	74	0	L			0.301	0.282	0.311	23.9	7.2	2.3	0.306	false
83303	Snapshot RP Shawn Armstrong TB 2023	Reliever	88	0	R			0.301	0.309	0.293	18.1	6.1	2.1	0.296	false
85703	T4 Ep. 2 - Hardware Heroes SP Carlos Zambrano CHC 2008	Starter	84	5	R			0.301	0.306	0.296	22.7	7.6	2.8	0.287	false
84631	Future Legend SP Brandon Sproat MIL 2026	Starter	88	5	R			0.301	0.306	0.296	23.0	6.4	3.1	0.289	false
83272	Snapshot RP Alejandro Pena LAD 1988	Reliever	81	5	R			0.301	0.298	0.304	23.1	6.7	2.6	0.298	false
84285	Rookie Sensation RP Seth Morehead PHI 1957	Reliever	78	5	L			0.301	0.3	0.302	21.3	6.9	2.0	0.305	false
83249	Snapshot RP Rich Garces BOS 2000	Reliever	78	5	R			0.301	0.296	0.306	22.5	5.6	3.0	0.293	false
83240	Snapshot RP Terry Forster ATL 1983	Reliever	76	5	L			0.301	0.305	0.299	22.2	7.2	2.5	0.295	false
83288	Snapshot RP Rafael Betancourt CLE 2005	Reliever	83	5	R			0.301	0.315	0.288	24.9	6.2	2.9	0.302	false
84814	Limited Edition/72 SP Chris R. Young SD 2007	Starter	86	0	R			0.302	0.312	0.292	23.7	11.3	2.2	0.285	false
86161	Limited Edition/53 SP Jake Odorizzi MIN 2019	Starter	73	0	R			0.302	0.31	0.294	25.0	6.5	3.1	0.298	true
86235	Limited Edition/80 RP Evan Meek PIT 2010	Reliever	80	0	R			0.302	0.306	0.298	21.2	8.6	2.6	0.283	true
85651	Limited Edition/47 CL Chad Cordero WAS 2005	Reliever	74	0	R			0.302	0.301	0.304	21.7	6.2	3.4	0.280	false
83186	Limited Edition/119 SP Roger Clemens HOU 2006	Starter	79	0	R			0.302	0.31	0.294	21.4	6.9	2.3	0.299	false
84799	Baseball Reference 1 CL Jim Brewer LAD 1970	Reliever	78	0	L			0.302	0.309	0.299	24.7	6.1	3.6	0.286	false
83269	Snapshot SP Pete Vuckovich STL 1978	Starter	81	5	R			0.302	0.322	0.281	24.5	7.2	2.6	0.303	false
85892	Heart Attack - Negro League Star SP Roy Partlow HoGr 1939	Starter	78	5	L			0.302	0.293	0.307	19.6	7.5	2.6	0.284	false
86280	T4 Ep. 4 - Historical All-Star SP Randy Jones SD 1976	Starter	83	5	L			0.302	0.303	0.302	11.3	3.8	2.6	0.276	true
86164	Clubhouse - Baseball Reference 5 SP Dean Stone WS1 1954	Starter	77	0	L			0.303	0.296	0.307	18.7	7.5	2.0	0.294	true
85502	60s Theme Week - Snapshot SP Jim O&#39;Toole CIN 1961	Starter	87	0	L			0.303	0.296	0.307	20.6	7.5	2.0	0.302	false
84854	Limited Edition/42 RP Jack Meyer PHI 1958	Reliever	69	0	R			0.303	0.29	0.316	27.1	8.2	2.7	0.307	false
83306	Snapshot RP Steve Hamilton NYY 1965	Reliever	89	0	L			0.303	0.311	0.299	21.7	6.3	2.4	0.304	false
84758	FLF 15 &amp; Co. - Future Legend RP Luis De Leon BAL 2026	Reliever	77	0	L			0.303	0.273	0.318	27.7	10.2	2.7	0.296	false
82247	MLB 2026 Live RP Matt Brash SEA	Reliever	83	0	R			0.303	0.307	0.299	23.9	8.2	2.3	0.303	false
83291	Veteran Presence CL Ron Reed PHI 1978	Reliever	85	5	R			0.303	0.3	0.306	23.6	5.0	3.3	0.297	false
84665	Opening Day Heroes - Snapshot SP Brad Radke MIN 2001	Starter	82	5	R			0.303	0.306	0.301	15.7	4.0	2.3	0.296	false
84287	Rookie Sensation RP Hideki Okajima BOS 2007	Reliever	81	5	L			0.303	0.307	0.302	22.2	6.1	3.3	0.287	false
83251	Snapshot RP Greg McMichael ATL 1996	Reliever	77	5	R			0.303	0.306	0.3	21.9	5.9	2.4	0.307	false
83258	Snapshot RP Jonathan Loaisiga NYY 2021	Reliever	77	5	R			0.303	0.312	0.295	19.8	6.4	2.0	0.305	false
84753	FLF 3 - Future Legend SP George Klassen LAA 2026	Starter	79	5	R			0.303	0.303	0.304	25.2	7.6	2.7	0.304	false
84669	Opening Day Heroes - Unsung Heroes SP Randy Johnson SEA 1992	Starter	77	5	L			0.303	0.299	0.305	29.8	12.9	2.4	0.294	false
83309	Snapshot SP Teddy Higuera ML4 1988	Starter	89	5	L			0.303	0.298	0.305	24.0	6.6	3.3	0.289	false
86106	Obscure All-Stars - Baseball Reference 5 CL Bill Henry CIN 1960	Reliever	69	5	L			0.303	0.305	0.302	28.4	5.8	3.7	0.303	true
85306	Baseball Reference 2 CL Jason Grilli PIT 2013	Reliever	77	5	R			0.303	0.326	0.28	29.1	7.6	3.1	0.310	false
83282	Veteran Presence RP Tug McGraw PHI 1984	Reliever	85	0	L			0.304	0.314	0.298	20.0	6.3	2.0	0.307	false
84267	July Jewels - Baseball Reference 4 SP Mark Fidrych DET 1976	Starter	84	0	R			0.304	0.319	0.289	14.2	4.6	2.5	0.284	false
84208	PTMS 1 SP Yu Darvish TEX 2014	Starter	83	0	R			0.304	0.295	0.312	27.6	7.4	3.1	0.305	false
83261	Snapshot RP Dennis Cook TEX 1996	Reliever	76	0	L			0.304	0.288	0.311	22.8	9.6	2.0	0.298	false
85763	SwitchKnucklers - Snapshot CL Norm Charlton SEA 1995	Reliever	81	0	L			0.304	0.304	0.304	25.0	10.4	2.7	0.286	false
82678	Hardware Heroes SP Bob Veale PIT 1964	Starter	89	5	L			0.304	0.284	0.314	23.9	10.0	2.1	0.300	false
85372	T4 Ep. 1 - Unsung Heroes CL Joakim Soria CWS 2018	Reliever	73	5	R			0.304	0.32	0.289	23.2	6.1	2.4	0.313	false
85500	60s Theme Week - Snapshot SP Curt Simmons STL 1961	Starter	74	5	L			0.304	0.29	0.311	18.9	5.9	2.0	0.305	false
83300	Snapshot RP Barney Schultz CHC 1961	Reliever	85	5	R			0.304	0.339	0.268	24.6	8.3	3.1	0.289	false
85285	May Names 1 - Veteran Presence SP Rudy May NYY 1980	Starter	82	5	L			0.304	0.324	0.294	24.0	6.0	3.5	0.290	false
82693	Hardware Heroes SP Walter Johnson WS1 1916	Starter	86	5	R			0.304	0.308	0.301	23.6	5.5	3.1	0.301	false
85456	May Birthdays - Veteran Presence RP Billy Hoeft CHC 1965	Reliever	75	5	L			0.304	0.297	0.307	22.5	7.6	2.8	0.291	false
85919	4th of July Walk Off HIt SP Max Fried ATL 2021	Starter	74	5	L			0.304	0.314	0.299	19.5	5.8	2.7	0.294	false
84069	All-Time Legend SP Ken Forsch HOU Peak	Starter	87	5	R			0.304	0.304	0.303	18.9	5.3	2.7	0.293	false
84822	Baseball Reference 1 SP Tom Cheney WS2 1963	Starter	78	5	R			0.304	0.305	0.303	21.7	4.8	3.8	0.278	false
81791	MLB 2026 Live RP Alex Vesia LAD	Reliever	81	0	L			0.305	0.302	0.307	26.5	8.5	3.3	0.289	false
85871	T4 Ep. 3 - Historical All-Star SP Mario Soto CIN 1983	Starter	83	0	R			0.305	0.315	0.294	27.2	6.9	4.0	0.283	false
84837	Celebrating 42 - Negro League Star SP Satchel Paige ClCu 1931	Starter	87	0	R			0.305	0.312	0.299	23.9	5.8	3.6	0.290	false
85151	Clubhouse - Y&amp;O 1 - Veteran Presence RP Don McMahon CWS 1967	Reliever	75	0	R			0.305	0.327	0.283	21.1	7.7	3.1	0.280	false
82685	Hardware Heroes CL Jason Isringhausen STL 2004	Reliever	85	0	R			0.305	0.299	0.312	21.6	7.3	2.9	0.289	false
83295	Snapshot RP Al Hrabosky STL 1973	Reliever	88	0	L			0.305	0.318	0.299	24.7	7.8	2.6	0.306	false
84660	Opening Day Heroes - Snapshot SP Madison Bumgarner SF 2017	Starter	88	0	L			0.305	0.293	0.311	22.1	5.2	3.1	0.299	false
85430	Baseball Reference 2 SP Shelby Miller STL 2013	Starter	77	5	R			0.305	0.311	0.299	23.6	6.3	3.4	0.289	false
84645	Future Legend SP Parker Messick CLE 2026	Starter	76	5	L			0.305	0.307	0.305	19.1	5.0	2.3	0.308	false
83310	Snapshot SP Jack Kramer SLA 1944	Starter	89	5	R			0.305	0.314	0.297	22.8	7.0	2.8	0.298	false
83283	Snapshot RP Tom House ATL 1974	Reliever	81	5	L			0.305	0.303	0.306	21.3	5.5	3.2	0.291	false
85309	Baseball Reference 2 SP Ken Holtzman ATH 1973	Starter	76	5	L			0.305	0.282	0.317	19.2	6.3	2.8	0.290	false
85499	60s Theme Week - Snapshot SP Bob Gibson STL 1961	Starter	70	5	R			0.305	0.318	0.292	23.0	9.7	2.0	0.301	false
85915	FLF 14 &amp; Co. - Snapshot SP Mark Buehrle CWS 2001	Starter	84	5	L			0.305	0.297	0.308	17.4	4.2	3.3	0.280	false
83244	Live Collection Reward - Rookie Sensation RP Chris Sale CWS 2010	Reliever	70	0	L			0.306	0.295	0.311	26.7	8.8	3.1	0.296	false
84068	All-Time Legend RP Mel Rojas MON Peak	Reliever	87	0	R			0.306	0.314	0.298	23.0	7.6	2.8	0.296	false
83273	Snapshot SP Shane Reynolds HOU 1999	Starter	81	0	R			0.306	0.3	0.313	18.9	4.5	2.2	0.312	false
82249	MLB 2026 Live CL Andres Munoz SEA	Reliever	88	0	R			0.306	0.309	0.303	28.2	7.7	3.4	0.302	false
83263	Snapshot RP Mark Littell STL 1979	Reliever	77	0	R			0.306	0.313	0.298	22.9	10.7	2.1	0.292	false
82245	MLB 2026 Live RP Jose A. Ferrer SEA	Reliever	77	0	L			0.306	0.304	0.307	21.3	6.2	2.4	0.307	false
81793	MLB 2026 Live CL Edwin Diaz LAD	Reliever	88	0	R			0.306	0.304	0.308	28.8	7.8	3.4	0.304	false
84884	Celebrating 42 - Negro League Star SP Dan Bankhead MRS 1946	Starter	74	0	R			0.306	0.312	0.301	25.5	9.6	2.4	0.306	false
84059	All-Time Legend SP Carlos Rodon CWS Peak	Starter	82	5	L			0.306	0.299	0.309	23.1	7.1	3.0	0.293	false
83196	Snapshot RP Eric Plunk CLE 1995	Reliever	69	5	R			0.306	0.309	0.303	25.7	8.3	3.2	0.293	false
82821	Unsung Heroes CL Matt Mantei ARI 2003	Reliever	75	5	R			0.306	0.312	0.3	26.7	7.5	3.7	0.288	false
84490	Negro League Star SP Max Manning NeEa 1939	Starter	87	5	R			0.306	0.313	0.298	22.4	6.7	2.9	0.296	false
83275	Snapshot SP Bob Knepper SF 1978	Starter	83	5	L			0.306	0.292	0.313	19.7	6.8	2.7	0.291	false
83226	Veteran Presence RP Johnny Klippstein PHI 1963	Reliever	72	5	R			0.306	0.304	0.309	21.7	9.2	2.3	0.296	false
85128	FLF 10 - Future Legend SP Gage Jump ATH 2026	Starter	73	5	L			0.306	0.296	0.311	23.9	6.8	2.7	0.306	false
83268	Snapshot RP Fernando Abad ATH 2014	Reliever	79	5	L			0.306	0.307	0.305	21.3	6.9	3.4	0.279	false
81792	MLB 2026 Live CL Tanner Scott LAD	Reliever	86	0	L			0.307	0.298	0.312	23.9	6.3	3.4	0.294	false
84643	FLF 6 - Future Legend SP River Ryan LAD 2026	Starter	84	0	R			0.307	0.299	0.316	24.6	8.5	2.9	0.298	false
84289	Rookie Sensation CL Roberto Hernandez CWS 1992	Reliever	84	0	R			0.307	0.301	0.313	24.2	7.7	3.4	0.287	false
81727	MLB 2026 Live RP Sam Hentges SF	Reliever	77	0	L			0.307	0.303	0.31	21.4	7.9	2.2	0.306	false
86251	All-Star Week - Historical All-Star CL Brad Hand SD 2017	Reliever	76	0	L			0.307	0.313	0.304	27.4	7.0	3.7	0.295	true
82123	MLB 2026 Live RP Anthony Bender MIA	Reliever	78	0	R			0.307	0.315	0.298	22.1	7.6	2.9	0.292	false
83237	Snapshot RP Eddie Watt BAL 1967	Reliever	72	5	R			0.307	0.318	0.297	23.5	8.5	3.1	0.286	false
84621	World Baseball Classic SP Julio Teheran COL 2017	Starter	79	5	R			0.307	0.308	0.306	15.9	5.8	2.7	0.283	false
85695	June Gems - Baseball Reference 3 SP Steve Ontiveros ATH 1994	Starter	82	5	R			0.307	0.288	0.326	14.5	4.8	2.9	0.279	false
85032	FLF 14 &amp; Co. - Future Legend SP Tanner McDougal CWS 2026	Starter	66	5	R			0.307	0.315	0.3	26.0	9.3	2.8	0.300	false
84502	Negro League Star SP Bill Holland NYLG 1930	Starter	87	5	R			0.307	0.306	0.308	21.6	5.9	3.2	0.293	false
83311	Snapshot SP Phil Douglas CHC 1917	Starter	74	5	R			0.307	0.302	0.313	22.5	4.7	3.4	0.298	false
84265	Rookie Sensation RP Clay Bryant CHC 1936	Reliever	66	5	R			0.307	0.312	0.301	25.0	8.4	2.5	0.307	false
84494	Negro League Star SP Ray Brown HoGr 1939	Starter	85	5	R			0.307	0.313	0.301	17.0	5.0	2.4	0.298	false
85458	May Birthdays - Rookie Sensation RP Duke Brett CHC 1925	Reliever	80	5	R			0.307	0.34	0.275	16.3	6.5	2.0	0.295	false
84038	All-Time Legend CL John Axford MIL Peak	Reliever	70	5	R			0.307	0.299	0.315	23.9	8.3	2.5	0.304	false
