# CAPPROJ key=diamondheart__20260331 role=pit label=Diamond Heart type=Daily variantMode=all_cards projval=40-99 vlvl0=426 vlvl5=387 recordsTotal=813 rows=813
CID	Name	Role	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	Kpct	BBpct	HRpct	BABIP	ProjectedNewCard
83279	T4 Ep. 3 - Snapshot CL Dan Quisenberry KC 1981	Reliever	84	0	R			0.301	0.319	0.29	6.9	5.4	1.4	0.282	false
86199	Limited Edition/106 RP Scott Garrelts SF 1985	Reliever	87	0	R			0.301	0.301	0.302	18.9	11.2	1.8	0.280	true
85109	HOF 1 - Historical All-Star SP Steve Carlton STL 1969	Starter	96	0	L			0.301	0.292	0.304	19.5	7.9	2.7	0.283	false
86276	Clubhouse - Historical All-Star SP Don Drysdale LAD 1965	Starter	96	0	R			0.302	0.312	0.296	16.0	5.1	2.9	0.283	true
85890	Clubhouse - Negro League Star SP Dave Barnhill NYC 1941	Starter	99	0	R			0.302	0.302	0.303	19.1	5.0	3.9	0.271	false
85426	May Birthdays - Historical All-Star CL Dave LaRoche CLE 1976	Reliever	94	5	L			0.302	0.274	0.311	20.0	12.6	2.3	0.267	false
85488	60s Theme Week - Historical All-Star SP Sandy Koufax LAD 1961	Starter	93	5	L			0.302	0.299	0.303	20.2	7.3	3.1	0.280	false
83295	Snapshot RP Al Hrabosky STL 1973	Reliever	88	5	L			0.302	0.304	0.302	18.8	7.3	2.6	0.286	false
85847	T4 Ep. 3 - Snapshot RP Gary Lucas CAL 1986	Reliever	86	0	L			0.303	0.312	0.3	13.5	4.4	2.2	0.293	false
85730	SwitchKnucklers - Veteran Presence SP Johnny Niggeling WS1 1944	Starter	78	5	R			0.303	0.299	0.305	18.5	10.0	2.7	0.269	false
84547	Negro League Star SP Barney Morris PiCr 1937	Starter	97	5	R			0.303	0.298	0.307	17.6	6.8	2.8	0.284	false
83306	Snapshot RP Steve Hamilton NYY 1965	Reliever	89	5	L			0.303	0.299	0.304	16.3	6.7	2.5	0.284	false
85652	June Gems - Baseball Reference 3 CL Ryne Duren NYY 1959	Reliever	94	5	R			0.303	0.289	0.312	20.8	13.4	2.2	0.267	false
84070	Veteran Presence SP Roger Wolff WS1 1945	Starter	96	0	R			0.304	0.332	0.286	14.2	5.9	2.8	0.277	false
83319	Snapshot CL Jeff Montgomery KC 1989	Reliever	94	0	R			0.304	0.311	0.3	17.9	7.3	2.7	0.284	false
84659	Opening Day Heroes - Historical All-Star SP Mel Harder CLE 1935	Starter	99	0	R			0.304	0.323	0.293	12.6	5.3	2.2	0.288	false
85288	May Names 1 - Snapshot RP Rudy May MON 1979	Reliever	74	5	L			0.304	0.285	0.31	17.5	7.1	2.6	0.287	false
84054	Hall of Fame RP Hoyt Wilhelm CAL 1969	Reliever	92	0	R			0.305	0.326	0.292	16.9	7.4	3.3	0.268	false
84841	Celebrating 42 - Snapshot SP Satchel Paige CLE 1948	Starter	94	0	R			0.305	0.292	0.313	16.0	7.2	2.5	0.283	false
86113	Limited Edition/49 CL Sid Monge CLE 1979	Reliever	80	0	L			0.305	0.309	0.304	19.3	9.3	3.0	0.272	true
84716	Clubhouse - April Fools&#39; Day RP Bob Miller SD 1971	Reliever	69	0	R			0.305	0.311	0.301	11.8	8.3	1.6	0.283	false
83282	Veteran Presence RP Tug McGraw PHI 1984	Reliever	85	0	L			0.305	0.301	0.307	14.9	6.9	2.1	0.290	false
84523	Negro League Star SP Luis Tiant NYC 1939	Starter	93	5	L			0.305	0.286	0.311	17.8	6.7	3.0	0.281	false
84074	All-Time Legend SP Gary Peters CWS Peak	Starter	92	5	L			0.305	0.294	0.308	15.1	6.9	2.5	0.283	false
84839	Celebrating 42 - Veteran Presence RP Satchel Paige SLA 1952	Reliever	68	5	R			0.305	0.309	0.303	18.4	8.0	2.6	0.286	false
85888	Heart Attack - Negro League Star SP Leroy Matlock PiCr 1935	Starter	86	5	L			0.305	0.29	0.311	13.5	4.9	2.7	0.284	false
83310	Snapshot SP Jack Kramer SLA 1944	Starter	89	5	R			0.305	0.311	0.302	16.7	7.4	2.8	0.278	false
83235	Snapshot RP Greg Harris TEX 1985	Reliever	76	5	R			0.305	0.3	0.308	19.2	9.1	3.1	0.271	false
84071	All-Time Legend SP Bill Hallahan STL Peak	Starter	92	5	L			0.305	0.288	0.311	19.2	9.5	2.6	0.280	false
83240	Snapshot RP Terry Forster ATL 1983	Reliever	76	5	L			0.305	0.305	0.306	15.9	7.7	2.8	0.276	false
84884	Celebrating 42 - Negro League Star SP Dan Bankhead MRS 1946	Starter	74	5	R			0.305	0.303	0.306	19.2	9.0	2.5	0.285	false
83316	Snapshot SP Sonny Siebert CLE 1965	Starter	97	0	R			0.306	0.309	0.303	17.5	7.5	2.8	0.281	false
84285	Rookie Sensation RP Seth Morehead PHI 1957	Reliever	78	0	L			0.306	0.297	0.309	14.7	8.2	1.8	0.291	false
85838	T4 Ep. 3 - Historical All-Star CL Gary Lavelle SF 1977	Reliever	82	0	L			0.306	0.292	0.311	16.2	6.9	2.5	0.289	false
83269	Snapshot SP Pete Vuckovich STL 1978	Starter	81	5	R			0.306	0.319	0.297	17.9	7.4	2.6	0.289	false
83172	Snapshot RP Dale Murray TOR 1982	Reliever	66	5	R			0.306	0.326	0.294	12.2	7.1	1.8	0.288	false
83302	Snapshot SP Lefty Gomez NYY 1931	Starter	96	5	L			0.306	0.294	0.31	19.0	9.7	2.5	0.282	false
84528	Negro League Star SP Barney Brown NYBY 1937	Starter	93	5	L			0.306	0.304	0.306	16.0	6.7	2.7	0.282	false
85114	HOF 1 - Hall of Fame SP Jim Kaat MIN 1967	Starter	87	0	L			0.307	0.293	0.312	17.0	4.8	2.9	0.294	false
86280	T4 Ep. 4 - Historical All-Star SP Randy Jones SD 1976	Starter	83	0	L			0.307	0.316	0.304	7.4	4.5	2.8	0.267	true
85208	Clubhouse - Y&amp;O 1 - Veteran Presence CL Tom Burgmeier BOS 1980	Reliever	83	0	L			0.307	0.272	0.318	12.9	6.2	2.4	0.283	false
83237	Snapshot RP Eddie Watt BAL 1967	Reliever	72	5	R			0.307	0.311	0.304	17.2	8.5	3.2	0.269	false
85892	Heart Attack - Negro League Star SP Roy Partlow HoGr 1939	Starter	78	5	L			0.307	0.293	0.311	13.7	7.9	2.8	0.268	false
85499	60s Theme Week - Snapshot SP Bob Gibson STL 1961	Starter	70	5	R			0.307	0.315	0.301	17.0	9.8	2.1	0.285	false
84085	Unsung Heroes RP Kent Tekulve PIT 1979	Reliever	99	0	R			0.308	0.351	0.282	13.5	8.7	2.1	0.280	false
85151	Clubhouse - Y&amp;O 1 - Veteran Presence RP Don McMahon CWS 1967	Reliever	75	0	R			0.308	0.33	0.295	15.7	7.8	3.2	0.267	false
83236	Snapshot RP Dave Tomlin SD 1977	Reliever	74	5	L			0.308	0.275	0.318	11.8	7.1	1.9	0.287	false
83296	Snapshot SP Steve Rogers MON 1977	Starter	85	5	R			0.308	0.326	0.296	15.0	7.3	2.7	0.278	false
83226	Veteran Presence RP Johnny Klippstein PHI 1963	Reliever	72	5	R			0.308	0.293	0.317	15.9	9.1	2.3	0.282	false
84264	Rookie Sensation RP Bill Dailey CLE 1962	Reliever	76	5	R			0.308	0.348	0.283	11.9	9.0	1.5	0.288	false
83900	Historical All-Star SP Howie Pollet STL 1949	Starter	91	0	L			0.309	0.306	0.31	15.9	6.4	2.8	0.287	false
85848	Clubhouse - Snapshot RP Tom Niedenfuer LAD 1983	Reliever	88	0	R			0.309	0.297	0.318	16.9	7.7	3.6	0.265	false
85426	May Birthdays - Historical All-Star CL Dave LaRoche CLE 1976	Reliever	94	0	L			0.309	0.283	0.318	19.6	13.3	2.5	0.268	false
83907	Veteran Presence SP Spud Chandler NYY 1947	Starter	95	0	R			0.309	0.301	0.314	15.7	7.8	3.1	0.273	false
85871	T4 Ep. 3 - Historical All-Star SP Mario Soto CIN 1983	Starter	83	5	R			0.309	0.312	0.308	19.8	6.8	4.1	0.267	false
83291	Veteran Presence CL Ron Reed PHI 1978	Reliever	85	5	R			0.309	0.297	0.317	17.3	5.9	3.3	0.282	false
84490	Negro League Star SP Max Manning NeEa 1939	Starter	87	5	R			0.309	0.309	0.309	16.2	7.0	2.9	0.283	false
83309	Snapshot SP Teddy Higuera ML4 1988	Starter	89	5	L			0.309	0.294	0.314	17.3	7.0	3.4	0.275	false
84069	All-Time Legend SP Ken Forsch HOU Peak	Starter	87	5	R			0.309	0.305	0.312	13.4	6.0	2.8	0.281	false
83295	Snapshot RP Al Hrabosky STL 1973	Reliever	88	0	L			0.310	0.314	0.309	18.1	7.8	2.8	0.288	false
83306	Snapshot RP Steve Hamilton NYY 1965	Reliever	89	0	L			0.310	0.306	0.311	15.4	6.8	2.7	0.285	false
84799	Baseball Reference 1 CL Jim Brewer LAD 1970	Reliever	78	0	L			0.310	0.311	0.309	18.1	6.7	3.9	0.269	false
83228	Veteran Presence RP Dixie Howell CWS 1955	Reliever	72	5	R			0.310	0.304	0.313	8.9	7.2	1.6	0.286	false
85456	May Birthdays - Veteran Presence RP Billy Hoeft CHC 1965	Reliever	75	5	L			0.310	0.299	0.313	15.6	7.8	3.0	0.276	false
82823	Unsung Heroes RP John D&#39;Acquisto SD 1978	Reliever	76	5	R			0.310	0.311	0.309	19.8	12.1	2.3	0.279	false
86164	Clubhouse - Baseball Reference 5 SP Dean Stone WS1 1954	Starter	77	0	L			0.311	0.299	0.314	13.0	7.7	2.3	0.283	true
85502	60s Theme Week - Snapshot SP Jim O&#39;Toole CIN 1961	Starter	87	0	L			0.311	0.294	0.317	14.8	7.7	2.4	0.288	false
84547	Negro League Star SP Barney Morris PiCr 1937	Starter	97	0	R			0.311	0.305	0.315	16.8	6.9	3.0	0.285	false
83263	Snapshot RP Mark Littell STL 1979	Reliever	77	0	R			0.311	0.308	0.313	16.7	10.5	2.3	0.281	false
85488	60s Theme Week - Historical All-Star SP Sandy Koufax LAD 1961	Starter	93	0	L			0.311	0.307	0.312	19.8	7.8	3.3	0.284	false
85652	June Gems - Baseball Reference 3 CL Ryne Duren NYY 1959	Reliever	94	0	R			0.311	0.298	0.32	20.4	14.0	2.4	0.268	false
83197	Snapshot RP Mike Stanton SEA 1984	Reliever	72	5	R			0.311	0.309	0.312	17.7	7.4	2.9	0.288	false
83890	Historical All-Star SP Rick Reuschel CHC 1977	Starter	83	5	R			0.311	0.331	0.298	14.8	7.3	2.8	0.279	false
83272	Snapshot RP Alejandro Pena LAD 1988	Reliever	81	5	R			0.311	0.302	0.316	16.9	7.2	3.0	0.284	false
85285	May Names 1 - Veteran Presence SP Rudy May NYY 1980	Starter	82	5	L			0.311	0.333	0.303	17.5	6.8	3.7	0.273	false
83885	Historical All-Star SP Walt Masterson WS1 1947	Starter	82	5	R			0.311	0.323	0.304	16.8	7.8	3.1	0.278	false
84265	Rookie Sensation RP Clay Bryant CHC 1936	Reliever	66	5	R			0.311	0.311	0.312	18.3	8.6	2.7	0.290	false
84494	Negro League Star SP Ray Brown HoGr 1939	Starter	85	5	R			0.311	0.308	0.312	12.0	5.6	2.6	0.284	false
85428	Baseball Reference 2 SP Tiny Bonham NYY 1942	Starter	82	5	R			0.311	0.312	0.31	12.1	3.8	3.7	0.269	false
83227	Snapshot CL Jack Aker NYY 1970	Reliever	73	5	R			0.311	0.31	0.311	10.5	6.4	2.6	0.276	false
84715	Clubhouse - April Fools&#39; Day SP Bob Miller LAD 1963	Starter	69	0	R			0.312	0.309	0.314	13.2	7.8	2.2	0.287	false
84696	Clubhouse - April Fools&#39; Day RP Bob Miller DET 1954	Reliever	69	0	L			0.312	0.281	0.323	10.4	7.5	2.1	0.282	false
83148	Snapshot SP Hal Woodeshick HOU 1962	Starter	66	5	L			0.312	0.294	0.318	11.8	7.8	1.4	0.299	false
85500	60s Theme Week - Snapshot SP Curt Simmons STL 1961	Starter	74	5	L			0.312	0.292	0.319	13.1	6.5	2.5	0.287	false
83300	Snapshot RP Barney Schultz CHC 1961	Reliever	85	5	R			0.312	0.348	0.289	17.6	8.3	3.1	0.280	false
84272	Rookie Sensation RP Dick Lines WS2 1966	Reliever	69	5	L			0.312	0.31	0.312	12.7	6.9	2.9	0.275	false
83283	Snapshot RP Tom House ATL 1974	Reliever	81	5	L			0.312	0.301	0.316	14.9	6.5	3.4	0.273	false
85309	Baseball Reference 2 SP Ken Holtzman ATH 1973	Starter	76	5	L			0.312	0.285	0.32	13.3	6.7	3.0	0.276	false
83301	Snapshot RP Sandy Consuegra CWS 1955	Reliever	85	5	R			0.312	0.302	0.318	7.5	4.4	2.3	0.283	false
84523	Negro League Star SP Luis Tiant NYC 1939	Starter	93	0	L			0.313	0.295	0.319	16.8	6.9	3.2	0.283	false
84890	Clubhouse - Negro League Star SP Hilton Smith KCM 1946	Starter	88	0	R			0.313	0.312	0.314	6.9	5.7	2.7	0.270	false
84839	Celebrating 42 - Veteran Presence RP Satchel Paige SLA 1952	Reliever	68	0	R			0.313	0.318	0.311	17.8	8.8	2.7	0.289	false
85288	May Names 1 - Snapshot RP Rudy May MON 1979	Reliever	74	0	L			0.313	0.292	0.32	16.7	7.9	2.7	0.289	false
84071	All-Time Legend SP Bill Hallahan STL Peak	Starter	92	0	L			0.313	0.295	0.319	18.7	10.3	2.7	0.282	false
84884	Celebrating 42 - Negro League Star SP Dan Bankhead MRS 1946	Starter	74	0	R			0.313	0.312	0.314	18.6	9.8	2.6	0.288	false
85669	June Gems - Baseball Reference 3 CL Dan Spillner CLE 1982	Reliever	64	5	R			0.313	0.318	0.31	15.5	7.0	3.0	0.284	false
84489	Negro League Star SP Andy Porter CEG 1935	Starter	84	5	R			0.313	0.309	0.316	16.4	6.9	3.1	0.286	false
83275	Snapshot SP Bob Knepper SF 1978	Starter	83	5	L			0.313	0.293	0.319	13.7	7.0	2.9	0.278	false
83274	Snapshot RP Ramon Hernandez PIT 1973	Reliever	81	5	L			0.313	0.305	0.315	15.5	6.6	3.2	0.280	false
85877	T4 Ep. 3 - Snapshot SP Jim Deshaies HOU 1989	Starter	67	5	L			0.313	0.312	0.314	14.4	8.2	2.9	0.274	false
84466	Negro League Star SP William Bell NeEa 1937	Starter	78	5	R			0.313	0.313	0.314	11.6	5.0	2.8	0.285	false
85794	Limited Edition/107 SP Steve Trout CHC 1985	Starter	68	0	L			0.314	0.305	0.317	12.3	7.2	2.2	0.290	false
85510	Clubhouse - 60s Week - Veteran Presence SP Warren Spahn ML1 1961	Starter	84	0	L			0.314	0.307	0.316	10.0	6.1	3.1	0.268	false
84074	All-Time Legend SP Gary Peters CWS Peak	Starter	92	0	L			0.314	0.3	0.319	14.2	7.5	2.6	0.286	false
85730	SwitchKnucklers - Veteran Presence SP Johnny Niggeling WS1 1944	Starter	78	0	R			0.314	0.308	0.318	17.6	10.7	2.9	0.273	false
84528	Negro League Star SP Barney Brown NYBY 1937	Starter	93	0	L			0.314	0.311	0.315	15.1	6.8	2.9	0.285	false
82678	Hardware Heroes SP Bob Veale PIT 1964	Starter	89	5	L			0.314	0.278	0.325	16.6	10.3	2.3	0.285	false
83182	Veteran Presence RP Elmer Singleton CHC 1959	Reliever	67	5	R			0.314	0.315	0.314	13.0	6.8	2.5	0.287	false
83221	Snapshot SP Jim McDonald NYY 1953	Starter	86	5	R			0.314	0.318	0.312	9.5	7.2	2.1	0.284	false
85846	Heart Attack - Snapshot CL Bill Caudill SEA 1982	Reliever	81	5	R			0.314	0.313	0.315	19.9	8.2	4.0	0.269	false
85646	June Gems - Baseball Reference 3 SP Milo Candini WS1 1943	Starter	67	5	R			0.314	0.321	0.309	12.9	8.5	2.2	0.284	false
83276	Snapshot SP Tommy Byrne NYY 1948	Starter	90	5	L			0.314	0.299	0.319	19.0	12.5	3.0	0.266	false
85698	T4 Ep. 2 - Rookie Sensation SP Jim Bouton NYY 1963	Starter	64	5	R			0.314	0.321	0.31	13.3	8.6	3.0	0.268	false
83269	Snapshot SP Pete Vuckovich STL 1978	Starter	81	0	R			0.315	0.329	0.307	17.2	8.1	2.8	0.291	false
84854	Limited Edition/42 RP Jack Meyer PHI 1958	Reliever	69	0	R			0.315	0.301	0.323	19.1	8.4	3.0	0.289	false
84864	Clubhouse - Negro League Star SP Booker McDaniel KCM 1945	Starter	82	0	R			0.315	0.312	0.317	18.5	8.6	3.1	0.285	false
85888	Heart Attack - Negro League Star SP Leroy Matlock PiCr 1935	Starter	86	0	L			0.315	0.297	0.321	12.5	5.5	2.9	0.285	false
83302	Snapshot SP Lefty Gomez NYY 1931	Starter	96	0	L			0.315	0.301	0.319	18.2	10.5	2.6	0.284	false
85764	SwitchKnucklers - Hall of Fame SP Early Wynn CWS 1959	Starter	72	5	R			0.315	0.325	0.309	15.9	9.5	2.9	0.275	false
83189	Snapshot RP Jim Todd ATH 1975	Reliever	68	5	R			0.315	0.315	0.316	10.1	6.8	2.6	0.277	false
83292	Snapshot SP Connie Johnson BAL 1957	Starter	85	5	R			0.315	0.313	0.317	16.5	7.4	3.2	0.283	false
84502	Negro League Star SP Bill Holland NYLG 1930	Starter	87	5	R			0.315	0.308	0.32	15.3	6.8	3.2	0.283	false
84281	Rookie Sensation SP Bob Grim NYY 1954	Starter	73	5	R			0.315	0.311	0.317	15.1	8.2	2.8	0.282	false
84488	Negro League Star SP Frank Bradley KCM 1940	Starter	82	5	R			0.315	0.31	0.318	15.9	7.0	3.1	0.284	false
83296	Snapshot SP Steve Rogers MON 1977	Starter	85	0	R			0.316	0.336	0.304	14.1	7.7	2.9	0.282	false
85892	Heart Attack - Negro League Star SP Roy Partlow HoGr 1939	Starter	78	0	L			0.316	0.299	0.321	12.7	8.5	3.0	0.269	false
84837	Celebrating 42 - Negro League Star SP Satchel Paige ClCu 1931	Starter	87	0	R			0.316	0.319	0.315	17.5	6.7	3.7	0.281	false
83172	Snapshot RP Dale Murray TOR 1982	Reliever	66	0	R			0.316	0.335	0.304	11.2	7.5	2.0	0.291	false
83310	Snapshot SP Jack Kramer SLA 1944	Starter	89	0	R			0.316	0.319	0.314	15.7	7.9	3.1	0.282	false
83240	Snapshot RP Terry Forster ATL 1983	Reliever	76	0	L			0.316	0.313	0.317	14.9	8.3	2.9	0.281	false
85146	Limited Edition/40 RP Boom-Boom Beck PIT 1945	Reliever	82	0	R			0.316	0.332	0.306	9.5	7.7	2.5	0.275	false
83893	Historical All-Star SP Phil Niekro ATL 1969	Starter	86	5	R			0.316	0.309	0.32	13.5	5.2	3.6	0.276	false
83883	Veteran Presence SP Thornton Lee CWS 1945	Starter	79	5	L			0.316	0.314	0.317	16.5	7.5	3.3	0.281	false
83157	Snapshot RP Clay Carroll CIN 1975	Reliever	65	5	R			0.316	0.312	0.318	10.7	6.9	2.3	0.285	false
83901	Historical All-Star SP Tommy Bridges DET 1939	Starter	90	5	R			0.316	0.352	0.294	19.7	6.9	3.8	0.283	false
83226	Veteran Presence RP Johnny Klippstein PHI 1963	Reliever	72	0	R			0.317	0.303	0.327	14.9	9.9	2.5	0.284	false
85499	60s Theme Week - Snapshot SP Bob Gibson STL 1961	Starter	70	0	R			0.317	0.326	0.312	16.2	10.6	2.3	0.286	false
84847	Limited Edition/42 SP Curt Davis PHI 1934	Starter	78	0	R			0.317	0.321	0.315	12.7	5.7	3.0	0.286	false
82694	Hardware Heroes SP Robin Roberts PHI 1953	Starter	74	5	R			0.317	0.331	0.308	15.6	4.6	3.7	0.285	false
84487	Negro League Star SP Terris McDuffie PhSt 1942	Starter	80	5	R			0.317	0.314	0.32	14.7	6.8	3.1	0.286	false
84472	Negro League Star SP Jimmy Hill NeEa 1938	Starter	77	5	L			0.317	0.307	0.32	17.0	7.7	3.2	0.285	false
83284	Snapshot SP Ed Halicki SF 1978	Starter	81	5	R			0.317	0.309	0.321	12.2	5.6	3.2	0.280	false
84478	Negro League Star SP Rocky Ellis PhSt 1936	Starter	80	5	R			0.317	0.313	0.32	13.3	5.6	3.2	0.284	false
83190	Snapshot SP Bruce Dal Canton KC 1974	Starter	75	5	R			0.317	0.307	0.322	13.1	10.0	2.6	0.272	false
83253	Snapshot SP Larry Christenson PHI 1978	Starter	79	5	R			0.317	0.323	0.314	13.5	5.5	3.5	0.278	false
84822	Baseball Reference 1 SP Tom Cheney WS2 1963	Starter	78	5	R			0.317	0.312	0.319	15.5	5.4	4.3	0.267	false
83287	Snapshot SP Ray Benge PHI 1931	Starter	85	5	R			0.317	0.318	0.316	16.5	6.6	3.4	0.284	false
83237	Snapshot RP Eddie Watt BAL 1967	Reliever	72	0	R			0.318	0.322	0.315	16.4	9.2	3.4	0.271	false
83236	Snapshot RP Dave Tomlin SD 1977	Reliever	74	0	L			0.318	0.284	0.329	11.0	7.8	2.2	0.289	false
83235	Snapshot RP Greg Harris TEX 1985	Reliever	76	0	R			0.318	0.317	0.318	18.7	9.8	3.4	0.275	false
84264	Rookie Sensation RP Bill Dailey CLE 1962	Reliever	76	0	R			0.318	0.357	0.294	11.0	9.3	1.7	0.290	false
84457	Negro League Star SP Joe Strong HoGr 1933	Starter	77	5	R			0.318	0.313	0.321	16.8	7.0	3.4	0.285	false
83180	Snapshot RP Ken Sanders NYM 1975	Reliever	68	5	R			0.318	0.313	0.321	6.8	5.4	3.1	0.267	false
82673	Hardware Heroes CL Dick Radatz BOS 1964	Reliever	71	5	R			0.318	0.338	0.305	19.0	8.7	3.7	0.277	false
