# CAPPROJ key=goldcapdaily__20260314 role=pit label=Gold Cap Daily type=Daily variantMode=all_cards projval=40-89 vlvl0=1467 vlvl5=751 recordsTotal=2218 rows=2218
CID	Name	Role	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	Kpct	BBpct	HRpct	BABIP	ProjectedNewCard
84754	FLF 9 - Future Legend SP Jonah Tong NYM 2026	Starter	77	5	R	13	15.7	0.283	0.283	0.284	29.2	7.5	3.0	0.281	false
82979	Veteran Presence RP Don Larsen BAL 1965	Reliever	49	5	R	12.8	10	0.316	0.338	0.297	19.4	7.9	2.6	0.296	false
82918	Veteran Presence CL Fernando Rodney TB 2013	Reliever	63	5	R	12.8	10.2	0.302	0.302	0.303	26.2	10.7	2.0	0.299	false
85870	Clubhouse - Historical All-Star CL Dave Righetti NYY 1986	Reliever	85	0	L	12.8	14.7	0.274	0.288	0.269	24.7	5.8	1.9	0.287	false
84267	July Jewels - Baseball Reference 4 SP Mark Fidrych DET 1976	Starter	84	5	R	12.7	14.2	0.275	0.283	0.269	17.4	3.9	1.9	0.273	false
83219	Snapshot RP Duane Ward TOR 1992	Reliever	72	5	R	12.7	10	0.294	0.311	0.28	27.6	8.6	2.8	0.289	false
83226	Veteran Presence RP Johnny Klippstein PHI 1963	Reliever	72	5	R	12.7	10	0.294	0.287	0.3	23.3	8.8	1.9	0.292	false
83212	Snapshot RP Reggie Cleveland TEX 1978	Reliever	72	5	R	12.7	10	0.294	0.302	0.288	22.6	5.6	3.1	0.282	false
82821	Unsung Heroes CL Matt Mantei ARI 2003	Reliever	75	5	R	12.7	12.1	0.290	0.291	0.289	28.5	7.2	3.4	0.280	false
85285	May Names 1 - Veteran Presence SP Rudy May NYY 1980	Starter	82	5	L	12.6	7.9	0.287	0.305	0.28	25.8	5.5	3.1	0.282	false
83248	Snapshot RP Michael King NYY 2022	Reliever	76	5	R	12.6	14.7	0.285	0.28	0.289	24.8	6.8	2.0	0.294	false
84799	Baseball Reference 1 CL Jim Brewer LAD 1970	Reliever	78	0	L	12.6	13.1	0.288	0.288	0.288	26.6	5.8	3.4	0.278	false
85651	Limited Edition/47 CL Chad Cordero WAS 2005	Reliever	74	0	R	12.5	12.6	0.289	0.28	0.295	23.0	5.7	3.2	0.271	false
85919	4th of July Walk Off HIt SP Max Fried ATL 2021	Starter	74	5	L	12.5	12.6	0.289	0.295	0.287	20.5	5.3	2.3	0.286	false
82952	Snapshot SP Daniel Norris DET 2017	Starter	40	5	L	12.4	-1.4	0.338	0.342	0.337	18.3	8.0	3.3	0.309	false
85499	60s Theme Week - Snapshot SP Bob Gibson STL 1961	Starter	70	5	R	12.4	10.5	0.293	0.306	0.283	24.8	9.4	1.8	0.294	false
84826	T4 Ep. 2 - Baseball Reference 1 RP Adam Ottavino COL 2018	Reliever	79	0	R	12.4	14.7	0.285	0.298	0.275	29.0	10.6	2.2	0.280	false
84232	Rookie Sensation RP Carl Scheib PHA 1944	Reliever	50	5	R	12.3	10.6	0.315	0.322	0.31	18.8	6.7	2.9	0.293	false
83078	Snapshot CL Hector Rondon HOU 2018	Reliever	59	5	R	12.3	16.8	0.303	0.305	0.302	22.8	6.7	2.2	0.310	false
86277	T4 Ep. 4 - Historical All-Star SP Jack McDowell CWS 1991	Starter	85	5	R	12.3	14.2	0.275	0.27	0.28	26.9	6.7	2.3	0.282	true
86106	Obscure All-Stars - Baseball Reference 5 CL Bill Henry CIN 1960	Reliever	69	5	L	12.2	16.4	0.290	0.287	0.291	29.9	5.4	3.4	0.296	true
85456	May Birthdays - Veteran Presence RP Billy Hoeft CHC 1965	Reliever	75	5	L	12.2	11.5	0.291	0.276	0.296	23.4	7.2	2.5	0.283	false
85840	T4 Ep. 3 - Snapshot SP Mark Langston SEA 1986	Starter	48	5	L	12.1	7.4	0.321	0.293	0.332	27.4	9.2	3.7	0.304	false
85058	HOF 1 - Veteran Presence RP Rich Gossage ATH 1992	Reliever	48	5	R	12.1	7.4	0.321	0.311	0.329	23.4	8.9	3.6	0.290	false
84665	Opening Day Heroes - Snapshot SP Brad Radke MIN 2001	Starter	82	5	R	12.1	7.4	0.288	0.288	0.288	17.3	3.4	2.1	0.288	false
82672	Hardware Heroes CL Roy Face PIT 1958	Reliever	66	5	R	12.1	12.3	0.298	0.287	0.308	20.2	4.9	2.7	0.290	false
83171	Snapshot RP Vinnie Chulk SF 2007	Reliever	66	5	R	12.1	12.3	0.298	0.303	0.294	20.2	5.5	2.1	0.300	false
85763	SwitchKnucklers - Snapshot CL Norm Charlton SEA 1995	Reliever	81	5	L	12.1	11.5	0.280	0.277	0.28	28.2	9.3	2.2	0.277	false
82670	Hardware Heroes CL Bill Campbell MIN 1976	Reliever	64	5	R	12.1	12.3	0.298	0.292	0.303	24.5	6.8	3.1	0.287	false
85869	T4 Ep. 3 - Historical All-Star SP Johnny Antonelli NY1 1954	Starter	67	5	L	12.1	13.3	0.296	0.307	0.292	25.1	7.2	3.4	0.276	false
82123	MLB 2026 Live RP Anthony Bender MIA	Reliever	78	0	R	12	12.6	0.289	0.296	0.284	23.6	7.3	2.4	0.283	false
84822	Baseball Reference 1 SP Tom Cheney WS2 1963	Starter	78	5	R	12	12.6	0.289	0.284	0.293	22.9	4.6	3.6	0.270	false
84578	Limited Edition/80 CL David Aardsma SEA 2009	Reliever	80	0	R	12	8.9	0.285	0.289	0.283	24.8	9.6	1.8	0.281	false
83136	Snapshot RP Fred Green PIT 1960	Reliever	62	5	L	12	10.7	0.301	0.288	0.307	23.0	7.9	2.5	0.292	false
84295	Rookie Sensation RF George Hunter BRO 1909	Starter	40	5	L	11.9	-2	0.339	0.325	0.345	18.4	7.5	3.9	0.300	false
83181	Snapshot CL Marshall Bridges NYY 1962	Reliever	65	5	L	11.8	11.7	0.299	0.296	0.3	27.0	11.6	2.5	0.281	false
84016	All-Time Legend RP Jerry Don Gleaton DET Peak	Reliever	50	5	L	11.8	10	0.316	0.295	0.325	22.3	8.5	3.1	0.293	false
83122	Snapshot CL Dave LaRoche CLE 1975	Reliever	61	5	L	11.7	8.6	0.305	0.282	0.314	32.3	11.4	3.3	0.294	false
83196	Snapshot RP Eric Plunk CLE 1995	Reliever	69	5	R	11.7	15.9	0.291	0.289	0.293	27.6	8.1	2.9	0.285	false
84271	Rookie Sensation RP Adam Cimber SD 2018	Reliever	69	5	R	11.7	15.9	0.291	0.314	0.272	21.5	8.0	1.6	0.293	false
85339	T4 Ep. 1 - Historical All-Star CL Lee Smith BAL 1994	Reliever	72	5	R	11.7	8.9	0.296	0.323	0.274	27.1	6.6	3.2	0.293	false
85838	T4 Ep. 3 - Historical All-Star CL Gary Lavelle SF 1977	Reliever	82	0	L	11.6	6.9	0.289	0.268	0.297	24.5	6.2	2.1	0.302	false
84068	All-Time Legend RP Mel Rojas MON Peak	Reliever	87	5	R	11.6	12.6	0.278	0.282	0.274	25.8	6.5	2.2	0.284	false
85877	T4 Ep. 3 - Snapshot SP Jim Deshaies HOU 1989	Starter	67	5	L	11.5	12.8	0.297	0.303	0.295	21.4	7.6	2.6	0.281	false
83125	Snapshot RP Don Brennan CIN 1935	Reliever	60	5	R	11.5	9.1	0.304	0.321	0.29	22.8	8.7	2.9	0.282	false
82823	Unsung Heroes RP John D&#39;Acquisto SD 1978	Reliever	76	5	R	11.5	13.6	0.287	0.296	0.279	30.6	11.9	1.9	0.286	false
85892	Heart Attack - Negro League Star SP Roy Partlow HoGr 1939	Starter	78	5	L	11.5	12.1	0.290	0.276	0.295	20.6	7.2	2.3	0.276	false
84839	Celebrating 42 - Veteran Presence RP Satchel Paige SLA 1952	Reliever	68	0	R	11.5	13.3	0.296	0.305	0.288	26.4	8.3	2.2	0.302	false
85911	Blue Jays 50th Anniversary SP Dave Stieb TOR 1990	Starter	89	5	R	11.4	17.3	0.269	0.274	0.265	24.5	5.3	1.9	0.281	false
85948	July Jewels - Baseball Reference 4 CL Al Worthington MIN 1964	Reliever	86	0	R	11.4	14.2	0.275	0.276	0.275	24.8	6.5	2.2	0.277	false
83244	Live Collection Reward - Rookie Sensation RP Chris Sale CWS 2010	Reliever	70	0	L	11.4	9.4	0.295	0.277	0.302	28.6	8.4	3.0	0.289	false
84038	All-Time Legend CL John Axford MIL Peak	Reliever	70	5	R	11.4	9.4	0.295	0.285	0.304	25.6	8.0	2.3	0.298	false
85459	May Birthdays - Unsung Heroes RP Mark Huismann KC 1985	Reliever	50	5	R	11.3	9.5	0.317	0.332	0.304	14.3	5.2	2.9	0.290	false
83082	Snapshot RP Hector Carrasco MIN 1999	Reliever	59	5	R	11.2	15.8	0.305	0.301	0.309	20.2	7.2	2.1	0.301	false
84022	May Birthdays - Snapshot CL Trevor Rosenthal STL 2014	Reliever	53	5	R	11.2	11.6	0.313	0.306	0.319	25.5	13.8	1.8	0.297	false
83233	Snapshot RP George Sherrill SEA 2006	Reliever	72	5	L	11.1	8.4	0.297	0.285	0.302	23.3	9.2	1.6	0.299	false
85689	Baseball Reference 3 SP Lou Kretlow KC1 1956	Starter	48	5	R	11.1	6.4	0.323	0.325	0.321	21.1	10.4	3.6	0.275	false
85871	T4 Ep. 3 - Historical All-Star SP Mario Soto CIN 1983	Starter	83	0	R	11.1	6.9	0.289	0.295	0.285	29.2	6.5	3.8	0.275	false
85814	The Witts SP/SS Bobby Witt Sr./Jr. KC 2023	Starter	83	5	R	11.1	6.9	0.289	0.283	0.294	30.8	10.4	2.0	0.302	false
84720	Clubhouse - April Fools&#39; Day CL Mike Marshall MON 1973	Reliever	57	0	R	11.1	16.3	0.304	0.291	0.315	23.1	8.7	2.1	0.302	false
85114	HOF 1 - Hall of Fame SP Jim Kaat MIN 1967	Starter	87	5	L	11	12.1	0.279	0.259	0.286	26.7	3.8	2.2	0.307	false
85698	T4 Ep. 2 - Rookie Sensation SP Jim Bouton NYY 1963	Starter	64	5	R	11	11.2	0.300	0.306	0.295	19.8	8.1	2.6	0.276	false
83146	Snapshot RP Juan Berenguer MIN 1987	Reliever	64	5	R	11	11.2	0.300	0.316	0.288	26.3	7.6	2.8	0.300	false
83182	Veteran Presence RP Elmer Singleton CHC 1959	Reliever	67	5	R	11	12.3	0.298	0.302	0.295	19.5	5.6	2.1	0.299	false
82805	Unsung Heroes SP Wayne Twitchell PHI 1972	Starter	60	5	R	11	8.6	0.305	0.29	0.318	22.6	8.1	2.5	0.297	false
83240	Snapshot RP Terry Forster ATL 1983	Reliever	76	5	L	11	13.1	0.288	0.287	0.288	23.5	6.9	2.2	0.287	false
86235	Limited Edition/80 RP Evan Meek PIT 2010	Reliever	80	0	R	11	7.9	0.287	0.288	0.287	23.5	8.4	2.3	0.275	true
83115	Snapshot RP Alex Wilson DET 2016	Reliever	62	5	R	10.9	9.7	0.303	0.31	0.297	16.4	5.8	2.2	0.290	false
84283	Rookie Sensation RP Watty Clark BRO 1927	Reliever	74	5	L	10.9	11	0.292	0.299	0.29	25.1	6.0	2.9	0.288	false
85430	Baseball Reference 2 SP Shelby Miller STL 2013	Starter	77	5	R	10.9	13.6	0.287	0.289	0.286	25.3	5.9	3.0	0.281	false
84753	FLF 3 - Future Legend SP George Klassen LAA 2026	Starter	79	5	R	10.8	13.1	0.288	0.282	0.292	27.0	7.2	2.2	0.298	false
83869	Historical All-Star SP Dave Stieb TOR 1981	Starter	65	5	R	10.8	10.7	0.301	0.283	0.317	21.7	7.0	3.0	0.281	false
84261	Rookie Sensation RP Ed Olwine ATL 1986	Reliever	63	5	L	10.7	8.1	0.306	0.289	0.312	23.8	5.5	3.9	0.282	false
83154	Snapshot CL Danny Graves CIN 2002	Reliever	63	5	R	10.7	8.1	0.306	0.301	0.311	15.9	4.5	2.4	0.296	false
85731	T4 Ep. 2 - Unsung Heroes RP Eddie Gamboa TB 2016	Reliever	43	5	R	10.7	0.6	0.334	0.31	0.353	19.7	11.2	2.9	0.297	false
82213	MLB 2026 Live RP Alexis Diaz TEX	Reliever	61	0	R	10.6	7.6	0.307	0.307	0.307	22.3	9.5	2.7	0.282	false
84643	FLF 6 - Future Legend SP River Ryan LAD 2026	Starter	84	5	R	10.6	12.1	0.279	0.266	0.289	27.5	7.5	2.3	0.285	false
85286	May Names 1 - Snapshot SP Jakie May CIN 1927	Starter	72	0	L	10.6	7.9	0.298	0.287	0.302	25.3	7.8	2.3	0.302	false
85208	Clubhouse - Y&amp;O 1 - Veteran Presence CL Tom Burgmeier BOS 1980	Reliever	83	0	L	10.6	6.3	0.290	0.259	0.302	19.7	4.8	2.0	0.294	false
82247	MLB 2026 Live RP Matt Brash SEA	Reliever	83	0	R	10.6	6.3	0.290	0.289	0.291	25.7	8.0	2.1	0.296	false
84059	All-Time Legend SP Carlos Rodon CWS Peak	Starter	82	5	L	10.5	5.8	0.291	0.277	0.297	24.7	6.8	2.8	0.285	false
85428	Baseball Reference 2 SP Tiny Bonham NYY 1942	Starter	82	5	R	10.5	5.8	0.291	0.287	0.294	18.7	2.0	3.2	0.280	false
82807	Unsung Heroes RP Hal McKain CWS 1930	Reliever	57	5	R	10.5	15.8	0.305	0.306	0.304	25.8	9.1	2.2	0.308	false
83055	Snapshot RP Jordan Walden LAA 2012	Reliever	54	5	R	10.5	12.6	0.311	0.311	0.312	25.2	9.3	2.6	0.306	false
85119	FLF 7 - Future Legend SP Robby Snelling MIA 2026	Starter	81	5	L	10.5	10	0.283	0.265	0.29	28.3	7.3	2.1	0.301	false
82658	Hardware Heroes SP Carl Lundgren CHC 1903	Starter	64	5	R	10.5	10.7	0.301	0.298	0.304	19.0	6.5	2.2	0.292	false
83116	Snapshot RP Brian Tallet TOR 2008	Reliever	60	5	L	10.5	8.1	0.306	0.297	0.309	21.6	7.5	2.7	0.293	false
83119	Snapshot RP Mike Armstrong KC 1982	Reliever	60	5	R	10.5	8.1	0.306	0.308	0.304	23.5	8.7	3.2	0.278	false
82430	MLB 2026 Live RP Colin Holderman CLE	Reliever	78	0	R	10.5	11	0.292	0.292	0.292	23.7	7.6	2.4	0.286	false
85827	T4 Ep. 3 - Negro League Star SP Bob Romby BEG 1948	Starter	58	5	L	10.5	15.8	0.305	0.288	0.312	22.3	9.3	2.8	0.279	false
83189	Snapshot RP Jim Todd ATH 1975	Reliever	68	5	R	10.4	12.3	0.298	0.302	0.294	15.4	5.8	2.1	0.281	false
81757	MLB 2026 Live RP Wandy Peralta SD	Reliever	62	0	L	10.4	9.1	0.304	0.287	0.31	20.7	7.9	2.6	0.285	false
85875	Heart Attack - Snapshot SP Greg Maddux CHC 1989	Starter	62	5	R	10.4	9.1	0.304	0.313	0.297	20.3	6.7	2.7	0.289	false
85288	May Names 1 - Snapshot RP Rudy May MON 1979	Reliever	74	0	L	10.4	10.5	0.293	0.265	0.304	25.0	7.0	2.2	0.302	false
83251	Snapshot RP Greg McMichael ATL 1996	Reliever	77	5	R	10.4	13.1	0.288	0.288	0.288	23.0	5.5	1.9	0.303	false
86211	Limited Edition/88 SP Rolando Arrojo TB 1998	Starter	47	0	R	10.4	4.3	0.327	0.341	0.316	19.4	7.4	3.4	0.297	true
86232	Baseball Reference 5 CL Al Holland PHI 1984	Reliever	47	5	L	10.4	4.3	0.327	0.281	0.344	21.6	6.5	4.9	0.277	true
84621	World Baseball Classic SP Julio Teheran COL 2017	Starter	79	5	R	10.3	12.6	0.289	0.285	0.292	17.4	5.3	2.3	0.275	false
83303	Snapshot RP Shawn Armstrong TB 2023	Reliever	88	5	R	10.3	13.6	0.276	0.282	0.271	20.9	5.1	1.7	0.284	false
84019	All-Time Legend RP Max Leon ATL Peak	Reliever	52	5	R	10.3	9	0.318	0.325	0.312	18.9	5.6	2.9	0.304	false
83871	Historical All-Star CL Jose Mesa CLE 1996	Reliever	63	5	R	10.2	7.6	0.307	0.301	0.312	23.3	7.2	2.7	0.302	false
86085	Limited Edition/57 RP Brad Brach BAL 2016	Reliever	85	0	R	10.2	12.1	0.279	0.306	0.258	28.4	7.5	2.3	0.287	true
83050	Snapshot RP Salomon Torres PIT 2005	Reliever	56	5	R	10.1	14.2	0.308	0.288	0.325	16.9	7.5	2.6	0.280	false
84854	Limited Edition/42 RP Jack Meyer PHI 1958	Reliever	69	0	R	10.1	14.4	0.294	0.279	0.306	28.7	7.9	2.6	0.302	false
84272	Rookie Sensation RP Dick Lines WS2 1966	Reliever	69	5	L	10.1	14.4	0.294	0.29	0.295	19.2	6.1	2.4	0.281	false
83227	Snapshot CL Jack Aker NYY 1970	Reliever	73	5	R	10.1	10	0.294	0.292	0.295	16.1	5.3	2.1	0.281	false
82581	MLB 2026 Live RP Fernando Cruz NYY	Reliever	75	0	R	10.1	9.4	0.295	0.292	0.297	29.6	9.0	2.7	0.298	false
84482	Negro League Star SP Robert Poindexter BBB 1925	Starter	82	5	R	10	5.3	0.292	0.29	0.295	23.9	6.4	2.8	0.285	false
82684	Hardware Heroes SP Kyle Hendricks CHC 2016	Starter	82	5	R	10	5.3	0.292	0.284	0.298	20.0	5.8	2.5	0.280	false
86217	Limited Edition/73 SP Alexi Ogando TEX 2011	Starter	66	0	R	10	10.2	0.302	0.32	0.287	20.7	6.4	3.0	0.283	false
83172	Snapshot RP Dale Murray TOR 1982	Reliever	66	5	R	10	10.2	0.302	0.321	0.286	17.9	6.2	1.7	0.302	false
83187	Snapshot RP Tim Crews LAD 1991	Reliever	66	5	R	10	10.2	0.302	0.314	0.292	24.7	5.1	3.0	0.306	false
85846	Heart Attack - Snapshot CL Bill Caudill SEA 1982	Reliever	81	5	R	10	9.5	0.284	0.288	0.28	31.0	7.5	3.4	0.277	false
84819	Baseball Reference 1 SP Carlos Martinez STL 2016	Starter	64	5	R	10	10.2	0.302	0.308	0.298	19.6	7.3	2.4	0.287	false
83133	Snapshot RP Cris Carpenter FLO 1993	Reliever	64	5	R	10	10.2	0.302	0.32	0.287	22.4	7.0	2.7	0.293	false
84779	FLF 11 - Future Legend SP Jake Bloss TOR 2026	Starter	67	5	R	10	11.2	0.300	0.303	0.298	23.7	5.8	2.7	0.301	false
81942	MLB 2026 Live RP Abner Uribe MIL	Reliever	76	0	R	10	12.1	0.290	0.291	0.29	25.5	8.1	2.6	0.283	false
85120	FLF 15 &amp; Co. - Future Legend SP Travis Sykora WSH 2026	Starter	78	0	R	10	10.5	0.293	0.298	0.288	28.8	8.8	2.5	0.296	false
82330	MLB 2026 Live RP Eric Orze MIN	Reliever	62	0	R	9.9	8.6	0.305	0.301	0.308	22.6	8.2	2.2	0.301	false
83311	Snapshot SP Phil Douglas CHC 1917	Starter	74	5	R	9.9	10	0.294	0.281	0.304	24.1	4.5	3.0	0.294	false
85306	Baseball Reference 2 CL Jason Grilli PIT 2013	Reliever	77	5	R	9.9	12.6	0.289	0.309	0.272	30.9	7.0	2.7	0.308	false
85302	May Names 1 - Rookie Sensation RP Tim Mayza TOR 2017	Reliever	44	5	L	9.8	0.1	0.335	0.276	0.357	29.0	6.1	5.4	0.310	false
83021	Snapshot RP Jesse Orosco LAD 1988	Reliever	52	5	L	9.8	8.5	0.319	0.312	0.322	24.6	11.5	3.4	0.281	false
83019	Snapshot RP Bryce Florie BOS 2000	Reliever	52	5	R	9.8	8.5	0.319	0.318	0.32	18.1	5.2	2.8	0.309	false
