# CAPPROJ key=bronzeheart__20260330 role=hit label=Bronze Heart type=Daily variantMode=all_cards projval=40-69 vlvl0=329 vlvl5=300 recordsTotal=629 rows=629
CID	Name	Position	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	BBpct	SOpct	HRpct	BABIP	XBHpct	ProjectedNewCard
83932	Historical All-Star 1B Eddie Waitkus PHI 1949	1B	52	5	L			0.335	0.314	0.345	8.4	8.1	1.1	0.291	28.1	false
83492	Snapshot RF Dick Porter CLE 1932	RF	58	5	L			0.335	0.339	0.333	8.0	7.7	1.2	0.294	24.6	false
83668	Snapshot RF Pat Kelly KC 1969	RF	68	5	L			0.335	0.322	0.341	8.7	9.1	1.7	0.284	26.5	false
82870	Unsung Heroes 3B Ed Goodson SF 1973	3B	61	5	L			0.335	0.305	0.349	3.3	7.5	2.4	0.290	24.6	false
83605	Veteran Presence CF Bill Bruton DET 1962	CF	66	5	L			0.335	0.341	0.332	7.7	7.9	2.1	0.277	25.7	false
83493	Veteran Presence 1B Jim Bottomley SLA 1936	1B	60	5	L			0.335	0.311	0.347	6.7	9.4	2.6	0.272	29.8	false
86265	T4 Ep. 4 - Historical All-Star SS Alan Trammell DET 1980	SS	63	0	R			0.334	0.334	0.334	9.2	8.7	0.9	0.302	22	true
83648	Snapshot CF Mule Haas PHA 1931	CF	69	0	L			0.334	0.333	0.335	5.3	8.1	2.3	0.286	23.9	false
84454	Negro League Star CF David Whatley HoGr 1941	CF	67	5	L			0.334	0.331	0.336	6.2	7.4	1.7	0.295	22.3	false
82869	Unsung Heroes CF John Shelby LAD 1988	CF	55	5	S			0.334	0.317	0.343	7.2	12.0	1.7	0.301	25.4	false
85533	Memorial Day OnStream Builds - Snapshot LF Gene Richards SD 1980	LF	65	5	L			0.334	0.32	0.34	7.8	7.7	0.6	0.304	26.3	false
84315	Rookie Sensation CF Lou Brock CHC 1962	CF	51	5	L			0.334	0.299	0.351	6.3	11.1	1.6	0.297	29.5	false
83672	Snapshot C Andy Seminick PHI 1946	C	66	5	R			0.333	0.341	0.329	7.6	11.4	1.8	0.293	25.3	false
84390	Celebrating 42 - Rookie Sensation 1B Jackie Robinson BRO 1947	1B	58	5	R			0.333	0.357	0.322	7.2	6.6	0.9	0.296	27	false
83622	Veteran Presence 1B Joe Kuhel WS1 1945	1B	66	5	L			0.333	0.336	0.331	9.9	7.4	0.9	0.285	27.6	false
83512	Snapshot 1B Donn Clendenon PIT 1964	1B	61	5	R			0.333	0.337	0.331	6.0	10.2	1.2	0.302	29.8	false
84326	Rookie Sensation 3B Buddy Blair PHA 1942	3B	60	5	L			0.332	0.339	0.329	5.8	7.1	1.8	0.285	27.1	false
84464	Negro League Star RF Donald Reeves ABC 1938	RF	69	0	L			0.331	0.325	0.334	5.3	8.9	2.3	0.287	23.1	false
85150	PTCS 2 - Veteran Presence 2B Joe Morgan PHI 1983	2B	65	0	L			0.331	0.301	0.344	13.9	8.1	2.4	0.243	20.2	false
85945	July Jewels - Baseball Reference 4 2B Julio Cruz SEA 1979	2B	62	0	S			0.331	0.367	0.314	10.8	10.1	0.3	0.310	19.2	false
83575	Snapshot CF Oddibe McDowell TEX 1986	CF	64	5	L			0.331	0.312	0.339	7.9	9.8	2.3	0.275	23.6	false
83463	Snapshot LF Jim Lemon MIN 1961	LF	57	5	R			0.331	0.33	0.331	8.0	11.2	1.3	0.290	31.6	false
85157	Young &amp; Old 1 - Veteran Presence 1B Ron Fairly TOR 1977	1B	62	5	L			0.331	0.292	0.35	8.5	9.6	2.2	0.275	21.9	false
85833	T4 Ep. 3 - Historical All-Star C Tim McCarver STL 1966	C	68	0	L			0.330	0.277	0.355	5.3	4.9	1.9	0.279	24.2	false
86254	All-Star Week - Historical All-Star C Gabby Hartnett CHC 1936	C	66	0	R			0.330	0.344	0.323	5.8	10.5	1.6	0.302	23.7	true
85799	Limited Edition/59 RF Jesus Alou HOU 1970	RF	59	0	R			0.330	0.338	0.326	2.4	3.1	0.2	0.306	32.5	false
84450	Negro League Star RF Clyde Spearman PiCr 1937	RF	64	5	L			0.330	0.325	0.332	8.9	7.7	1.4	0.284	22.3	false
84882	Celebrating 42 - Negro League Star 1B Joe Scott BBB 1948	1B	54	5	L			0.330	0.324	0.333	9.4	10.4	2.5	0.254	31.9	false
83683	Snapshot 2B Connie Ryan PHI 1953	2B	69	5	R			0.330	0.329	0.331	8.4	10.1	0.9	0.296	28.5	false
85850	Heart Attack - Unsung Heroes C Andy Etchebarren BAL 1971	C	63	5	R			0.330	0.339	0.326	6.9	12.3	1.7	0.303	21.8	false
83649	Snapshot LF Dave Harris WS1 1930	LF	67	0	R			0.329	0.367	0.312	8.5	12.0	1.6	0.281	32.8	false
83676	Snapshot 1B Dale Alexander DET 1931	1B	69	0	R			0.329	0.327	0.33	8.4	8.3	0.6	0.293	29.7	false
83944	Historical All-Star 2B Charlie Neal LAD 1959	2B	67	5	R			0.329	0.336	0.326	6.3	8.8	1.3	0.293	28.2	false
83607	Veteran Presence 1B Eddie Mathews HOU 1967	1B	65	5	L			0.329	0.348	0.32	9.8	11.3	3.0	0.258	21.1	false
84132	All-Time Legend SS Don Buddin BOS Peak	SS	68	5	R			0.329	0.336	0.325	11.3	9.1	1.0	0.271	31.7	false
83618	Snapshot SS Eddie Bressoud BOS 1962	SS	68	5	R			0.329	0.312	0.336	6.1	10.3	1.0	0.295	34.3	false
83916	Historical All-Star CF Gus Bell CIN 1957	CF	56	5	L			0.329	0.328	0.33	4.8	7.9	2.0	0.291	21.5	false
83625	Snapshot C Babe Phelps BRO 1937	C	63	0	L			0.328	0.327	0.328	5.2	8.1	1.8	0.281	29.8	false
83587	Snapshot SS U L Washington KC 1982	SS	64	5	S			0.328	0.345	0.32	7.1	7.2	1.8	0.281	22.6	false
83608	Snapshot CF Jim Landis CWS 1958	CF	66	5	R			0.328	0.347	0.319	8.2	9.3	1.3	0.287	26.2	false
83594	Snapshot 1B Babe Dahlgren PIT 1944	1B	67	5	R			0.328	0.312	0.335	7.0	8.6	1.6	0.284	26.1	false
85849	Heart Attack - Unsung Heroes C Billy Bryan KC1 1965	C	48	5	L			0.328	0.294	0.344	5.8	15.5	2.2	0.303	24.9	false
85063	HOF 1 - Veteran Presence 1B Mickey Mantle NYY 1967	1B	68	0	S			0.327	0.336	0.323	11.2	13.8	3.2	0.257	15.6	false
85168	Dock&#39;s Patients C Chris Cannizzaro SD 1970	C	65	0	R			0.327	0.352	0.315	10.2	9.2	0.6	0.297	21.9	false
83532	Snapshot CF Irv Noren WS1 1951	CF	62	5	L			0.327	0.303	0.338	6.7	6.9	1.6	0.276	28.4	false
83408	Veteran Presence 2B Eddie Mayo DET 1947	2B	62	5	L			0.327	0.296	0.341	6.9	7.3	1.7	0.279	24	false
84367	Rookie Sensation CF Cliff Mapes NYY 1949	CF	68	5	L			0.327	0.309	0.335	9.9	10.8	2.2	0.265	24.4	false
84353	Rookie Sensation RF Wally Moses PHA 1935	RF	66	0	L			0.326	0.305	0.335	6.0	7.5	1.7	0.285	22.3	false
86115	Limited Edition/62 CF Oris Hockett CLE 1944	CF	55	0	L			0.326	0.318	0.33	6.7	8.6	0.7	0.307	22.1	true
85708	T4 Ep. 2 - Historical All-Star 2B Tom Herr STL 1985	2B	58	0	S			0.326	0.299	0.339	8.0	8.0	0.4	0.302	24.8	false
84134	All-Time Legend SS Craig Reynolds HOU Peak	SS	68	5	L			0.326	0.302	0.337	5.6	5.9	0.7	0.304	22	false
86282	All-Star Week - Historical All-Star C Tony Pena Sr. PIT 1984	C	62	5	R			0.326	0.343	0.318	5.8	9.9	1.3	0.300	25.4	true
83580	Snapshot LF Lou Novikoff CHC 1942	LF	63	5	R			0.326	0.322	0.328	4.6	6.7	1.3	0.294	25.9	false
84335	Rookie Sensation RF Junior Felix TOR 1989	RF	57	5	S			0.326	0.309	0.334	7.1	11.6	1.7	0.291	24	false
84887	Celebrating 42 - Rookie Sensation LF Marv Rackley BRO 1948	LF	65	0	L			0.325	0.279	0.347	4.2	8.6	0.3	0.324	23.1	false
83621	Snapshot 2B Jerry Priddy WS1 1943	2B	63	5	R			0.325	0.314	0.331	8.5	10.2	0.9	0.291	27.6	false
84322	Rookie Sensation 1B Tommy McCraw CWS 1963	1B	54	5	L			0.325	0.329	0.323	7.3	9.1	1.9	0.277	24.7	false
84471	Negro League Star C Johnny Hayes NYBY 1940	C	69	5	L			0.325	0.321	0.326	10.0	8.7	1.8	0.272	18.1	false
85087	Earth Day - Unsung Heroes SS Pumpsie Green BOS 1961	SS	56	5	S			0.325	0.358	0.309	10.3	9.1	0.9	0.282	25.4	false
85495	60s Theme Week - Veteran Presence LF Yogi Berra NYY 1961	LF	68	5	L			0.325	0.314	0.33	7.2	4.9	3.1	0.256	12.5	false
85078	Clubhouse - Y&amp;O 1 - Rookie Sensation CF Tony Gwynn SD 1982	CF	58	0	L			0.324	0.325	0.324	4.7	7.2	0.4	0.310	26.3	false
85449	PTCS 3 - Snapshot LF Ken Berry CWS 1966	LF	55	0	R			0.324	0.335	0.318	6.6	8.6	0.8	0.299	24.8	false
83550	Snapshot 1B Vic Wertz CLE 1955	1B	60	5	L			0.324	0.3	0.336	7.4	10.3	3.3	0.248	25.2	false
83506	Snapshot 3B Mike Pagliarulo NYY 1985	3B	56	5	L			0.324	0.309	0.331	8.8	11.0	3.3	0.243	25.4	false
83953	Historical All-Star 2B Buddy Myer WS1 1937	2B	66	5	L			0.324	0.33	0.321	11.2	8.1	0.5	0.287	20.9	false
83596	Snapshot LF Goose Goslin DET 1935	LF	64	5	L			0.324	0.333	0.32	7.7	6.9	2.0	0.265	24.9	false
83491	Snapshot CF Phil Cavarretta CHC 1937	CF	60	5	L			0.324	0.313	0.329	7.2	9.1	1.8	0.276	25.8	false
83547	Snapshot LF Gates Brown DET 1965	LF	58	5	L			0.324	0.337	0.318	6.6	9.1	2.8	0.252	31.2	false
82874	Unsung Heroes 2B Ken Boswell NYM 1969	2B	57	5	L			0.324	0.297	0.337	7.5	7.7	1.0	0.290	23.6	false
85484	Clubhouse - 60s Week - Rookie Sensation 2B Jake Wood DET 1961	2B	60	0	R			0.323	0.321	0.324	6.1	12.7	1.0	0.310	25.9	false
84315	Rookie Sensation CF Lou Brock CHC 1962	CF	51	0	L			0.323	0.283	0.341	5.7	11.8	1.5	0.294	28.5	false
83489	Snapshot 1B Don Bollweg NYY 1953	1B	50	0	L			0.323	0.33	0.319	7.6	12.8	2.1	0.283	22.6	false
84115	All-Time Legend 2B Don Gutteridge SLA Peak	2B	59	5	R			0.323	0.328	0.321	7.0	7.8	1.0	0.282	30.8	false
83485	Snapshot CF Frank Baumholtz CHC 1953	CF	60	5	L			0.323	0.29	0.339	6.1	7.3	0.7	0.295	27.5	false
85533	Memorial Day OnStream Builds - Snapshot LF Gene Richards SD 1980	LF	65	0	L			0.322	0.307	0.328	7.1	8.4	0.5	0.299	24.9	false
83616	Snapshot CF Jim Northrup DET 1967	CF	68	0	L			0.322	0.314	0.325	6.6	10.0	1.8	0.288	20.4	false
83623	Snapshot 3B Pinky Higgins PHA 1935	3B	65	0	R			0.322	0.329	0.319	6.5	12.8	2.0	0.287	24.5	false
84336	Rookie Sensation C Jack Shepard PIT 1954	C	56	5	R			0.322	0.342	0.313	7.6	10.4	0.9	0.300	22	false
83488	Snapshot 2B Johnny Lucadello SLA 1941	2B	62	5	S			0.322	0.321	0.323	8.7	7.0	0.8	0.278	28	false
83617	Snapshot RF Mike Hershberger CWS 1963	RF	63	5	R			0.322	0.316	0.324	7.7	6.1	0.4	0.289	26	false
85062	HOF 1 - Veteran Presence CF Joe DiMaggio NYY 1951	CF	64	5	R			0.322	0.335	0.316	8.7	9.0	1.4	0.274	27.8	false
83932	Historical All-Star 1B Eddie Waitkus PHI 1949	1B	52	0	L			0.321	0.298	0.331	7.8	8.8	1.0	0.285	27.2	false
85905	4 HR on 4th of July 3B Jim Tabor BOS 1939	3B	54	0	R			0.321	0.308	0.328	5.0	9.1	2.0	0.280	25.9	false
84459	Negro League Star 1B Ed Mayweather NYBY 1942	1B	66	0	L			0.321	0.317	0.323	8.5	9.9	1.6	0.279	22	false
85289	May Names 1 - Snapshot C Milt May HOU 1974	C	63	0	L			0.321	0.308	0.327	5.1	9.1	1.6	0.297	18.3	false
83514	Snapshot LF Gus Zernial CWS 1950	LF	59	5	R			0.321	0.316	0.323	5.5	11.3	2.1	0.288	21.2	false
83646	Snapshot RF Wally Westlake PIT 1949	RF	67	5	R			0.321	0.333	0.316	6.3	9.8	1.9	0.275	28	false
83515	Snapshot SS Pete Runnels WS1 1954	SS	60	5	L			0.321	0.312	0.326	9.2	9.0	0.8	0.287	23.6	false
82854	Unsung Heroes CF Johnny Rucker NY1 1945	CF	52	5	L			0.321	0.303	0.329	4.1	8.3	2.3	0.273	26.7	false
83606	Snapshot 2B Jorge Orta CWS 1979	2B	69	5	L			0.321	0.245	0.357	8.9	8.1	2.1	0.258	23.9	false
83578	Snapshot 1B John Mayberry TOR 1978	1B	68	5	L			0.321	0.281	0.34	8.3	9.2	3.0	0.257	14.7	false
84140	All-Time Legend SS Don Kessinger CHC Peak	SS	69	5	S			0.321	0.316	0.324	8.2	6.1	0.5	0.285	26.8	false
83549	Snapshot 3B Randy Jackson CHC 1953	3B	62	5	R			0.321	0.317	0.323	6.3	9.0	1.5	0.281	27.6	false
84849	In Memoriam - Historical All-Star 2B Phil Garner PIT 1980	2B	63	5	R			0.321	0.326	0.319	6.4	6.8	0.6	0.292	27.7	false
84358	Rookie Sensation CF Dave Gallagher CWS 1988	CF	68	5	R			0.321	0.301	0.33	6.9	7.4	0.9	0.295	20.1	false
84454	Negro League Star CF David Whatley HoGr 1941	CF	67	0	L			0.320	0.316	0.322	5.5	8.0	1.5	0.289	20.6	false
82869	Unsung Heroes CF John Shelby LAD 1988	CF	55	0	S			0.320	0.302	0.328	6.4	12.6	1.5	0.296	23.8	false
84390	Celebrating 42 - Rookie Sensation 1B Jackie Robinson BRO 1947	1B	58	0	R			0.320	0.343	0.309	6.5	7.1	0.8	0.291	25.3	false
83492	Snapshot RF Dick Porter CLE 1932	RF	58	0	L			0.320	0.325	0.318	7.4	8.4	1.1	0.288	23.3	false
84359	Rookie Sensation LF Gary Matthews SF 1973	LF	69	0	R			0.320	0.321	0.32	7.0	9.8	1.0	0.293	24.4	false
83402	Snapshot 3B Al Gallagher SF 1971	3B	53	5	R			0.320	0.336	0.313	6.8	7.9	0.8	0.292	24.6	false
83403	Snapshot 2B Tito Fuentes SF 1972	2B	60	5	S			0.320	0.326	0.318	6.3	6.8	1.2	0.275	30.7	false
83490	Snapshot 1B Walt Dropo CWS 1955	1B	63	5	R			0.320	0.335	0.312	6.4	9.9	1.7	0.286	21.4	false
85314	Baseball Reference 2 1B Don Baylor ATH 1976	1B	64	5	R			0.320	0.327	0.316	8.2	7.6	1.7	0.263	26.4	false
85184	Young &amp; Old 1 - Rookie Sensation 2B Jim Baxes CLE 1959	2B	65	5	R			0.320	0.339	0.311	6.9	11.6	2.2	0.274	24.4	false
83668	Snapshot RF Pat Kelly KC 1969	RF	68	0	L			0.319	0.306	0.325	8.1	10.1	1.5	0.276	25.3	false
84356	Rookie Sensation CF Glenn Wilson DET 1982	CF	69	5	R			0.319	0.326	0.316	4.8	9.3	1.6	0.290	24.2	false
84131	All-Time Legend RF Lee Walls CHC Peak	RF	65	5	R			0.319	0.312	0.322	7.4	9.9	1.1	0.287	24.8	false
83508	Snapshot CF Rick Miller CAL 1979	CF	59	5	L			0.319	0.29	0.333	8.4	9.7	0.6	0.301	18.7	false
83622	Veteran Presence 1B Joe Kuhel WS1 1945	1B	66	0	L			0.318	0.322	0.316	9.3	8.0	0.7	0.278	26.3	false
82870	Unsung Heroes 3B Ed Goodson SF 1973	3B	61	0	L			0.318	0.289	0.332	2.8	8.1	2.1	0.284	23	false
83928	Historical All-Star SS Dave Concepcion CIN 1978	SS	60	0	R			0.318	0.343	0.306	6.6	10.0	0.6	0.301	24.5	false
83512	Snapshot 1B Donn Clendenon PIT 1964	1B	61	0	R			0.318	0.321	0.316	5.3	11.1	1.1	0.296	28.3	false
83605	Veteran Presence CF Bill Bruton DET 1962	CF	66	0	L			0.318	0.325	0.314	7.1	8.7	1.9	0.269	24.1	false
83931	Historical All-Star 3B Frank Malzone BOS 1958	3B	58	5	R			0.318	0.323	0.316	5.1	6.8	1.1	0.290	24.2	false
83389	Snapshot 3B Gene Freese PIT 1957	3B	55	5	R			0.318	0.331	0.312	5.2	7.9	0.9	0.292	26.8	false
84112	All-Time Legend 3B Bobby Adams CIN Peak	3B	56	5	R			0.318	0.307	0.323	7.5	8.1	0.7	0.286	26.6	false
83925	Historical All-Star LF Claudell Washington ATH 1975	LF	59	0	L			0.317	0.312	0.319	3.8	9.5	1.6	0.299	19.9	false
83683	Snapshot 2B Connie Ryan PHI 1953	2B	69	0	R			0.317	0.321	0.314	7.8	10.9	0.8	0.290	26.9	false
85461	Limited Edition/74 CF Bill North ATH 1975	CF	69	0	S			0.317	0.328	0.312	10.6	11.3	0.3	0.299	19.4	false
84597	Limited Edition/97 LF Ron LeFlore MON 1980	LF	48	0	R			0.317	0.309	0.321	8.2	11.9	0.2	0.302	28.2	false
85732	Clubhouse - SwitchKnucklers - Hall of Fame C Rick Ferrell WS1 1945	C	67	0	R			0.317	0.351	0.301	10.5	6.0	0.4	0.280	19.3	false
84326	Rookie Sensation 3B Buddy Blair PHA 1942	3B	60	0	L			0.317	0.325	0.314	5.1	7.8	1.7	0.277	25.9	false
85326	Baseball Reference 2 1B Eddie Robinson NYY 1955	1B	67	5	L			0.317	0.333	0.31	13.2	9.7	4.7	0.195	7.000000000000001	false
83935	Historical All-Star 2B Bill Rigney NY1 1948	2B	66	5	R			0.317	0.359	0.298	7.1	11.4	1.5	0.285	24.3	false
83421	Snapshot SS Frankie Gustine PIT 1943	SS	57	5	R			0.317	0.33	0.312	6.2	7.7	0.3	0.300	25.7	false
83643	Snapshot 3B Wayne Gross BAL 1985	3B	63	5	L			0.317	0.316	0.318	11.1	11.5	2.8	0.240	21.9	false
84125	All-Time Legend CF Vic Davalillo CLE Peak	CF	65	5	L			0.317	0.305	0.322	4.7	7.0	1.2	0.292	21.9	false
83589	Snapshot LF Bernie Carbo CIN 1971	LF	56	5	L			0.317	0.304	0.323	10.9	9.9	1.7	0.243	34.59999999999999	false
84342	Rookie Sensation CF Bobby Brown NYY 1980	CF	58	5	S			0.317	0.3	0.325	5.6	10.4	2.4	0.273	21.9	false
83582	Snapshot C Lou Berberet WS1 1956	C	65	5	L			0.317	0.299	0.326	10.1	10.8	1.6	0.269	21.4	false
83672	Snapshot C Andy Seminick PHI 1946	C	66	0	R			0.316	0.325	0.312	6.9	11.9	1.6	0.285	23.3	false
83493	Veteran Presence 1B Jim Bottomley SLA 1936	1B	60	0	L			0.316	0.292	0.327	6.0	10.3	2.2	0.264	28.9	false
83590	Snapshot 3B Bill Madlock SF 1977	3B	64	5	R			0.316	0.317	0.316	5.7	5.3	1.0	0.282	23.7	false
83595	Snapshot C Clyde Kluttz NY1 1945	C	61	5	R			0.316	0.316	0.317	5.6	6.7	1.2	0.276	28.5	false
83619	Snapshot C Elrod Hendricks BAL 1971	C	64	5	L			0.316	0.314	0.317	8.3	8.1	2.4	0.249	25.3	false
82891	Unsung Heroes 2B Bill Cissell CLE 1932	2B	60	5	R			0.316	0.321	0.314	4.8	6.4	1.0	0.289	24.8	false
84872	Clubhouse - Negro League Star RF Walter Thomas KCM 1945	RF	63	0	R			0.315	0.322	0.312	4.5	7.8	0.5	0.302	24.9	false
83463	Snapshot LF Jim Lemon MIN 1961	LF	57	0	R			0.315	0.317	0.314	7.4	11.7	1.1	0.282	30.7	false
83651	Snapshot 2B Cookie Lavagetto BRO 1937	2B	68	5	R			0.315	0.336	0.306	9.3	7.6	1.1	0.265	26.2	false
83365	Snapshot 3B Jim Davenport SF 1965	3B	49	5	R			0.315	0.33	0.308	7.0	8.8	0.9	0.279	30	false
85685	June Gems - Baseball Reference 3 LF Vince Coleman STL 1985	LF	55	5	S			0.315	0.316	0.315	7.0	10.5	0.3	0.307	22.8	false
83404	Snapshot 1B Danny Cater NYY 1970	1B	57	5	R			0.315	0.325	0.31	4.8	5.3	0.6	0.294	22.4	false
82702	Hardware Heroes SS Luis Aparicio CWS 1957	SS	52	5	R			0.315	0.316	0.315	7.3	6.6	0.2	0.294	22.8	false
84330	Rookie Sensation CF Buster Adams PHI 1943	CF	57	5	R			0.315	0.33	0.309	7.7	10.8	1.1	0.286	25	false
85157	Young &amp; Old 1 - Veteran Presence 1B Ron Fairly TOR 1977	1B	62	0	L			0.314	0.272	0.333	7.8	10.6	2.0	0.267	20.7	false
85850	Heart Attack - Unsung Heroes C Andy Etchebarren BAL 1971	C	63	0	R			0.314	0.323	0.309	6.1	13.1	1.5	0.297	20	false
84132	All-Time Legend SS Don Buddin BOS Peak	SS	68	0	R			0.314	0.321	0.31	10.7	10.1	0.9	0.262	30.4	false
83618	Snapshot SS Eddie Bressoud BOS 1962	SS	68	0	R			0.314	0.296	0.323	5.4	11.1	0.9	0.288	33.2	false
83943	Historical All-Star 2B Frank White KC 1978	2B	66	5	R			0.314	0.304	0.319	5.9	8.8	1.0	0.284	27.2	false
83630	Snapshot C Bill Salkeld BSN 1949	C	61	5	L			0.314	0.217	0.359	11.9	14.1	2.2	0.262	12	false
82848	Unsung Heroes RF Wally Roettger STL 1931	RF	50	5	R			0.314	0.3	0.321	5.1	7.5	0.4	0.297	26.9	false
82847	Unsung Heroes 2B Johnny O&#39;Brien PIT 1955	2B	52	5	R			0.314	0.298	0.322	5.3	6.5	0.3	0.295	26.2	false
