# CAPPROJ key=bronzeheart__20260330 role=pit label=Bronze Heart type=Daily variantMode=all_cards projval=40-69 vlvl0=253 vlvl5=233 recordsTotal=486 rows=486
CID	Name	Role	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	Kpct	BBpct	HRpct	BABIP	ProjectedNewCard
84839	Celebrating 42 - Veteran Presence RP Satchel Paige SLA 1952	Reliever	68	5	R			0.301	0.313	0.29	15.1	6.7	0.9	0.294	false
86106	Obscure All-Stars - Baseball Reference 5 CL Bill Henry CIN 1960	Reliever	69	5	L			0.301	0.316	0.291	16.3	5.1	1.4	0.294	true
82809	Veteran Presence SP Dick Barrett PHI 1943	Starter	62	5	R			0.302	0.284	0.32	11.1	6.6	1.3	0.276	false
84883	Celebrating 42 - Negro League Star SP Johnny Wright HoGr 1941	Starter	68	0	R			0.303	0.315	0.292	9.5	5.7	1.6	0.267	false
85367	Clubhouse - Played Where? - Unsung Heroes RP Sparky Lyle TEX 1979	Reliever	51	0	L			0.303	0.295	0.308	10.3	6.2	1.5	0.269	false
85698	T4 Ep. 2 - Rookie Sensation SP Jim Bouton NYY 1963	Starter	64	0	R			0.303	0.308	0.299	10.0	7.6	1.3	0.266	false
83138	Snapshot RP Cal McLish CLE 1957	Reliever	63	5	R			0.303	0.293	0.313	12.3	7.4	1.2	0.278	false
83200	Snapshot SP Dutch Leonard WS1 1938	Starter	69	5	R			0.303	0.289	0.317	8.7	4.8	1.1	0.281	false
83179	Snapshot RP Jerry Garvin TOR 1980	Reliever	67	5	L			0.303	0.3	0.304	13.5	5.6	1.2	0.289	false
85877	T4 Ep. 3 - Snapshot SP Jim Deshaies HOU 1989	Starter	67	5	L			0.303	0.327	0.287	11.7	8.3	0.8	0.279	false
82670	Hardware Heroes CL Bill Campbell MIN 1976	Reliever	64	5	R			0.303	0.308	0.299	14.0	6.1	1.2	0.290	false
84854	Limited Edition/42 RP Jack Meyer PHI 1958	Reliever	69	0	R			0.304	0.307	0.3	15.7	6.9	1.0	0.297	false
84034	All-Time Legend SP Jerry Staley STL Peak	Starter	66	5	R			0.304	0.336	0.274	8.7	4.5	1.1	0.283	false
85669	June Gems - Baseball Reference 3 CL Dan Spillner CLE 1982	Reliever	64	5	R			0.304	0.317	0.292	12.7	5.8	1.1	0.291	false
85459	May Birthdays - Unsung Heroes RP Mark Huismann KC 1985	Reliever	50	5	R			0.304	0.293	0.314	7.8	5.0	1.6	0.270	false
82672	Hardware Heroes CL Roy Face PIT 1958	Reliever	66	5	R			0.304	0.305	0.302	11.2	4.7	1.1	0.291	false
83189	Snapshot RP Jim Todd ATH 1975	Reliever	68	5	R			0.305	0.314	0.296	8.6	5.5	0.9	0.282	false
84261	Rookie Sensation RP Ed Olwine ATL 1986	Reliever	63	5	L			0.305	0.308	0.303	13.6	5.2	1.6	0.286	false
84035	All-Time Legend SP Eddie Smith CWS Peak	Starter	67	5	L			0.306	0.327	0.292	13.0	6.9	1.1	0.287	false
85156	Dock&#39;s Counterpart SP Dave Roberts SD 1970	Starter	68	5	L			0.306	0.322	0.296	11.9	4.0	1.3	0.294	false
84268	Rookie Sensation SP Ed Heusser STL 1935	Starter	68	5	R			0.306	0.301	0.311	9.0	4.9	1.1	0.284	false
83136	Snapshot RP Fred Green PIT 1960	Reliever	62	5	L			0.306	0.31	0.303	13.1	7.0	0.9	0.291	false
83139	Snapshot SP Jesse Flores PHA 1944	Starter	66	5	R			0.306	0.3	0.312	10.1	5.5	1.3	0.281	false
84425	Negro League Star SP Roy Welmaker HoSt 1953	Starter	68	5	L			0.307	0.312	0.305	11.6	6.1	1.0	0.291	false
83193	Snapshot SP Jim Weaver CHC 1934	Starter	69	5	R			0.307	0.307	0.306	14.8	7.2	1.4	0.287	false
82805	Unsung Heroes SP Wayne Twitchell PHI 1972	Starter	60	5	R			0.307	0.299	0.316	12.7	7.1	0.9	0.291	false
83089	Snapshot RP Johnny Murphy NYY 1940	Reliever	58	5	R			0.307	0.333	0.282	9.5	5.0	1.4	0.279	false
85689	Baseball Reference 3 SP Lou Kretlow KC1 1956	Starter	48	5	R			0.307	0.331	0.283	11.7	10.2	1.6	0.256	false
83158	Snapshot SP Whitey Ford NYY 1962	Starter	67	5	L			0.307	0.312	0.304	11.4	5.6	1.1	0.291	false
83124	Snapshot SP Joe Dobson BOS 1946	Starter	65	5	R			0.307	0.326	0.289	13.3	6.8	1.5	0.283	false
84265	Rookie Sensation RP Clay Bryant CHC 1936	Reliever	66	5	R			0.307	0.314	0.3	15.0	7.0	0.9	0.298	false
85142	PTCS 2 - Veteran Presence SP Tom Seaver CIN 1981	Starter	56	0	R			0.308	0.328	0.289	10.9	8.3	1.2	0.273	false
85875	Heart Attack - Snapshot SP Greg Maddux CHC 1989	Starter	62	0	R			0.308	0.336	0.281	10.3	6.8	1.1	0.281	false
85869	T4 Ep. 3 - Historical All-Star SP Johnny Antonelli NY1 1954	Starter	67	0	L			0.308	0.346	0.282	13.6	7.6	1.9	0.271	false
84429	Negro League Star SP Ted Trent CAG 1936	Starter	69	5	R			0.308	0.314	0.302	10.8	5.2	1.1	0.291	false
83182	Veteran Presence RP Elmer Singleton CHC 1959	Reliever	67	5	R			0.308	0.317	0.299	10.8	5.3	0.9	0.295	false
83150	Snapshot SP Bob Kuzava NYY 1951	Starter	68	5	L			0.308	0.332	0.292	13.1	6.3	1.1	0.293	false
85509	60s Theme Week - Unsung Heroes SP Jack Kralick MIN 1961	Starter	64	5	L			0.308	0.302	0.313	12.1	4.9	1.0	0.300	false
82669	Hardware Heroes SP General Crowder WS1 1933	Starter	66	5	R			0.308	0.323	0.293	11.7	5.6	1.3	0.287	false
84040	All-Time Legend SP Steve Barber BAL Peak	Starter	69	5	L			0.308	0.319	0.301	11.4	6.6	0.9	0.290	false
85827	T4 Ep. 3 - Negro League Star SP Bob Romby BEG 1948	Starter	58	0	L			0.309	0.306	0.311	11.7	9.2	1.1	0.275	false
84839	Celebrating 42 - Veteran Presence RP Satchel Paige SLA 1952	Reliever	68	0	R			0.309	0.321	0.297	14.4	7.3	0.9	0.297	false
83874	Historical All-Star SP Whit Wyatt BRO 1939	Starter	68	5	R			0.309	0.314	0.304	12.9	6.3	1.1	0.295	false
85895	FLF 14 &amp; Co. - Unsung Heroes SP Earl Wilson BOS 1962	Starter	55	5	R			0.309	0.323	0.295	13.0	10.5	1.3	0.267	false
84664	Opening Day Heroes - Snapshot SP Rick Mahler ATL 1982	Starter	69	5	R			0.309	0.304	0.313	11.5	5.9	1.0	0.294	false
83074	Snapshot RP Ken Lehman BAL 1958	Reliever	57	5	L			0.309	0.313	0.307	11.4	5.0	1.1	0.296	false
83169	Snapshot SP Al Hollingsworth CIN 1936	Starter	69	5	L			0.309	0.313	0.306	12.5	6.2	0.9	0.296	false
85717	SwitchKnucklers - Snapshot SP Mickey Haefner WS1 1944	Starter	64	5	L			0.309	0.314	0.306	10.7	6.3	0.8	0.293	false
83861	Historical All-Star SP Bob Buhl ML1 1960	Starter	50	5	R			0.309	0.3	0.318	9.7	7.9	1.4	0.271	false
83140	Snapshot SP Harry Brecheen STL 1949	Starter	67	5	L			0.309	0.324	0.299	10.7	5.0	1.3	0.288	false
83167	Snapshot SP Dave Boswell MIN 1966	Starter	67	5	R			0.309	0.336	0.284	14.9	8.2	1.8	0.275	false
83053	Snapshot SP Floyd Bannister CWS 1987	Starter	57	5	L			0.309	0.319	0.302	9.1	5.0	1.8	0.272	false
85794	Limited Edition/107 SP Steve Trout CHC 1985	Starter	68	0	L			0.310	0.315	0.307	10.6	5.9	0.7	0.298	false
83869	Historical All-Star SP Dave Stieb TOR 1981	Starter	65	0	R			0.310	0.311	0.31	11.2	6.8	1.3	0.284	false
83112	Snapshot SP Chris Short PHI 1963	Starter	65	0	L			0.310	0.293	0.322	12.5	7.4	1.0	0.291	false
84716	Clubhouse - April Fools&#39; Day RP Bob Miller SD 1971	Reliever	69	0	R			0.310	0.318	0.302	9.6	6.8	0.7	0.290	false
84715	Clubhouse - April Fools&#39; Day SP Bob Miller LAD 1963	Starter	69	0	R			0.310	0.317	0.304	10.9	6.5	0.8	0.294	false
84272	Rookie Sensation RP Dick Lines WS2 1966	Reliever	69	0	L			0.310	0.317	0.305	9.9	6.0	1.1	0.286	false
85515	Clubhouse - 60s Week - Hardware Heroes SP Frank Lary DET 1961	Starter	67	0	R			0.310	0.322	0.3	9.7	4.8	1.1	0.292	false
86106	Obscure All-Stars - Baseball Reference 5 CL Bill Henry CIN 1960	Reliever	69	0	L			0.310	0.327	0.299	15.8	5.5	1.7	0.297	true
83179	Snapshot RP Jerry Garvin TOR 1980	Reliever	67	0	L			0.310	0.306	0.314	12.7	6.2	1.4	0.290	false
82672	Hardware Heroes CL Roy Face PIT 1958	Reliever	66	0	R			0.310	0.311	0.309	10.4	5.1	1.2	0.292	false
83137	Snapshot SP Claude Osteen LAD 1965	Starter	64	5	L			0.310	0.324	0.301	9.5	5.7	1.1	0.288	false
83102	Snapshot SP Russ Meyer PHI 1949	Starter	62	5	R			0.310	0.309	0.311	9.7	5.6	1.5	0.281	false
83165	Snapshot SP Britt Burns CWS 1983	Starter	67	5	L			0.310	0.32	0.303	12.3	6.4	1.2	0.291	false
86232	Baseball Reference 5 CL Al Holland PHI 1984	Reliever	47	0	L			0.311	0.309	0.313	11.9	6.5	2.2	0.269	true
83134	Veteran Presence SP Joe Niekro HOU 1981	Starter	66	5	R			0.311	0.321	0.302	9.2	6.1	1.1	0.287	false
84428	Negro League Star SP Henry McHenry NeBr 1932	Starter	66	5	R			0.311	0.315	0.306	10.3	5.5	1.1	0.292	false
84421	Negro League Star SP Jesse Houston CAG 1938	Starter	67	5	R			0.311	0.317	0.305	10.0	5.3	1.1	0.292	false
83045	Snapshot SP Larry French PIT 1931	Starter	55	5	L			0.311	0.3	0.319	8.3	5.2	1.3	0.282	false
83103	Snapshot SP Freddie Fitzsimmons NY1 1930	Starter	62	5	R			0.311	0.337	0.287	9.7	5.4	1.6	0.280	false
83143	Snapshot SP Carl Fischer DET 1933	Starter	64	5	L			0.311	0.331	0.299	14.8	8.4	1.1	0.293	false
84246	Rookie Sensation SP Larry Dierker HOU 1965	Starter	62	5	R			0.311	0.298	0.324	11.7	5.4	1.7	0.285	false
83157	Snapshot RP Clay Carroll CIN 1975	Reliever	65	5	R			0.311	0.318	0.304	8.8	5.4	0.8	0.293	false
85646	June Gems - Baseball Reference 3 SP Milo Candini WS1 1943	Starter	67	5	R			0.311	0.323	0.299	10.3	7.0	0.8	0.290	false
83183	Snapshot SP Lon Warneke STL 1940	Starter	69	5	R			0.312	0.323	0.301	9.5	4.4	1.6	0.285	false
83172	Snapshot RP Dale Murray TOR 1982	Reliever	66	5	R			0.312	0.329	0.297	9.8	5.7	0.8	0.297	false
83111	Snapshot CL Skip Lockwood NYM 1978	Reliever	58	5	R			0.312	0.316	0.308	14.6	6.1	2.1	0.284	false
83065	Snapshot SP Bob Klinger PIT 1942	Starter	59	5	R			0.312	0.313	0.311	9.9	5.6	1.4	0.285	false
84420	Negro League Star SP Connie Johnson KCM 1946	Starter	65	5	R			0.312	0.312	0.311	14.3	7.5	1.1	0.296	false
85057	HOF 1 - Baseball Reference SP Rich Gossage CWS 1976	Starter	65	5	R			0.312	0.328	0.296	12.7	7.1	1.2	0.291	false
83142	Snapshot SP Wes Ferrell BOS 1934	Starter	65	5	R			0.312	0.331	0.294	9.3	5.4	1.0	0.291	false
83121	Snapshot RP Adrian Devine ATL 1976	Reliever	62	5	R			0.312	0.318	0.307	12.6	5.8	1.2	0.297	false
83181	Snapshot CL Marshall Bridges NYY 1962	Reliever	65	5	L			0.312	0.313	0.311	15.1	11.7	1.0	0.278	false
83146	Snapshot RP Juan Berenguer MIN 1987	Reliever	64	5	R			0.312	0.328	0.296	14.7	6.8	1.4	0.295	false
85669	June Gems - Baseball Reference 3 CL Dan Spillner CLE 1982	Reliever	64	0	R			0.313	0.327	0.299	11.9	6.4	1.2	0.293	false
84720	Clubhouse - April Fools&#39; Day CL Mike Marshall MON 1973	Reliever	57	0	R			0.313	0.309	0.317	13.0	7.8	0.9	0.297	false
82670	Hardware Heroes CL Bill Campbell MIN 1976	Reliever	64	0	R			0.313	0.319	0.308	13.1	6.7	1.4	0.292	false
83091	Snapshot RP Jack Russell CHC 1939	Reliever	58	5	R			0.313	0.325	0.302	12.3	6.0	1.2	0.296	false
83090	Snapshot CL Tom Morgan NYY 1955	Reliever	58	5	R			0.313	0.337	0.289	6.7	5.7	0.9	0.286	false
83873	Veteran Presence SP Tommy John NYY 1980	Starter	66	5	L			0.313	0.316	0.312	7.5	5.1	1.1	0.287	false
83061	Snapshot RP Roy Lee Jackson SD 1985	Reliever	58	5	R			0.313	0.328	0.299	12.5	6.3	1.6	0.286	false
83027	Snapshot SP Joe Hatten BRO 1947	Starter	53	5	L			0.313	0.295	0.325	9.2	9.0	0.9	0.275	false
84275	Rookie Sensation SP Atlee Hammaker SF 1982	Starter	62	5	L			0.313	0.328	0.303	11.1	3.4	1.6	0.296	false
83168	Snapshot SP Mike Fornieles BOS 1957	Starter	67	5	R			0.313	0.319	0.307	11.0	5.9	1.0	0.297	false
84241	Rookie Sensation SP Don Drysdale BRO 1956	Starter	59	5	R			0.313	0.333	0.294	11.0	6.0	1.4	0.288	false
83125	Snapshot RP Don Brennan CIN 1935	Reliever	60	5	R			0.313	0.336	0.29	12.8	7.8	1.4	0.285	false
83052	Snapshot RP Tim Birtsas CIN 1989	Reliever	54	5	L			0.313	0.317	0.31	13.4	5.9	1.4	0.297	false
82806	Unsung Heroes SP Johnny Babich PHA 1940	Starter	60	5	R			0.313	0.32	0.307	10.6	6.5	1.5	0.282	false
84034	All-Time Legend SP Jerry Staley STL Peak	Starter	66	0	R			0.314	0.343	0.287	7.9	4.8	1.2	0.289	false
83200	Snapshot SP Dutch Leonard WS1 1938	Starter	69	0	R			0.314	0.301	0.327	8.0	5.1	1.3	0.286	false
83136	Snapshot RP Fred Green PIT 1960	Reliever	62	0	L			0.314	0.319	0.311	12.2	7.8	1.0	0.293	false
84265	Rookie Sensation RP Clay Bryant CHC 1936	Reliever	66	0	R			0.314	0.322	0.306	14.5	7.6	1.0	0.301	false
83119	Snapshot RP Mike Armstrong KC 1982	Reliever	60	0	R			0.314	0.338	0.291	12.3	9.1	1.5	0.275	false
86197	Clubhouse - Baseball Reference 5 RP Ace Adams NY1 1943	Reliever	46	0	R			0.314	0.351	0.279	9.1	8.4	1.6	0.266	true
83024	Snapshot SP Lee Stange MIN 1963	Starter	53	5	R			0.314	0.297	0.331	9.2	5.9	1.9	0.273	false
84029	Veteran Presence SP Rip Sewell PIT Peak	Starter	63	5	R			0.314	0.345	0.285	8.9	5.9	1.3	0.284	false
83866	Veteran Presence SP Red Ruffing NYY 1941	Starter	58	5	R			0.314	0.312	0.316	8.6	5.7	1.5	0.280	false
83864	Historical All-Star SP Hugh Mulcahy PHI 1940	Starter	54	5	R			0.314	0.31	0.318	8.0	6.0	1.1	0.286	false
84245	Rookie Sensation RP Will McEnaney CIN 1975	Reliever	56	5	L			0.314	0.319	0.311	9.7	4.4	1.3	0.294	false
83149	Snapshot SP Dennis Leonard KC 1976	Starter	67	5	R			0.314	0.325	0.303	11.7	5.8	1.4	0.292	false
84024	Veteran Presence SP Huck Betts BSN Peak	Starter	62	5	R			0.314	0.337	0.292	7.9	4.4	1.3	0.288	false
84425	Negro League Star SP Roy Welmaker HoSt 1953	Starter	68	0	L			0.315	0.319	0.312	10.8	6.6	1.1	0.292	false
83189	Snapshot RP Jim Todd ATH 1975	Reliever	68	0	R			0.315	0.325	0.305	7.8	5.9	1.0	0.289	false
83182	Veteran Presence RP Elmer Singleton CHC 1959	Reliever	67	0	R			0.315	0.325	0.306	10.0	5.7	1.0	0.297	false
84664	Opening Day Heroes - Snapshot SP Rick Mahler ATL 1982	Starter	69	0	R			0.315	0.31	0.321	10.7	6.3	1.0	0.296	false
85459	May Birthdays - Unsung Heroes RP Mark Huismann KC 1985	Reliever	50	0	R			0.315	0.31	0.32	7.2	5.3	1.7	0.276	false
83015	Snapshot SP Early Wynn WS1 1943	Starter	53	5	R			0.315	0.309	0.32	9.2	5.9	1.6	0.280	false
84023	All-Time Legend SP Bill Wight CWS Peak	Starter	61	5	L			0.315	0.31	0.318	9.1	5.9	0.8	0.296	false
83151	Snapshot SP Chuck Stobbs WS1 1954	Starter	67	5	L			0.315	0.328	0.307	9.0	6.3	0.8	0.296	false
83039	Snapshot SP Vic Sorrell DET 1930	Starter	56	5	R			0.315	0.343	0.289	12.4	8.1	1.3	0.287	false
84255	Rookie Sensation SP Hal Smith PIT 1933	Starter	63	5	R			0.315	0.332	0.3	8.3	4.8	1.3	0.291	false
82815	Unsung Heroes RP Pete Redfern MIN 1979	Reliever	66	5	R			0.315	0.341	0.29	14.0	6.7	1.5	0.295	false
83063	Snapshot RP Don Nottebart CIN 1967	Reliever	57	5	R			0.315	0.332	0.299	9.5	5.1	1.1	0.295	false
84233	Rookie Sensation SP Mudcat Grant CLE 1958	Starter	51	5	R			0.315	0.341	0.29	9.8	9.1	1.3	0.273	false
83870	Historical All-Star SP Mort Cooper BSN 1945	Starter	63	5	R			0.315	0.33	0.301	13.9	6.4	1.6	0.294	false
84254	Rookie Sensation SP Arnold Carter CIN 1944	Starter	63	5	L			0.315	0.32	0.313	7.2	5.9	0.9	0.289	false
83029	Snapshot SP Ed Brandt BSN 1930	Starter	54	5	L			0.315	0.316	0.315	12.7	6.9	1.4	0.291	false
84429	Negro League Star SP Ted Trent CAG 1936	Starter	69	0	R			0.316	0.323	0.309	10.0	5.6	1.3	0.292	false
84261	Rookie Sensation RP Ed Olwine ATL 1986	Reliever	63	0	L			0.316	0.324	0.311	12.7	5.6	1.8	0.290	false
86207	Limited Edition/89 SP Vinegar Bend Mizell STL 1959	Starter	57	0	L			0.316	0.322	0.312	10.3	7.1	0.9	0.294	true
85509	60s Theme Week - Unsung Heroes SP Jack Kralick MIN 1961	Starter	64	0	L			0.316	0.308	0.321	11.5	5.3	1.1	0.302	false
83169	Snapshot SP Al Hollingsworth CIN 1936	Starter	69	0	L			0.316	0.321	0.312	11.6	6.8	1.0	0.298	false
83158	Snapshot SP Whitey Ford NYY 1962	Starter	67	0	L			0.316	0.321	0.312	10.6	6.1	1.2	0.293	false
85877	T4 Ep. 3 - Snapshot SP Jim Deshaies HOU 1989	Starter	67	0	L			0.316	0.34	0.299	10.9	9.0	0.9	0.286	false
82809	Veteran Presence SP Dick Barrett PHI 1943	Starter	62	0	R			0.316	0.301	0.329	10.3	7.1	1.5	0.282	false
83156	Snapshot CL Lee Smith CHC 1986	Reliever	64	5	R			0.316	0.337	0.297	15.0	7.8	1.5	0.293	false
84252	Rookie Sensation SP Dave Rozema DET 1977	Starter	63	5	R			0.316	0.329	0.304	8.5	3.8	1.7	0.288	false
84030	All-Time Legend SP Ron Kline PIT Peak	Starter	62	5	R			0.316	0.344	0.289	9.0	5.4	1.4	0.287	false
82801	Unsung Heroes RP Rocky Childress HOU 1987	Reliever	51	5	R			0.316	0.322	0.31	9.2	5.6	1.1	0.294	false
84248	Rookie Sensation RP Neil Allen NYM 1979	Reliever	60	5	R			0.316	0.323	0.309	13.1	7.7	0.9	0.300	false
83874	Historical All-Star SP Whit Wyatt BRO 1939	Starter	68	0	R			0.317	0.323	0.312	12.1	6.9	1.1	0.297	false
85156	Dock&#39;s Counterpart SP Dave Roberts SD 1970	Starter	68	0	L			0.317	0.333	0.306	11.1	4.3	1.5	0.297	false
84428	Negro League Star SP Henry McHenry NeBr 1932	Starter	66	0	R			0.317	0.322	0.313	9.6	5.9	1.1	0.294	false
85717	SwitchKnucklers - Snapshot SP Mickey Haefner WS1 1944	Starter	64	0	L			0.317	0.321	0.314	9.9	6.9	0.9	0.295	false
83157	Snapshot RP Clay Carroll CIN 1975	Reliever	65	0	R			0.317	0.326	0.31	8.1	5.9	0.8	0.295	false
84040	All-Time Legend SP Steve Barber BAL Peak	Starter	69	0	L			0.317	0.327	0.31	10.6	7.1	1.0	0.294	false
84021	All-Time Legend SP Hank Wyse CHC Peak	Starter	58	5	R			0.317	0.321	0.314	8.3	4.7	1.4	0.290	false
83028	Snapshot SP Dizzy Trout DET 1942	Starter	55	5	R			0.317	0.317	0.317	11.3	6.7	1.7	0.283	false
82789	Unsung Heroes SP Marino Pieretti CWS 1948	Starter	50	5	R			0.317	0.306	0.327	7.3	6.6	1.3	0.279	false
84242	Rookie Sensation RP Steve Olin CLE 1989	Reliever	58	5	R			0.317	0.326	0.309	11.7	6.7	0.9	0.303	false
84019	All-Time Legend RP Max Leon ATL Peak	Reliever	52	5	R			0.317	0.33	0.303	10.4	5.3	1.1	0.299	false
85840	T4 Ep. 3 - Snapshot SP Mark Langston SEA 1986	Starter	48	5	L			0.317	0.312	0.32	15.4	8.1	1.3	0.298	false
86073	Obscure All-Stars - Baseball Reference 5 SP Harry Kincannon PiCr 1934	Starter	45	5	R			0.317	0.325	0.31	14.3	6.1	1.1	0.311	true
84263	Rookie Sensation SP Ed Holley PHI 1932	Starter	69	5	R			0.317	0.334	0.301	11.4	5.1	1.7	0.293	false
83123	Snapshot SP Al Fitzmorris KC 1976	Starter	63	5	R			0.317	0.325	0.31	7.7	5.3	0.9	0.294	false
84409	Negro League Star SP Ches Buchanan PhSt 1941	Starter	57	5	R			0.317	0.323	0.311	7.3	5.0	1.1	0.291	false
83043	Snapshot SP Bob Bruce HOU 1962	Starter	57	5	R			0.317	0.355	0.281	13.3	9.1	1.4	0.286	false
83138	Snapshot RP Cal McLish CLE 1957	Reliever	63	0	R			0.318	0.314	0.323	11.4	8.3	1.4	0.284	false
84268	Rookie Sensation SP Ed Heusser STL 1935	Starter	68	0	R			0.318	0.315	0.32	8.3	5.3	1.4	0.289	false
85646	June Gems - Baseball Reference 3 SP Milo Candini WS1 1943	Starter	67	0	R			0.318	0.33	0.306	9.5	7.5	0.9	0.292	false
83037	Snapshot RP Charlie Williams SF 1974	Reliever	54	5	R			0.318	0.335	0.302	8.9	5.6	1.4	0.290	false
82797	Unsung Heroes SP Herm Wehmeier PHI 1954	Starter	52	5	R			0.318	0.312	0.322	8.5	6.8	1.7	0.274	false
83072	Snapshot RP Ed Roebuck LAD 1960	Reliever	56	5	R			0.318	0.331	0.307	12.4	5.4	1.7	0.294	false
82665	Hardware Heroes SP Claude Passeau PHI 1937	Starter	62	5	R			0.318	0.33	0.307	11.7	5.2	1.3	0.302	false
82803	Unsung Heroes SP Roy Mahaffey PHA 1932	Starter	55	5	R			0.318	0.325	0.312	13.6	7.5	1.9	0.285	false
83122	Snapshot CL Dave LaRoche CLE 1975	Reliever	61	5	L			0.318	0.31	0.323	16.8	11.2	1.1	0.292	false
83192	Snapshot SP Jack Harshman CWS 1954	Starter	69	5	L			0.318	0.31	0.323	15.0	10.2	0.8	0.298	false
83057	Snapshot SP Cliff Fannin SLA 1947	Starter	60	5	R			0.318	0.331	0.306	13.4	8.0	1.5	0.290	false
83101	Snapshot SP Nino Espinosa NYM 1977	Starter	63	5	R			0.318	0.35	0.288	9.4	5.7	1.6	0.284	false
85025	The Other Emerson - Unsung Heroes RP Emerson Dickman BOS 1939	Reliever	60	5	R			0.318	0.322	0.313	10.8	5.8	1.5	0.291	false
83088	Snapshot SP John Candelaria PIT 1979	Starter	60	5	L			0.318	0.337	0.305	9.5	4.6	1.9	0.286	false
82663	Hardware Heroes SP Lew Burdette ML1 1959	Starter	60	5	R			0.318	0.311	0.326	7.5	3.2	1.8	0.286	false
83113	Snapshot SP Larry Benton CIN 1932	Starter	64	5	R			0.318	0.333	0.304	6.8	3.7	1.3	0.293	false
83193	Snapshot SP Jim Weaver CHC 1934	Starter	69	0	R			0.319	0.326	0.312	14.1	8.0	1.6	0.292	false
82805	Unsung Heroes SP Wayne Twitchell PHI 1972	Starter	60	0	R			0.319	0.313	0.324	11.8	7.8	1.0	0.296	false
84718	Clubhouse - April Fools&#39; Day RP Mike Stanton SEA 1983	Reliever	56	0	R			0.319	0.339	0.301	11.9	7.4	1.0	0.300	false
84695	Clubhouse - April Fools&#39; Day SP Bob Miller PHI 1950	Starter	69	0	R			0.319	0.335	0.303	5.9	4.8	0.9	0.294	false
83074	Snapshot RP Ken Lehman BAL 1958	Reliever	57	0	L			0.319	0.324	0.315	10.6	5.4	1.3	0.299	false
84421	Negro League Star SP Jesse Houston CAG 1938	Starter	67	0	R			0.319	0.326	0.312	9.2	5.6	1.2	0.295	false
83139	Snapshot SP Jesse Flores PHA 1944	Starter	66	0	R			0.319	0.316	0.322	9.3	6.0	1.5	0.286	false
85884	Clubhouse - Veteran Presence SP Vida Blue SF 1986	Starter	47	0	L			0.319	0.322	0.317	11.3	7.5	2.0	0.275	false
83148	Snapshot SP Hal Woodeshick HOU 1962	Starter	66	5	L			0.319	0.312	0.324	11.5	7.0	0.6	0.308	false
83109	Snapshot SP Ed Whitson SD 1989	Starter	64	5	R			0.319	0.363	0.278	8.7	4.8	2.1	0.279	false
84232	Rookie Sensation RP Carl Scheib PHA 1944	Reliever	50	5	R			0.319	0.334	0.304	10.3	6.1	1.1	0.298	false
84418	Negro League Star CF Double Duty Radcliffe NEL 1944	Starter	57	5	R			0.319	0.326	0.313	8.9	6.4	1.0	0.295	false
