# CAP key=silverquick__20260313 role=pit label=Silver Quick type=Quick env=current variants=all_cards obsval=45-79 minIP=10 minPA=null dates=2026-07-05..2026-07-19 recordsTotal=293 rows=293
Name	VAL	VLvl	Hand	IP	GSper	IPpergame	RA9	ERA	wOBAA	K9	BB9	HR9	BABIP
Bobby Shantz	79	0	L	849.3	0.251	2.03	4.95	4.58	0.3300274394964146	7.2	1.68	1.52	0.306
Don McMahon	75	0	R	841.7	0.007	1.24	3.84	3.53	0.3091502500791783	6.27	2.26	1.04	0.291
Larry Christenson	79	0	R	837.7	0.274	3.02	4.99	4.67	0.3401233757123696	6.06	1.58	1.45	0.313
Eppa Rixey	78	5	L	786.3	0.723	5.07	4.76	4.21	0.3245874502033348	4.09	1.4	1.24	0.285
Randy Johnson	77	5	L	782.3	0.5	3.8	3.85	3.52	0.3053990428172936	9.36	4.14	1.12	0.286
Jonah Tong	77	0	R	747.3	0.508	3.76	4.36	3.99	0.3150165659580807	7.7	2.51	1.28	0.294
Seth Morehead	78	0	L	726.7	0.058	1.35	3.46	3.17	0.3000365852432972	6.97	2.51	0.56	0.319
Jim Brewer	78	5	L	688.3	0.023	1.2	3.43	3.15	0.276840351941849	8.12	1.9	0.97	0.276
Curt Davis	78	0	R	678.7	0.664	5.85	4.42	3.98	0.3108562705846427	4.97	1.68	0.9	0.295
Mike Stanton	74	0	L	672	0.071	1.11	3.96	3.63	0.2989932148854277	6.13	2.12	1.04	0.272
Jake Odorizzi	73	0	R	660	0.484	3.55	3.75	3.49	0.284127487992891	7.87	1.88	0.64	0.302
Neck Stanley	78	0	L	656	0.596	3.95	5.08	4.75	0.3310242851190932	6.23	2.54	1.26	0.304
Terry Forster	76	0	L	653.3	0	1.45	3.94	3.57	0.3115903628858257	6.97	2.62	0.94	0.305
Chad Cordero	74	0	R	638.7	0.002	1.21	3.34	3.16	0.2860225320534051	6.3	1.75	0.89	0.277
Dennis Cook	76	5	L	637.7	0	1.29	3.4	3.27	0.2871477307062384	7.18	2.74	0.76	0.287
Ken Holtzman	76	5	L	637.3	1	6.07	4.77	4.29	0.3140751628658783	5.99	2.08	0.9	0.303
Bruce Dal Canton	75	0	R	595	0.99	5.67	5.32	4.76	0.334433991753564	4.76	3.74	0.92	0.294
John D&#39;Acquisto	76	0	R	590.3	0.062	1.3	4.27	3.87	0.3031993326670581	7.75	4.24	0.63	0.29
William Bell	78	5	R	570	0.843	5.59	3.98	3.66	0.3022301098000939	4.45	1.29	0.73	0.294
John D&#39;Acquisto	76	5	R	558	0.107	1.33	3.81	3.55	0.2884515081737242	8.44	3.95	0.55	0.293
Fernando Abad	79	0	L	546	0	1.07	4.55	3.94	0.3167438864643466	6.86	2.74	1.15	0.295
Trevor Cahill	71	0	R	536.7	0.259	2.9	3.99	3.47	0.2978072678128454	4.13	2.18	0.97	0.255
Stu Miller	79	0	R	515	0.251	2.94	4.74	4.56	0.3432994059626761	5.98	2.43	1.4	0.307
Greg Harris	76	0	R	513.3	0	1.2	3.65	3.47	0.2939073937151935	6.98	3.05	0.96	0.273
Garrett Cleavinger	79	0	L	509.7	0	1.17	4.57	4.33	0.317734511306545	8.25	3.02	1.36	0.296
Kid Nichols	79	0	R	509.7	0.432	3.67	5.1	4.7	0.3402775479652189	6.8	2.97	1.41	0.305
Thornton Lee	79	5	L	504	1	6.55	4.27	4.11	0.3077241530807699	6.84	2.11	1.12	0.288
Brooks Raley	79	0	L	501.7	0	1.01	3.19	2.94	0.2952409066901604	6.76	2.31	0.93	0.292
Luis De Leon	77	0	L	467	0	1.42	3.95	3.53	0.3043293333225067	8.85	3.31	1.1	0.293
Joe McGinnity	75	5	R	460.3	0.714	5.48	4.13	3.81	0.3064912984920872	5.14	1.74	1	0.286
Shelby Miller	77	0	R	385.7	0.305	3.01	4.9	4.43	0.3251511245628678	6.65	2.45	1.35	0.293
Shaun Marcum	72	0	R	367.7	1	5.66	4.53	4.16	0.3160336098692295	6.02	2.06	1.2	0.288
Curt Simmons	74	0	L	364.7	0.463	3.84	5.06	4.49	0.3341284603490343	4.84	1.9	0.94	0.32
David Wells	77	5	L	357.3	1	6.62	3.78	3.48	0.298434122305514	4.16	1.28	1.01	0.268
Rudy May	74	5	L	351.7	0.042	1.48	3.12	2.81	0.2830816560781571	7.5	2.02	0.67	0.301
Phil Douglas	74	0	R	338.7	0.33	2.95	5.34	4.84	0.3382109550367732	6.51	1.36	1.65	0.306
Bob Gibson	70	5	R	338.3	0.847	5.73	3.7	3.41	0.2922425053541338	7.08	3.27	0.8	0.281
Parker Messick	76	0	L	335.3	0.383	3.57	5.13	4.91	0.3319842364817565	5.72	1.56	0.89	0.332
Bob Miller	69	0	L	333.7	0	1.6	3.61	3.34	0.2990837022318773	4.34	2.29	0.65	0.283
Max Fried	74	0	L	328.3	0.595	3.91	4.8	4.41	0.3086676291236518	5.67	2.25	0.85	0.288
Adam Ottavino	79	5	R	323	0	0.99	3.48	3.32	0.2828049856403498	8.14	3.85	0.56	0.281
Satchel Paige	68	5	R	321.7	0.192	2.68	3.89	3.72	0.2972715740517214	7.97	2.6	0.84	0.298
Bartolo Colon	73	0	R	313.3	1	5.8	4.62	4.14	0.322936900323055	6.66	1.92	1.06	0.313
Storm Davis	77	0	R	304	0.889	5.63	4.65	4.35	0.3323594015510811	4.09	2.19	0.83	0.3
Satchel Paige	68	0	R	301.7	0.388	3.08	5.13	4.44	0.3291766387002517	7.37	3.19	1.07	0.31
Sandy Alcantara	78	0	R	296.3	0.642	4.42	5.32	4.98	0.337613132617973	5.5	2.28	1.43	0.29
Robert Gasser	73	0	L	291.7	0.653	4.05	5.65	5.06	0.3514506230796506	6.79	2.13	1.82	0.303
Bill Byrd	73	5	R	289.7	0.957	6.3	4.63	4.13	0.3103403228338023	4.97	1.46	0.99	0.291
David Wells	77	0	L	285.7	0.938	5.95	4.69	4.35	0.3197909894730482	3.97	1.1	1.17	0.294
Neck Stanley	78	5	L	285.3	0.41	3.66	4.16	3.91	0.2983671463141895	6.5	1.77	0.95	0.288
Shaun Marcum	72	5	R	285	0.764	5.18	4.33	3.92	0.3055525977416113	7.11	1.77	0.92	0.303
Matthew Boyd	78	0	L	283.3	0.842	4.97	5.5	5.18	0.3330557197422291	6.73	2	1.3	0.31
Bryce Elder	73	0	R	283.3	0.712	4.8	4.86	4.61	0.3305438964578566	5.27	2.26	1.37	0.289
Bruce Dal Canton	75	5	R	276	0.416	3.58	3.91	3.72	0.3053163325461163	4.76	2.9	0.52	0.285
Rich Garces	78	0	R	271	0	1.19	4.88	4.48	0.3221902317438689	7.41	1.83	0.96	0.33
Jonathan Loaisiga	77	5	R	270.7	0	1.15	3.59	3.26	0.2914282055148889	6.32	2.23	0.7	0.293
Storm Davis	77	5	R	268.3	0.395	3.53	4.83	4.46	0.3095956933416206	4.86	2.55	0.47	0.308
Roy Partlow	78	5	L	267	1	6.36	3.51	3.07	0.270587360611846	6.27	2.33	0.91	0.244
Herb Pennock	77	5	L	264.3	1	6.29	5.48	4.77	0.3406944879682224	3.3	1.5	1.33	0.294
Billy Hoeft	75	0	L	264	0	1.36	4.84	4.33	0.3285365463716857	6.2	2.52	1.16	0.308
Cade Horton	78	0	R	261	0.61	4.42	4.48	4.21	0.3269320885300519	5.76	1.52	1.34	0.296
Willis Flournoy	73	5	L	252	1	6.63	4.18	3.64	0.2996512626326164	6.43	1.79	0.96	0.288
William Bell	78	0	R	245	0.289	3.22	4.22	3.75	0.3116455325962316	4.15	2.2	0.73	0.294
Silver King	78	0	R	237.3	0.559	4.02	4.89	4.66	0.3261759929622141	5.01	2.77	1.25	0.274
Austin Gomber	76	0	L	230.7	0.241	1.73	4.6	4.14	0.3061751611715433	5.81	2.03	1.25	0.272
Brad Boxberger	77	0	R	230.3	0	1.24	3.75	3.44	0.3017976360541793	9.38	2.11	1.25	0.298
Shigetoshi Hasegawa	65	0	R	228.3	0.178	1.56	3.47	3	0.2894450907759372	2.64	2.05	0.32	0.277
Shelby Miller	77	5	R	224.7	0.757	6.07	4.45	4.05	0.3104572973385437	6.57	1.68	1.48	0.269
Eggie Hensley	72	0	R	210.7	0.451	4.13	3.37	3.33	0.2876129724034011	6.07	2.39	0.85	0.269
Jack Aker	73	0	R	207.7	0.037	1.27	4.07	3.77	0.307951992400917	3.64	1.47	1	0.269
Eggie Hensley	72	5	R	207.3	1	6.69	4.65	4.3	0.3175762011379905	6.86	2.17	1.17	0.303
Seth Morehead	78	5	L	205	0.161	1.43	2.77	2.59	0.279220058635287	6.5	1.93	0.31	0.303
Mark Littell	77	5	R	200	0	1.21	3.06	2.88	0.2706453059430476	7.29	3.06	0.58	0.265
Bob Miller	69	0	R	199.3	0.483	3.44	4.11	3.93	0.3018366232270966	5.78	3.07	0.54	0.297
Greg Harris	76	5	R	198.3	0	1.34	4.54	4.13	0.3083024441202211	8.58	3.31	1	0.295
Travis Sykora	78	5	R	198	1	6	3.73	3.5	0.282731446136724	8.27	2.14	1.27	0.252
Johnny Hetki	70	5	R	195	1	5.42	4.34	4.02	0.3241783508284184	3.83	1.75	1.2	0.286
Jose A. Ferrer	77	0	L	188.7	0	1.16	3.53	3.2	0.298796089963263	7.15	2.53	0.76	0.311
Larry Christenson	79	5	R	173.7	0.203	2.71	4.87	4.2	0.3151058238120474	5.65	1.71	1.14	0.293
Bob Miller	69	0	R	170.3	0	1.46	3.65	3.22	0.2938413836344994	5.65	2.01	0.69	0.291
Kid Nichols	79	5	R	170	0.364	3.86	3.76	3.71	0.3043297579471653	7.09	3.07	1.16	0.273
Terry Forster	76	5	L	162.3	0	1.29	3.22	3.11	0.3000285680683363	7.04	2.33	1.05	0.285
Harry Salmon	78	0	R	161	1	5.75	4.53	4.19	0.2951164157858864	5.42	1.4	0.84	0.289
Grayson Rodriguez	72	0	R	157.3	0.889	5.83	3.95	3.55	0.3114203160990668	5.95	2.4	1.2	0.277
Ken Holtzman	76	0	L	157	0.357	3.74	3.32	2.98	0.2694990896994175	6.88	1.95	0.97	0.248
Early Wynn	72	0	R	153	1	5.67	5.82	5.59	0.3499243419237644	6.24	3.65	0.94	0.331
George Britt	77	0	R	151.7	0.327	2.92	4.69	4.03	0.318352598611963	6.41	2.73	1.48	0.259
Will Vest	77	0	R	146	0	1.38	3.14	2.77	0.2908093401137383	6.53	2.22	0.74	0.293
Austin Gomber	76	5	L	145	1	5.8	4.03	3.79	0.3094894172417909	6.52	1.92	1.06	0.286
Eppa Rixey	78	0	L	142	0.8	5.68	4.63	4.25	0.3319274931742195	3.36	2.03	1.33	0.277
Don Sutton	71	0	R	138.7	0.145	2.24	5.97	5.71	0.3620478455134777	3.44	1.75	1.36	0.316
Anthony Bender	78	0	R	138.3	0	1.22	3.97	3.64	0.2959308333736217	7.03	2.8	0.98	0.281
Joe Mantiply	74	0	L	138.3	0	0.85	5.73	5.4	0.3661941217782114	5.92	1.24	1.43	0.357
Michael King	76	5	R	133.7	0	1.49	3.84	3.5	0.3036702406286435	6.19	2.09	0.81	0.301
Jonathan Loaisiga	77	0	R	133.3	0	1.42	2.63	2.5	0.2879916763210406	4.93	2.63	0.47	0.289
Edwin Uceta	78	0	R	132	0	1.16	4.02	3.75	0.3007144266685011	7.77	2.66	1.16	0.286
Johnny Allen	78	0	R	130.7	0.71	4.22	5.85	5.44	0.3322933214043813	6.82	4.2	1.38	0.283
Jack Meyer	69	0	R	127.7	0	1.75	3.88	3.24	0.2942083086695964	8.03	2.82	0.99	0.292
Abner Uribe	76	0	R	125.7	0	1.38	3.51	3.22	0.292286275549056	6.66	3.29	0.79	0.276
Charlie Buffinton	76	0	R	118.3	0.913	5.14	4.49	4.03	0.3441100510681447	6.77	3.2	1.07	0.329
Ben Joyce	74	0	R	116.3	0	1.22	4.41	3.56	0.2965975795031152	7.12	1.55	0.85	0.312
Jimmy Hill	77	0	L	115	0.213	2.45	5.24	5.17	0.3472181368234128	7.67	2.97	1.49	0.326
Gage Jump	73	0	L	113	0.455	3.42	5.81	5.5	0.3510130818066473	7.49	2.31	1.43	0.332
David Peterson	70	0	L	111	0.268	2.71	3.89	3.65	0.3048961583505356	7.38	2.59	0.81	0.303
John Axford	70	0	R	110.3	0	1.31	3.83	3.75	0.3029901214449516	7.02	2.53	1.39	0.271
Brad Clontz	73	0	R	110	0	0.96	3.68	3.44	0.3144656109810021	6.46	2.54	0.82	0.306
Henderson Alvarez III	60	0	R	110	1	5.5	5.65	5.24	0.3611732673071922	2.86	1.47	1.31	0.312
Willis Flournoy	73	0	L	107.7	0.571	3.85	4.93	4.76	0.3480615408115553	5.93	2.34	1.59	0.308
Steve Trout	68	0	L	102	0.789	5.37	4.85	4.15	0.3189507000277391	5.74	2.29	0.88	0.306
Frank Foreman	75	0	R	101	0.583	4.21	4.46	4.19	0.3011878279269144	5.79	2.58	0.98	0.28
Taj Bradley	76	0	R	100.3	0.324	2.95	5.74	5.2	0.3510543894646739	5.56	2.42	1.79	0.301
Ed Lopat	75	0	L	99.3	0.407	3.68	3.99	3.72	0.3438907224161702	5.62	2.72	1.63	0.29
Billy Hoeft	75	5	L	94	0	1.38	4.02	3.64	0.3188543724084276	7.85	2.87	0.86	0.33
Dixie Howell	72	0	R	92	0.68	3.68	4.89	4.5	0.3516985995683916	1.86	3.13	1.27	0.272
George Sherrill	72	0	L	92	0.074	0.85	2.74	2.45	0.2802153547009668	6.26	3.33	0.39	0.278
Matt Mantei	75	5	R	90	0	1.12	3.6	3.4	0.2913303711424855	6.6	2.7	0.8	0.282
Frank Miller	78	0	R	90	1	5.62	6.6	5.9	0.3618318744159864	3.5	2.2	1.9	0.296
Mick Abel	76	0	R	90	1	5.62	3.7	3.5	0.3126959323399944	6.4	3.3	1.1	0.279
Early Wynn	72	5	R	87	1	6.21	4.76	4.24	0.3122586479373093	8.69	3.41	0.83	0.311
Michael King	76	1	R	85.7	0	1.82	4.52	3.99	0.3250524845489608	7.56	2	0.95	0.345
Herb Pennock	77	0	L	85.3	0.44	3.41	6.44	5.7	0.3655734880456524	3.48	0.84	1.27	0.341
A.J. Minter	77	0	L	84.3	0	1.2	4.06	3.42	0.2985484012493015	7.05	3.2	0.85	0.297
Willie Gisentaner	76	0	L	83	0	1.36	4.23	3.58	0.3322856713359192	5.86	1.84	1.52	0.298
Stan Williams	69	0	R	82.7	0.133	1.84	4.24	4.14	0.3431043508996987	9.69	3.16	1.41	0.345
Shota Imanaga	76	0	L	81.7	1	6.28	3.97	3.86	0.308285792643298	5.73	2.31	1.54	0.252
Robert Stephenson	73	0	R	80.7	0	1.26	5.24	4.91	0.3261022228688886	6.8	2.01	1.56	0.28
Steven Matz	68	0	L	77.7	1	5.18	4.63	4.05	0.3193849064299776	6.14	1.74	1.04	0.296
Greg McMichael	77	0	R	72.7	0	1.3	3.84	3.34	0.2921205275701193	6.93	2.72	0.12	0.328
Pete Fairbanks	74	0	R	71.3	0	1.15	4.54	4.42	0.32473935613862	6.56	2.78	1.01	0.297
Bryan Baker	78	0	R	71.3	0	1	5.93	5.55	0.3394122603265435	5.81	4.04	1.39	0.292
Cristian Javier	73	0	R	71	0.061	1.45	7.1	6.85	0.3384968625973214	5.45	4.44	1.27	0.28
Gage Jump	73	5	L	70.7	1	6.43	3.56	3.06	0.2969774381183973	7.38	2.16	0.64	0.307
Collin McHugh	77	0	R	69.3	1	5.77	4.68	4.16	0.3277831795241556	6.23	2.34	1.04	0.312
Porter Hodge	76	0	R	67.7	0	1.5	3.32	3.06	0.2816377651398844	8.51	2.79	0.66	0.298
Bill Byrd	73	0	R	67	0.6	4.47	5.91	5.91	0.3437176208765436	4.84	1.88	1.48	0.291
Joe Strong	77	5	R	65.7	1	5.97	4.25	3.7	0.2970979061615661	6.85	1.64	0.82	0.294
Rich Garces	78	5	R	64.7	0	1.35	3.34	3.06	0.2917557673395555	7.37	1.81	1.25	0.261
Jeff Hoffman	77	0	R	62.7	0	1.39	3.59	3.44	0.2972819911467818	8.9	3.44	1	0.289
Fernando Abad	79	5	L	61.7	0	1.16	3.5	3.06	0.2888472219063208	7.73	3.79	1.17	0.25
Dick Rudolph	74	5	R	61.3	0	1.66	4.99	4.85	0.3390339247252126	4.85	1.62	1.32	0.306
Stan Coveleski	78	5	R	61.3	0	2.04	3.67	2.94	0.2888439353249202	6.61	2.06	1.03	0.266
Gregory Soto	70	0	L	61	0	1.27	4.57	4.57	0.3542644305345601	6.79	3.25	1.33	0.342
Lary Sorensen	78	0	R	59.3	0.75	4.94	5.01	4.7	0.3285956657155579	3.49	1.67	0.91	0.292
Juan Pizarro	77	0	L	59.3	0.9	5.93	4.7	3.34	0.3228727802383696	6.53	2.28	0.91	0.332
Juan Padilla	76	0	R	56.7	0	1.23	6.98	6.35	0.4008215054832603	3.65	4.76	1.43	0.321
Davis Martin	78	0	R	56	0.75	4.67	5.46	4.98	0.3594456924898662	6.27	2.73	1.61	0.311
Adam Cimber	69	0	R	55.3	0	1.49	3.25	3.09	0.3270964143785216	5.53	2.28	1.46	0.282
Stu Miller	79	5	R	53.3	0.5	3.81	5.74	5.74	0.3219775027048277	7.6	2.2	1.52	0.292
Rick Aguilera	76	0	R	52.7	0	1.46	4.44	4.27	0.3107265336817733	6.66	2.39	1.2	0.289
Jesse Haines	71	5	R	52.7	0	2.29	4.44	4.1	0.3274371176674913	6.49	1.88	1.54	0.298
Don Sutton	71	5	R	51.7	1	6.46	4.18	4	0.2858914433413277	5.22	1.57	0.7	0.267
Joe Strong	77	0	R	51.3	0.889	5.7	6.14	5.61	0.3435743427119356	7.72	2.11	1.23	0.32
Edward Cabrera	71	0	R	50.3	0.353	2.96	5.55	5.19	0.3628618698107876	5.9	2.68	1.43	0.322
Greg McMichael	77	5	R	50.3	0	1.01	2.86	2.68	0.2801663151400401	6.8	1.61	0.54	0.296
Cristian Javier	73	5	R	50	0.778	5.56	3.42	3.06	0.3206498553108938	9.72	2.34	1.26	0.319
Joakim Soria	73	0	R	48.3	0	1.12	2.8	2.42	0.2799100040920863	7.27	2.61	0.75	0.244
Bruce Dal Canton	75	1	R	48	1	6	3.94	3.75	0.3078001537731109	4.88	2.25	1.31	0.257
Lee Smith	72	5	R	47	0	1.68	2.3	2.3	0.2344002974235287	7.28	0	0.77	0.24
Cade Cavalli	77	0	R	46.7	1	5.84	4.43	3.47	0.3347853360242486	7.52	1.35	1.73	0.307
Dennis Cook	76	1	L	44.3	0	1.77	4.67	3.66	0.3025110454824298	7.92	4.47	0.61	0.305
Watty Clark	74	5	L	44	0	1.69	2.66	2.45	0.301591409214334	7.77	1.43	1.02	0.323
Colin Holderman	78	0	R	43.7	0	0.99	2.06	1.85	0.2664026828293593	7.21	2.06	0.41	0.307
Dave Tomlin	74	0	L	42.7	0	0.95	4.64	4.22	0.3264467366147651	6.96	2.95	1.05	0.328
Johnny Allen	78	5	R	42.3	0	1.01	2.34	2.13	0.2537133371899361	6.81	2.77	0.21	0.268
Bill Swift	75	0	R	40.7	0.176	2.39	2.87	2.65	0.2927777380334508	5.09	1.77	0.66	0.289
Juan Guzman	75	5	R	40.7	1	5.81	6.41	5.97	0.3702651351856217	6.19	1.55	1.11	0.357
Eddie Watt	72	0	R	40.3	0	1.68	3.35	3.35	0.2863049445544757	6.7	2.23	0.67	0.276
Bill Dailey	76	5	R	40.3	0	1.01	3.35	3.13	0.3321356462691384	6.03	2.9	0.22	0.366
Lary Sorensen	78	5	R	40	0.5	4	3.83	3.6	0.300631529555079	2.48	1.8	0.9	0.275
George Klassen	79	2	R	40	1	6.67	3.6	3.38	0.2645843080872333	6.08	2.7	0.45	0.256
Juan Guzman	75	0	R	38.3	0	1.67	4.93	4.7	0.3071209942458136	6.34	3.05	1.41	0.267
Ed Lopat	75	5	L	38	0	2.71	4.97	4.74	0.3099218932200137	3.08	2.13	1.18	0.262
Jack Aker	73	5	R	36.7	0	1.02	6.13	5.89	0.3263513757867082	4.41	2.7	0.74	0.309
Johan Oviedo	76	0	R	36	0.042	1.5	5.5	5.5	0.3171535653179611	7	4.5	1.75	0.232
John Axford	70	5	R	36	0	1.16	4	4	0.3090019961243907	4.75	1	0.75	0.325
Kevin Ginkel	72	0	R	35.7	0	1.62	2.27	1.76	0.2885190220918868	7.31	2.02	1.01	0.263
Jim LaMarque	72	5	L	35.7	0	1.88	4.29	4.29	0.304191960076738	6.81	2.52	1.76	0.23
Tommy Hanson	74	0	R	35	0	1.75	4.89	4.11	0.3137394996171398	5.91	1.8	1.03	0.31
Bob Grim	73	5	R	33.7	1	5.62	5.61	5.34	0.3380141354117954	5.34	2.67	0.8	0.328
Jason Grilli	77	0	R	33.7	0	1.35	4.01	3.47	0.3421746321151787	5.07	3.74	0.53	0.336
Jim Palmer	74	5	R	33	0	2.75	1.36	1.36	0.2362128512086232	5.73	2.73	0.82	0.185
Danny Darwin	77	0	R	33	0.05	1.65	8.45	8.45	0.4286520761280075	2.73	1.64	1.91	0.379
Bob Purkey	75	0	R	32.3	0.875	4.04	8.92	8.92	0.4207169521623199	3.62	1.39	2.51	0.336
Jose Alvarado	77	0	L	31.3	0	1.04	3.16	2.88	0.2925212001729912	8.91	3.45	0.86	0.298
Reynaldo Lopez	76	0	R	31.3	1	5.22	7.48	6.04	0.35505530115176	6.9	2.59	0.58	0.381
Brandon Pfaadt	70	0	R	31	1	6.2	3.19	3.19	0.3574467935552656	6.97	2.03	1.16	0.357
Braden Montgomery	74	0	R	29.7	0	1.75	3.33	3.33	0.2840970092333706	5.76	3.33	0.61	0.256
Ryan Walker	73	0	R	29.3	0	1.4	1.54	1.54	0.2568413009862555	6.45	2.76	0.31	0.267
Matt Mantei	75	0	R	29.3	0	1.22	5.22	4.91	0.3162187865407983	6.76	3.69	0.92	0.3
Jason Adam	71	0	R	29	0	1.26	6.21	5.9	0.3711696640648415	5.59	1.86	1.55	0.358
Terry Forster	76	1	L	28	0	1.33	4.18	3.86	0.2997574017603211	7.71	3.21	0.96	0.295
Tommy Bond	77	0	R	28	0.077	2.15	5.46	5.46	0.3435908013807137	5.46	0.64	0.96	0.333
Bryan Abreu	76	0	R	27.7	0	1.32	4.55	4.55	0.350753000192689	9.1	2.6	0.97	0.4
David Price	74	0	L	27.7	0	1.39	3.25	1.62	0.234324243792277	7.15	1.3	1.3	0.203
Hal Newhouser	76	5	L	27.3	1	6.82	3.96	3.96	0.3067155647651664	7.58	1.98	1.32	0.282
Quinn Priester	75	0	R	26.3	0.667	4.38	5.13	4.11	0.3163201615481112	6.5	3.42	1.03	0.277
Bob Miller	69	0	R	26.3	0	1.75	1.71	1.71	0.2708741749941844	2.74	1.37	0.34	0.272
Michael McGreevy	76	0	R	26	0.333	2.89	3.81	3.81	0.2976252132129926	4.15	0.35	1.38	0.293
Jack Aker	73	1	R	25.7	0	1.71	4.9	4.9	0.342153212299972	3.85	2.1	0.35	0.33
Robin Roberts	74	0	R	25.3	1	6.32	2.85	2.85	0.2614396153968149	4.27	0.71	1.78	0.179
Connie Rector	70	0	R	25.3	0.167	2.11	6.4	6.4	0.3479636898788711	5.34	1.07	0.36	0.37
Drew Anderson	72	0	R	24	0.182	2.18	6.38	6	0.3495778463328252	7.88	1.88	1.5	0.342
Trevor Rogers	74	0	L	23.3	0.25	2.91	5.41	5.41	0.3461245314206753	5.79	0.77	1.93	0.288
Emilio Pagan	70	0	R	22.7	0	1.34	3.57	3.57	0.3083597743663672	5.55	3.17	1.19	0.227
Stan Coveleski	78	0	R	22.7	0.125	2.84	4.76	4.36	0.3129474487525327	5.95	1.59	1.19	0.271
