# CAP key=bronzecapweekly__20260314 role=hit label=Friday Danksville type=Weekly env=current variants=all_cards obsval=40-69 minIP=null minPA=30 dates=2026-07-05..2026-07-19 recordsTotal=246 rows=246
Name	POS	VAL	VLvl	Hand	PA	AVG	OBP	SLG	wOBA	BBpct	SOpct	HR600	BABIP	XBHpct	3B/XBH	wSB600	UBR600	WAR600
Chuck Carr	CF	47	0	S	1887	0.2631578947368421	0.3287307488050982	0.3518628030751035	0.3109060944820625	8.6	12.7	3.8	0.292	26.7	5.88	1.46	5.25	3.243
Sammy Sosa	RF	43	0	R	1862	0.2346465816917729	0.2832525578890684	0.4368482039397451	0.3180172644082407	5.7	32.5	25.5	0.297	42.2	11.7	-0.35	3.71	3.19
Tyler Black	LF	49	0	L	1817	0.2288242730720607	0.3153203342618384	0.3457648546144121	0.3035610170695069	10.4	26.3	9.9	0.29	31.2	10.62	-0.79	1.55	0.726
Jorge Mateo	SS	47	5	R	1658	0.2371879106438896	0.2855407047387606	0.3692509855453351	0.2939163742449749	5.9	24.7	10.5	0.293	32.1	23.28	0.87	4.99	2.388
Trey Sweeney	SS	49	0	L	1528	0.2511013215859031	0.3194719471947195	0.3751835535976505	0.3158453446703098	8.4	23.6	14.5	0.301	26.9	3.26	0.24	-0.43	1.531
John Bateman	C	44	5	R	1352	0.2403225806451613	0.2945103857566765	0.4645161290322581	0.3342792879785468	6.7	18.6	27.1	0.248	46	13.87	0	-2.13	4.615
Jonathan Lucroy	C	48	5	R	1324	0.2672028596961573	0.3685800604229607	0.3815907059874888	0.3428017483713165	13.7	9.8	6.3	0.282	28.8	16.28	-0.73	-5.39	2.175
Geoff Jenkins	LF	49	5	L	1291	0.2567449956483899	0.3323005422153369	0.4830287206266319	0.3619788411560891	9.8	21.4	31.1	0.27	41.4	3.28	-0.23	-1.95	2.696
Pete Coscarart	2B	46	0	R	1226	0.2646239554317549	0.3466557911908646	0.404828226555246	0.3406033501638668	10.8	16.5	11.7	0.295	32.6	10.75	-0.15	-0.29	2.153
Anthony Seigler	3B	49	0	L	1208	0.2171428571428571	0.3047460449625312	0.3209523809523809	0.2894929522863382	11.1	22.7	8.4	0.261	30.7	7.14	0.2	-4.12	0.298
Jorge Mateo	SS	47	0	R	1162	0.2385321100917431	0.2724107919930374	0.3660550458715596	0.2861114171254447	3.8	25.1	11.4	0.298	31.2	17.28	1.7	4.91	2.272
Tim Elko	1B	49	0	R	1145	0.2347328244274809	0.287215411558669	0.3645038167938932	0.2941898572118124	6.6	24.8	17.3	0.278	27.6	2.94	0	-0.68	0
Vince DiMaggio	CF	46	0	R	944	0.2314923619271445	0.2919786096256685	0.3419506462984724	0.2895138181814724	7.4	26.8	14	0.287	24.9	2.04	-1.78	2.61	1.907
Tony Armas	CF	48	5	R	934	0.2459770114942529	0.2901498929336189	0.5137931034482759	0.3510631906708158	5.4	29.8	41.1	0.271	48.1	1.94	0	2.25	3.662
Jelly Jackson	SS	47	5	R	906	0.2154626108998733	0.2961711711711711	0.2762991128010139	0.2696980853241401	9.3	14.1	4.6	0.241	17.6	13.33	-0.73	-0.6	1.523
Christian Vazquez	C	49	0	R	901	0.2093023255813954	0.2689732142857143	0.3023255813953488	0.2626428585580498	6.9	16.8	8.7	0.234	27.5	6.38	-0.33	-2.46	1.598
Vince DiMaggio	CF	46	5	R	883	0.2469135802469136	0.2993197278911565	0.4135802469135803	0.3179941454676255	6.6	25.7	20.4	0.293	36.5	2.74	-0.27	3.94	4.349
Bobby Thomson	LF	49	0	R	816	0.2163265306122449	0.2820197044334976	0.3795918367346939	0.2979562424561846	8.3	18.8	23.5	0.222	33.3	5.66	-0.96	3.01	0.882
Sammy Sosa	RF	43	5	R	780	0.2712100139082058	0.3234916559691913	0.5076495132127955	0.3654669266453593	6.8	30.6	30	0.337	41	15	0.46	5.46	5.692
Bill White	SS	48	0	R	771	0.2334293948126801	0.2984293193717277	0.3198847262247839	0.2837643364816415	8.2	17	3.1	0.274	26.5	20.93	-1.17	1.71	0.934
Willie McGee	RF	49	0	S	767	0.2627737226277372	0.3181818181818182	0.3153284671532847	0.2920512255963776	6.9	22.8	2.3	0.333	15.6	7.14	0.31	2.43	-0.156
Geoff Jenkins	LF	49	0	L	767	0.254957507082153	0.3133159268929504	0.4518413597733711	0.339463408483979	7.3	27.6	26.6	0.306	37.2	5.97	-0.16	-1.49	1.486
Mel Almada	CF	43	5	L	745	0.2624434389140272	0.3319892473118279	0.3484162895927602	0.3111688592321762	9.5	9.2	2.4	0.282	25.3	15.91	-1.69	-0.4	2.336
Blake Swihart	C	45	5	S	736	0.2370030581039755	0.3065395095367847	0.3547400611620795	0.3003849761847011	8.6	24	7.3	0.293	35.5	7.27	-0.41	1.3	2.446
Steve Balboni	1B	43	5	R	729	0.2245508982035928	0.2812071330589849	0.4266467065868264	0.3153441611991801	7	37.4	31.3	0.29	39.3	0	0	-3.95	0.988
Jerry Adair	2B	45	0	R	723	0.2585949177877429	0.2967651195499297	0.3318385650224215	0.2862696167596412	4.1	13.9	2.5	0.295	24.3	2.38	-0.41	0.75	0.996
Dave Duncan	C	49	0	R	662	0.202970297029703	0.2617246596066566	0.3646864686468647	0.2822033446391472	6.9	30.9	27.2	0.236	30.1	2.7	0	-0.09	2.447
Orlando Arcia	SS	49	0	R	653	0.2140468227424749	0.2573643410852713	0.3177257525083612	0.2604612736817906	5.2	20.9	10.1	0.248	30.5	2.56	0	0.92	-0.735
Nelson Santovenia	C	49	5	R	650	0.2411467116357504	0.2978395061728395	0.3996627318718381	0.3132996345565895	7.4	20.9	18.5	0.271	37.8	0	0	0.83	3.138
Nelson Santovenia	C	49	0	R	624	0.2358156028368794	0.2959349593495935	0.3882978723404255	0.3079909414124417	7.4	23.2	15.4	0.279	38.3	5.88	-1.44	-0.19	2.212
Sam Rice	RF	48	5	L	620	0.3122743682310469	0.3731825525040388	0.4151624548736462	0.3561171206297739	8.2	6.7	3.9	0.325	27.2	4.26	-2.13	2.23	4.161
Art Griggs	1B	49	0	R	589	0.2774674115456238	0.3293515358361775	0.3612662942271881	0.3144358183757324	7	14.7	3.1	0.317	25.5	2.63	0.92	2.14	0.917
Christian Koss	2B	49	0	R	578	0.25	0.3061946902654867	0.3372093023255814	0.2944623671210487	6.9	22.7	7.3	0.307	24	0	-0.52	-2.6	0.623
Eduardo Escobar	3B	46	5	S	574	0.2727272727272727	0.3292682926829268	0.4584139264990329	0.3488263630797754	7.8	16.4	23	0.284	34.8	6.12	0	-2.72	2.195
Brady House	3B	48	0	R	571	0.2266666666666667	0.2753108348134991	0.3333333333333333	0.2762095477429714	6	25	9.5	0.284	31.9	0	0.74	-1.47	-1.051
Ron LeFlore	LF	48	0	R	566	0.2122448979591837	0.3102836879432624	0.2897959183673469	0.2806312781925427	12.2	23.5	2.1	0.271	28.8	13.33	5.19	3.82	1.272
Oliver Dunn	3B	49	0	L	565	0.226530612244898	0.3154121863799283	0.3163265306122449	0.2947313957608607	11	27.6	7.4	0.296	27	0	0.64	2.12	1.487
Jim Davenport	3B	49	5	R	533	0.2845188284518829	0.350844277673546	0.4288702928870293	0.3503131691576671	8.8	16.9	12.4	0.321	31.6	9.3	0	2.48	4.053
Bobby Abreu	RF	46	0	L	533	0.2136929460580913	0.2754716981132075	0.3049792531120332	0.2660306371601507	7.3	27	6.8	0.276	27.2	14.29	-0.45	-0.9	0.563
Hal Lanier	SS	43	0	R	521	0.219409282700422	0.26232741617357	0.2489451476793249	0.2379824110601295	4.6	14.1	1.2	0.251	10.6	9.09	0	0	0.23
Bobby Thomson	LF	49	5	R	511	0.2095032397408207	0.2705882352941176	0.4038876889848812	0.2993291685977048	7.4	15.8	29.4	0.194	38.1	8.11	0.23	1.17	0.939
Henry Bolte	CF	49	0	R	511	0.1986754966887417	0.2834645669291339	0.3134657836644592	0.2768280465182291	9.8	28.9	9.4	0.26	35.6	12.5	2	-1.29	-1.057
Cal McVey	1B	47	5	R	504	0.2554112554112554	0.298	0.341991341991342	0.2882332408315624	6	8.2	1.2	0.272	26.3	22.58	-0.6	0.95	1.071
Steve Balboni	1B	43	0	R	497	0.191304347826087	0.2494969818913481	0.3826086956521739	0.2820733123760232	6.6	42.2	29	0.263	45.5	0	0	0.48	-0.845
Bennie Tate	C	48	0	L	490	0.2241758241758242	0.2598752598752599	0.2857142857142857	0.2493900261408516	4.5	9.7	2.4	0.243	22.5	4.35	0	0.61	0.49
Johnny Edwards	C	48	0	L	478	0.2105263157894737	0.2896405919661734	0.3110047846889952	0.2776931949898754	9.2	13.4	7.5	0.227	30.7	11.11	-2.51	-2.13	1.255
Cal McVey	1B	47	0	R	478	0.2476415094339623	0.3072033898305085	0.3325471698113208	0.2917138454286427	7.9	12	1.3	0.274	28.6	13.33	-2.01	3.39	0.628
Blake Swihart	C	45	0	S	470	0.2767441860465116	0.3247311827956989	0.4348837209302325	0.3391996891088435	6.6	24.2	14	0.34	36.1	6.98	0.26	2.43	3.702
Charles Zimmer	C	48	0	R	469	0.1990632318501171	0.2618025751072962	0.3114754098360656	0.2632075411988517	7.5	17.3	12.8	0.217	31.8	3.7	-0.9	1.79	1.535
Eliezer Alfonzo	C	48	0	S	466	0.2691358024691358	0.3441558441558442	0.3876543209876543	0.3315579651476445	9.9	12.8	7.7	0.291	33	0	-0.64	0.39	4.12
Art Griggs	1B	49	5	R	452	0.2627737226277372	0.3259423503325942	0.3892944038929441	0.3241796071552293	7.7	14.1	6.6	0.295	35.2	10.53	0.66	-2.65	0.929
Ginger Beaumont	CF	49	0	L	440	0.2544529262086514	0.3226544622425629	0.3206106870229007	0.2981330562606725	8.9	13	5.5	0.282	18	0	-1.09	4.23	0.409
Charles Zimmer	C	48	5	R	440	0.2094763092269327	0.2665148063781321	0.3915211970074813	0.2930282143105647	7.5	19.5	20.5	0.22	44	16.22	-0.82	1.23	3.273
Jim Spencer	1B	49	0	L	428	0.2418136020151133	0.2823529411764706	0.380352644836272	0.2968801373078916	5.4	11.8	14	0.25	36.5	0	0	-2.38	0
Mel Almada	CF	43	0	L	421	0.2473684210526316	0.3087885985748218	0.2842105263157895	0.2745852115357927	8.1	10	1.4	0.269	12.8	0	-1	-1.28	0.285
Jim Davenport	3B	49	0	R	415	0.2648648648648649	0.3333333333333333	0.3756756756756757	0.3228733011725192	8.2	19.7	8.7	0.312	25.5	16	0	-0.29	1.301
Jack Barry	2B	49	0	R	407	0.220708446866485	0.2821782178217822	0.2915531335149864	0.265328903878674	7.6	8.7	1.5	0.237	29.6	0	-0.74	-1.47	-1.622
Kyle Higashioka	C	48	0	R	399	0.1983240223463687	0.2695214105793451	0.2905027932960894	0.2596656386455548	8.5	25.4	7.5	0.249	29.6	9.52	0.6	-2.11	0.602
Maurice Archdeacon	CF	45	5	L	396	0.2079510703363914	0.3341772151898734	0.2629969418960245	0.2860732324236608	15.4	31.8	3	0.293	19.1	7.69	-1.67	4.7	1.061
Charlie Gelbert	SS	48	0	R	390	0.209366391184573	0.243455497382199	0.2672176308539945	0.2340267640727165	3.1	17.4	1.5	0.249	22.4	11.76	-2.31	-0.62	-1.231
Emilio Bonifacio	3B	47	0	S	360	0.2420382165605096	0.3211267605633803	0.3535031847133758	0.3063289122737936	10.6	20.7	6.7	0.29	27.6	28.57	1.33	0.83	2
Yohendrick Pinango	LF	49	0	L	357	0.2082018927444795	0.2824858757062147	0.3217665615141956	0.2768005166013661	8.7	23.3	10.1	0.25	34.8	4.35	0.34	2.52	-0.336
Nicky Lopez	2B	49	0	L	353	0.2360248447204969	0.2890173410404624	0.3229813664596273	0.280797571125592	5.9	12.1	5.1	0.261	27.6	4.76	-1.87	5.95	0.68
Dave Fultz	CF	49	0	R	344	0.2580645161290323	0.3108504398826979	0.3193548387096774	0.2886927791342294	7.3	13.5	0	0.293	21.2	11.76	-0.52	2.27	0.698
Vidal Brujan	3B	49	0	S	339	0.2449664429530201	0.3244047619047619	0.4328859060402684	0.3401704351136243	10	16.8	21.2	0.256	43.8	0	-0.35	1.06	2.478
Dave Fultz	CF	49	5	R	335	0.2615894039735099	0.3243243243243243	0.3741721854304636	0.3174094409965602	8.1	7.9	7.2	0.272	29.1	13.04	-0.36	-1.79	1.075
Jim Hegan	C	46	0	R	335	0.2222222222222222	0.2779456193353474	0.369281045751634	0.2919457365293371	6.9	29.1	16.1	0.282	33.8	17.39	0	-1.79	3.045
Bill Everitt	1B	42	0	L	333	0.2766666666666667	0.3463855421686747	0.33	0.313915736307552	9.6	13	0	0.318	16.9	14.29	-0.9	1.8	0.18
Emilio Bonifacio	3B	47	5	S	322	0.2711864406779661	0.3186119873817035	0.3491525423728813	0.3041908456677117	5.9	19	1.9	0.331	20	31.25	3.17	6.52	2.05
Walter Barbare	3B	49	0	R	317	0.2743055555555556	0.3279742765273312	0.4027777777777778	0.3305973991012199	6.6	12.2	13.2	0.293	26.6	9.52	0	1.14	2.082
Dave Bancroft	SS	49	0	S	317	0.2701754385964912	0.3258785942492013	0.3403508771929825	0.305208404436231	7.6	16.5	1.9	0.317	23.4	0	0.19	-4.35	0
Bobby Cox	3B	48	5	R	274	0.2603305785123967	0.336996336996337	0.4173553719008264	0.3383093174209159	9.9	20.2	19.7	0.29	31.7	0	0	2.19	2.628
Jhostynxon Garcia	CF	49	0	R	268	0.2357723577235772	0.2932330827067669	0.3658536585365854	0.29994742969111	7.5	25.6	20.1	0.282	24.1	0	-2.24	2.91	0.672
Bobby Abreu	RF	46	5	L	260	0.2612612612612613	0.3576923076923077	0.3738738738738739	0.3355597680374527	13.5	20.3	6.9	0.311	27.6	18.75	2.54	0	3.923
Kevin Brown	C	45	5	R	260	0.2727272727272727	0.3153846153846154	0.4421487603305785	0.3374900998649188	5.4	26.9	20.8	0.335	33.3	4.55	0	1.85	5.077
Alex Jackson	C	48	0	R	253	0.2051282051282051	0.2608695652173913	0.2948717948717949	0.2563535379923911	6.3	27.8	11.9	0.261	22.9	0	-0.47	2.13	0.711
Roger Metzger	SS	43	5	S	233	0.2451923076923077	0.3	0.3461538461538461	0.2919199589094452	7.3	13.5	2.6	0.273	27.5	35.71	0	0.77	1.803
Tyler Tolbert	CF	47	0	R	232	0.1388888888888889	0.1834061135371179	0.1712962962962963	0.1680913221240849	5.2	29.2	2.6	0.19	13.3	25	1.81	2.33	-5.69
Jerry Adair	2B	45	5	R	228	0.2903225806451613	0.3245614035087719	0.391705069124424	0.3232241411466391	4.8	15.2	5.3	0.335	28.6	0	0	-2.89	3.421
Eliezer J. Alfonzo	C	48	5	R	224	0.1971830985915493	0.2197309417040359	0.352112676056338	0.2528137176079778	3.1	19.7	21.4	0.205	40.5	0	0	-10.98	-0.804
John Bateman	C	44	0	R	221	0.2598039215686275	0.3076923076923077	0.4558823529411765	0.3376830993732931	5.9	25.5	21.7	0.308	35.8	26.32	0	-1.9	5.43
Reese McGuire	C	47	0	L	220	0.2392344497607655	0.2694063926940639	0.3444976076555024	0.2768361374815804	4.1	21.5	13.6	0.281	24	0	0	-0.82	3
Rafael Landestoy	2B	44	0	S	220	0.2653061224489796	0.3409090909090909	0.4183673469387755	0.3420413857584136	10	11.2	10.9	0.281	32.7	29.41	0.27	2.73	3
Ivy Olson	SS	49	5	R	218	0.2536585365853659	0.2935779816513762	0.375609756097561	0.3003764719472125	4.6	7.3	5.5	0.265	32.7	23.53	0	2.2	1.651
Mario Guerrero	SS	46	5	R	218	0.3203883495145631	0.3456221198156682	0.441747572815534	0.3507507858539525	2.8	10.7	5.5	0.348	25.8	23.53	-1.38	2.75	3.853
Jose Herrera	C	49	0	S	210	0.1957671957671958	0.2596153846153846	0.2380952380952381	0.2348737373547493	7.6	20.6	2.9	0.238	16.2	0	0	-9.43	-2.286
Jim Spencer	1B	49	5	L	210	0.2694300518134715	0.3014354066985646	0.4145077720207254	0.3150866398141306	5.2	9.3	17.1	0.264	30.8	0	0	-4.57	0.571
Fred Odwell	LF	44	5	L	203	0.2784090909090909	0.3564356435643564	0.4147727272727273	0.3434455725417276	11.3	14.8	8.9	0.307	26.5	38.46	-0.3	3.55	1.773
Rafael Landestoy	2B	44	5	S	203	0.247191011235955	0.3300492610837438	0.3202247191011236	0.3002593821750431	10.3	11.8	3	0.272	20.5	22.22	0.59	1.77	0.887
Nick Pratto	1B	45	0	L	199	0.2078651685393259	0.2814070351758794	0.3314606741573033	0.2780484020145469	9.5	34.8	12.1	0.289	32.4	16.67	0	3.32	-0.905
Elias Diaz	C	49	0	R	198	0.2	0.2639593908629442	0.35	0.2786281153127014	7.6	18.9	18.2	0.213	41.7	0	0	0.3	1.515
Fred Odwell	LF	44	0	L	198	0.2655367231638418	0.3144329896907216	0.2994350282485876	0.2810330159826819	6.6	15.8	0	0.309	10.6	20	-2.42	3.33	0.303
Tony Scott	CF	41	0	S	196	0.2771739130434783	0.3041237113402062	0.3260869565217391	0.2859172815012004	4.1	15.8	0	0.325	15.7	12.5	0	0	0.612
Buck Rodgers	C	42	5	S	195	0.1988636363636364	0.2615384615384616	0.3238636363636364	0.2658669649661771	8.2	11.4	9.2	0.205	45.7	0	0	3.08	1.846
Tony Scott	CF	41	5	S	193	0.1987951807228916	0.2931937172774869	0.2710843373493976	0.267430625084547	9.8	14.5	3.1	0.224	27.3	11.11	0	3.11	1.244
Mario Guerrero	SS	46	0	R	192	0.3370165745856354	0.3541666666666667	0.425414364640884	0.3470310653265813	3.1	8.3	6.2	0.351	14.8	33.33	0	-5.62	1.875
Curtis Granderson	LF	45	5	L	192	0.3	0.4083769633507853	0.43125	0.3835955093682367	15.1	16.2	12.5	0.336	27.1	0	0	-4.38	3.75
Kevin Brown	C	45	0	R	183	0.3132530120481928	0.3591160220994475	0.5180722891566265	0.3865726536582656	7.1	24.7	23	0.375	34.6	11.11	0	-3.28	6.885
Kevin Stocker	SS	49	5	S	179	0.2341772151898734	0.2960893854748604	0.3291139240506329	0.279500245968483	8.9	12.7	6.7	0.248	29.7	0	1.01	1.01	-0.67
Babe Pinelli	3B	44	5	R	179	0.2484472049689441	0.3184357541899441	0.360248447204969	0.3094316748788296	8.9	13.7	3.4	0.281	35	14.29	0.67	-2.01	2.011
Bobby Cox	3B	48	0	R	177	0.2236024844720497	0.2840909090909091	0.3478260869565217	0.2880667375945405	7.3	21.7	16.9	0.254	27.8	0	0	-5.42	0
Jordan Danks	CF	45	0	L	175	0.2516129032258064	0.3314285714285714	0.4387096774193548	0.3459829582135318	10.3	29.7	27.4	0.304	28.2	18.18	-0.69	2.4	3.771
Kevin Stocker	SS	49	0	S	172	0.1986301369863014	0.3157894736842105	0.2534246575342466	0.2766799796706619	12.8	13	3.5	0.222	20.7	0	1.74	3.49	0.698
Eliezer J. Alfonzo	C	48	0	R	170	0.2272727272727273	0.2621951219512195	0.4545454545454545	0.314085136653904	4.1	24	31.8	0.236	42.9	13.33	0	0.35	3.529
Charles McAdoo	3B	49	0	R	170	0.2697368421052632	0.3353293413173652	0.4605263157894737	0.3570137414038932	7.1	25	24.7	0.318	36.6	0	0	2.12	1.765
Eduardo Escobar	3B	46	0	S	166	0.2207792207792208	0.2650602409638554	0.3831168831168831	0.2897658808034771	5.4	17.5	25.3	0.221	32.4	0	0	2.89	0.361
Bill Everitt	1B	42	5	L	156	0.2318840579710145	0.2948717948717949	0.3260869565217391	0.2806932087689979	7.7	15.2	7.7	0.252	28.1	0	0	-1.92	-0.385
Tyler Heineman	C	46	0	S	149	0.1811594202898551	0.226027397260274	0.2391304347826087	0.216060537992408	5.4	21.7	4	0.224	24	0	1.21	-3.62	-2.013
Chris Johnson	3B	48	5	R	146	0.2411347517730496	0.2602739726027397	0.2907801418439716	0.2500208540853857	2.7	14.9	4.1	0.275	14.7	0	0	-4.11	-2.877
Curtis Granderson	LF	45	0	L	145	0.2096774193548387	0.303448275862069	0.3387096774193548	0.2948255569341288	12.4	21	12.4	0.235	38.5	0	0	0.83	0
Julio Franco	1B	47	0	R	144	0.2121212121212121	0.2727272727272727	0.3333333333333333	0.2769579227568695	6.9	31.8	12.5	0.287	32.1	11.11	0	0.83	0
Bruno Block	C	41	5	R	140	0.2651515151515151	0.3	0.3257575757575757	0.2845111590880214	5	26.5	0	0.357	20	14.29	0.86	-7.29	2.571
Jerry Adair	2B	45	1	R	138	0.2301587301587301	0.2481751824817518	0.3253968253968254	0.2532595458976778	2.9	11.1	8.7	0.233	27.6	0	0	-1.3	-0.87
Jeff Hamilton	3B	45	0	R	137	0.2170542635658915	0.2573529411764706	0.3410852713178295	0.2706764766912515	4.4	16.3	13.1	0.238	35.7	0	0	3.5	0.438
Zack Short	SS	49	0	R	136	0.2	0.2761194029850746	0.3	0.2676895053581175	8.8	29.2	13.2	0.253	25	0	0	-1.76	-0.441
Jordan Danks	CF	45	5	L	132	0.2926829268292683	0.3257575757575757	0.4552845528455284	0.3463002866853505	5.3	25.2	22.7	0.348	27.8	0	2.27	1.36	3.182
Marty Marion	SS	48	5	R	129	0.2950819672131147	0.3178294573643411	0.4016393442622951	0.3217068367220309	3.1	8.2	14	0.297	19.4	0	0	-0.93	4.186
Swede Risberg	SS	46	0	R	128	0.2702702702702703	0.3571428571428572	0.4774774774774775	0.3734114156220643	11.7	20.7	23.4	0.301	40	8.33	0.94	-0.47	5.625
Johnny Edwards	C	48	5	L	126	0.3070175438596491	0.3650793650793651	0.4385964912280702	0.3613506619617164	8.7	13.2	9.5	0.337	31.4	0	-2.38	0.48	5.714
Steve Swisher	C	45	0	R	124	0.1834862385321101	0.2704918032786885	0.2935779816513762	0.2639594553344843	10.5	31.2	14.5	0.236	30	0	0	0.97	1.935
Hal Lanier	SS	43	5	R	120	0.2142857142857143	0.2542372881355932	0.2142857142857143	0.2208262960872059	5	11.6	0	0.242	0		0	-1.5	-0.5
Chris Johnson	3B	48	0	R	116	0.2293577981651376	0.2758620689655172	0.3669724770642202	0.2907720990052817	4.3	24.8	15.5	0.278	36	0	0	0	0
Drew Millas	C	49	0	S	115	0.1730769230769231	0.2389380530973451	0.25	0.2285955917394449	7	17.3	0	0.209	38.9	14.29	-1.57	2.09	-2.087
Steward Berroa	CF	49	0	S	113	0.2156862745098039	0.2920353982300885	0.2549019607843137	0.2598816433825896	8.8	20.6	0	0.272	18.2	0	1.06	-2.12	-2.655
