# CAP key=goldslotsdaily__20260314 role=pit label=Gold Slots Daily type=Daily env=current variants=all_cards obsval=43-89 minIP=10 minPA=null dates=2026-07-05..2026-07-19 recordsTotal=479 rows=479
Name	VAL	VLvl	Hand	IP	GSper	IPpergame	RA9	ERA	wOBAA	K9	BB9	HR9	BABIP
Jim O&#39;Toole	87	5	L	484.3	1	6.46	4.03	3.85	0.3022266031541052	7.51	2.66	0.72	0.3
George Klassen	79	5	R	484	0.758	4.89	3.83	3.59	0.3090715738419549	8.11	2.71	0.91	0.302
Shane Reynolds	81	5	R	478.3	1	6.05	4.31	3.73	0.2988279916671786	7.08	1.81	0.68	0.305
Didier Fuentes	79	0	R	460.3	0.22	2.25	3.91	3.71	0.3107588016398066	8.64	2.6	1.23	0.292
Tom Seaver	56	0	R	457.7	0.032	1.84	4.74	4.23	0.3386668419124865	6.69	4.09	1.32	0.291
Johnny Niggeling	78	0	R	445	0.287	2.83	5	4.69	0.3227621244281987	8.45	4.67	1.09	0.289
Dan Bankhead	74	5	R	443.3	0.513	3.85	3.17	2.98	0.2703878092419508	9.48	3.57	0.57	0.27
Tom Cheney	78	0	R	434	0.385	3.03	4.5	4.31	0.3173509173755206	7.34	2.07	1.62	0.263
Rhett Lowder	87	5	R	425.3	1	6.35	3.91	3.58	0.2971049141881872	7.6	1.63	0.97	0.295
Mario Soto	83	5	R	417	1	6.52	3.63	3.37	0.2878166764762808	9	2.61	1.27	0.254
Tony Watson	87	0	L	401.7	0	1.05	3.7	3.34	0.2938359250788993	7.19	2.35	0.87	0.281
Rhett Lowder	87	0	R	373.7	0.967	6.23	4.12	3.85	0.3096816527944152	8.02	1.76	0.99	0.308
Mario Soto	83	0	R	366	0.932	6.2	4.4	3.86	0.3200945159059346	8.24	2.63	1.43	0.282
Adam Ottavino	79	0	R	346	0	1.09	4.19	3.67	0.319067250717521	8.84	3.88	1.01	0.299
Teddy Higuera	89	5	L	337	1	6.48	3.98	3.77	0.2972358562519443	7.77	2.56	0.83	0.285
Dave Righetti	85	0	L	337	0	1.5	3.26	2.91	0.2827893541473991	8.09	2.78	0.85	0.275
Tyler Clippard	88	0	R	333	0.026	1.1	5.41	5.05	0.3385581004533353	7.92	4.05	1.11	0.316
Dave Stieb	89	5	R	331.7	1	6.77	3.45	3.04	0.274778661300347	7.76	1.85	0.65	0.279
Bob Veale	89	0	L	329	1	5.67	5.77	5.33	0.3455600759679431	8.1	5.64	0.85	0.328
Reed Garrett	49	0	R	328.7	0	1.54	3.48	3.2	0.3030552218649689	8.32	3.86	0.77	0.287
Bob Miller	69	0	R	328	0	1.47	3.98	3.81	0.3152789677380886	5.1	3.21	0.6	0.297
Mark Fidrych	84	5	R	316.3	1	6.46	3.13	2.65	0.2846012732162405	5.72	1.65	0.74	0.275
Bobby Witt Jr.	83	0	R	315	0.766	4.92	4.43	4.29	0.3166173219080543	8.97	4.6	0.69	0.304
Julio Teheran	79	5	R	311.3	0.75	5.19	4.57	4.42	0.3104927027446384	5.67	1.85	1.01	0.28
Jakie May	72	5	L	311.3	0.754	4.79	4.11	3.79	0.3128651637186245	8.5	3.01	1.01	0.302
Chien-Ming Wang	68	0	R	307.3	0.156	2.4	5.01	4.66	0.3428462747920467	1.96	1.44	0.73	0.314
Ken Holtzman	76	5	L	306.7	0.44	6.13	3.29	2.99	0.2834417910638528	7.19	2.14	0.88	0.272
Luis Arroyo	84	0	L	302.3	0.048	1.33	3.1	2.89	0.2845778056170128	7.41	3.45	0.6	0.276
Jim Brewer	78	5	L	293.7	0	1.16	3.19	2.97	0.2835208241560057	8.64	2.18	1.32	0.26
Dennis Cook	76	5	L	290.3	0	1.18	3.6	3.38	0.2921042056211223	7.53	3.53	0.65	0.283
Clay Holmes	89	0	R	285.3	1	5.71	4.2	3.88	0.3054362149151963	6.37	2.3	0.54	0.312
Don McMahon	75	0	R	282.3	0	1.33	3.79	3.67	0.3054775887680728	7.94	3.32	1.12	0.277
Ray Brown	85	5	R	280	1	7.18	3.28	2.92	0.2904316408224426	5.53	1.93	0.68	0.279
Chris R. Young	86	0	R	268.7	1	5.48	4.72	4.29	0.3312039835108093	7.13	5.29	0.87	0.289
Chris Sale	70	0	L	267.7	0	1.25	4.24	4	0.3206340256045639	9.58	3.4	1.34	0.29
Steve Hamilton	89	5	L	266	0	1.47	3.01	2.67	0.2609345244834594	8.05	2.13	0.54	0.273
Walter Johnson	86	0	R	256	0.913	5.57	4.46	4.04	0.3168639885839189	7.88	2.6	1.09	0.306
A.J. Burnett	86	5	R	255.3	1	5.94	3.81	3.56	0.3034790630102335	8.32	3.74	0.78	0.291
Steve Ontiveros	82	5	R	253	0.889	5.62	3.81	3.56	0.3024990357280318	4.73	1.53	0.96	0.272
Dick Lines	69	0	L	248	0.033	1.35	3.48	2.98	0.2865422503807922	5.59	2.65	0.69	0.268
Jack Kramer	89	0	R	245	1	6.12	4	3.75	0.3170512035818326	7.2	3.2	1.18	0.287
Edward Cabrera	71	0	R	231.3	1	5.51	5.72	5.21	0.3391968613918726	7.39	3.35	1.67	0.285
Tiny Bonham	82	0	R	226.3	1	5.66	6.28	5.97	0.3624302031099429	4.85	1.35	2.23	0.289
Chris Hammond	89	0	L	223.7	0	1.15	4.1	3.54	0.3142920718583514	6.8	3.14	0.89	0.295
Kris Bubic	86	0	L	223	1	5.31	5.77	5.57	0.3429299957568813	8.11	3.59	1.25	0.322
Bob Romby	58	0	L	218.3	0	1.68	4.45	4.08	0.3327192451377473	7.3	4	1.32	0.283
Rudy May	74	0	L	218	0	1.27	2.93	2.89	0.295466731126388	9.04	3.01	0.54	0.312
Satchel Paige	68	5	R	216.7	0.014	1.46	3.65	3.11	0.3034233099418204	8.64	3.24	0.71	0.307
Seth Morehead	78	5	L	213	0	1.2	3.59	3.46	0.302578424004552	7.73	2.83	0.85	0.306
Pedro Martinez	51	0	L	206.7	0	1.23	3.44	3.13	0.3136124425859332	7.71	4.14	1.18	0.268
Ed Walsh	87	5	R	203.3	1	6.35	4.21	4.12	0.3110436266816184	7.88	2.7	1.2	0.276
John D&#39;Acquisto	76	0	R	200.3	0	1.24	4.27	4.09	0.3193788644097787	8.76	5.57	0.67	0.309
Mark Littell	77	5	R	199.3	0	1.25	3.03	2.89	0.2972241005572862	7.5	4.2	0.5	0.3
Max Manning	87	0	R	196	1	5.44	4.32	4.18	0.3268462011115743	7.26	3.12	0.83	0.318
Jesse Barnes	88	0	R	193.7	1	6.46	5.2	4.88	0.3416202802328191	4.79	1.67	1.58	0.294
Framber Valdez	81	0	L	189.7	1	5.93	3.37	3.04	0.2768794875748329	7.88	2.94	0.81	0.265
Bob Gibson	70	0	R	183.3	0.443	3	5.84	5.35	0.3476253926185902	8	5.16	0.59	0.351
Luis Arroyo	84	5	L	179.7	0	1.36	3.61	3.26	0.2872151564485224	8.51	3.71	0.8	0.278
Steve Hamilton	89	0	L	172.3	0	1.26	4.65	4.07	0.3396099349091466	7.47	3.19	0.84	0.35
Dave Stieb	65	5	R	171.3	0.206	2.52	3.47	3.31	0.3008525721797648	7.15	2.99	0.84	0.286
Al Worthington	86	0	R	171	0	1.22	3.53	2.95	0.2788017634191373	7.32	2.11	0.63	0.279
C.J. Wilson	87	0	L	169.3	1	6.27	4.09	3.77	0.2866501945224242	9.25	2.92	0.8	0.283
Bob Knepper	83	0	L	169	1	6.04	4.69	4.26	0.329445224473257	6.12	2.4	0.8	0.318
Joe Krakauskas	57	0	L	167.7	0.01	1.75	3.86	3.54	0.3026387527357324	9.5	5.96	0.81	0.267
Adam Cimber	69	5	R	160.7	0	1.22	2.8	2.63	0.2902741022426946	6.78	2.8	0.39	0.297
Nolan McLean	87	0	R	158.7	1	5.67	4.71	4.14	0.3292275063500287	9.13	3.69	1.25	0.312
Bill Force	85	5	R	157.3	1	6.55	2.63	2.35	0.265933683561097	7.27	2	0.92	0.244
Carl Pavano	79	0	R	155.3	0.933	5.18	6.37	6.2	0.3631828138853044	5.27	1.91	1.45	0.312
Jim O&#39;Toole	87	0	L	154.7	1	6.45	3.43	3.26	0.2965214706256636	6.63	2.56	0.47	0.294
Tom Morgan	58	5	R	153.7	0	1.4	4.63	4.51	0.3356193570790744	3.28	2.4	0.88	0.29
Shaun Marcum	72	5	R	152.7	1	5.66	4.01	3.65	0.3110644437607291	6.66	2.59	1.12	0.281
Herb Pennock	77	5	L	152	1	6.91	3.85	3.61	0.2869474088214444	3.97	1.78	0.65	0.262
Shigetoshi Hasegawa	65	0	R	146.7	0	1.42	4.11	3.62	0.3003403208128738	3.44	2.64	0.86	0.253
Ray Brown	85	0	R	145.3	1	6.6	4.52	4.21	0.2957075714516906	4.77	2.54	0.68	0.264
Randy Johnson	77	0	L	145.3	0.096	1.99	5.64	5.26	0.3262827563913814	9.04	6.01	0.62	0.314
Tommy Hanson	74	5	R	145	1	6.3	3.85	3.6	0.3116726048450297	6.14	2.3	1.18	0.28
Storm Davis	77	5	R	143.3	1	5.97	4.71	4.27	0.3171673001511207	4.84	2.76	0.94	0.27
Greg McMichael	77	5	R	138	0	1.3	2.87	2.74	0.2858046380183278	8.41	2.48	0.78	0.288
Shane Bieber	85	0	R	135	1	5.87	4.67	3.73	0.3016088787427287	8.33	1.87	1.4	0.269
Mark Buehrle	84	0	L	134.7	1	6.41	5.14	4.48	0.3259396280907216	4.94	2.87	1.27	0.271
Jonathan Broxton	85	5	R	132.7	0	1.12	4.48	3.93	0.3249150202905985	9.63	3.8	1.36	0.31
Jack Aker	73	5	R	132	0	1.2	4.23	4.09	0.3380612966989734	5.25	2.25	1.02	0.312
Fernando Abad	79	0	L	129	0	1.13	3.35	3.21	0.3032593420735747	8.02	2.02	1.47	0.269
Robby Snelling	81	0	L	126.7	1	5.07	6.11	5.4	0.3484758400302285	7.25	3.2	1.07	0.328
Steve Barber	69	0	L	125.7	0.143	2.57	4.08	3.72	0.3096695221579039	6.95	3.51	0.72	0.286
Travis Sykora	78	0	R	125	0.667	4.17	6.26	5.54	0.3488146902045248	9.36	3.46	1.58	0.325
River Ryan	84	5	R	124	1	5.9	2.98	2.76	0.2502103637879156	8.06	2.69	0.44	0.249
Hunter Harvey	89	0	R	123.7	0	1.17	3.64	3.35	0.2878842503813788	8.59	2.26	0.87	0.299
Randy Jones	83	0	L	122	1	7.18	3.39	3.1	0.2922979132036067	2.43	1.7	0.66	0.265
Salomon Torres	56	5	R	121.7	0	1.31	4.36	4.07	0.3204531281600293	5.4	2.81	0.81	0.296
Brett Cecil	89	0	L	121.3	0	1.09	2.23	2.23	0.2639619921874742	10.39	2.23	0.89	0.282
Seth Morehead	78	0	L	120.3	0	1.23	2.84	2.54	0.2852689582002741	7.03	1.72	0.52	0.305
Jake Bird	66	0	R	119.7	0	1.41	3.76	3.61	0.2959774140796408	8.12	2.48	1.13	0.278
Clay Bryant	66	5	R	119.7	0	1.33	2.78	2.63	0.2837615605343067	8.57	2.26	0.9	0.278
Mel Rojas	87	0	R	116.7	0	1.11	4.63	4.09	0.347553254310413	7.48	4.01	1.16	0.328
Tom Niedenfuer	88	0	R	116	0	1.4	2.09	2.09	0.2507052998475437	7.99	2.48	0.78	0.235
George Klassen	79	0	R	115.3	0.127	2.1	3.51	3.12	0.2993295992320744	8.43	2.65	0.7	0.305
Dave Stieb	65	0	R	115	0	1.83	4.15	3.83	0.3374844872842137	7.28	3.44	1.72	0.262
Larry Christenson	79	0	R	114.7	0.5	4.41	4.32	4	0.3022086449996052	6.2	2.43	1.18	0.265
Mariano Rivera	89	0	R	111.7	0	1.16	3.63	3.14	0.2895842684473577	9.67	2.66	0.73	0.3
Juan Guzman	75	5	R	111.7	1	5.32	5	4.91	0.3366863810886743	7.25	3.46	1.37	0.301
Darrell May	60	0	L	111.7	0.033	1.23	4.83	4.51	0.3357594898621227	7.82	2.34	2.01	0.278
Frank Lary	67	0	R	109.3	0.021	2.28	2.06	1.65	0.2441646801782732	5.43	1.98	0.66	0.217
Al Leiter	80	0	L	107.7	1	6.34	3.84	3.43	0.3125648970248238	7.44	3.09	1	0.286
Phil Niekro	86	5	R	107.7	1	6.73	4.43	4.35	0.316171671646553	6.77	2.59	1.42	0.273
Jakie May	72	0	L	107.7	0.122	2.2	2.76	2.51	0.2601975072821375	8.69	3.01	0.33	0.27
Bill Gatewood	62	5	R	107	1	6.69	3.45	3.03	0.2725698390075009	4.71	1.68	0.76	0.253
George Sherrill	72	5	L	106.3	0	1.06	3.64	3.05	0.3082411017074673	7.62	3.64	0.42	0.324
Dick Lines	69	5	L	106.3	0	1.42	3.22	2.88	0.2945152567611919	5.59	2.2	0.51	0.295
Jake Odorizzi	73	0	R	106.3	0.031	1.64	3.39	3.3	0.2859526084640829	8.04	2.2	1.1	0.278
Chris Hammond	89	5	L	106	0	1.13	2.46	2.38	0.2750147671787016	6.45	3.91	0.42	0.26
Brandon Sproat	88	5	R	104.7	1	5.82	3.01	2.92	0.2775591311812506	7.05	3.09	0.52	0.259
Walt Masterson	82	0	R	104	1	6.12	4.41	4.33	0.3205574841117305	6.92	3.72	0.95	0.29
Thornton Lee	79	0	L	103.3	0.842	5.44	4.44	3.83	0.3195234699875553	8.02	2.53	1.22	0.301
Logan Allen	59	0	L	103	0.071	1.84	4.19	3.5	0.3056158153138979	6.55	3.5	1.14	0.262
Rick Mahler	69	5	R	102.7	0.609	4.47	3.59	3.15	0.3017997885726847	6.4	2.37	1.14	0.262
Kyle Hendricks	82	5	R	101.3	1	5.96	4.53	4.09	0.3395961283214667	6.31	2.04	1.6	0.286
Shane Reynolds	81	0	R	101.3	0.938	6.33	3.29	3.02	0.2708032439170457	5.15	0.8	0.89	0.254
Michael Soroka	89	0	R	99.7	1	5.25	6.68	6.41	0.3732338991639407	7.58	3.43	1.44	0.341
Matthew Boyd	78	0	L	99	1	5.21	4.45	4.18	0.3229495604698839	7	2.27	1.18	0.303
Jonah Tong	77	5	R	98.3	0.882	5.78	3.66	3.3	0.2925584541304195	9.25	3.66	0.92	0.279
Jonah Tong	77	0	R	97.3	0.097	1.57	5.09	4.9	0.336116196685309	8.69	2.59	1.85	0.293
Stan Williams	69	0	R	96.3	0	1.25	3.27	3.08	0.2902668249471986	10.47	3.46	0.93	0.292
Dylan Lee	89	0	L	95.7	0	1.21	3.48	3.48	0.3032029773004489	6.96	2.35	1.5	0.252
Hal Woodeshick	66	0	L	94.7	0.353	2.79	6.37	5.99	0.3897862867706161	4.47	3.99	1.05	0.355
Dean Stone	77	0	L	94.7	0.944	5.26	4.94	4.66	0.3314685351482006	7.32	2.76	0.95	0.333
Salomon Torres	56	0	R	94.3	0	1.68	3.82	3.53	0.2902743307227271	4.39	3.34	0.76	0.233
MacKenzie Gore	87	0	L	94	1	5.88	5.36	5.36	0.3353599373684092	9.57	3.93	1.24	0.329
David Wells	77	0	L	94	1	6.71	4.5	3.93	0.3040864382249563	3.93	1.34	1.34	0.244
Al Hrabosky	88	5	L	93.3	0	1.06	4.05	4.05	0.3055887288995656	8.97	3.67	0.77	0.319
Paul Shuey	57	5	R	93	0	1.5	4.35	4.16	0.3297936904619009	9.97	3.68	0.97	0.339
Leroy Matlock	86	0	L	92.7	1	6.62	3.5	2.62	0.2821037576114162	6.89	2.04	0.58	0.289
Tony Watson	87	5	L	92.3	0.011	1.06	3.71	3.12	0.3027450228880533	7.51	3.8	0.78	0.287
Parker Messick	76	5	L	92	0	1.42	3.52	3.33	0.2947618818033144	7.63	1.96	0.49	0.327
Billy Wagner	58	5	L	91.7	0	1.43	6.09	5.89	0.3681806956614311	9.23	4.91	1.86	0.31
Ken Sanders	68	5	R	91.3	0	1.43	4.63	4.63	0.334290317583482	3.06	1.97	1.48	0.269
Ben Brown	89	0	R	91	1	5.69	4.85	3.66	0.3392969197947356	8.9	2.67	1.09	0.357
Greg Harris	76	5	R	89.3	0	1.33	3.83	3.63	0.3064762730168578	10.08	4.23	0.81	0.307
Tiny Bonham	82	5	R	88.3	1	6.31	4.99	4.08	0.3501056572406872	6.32	1.33	1.73	0.314
Neck Stanley	78	5	L	87.7	0.237	2.31	5.03	4.62	0.3223518703085002	7.9	3.18	1.23	0.295
Aaron Crow	51	0	R	87.7	0	0.99	5.13	4.52	0.3370688055295328	8.72	5.75	0.72	0.325
Al Hrabosky	88	0	L	87.3	0	1.32	3.09	2.89	0.2791089730474831	9.07	3.81	0.52	0.289
Al Grabowski	69	0	L	86.7	0.049	2.11	6.33	5.29	0.3535635566880406	7.99	3.11	1.35	0.336
Alexi Ogando	66	0	R	86	0.029	1.23	2.72	2.62	0.2753417953466339	5.86	2.3	0.63	0.251
Garrett Cleavinger	79	0	L	85.3	0.015	1.25	5.38	4.43	0.3430525725281174	7.81	4.85	1.48	0.286
Edwin Diaz	88	0	R	85	0	1.12	4.02	3.39	0.3229753087439969	9.95	2.96	1.16	0.326
Eric Plunk	69	5	R	82.7	0	1.07	2.72	1.96	0.2660757012526119	9.03	2.83	0.76	0.271
Brandon Sproat	88	0	R	82.7	1	4.59	5.99	5.55	0.3513846053947804	8.16	3.16	1.2	0.329
Bill Holland	87	5	R	82	1	6.31	5.05	4.5	0.3433455252073983	8.67	2.2	1.65	0.325
John Franco	84	0	L	81.7	0	1.17	3.75	3.64	0.2905706661856826	7.71	2.75	0.99	0.284
Jim McDonald	86	0	R	80.7	1	5.38	5.35	4.24	0.3298747898275664	2.9	3.46	0.78	0.293
Tom Morgan	58	0	R	79.3	0	1.32	4.99	4.65	0.3540555469032931	2.72	3.75	0.91	0.296
Rich Garces	78	0	R	79	0	1.18	4.33	3.76	0.3147255557186823	6.72	2.28	0.91	0.301
Joe Mays	64	0	R	78	0	1.77	5.65	5.65	0.3460801452828213	3.92	3.69	1.15	0.271
Billy Wagner	58	0	L	77.7	0	0.74	3.13	2.9	0.2914528888457794	9.27	4.98	0.81	0.269
Tug McGraw	85	0	L	77	0	1.07	3.51	3.27	0.2831556377836095	7.01	3.16	0.82	0.258
Ted Blankenship	83	0	R	76.3	1	5.87	5.9	4.84	0.3436089770081439	5.31	3.18	1.42	0.29
Steve Rogers	85	1	R	75.7	1	5.05	5.83	5.35	0.3538616958910685	5.94	3.57	0.83	0.32
Bill Swift	75	5	R	74	1	6.17	4.62	4.26	0.3267881969701574	5.11	1.34	1.09	0.292
Trevor Rosenthal	53	0	R	74	0.137	1.45	3.53	3.53	0.3098796611333741	6.08	6.45	0.61	0.252
Toad Ramsey	67	5	L	74	0.857	5.29	5.84	4.74	0.3603744484284696	7.66	4.14	1.22	0.345
Luis Perdomo	59	0	R	73.7	0	1.64	4.76	4.52	0.3437767066677828	3.54	2.2	0.61	0.326
Tom Sturdivant	81	1	R	73.3	1	5.24	4.17	3.56	0.316644738141148	7.49	2.95	1.11	0.298
David Bednar	86	0	R	73	0	1.11	2.59	2.22	0.2840432842663304	10.48	2.59	0.49	0.333
Michael King	76	5	R	73	0	1.33	4.32	3.82	0.313865105934257	9.37	3.33	0.99	0.312
Floyd Bannister	57	0	L	72.7	0	1.91	6.56	5.32	0.3764744886024546	5.45	2.23	1.73	0.323
Ken Sanders	68	0	R	72.7	0	1.69	4.33	4.21	0.3459368075219237	2.85	2.1	1.11	0.295
Tanner McDougal	66	0	R	71.7	0	1.53	4.27	4.02	0.3120501663892191	7.66	4.77	1.13	0.268
Max Manning	87	1	R	71	1	5.07	4.56	4.31	0.3467818021156756	7.48	3.93	0.76	0.342
Leroy Matlock	86	5	L	70.3	1	7.03	2.18	2.05	0.2285114158074893	6.02	1.15	0.26	0.251
Bill Holland	87	0	R	69.7	1	6.97	3.62	3.1	0.3050001130025369	7.62	1.68	1.03	0.296
Mark Melancon	59	5	R	68.3	0	1.52	2.9	2.9	0.294240480039514	7.38	3.03	0.79	0.28
Taj Bradley	76	0	R	67.7	0.059	1.99	2.26	1.6	0.2907112548378018	7.18	3.59	0.8	0.266
Steve Olin	58	5	R	67.7	0	1.44	4.25	3.99	0.310272518036641	5.98	3.59	0.8	0.282
Kyle Backhus	59	0	L	67.3	0.125	1.68	4.95	4.55	0.3527307314233988	6.69	3.88	0.94	0.324
John Gant	62	0	R	67	0	1.4	4.84	4.84	0.3132753210328754	5.51	5.37	0.67	0.262
Justin Nicolino	55	5	L	66.7	0	1.42	5.8	5.4	0.3524138297910044	4.05	2.16	0.81	0.346
John D&#39;Acquisto	76	5	R	66.3	0.175	1.16	3.26	3.12	0.2957914915008438	9.23	3.94	0.81	0.287
Fred Goldsmith	59	0	R	66	0.182	3	6	5.86	0.3517001830349822	3.82	2.73	0.95	0.305
Michael King	76	0	R	65.3	0	1.72	5.1	4.41	0.3347448426295002	8.27	3.45	0.96	0.325
Chad Cordero	74	0	R	64.3	0	1.24	3.36	3.22	0.2959851484266728	7.14	2.1	1.26	0.257
Shawn Armstrong	88	0	R	64	0	1.31	4.08	4.08	0.2875926284584894	5.77	2.39	0.56	0.274
Austin Gomber	59	0	L	63.3	0.2	2.53	5.12	4.83	0.3168835338634935	5.4	2.56	1.85	0.225
Jack Meyer	69	0	R	63.3	0	1.38	3.84	3.7	0.2734387740074423	8.39	1.85	0.85	0.263
Reed Garrett	49	5	R	62.7	0	1.43	4.88	3.88	0.3451790280961171	9.33	5.45	0.72	0.35
Brad Clontz	73	0	R	62.7	0	1.28	5.02	4.16	0.3549541447810886	8.04	3.3	1	0.364
Rick Reuschel	83	0	R	62	1	5.64	6.68	5.81	0.3794889920153805	6.53	5.37	1.45	0.33
Adam Ottavino	79	5	R	62	0	1.24	3.48	3.05	0.292438808907265	8.13	4.5	0.73	0.253
Tom Burgmeier	83	0	L	62	0	1.29	4.06	3.77	0.3365988390318784	7.11	2.32	0.87	0.341
Mickey Haefner	64	5	L	61.3	0	1.46	3.82	3.67	0.3152186214589183	6.17	2.35	0.88	0.29
Dan Quisenberry	84	0	R	59.7	0	1.81	3.47	3.32	0.3069546252802872	2.41	1.21	1.06	0.259
Jack Harshman	69	0	L	58.7	0	1.43	4.29	4.29	0.3299359931103352	8.59	6.13	0.61	0.311
Sonny Gray	88	0	R	58	1	5.8	6.05	4.5	0.3392181051235701	7.6	1.55	0.93	0.36
Carlos Zambrano	84	5	R	57	1	4.38	7.26	6.47	0.419893948045073	7.89	6.32	2.37	0.343
Cade Horton	78	0	R	56.7	0	1.53	5.87	5.71	0.3588209445051409	6.03	3.02	0.95	0.331
Tim Keefe	58	5	R	56.3	0	1.88	4	3.2	0.3403401459565077	7.99	3.2	1.6	0.307
Dennis Cook	76	0	L	55.7	0	1.27	3.72	3.07	0.2510514970337829	6.46	3.07	0.65	0.225
Alex Reyes	53	0	R	55.7	0	1.39	2.75	2.59	0.3105005883135262	7.11	4.04	1.45	0.236
Carlos Rodon	82	5	L	54.7	1	5.47	4.94	4.77	0.3374308356165149	6.91	3.78	0.82	0.318
JR Ritchie	80	0	R	54.3	1	4.52	7.13	6.96	0.3807930913597865	6.96	4.64	1.49	0.333
Ray Burris	56	5	R	54	0	2	4.17	4	0.3261842827656014	7	2.33	1.5	0.283
Eric Plunk	69	0	R	54	0	1.12	3.5	3.5	0.3245874247892885	9.33	3.5	1	0.333
