# CAP key=bronzeheart__20260330 role=pit label=Bronze Heart type=Daily env=current variants=all_cards obsval=46-69 minIP=10 minPA=null dates=2026-07-05..2026-07-19 recordsTotal=127 rows=127
Name	VAL	VLvl	Hand	IP	GSper	IPpergame	RA9	ERA	wOBAA	K9	BB9	HR9	BABIP
Bob Miller	69	0	R	512.7	0.685	5.57	4.37	3.62	0.3331242110687881	1.79	1.69	0.44	0.298
Johnny Antonelli	67	5	L	454.3	1	8.26	3.53	3.13	0.2989365862814523	4.62	2.42	0.55	0.269
Milo Candini	67	5	R	407.3	0.833	6.17	3.96	3.07	0.2973123617068451	3.78	2.45	0.24	0.288
Tommy John	66	0	L	398	0.39	3.98	5.09	4.07	0.3305946246212452	2.4	2.4	0.43	0.298
Steve Trout	68	0	L	388	0.855	7.05	3.66	2.64	0.3058221164861214	3.76	2.41	0.23	0.289
Jack Harshman	69	0	L	383.3	0.228	3.12	3.59	3.17	0.3036976979888888	4.34	4.74	0.23	0.266
Ed Holley	69	0	R	382	0.437	4.39	4.5	3.89	0.3380558782920964	3.63	1.93	0.82	0.296
Johnny Wright	68	5	R	378	1	8.22	3.55	2.71	0.2759345961270834	3.29	1.69	0.31	0.257
Joe Niekro	66	5	R	377	0.577	5.31	4.01	3.37	0.3142933140777775	3.34	2.46	0.55	0.276
Ken Sanders	68	0	R	343.3	0	1.42	3.83	3.3	0.3170030046002537	1.57	1.89	0.39	0.287
Johnny Antonelli	67	0	L	332.7	0.796	6.79	3.73	3.44	0.3067002458097734	4.3	3.33	0.54	0.261
Chris Short	65	5	L	325.3	1	7.57	4.01	3.04	0.3041236179418917	4.73	2.68	0.28	0.3
Rick Mahler	69	5	R	325	0.952	7.74	4.1	3.79	0.3189511268739099	3.68	2.3	0.5	0.283
Roy Welmaker	68	0	L	263.7	0.467	4.39	4.16	3.45	0.3284551119833536	3.48	3.11	0.55	0.293
Jim Todd	68	0	R	260	0.042	1.57	3.46	2.84	0.3087737547858241	2.53	2.73	0.31	0.271
Whit Wyatt	68	0	R	248.3	0.612	5.07	4.89	3.95	0.3361353120217885	3.52	2.94	0.43	0.31
Jack Harshman	69	5	L	245	0.622	5.44	3.38	2.79	0.2967301833655789	5	3.56	0.22	0.274
Greg Maddux	62	0	R	207.7	0.512	5.07	5.63	4.07	0.3464144097666493	2.95	3.34	0.22	0.319
Joe Niekro	66	0	R	205	0.649	5.54	5.58	4.52	0.3490649165894803	2.77	3.29	0.53	0.307
Whitey Ford	67	5	L	200	0.346	3.85	3.46	3.29	0.309028688146546	4.14	2.56	0.5	0.278
Jim Deshaies	67	5	L	187.7	1	7.82	3.64	3.21	0.2856220498609902	3.79	2.45	0.29	0.25
Henry McHenry	66	5	R	179	0.917	7.46	3.42	2.92	0.2928878429626611	3.37	1.51	0.25	0.283
Tommy John	66	5	L	165.3	0.76	6.61	4.9	3.92	0.3223276133533969	2.12	2.18	0.38	0.293
Chuck Stobbs	67	0	L	159.3	0.261	3.46	4.52	3.39	0.3243365981138889	3.22	2.99	0.23	0.295
Arnold Carter	63	0	L	154.7	0.769	5.95	4.6	3.32	0.315303659143043	2.15	2.44	0.58	0.269
Al Hollingsworth	69	5	L	146.7	1	7.72	3.87	3.25	0.3086231528438423	3.8	3.01	0.49	0.271
Bill Wight	61	0	L	134	1	7.05	4.77	3.56	0.3230821091847803	2.89	2.89	0.34	0.289
Ken Sanders	68	5	R	129.7	0	1.47	3.05	2.36	0.2679924920193823	1.94	1.53	0.28	0.246
Dick Lines	69	5	L	127	0	1.37	3.54	2.69	0.3207174340061169	3.19	2.06	0.07	0.317
Dutch Leonard	69	5	R	124	0.565	5.39	3.92	3.12	0.3005617934428919	2.98	1.96	0.22	0.283
Roy Face	66	0	R	120.7	0	1.44	3.5	3.21	0.3044377097302493	3.06	1.79	0.52	0.273
Dave Rozema	63	0	R	120	0.464	4.29	4.8	3.83	0.31959156029736	3	1.73	0.75	0.287
Jerry Garvin	67	0	L	119.7	0	1.44	3.76	2.48	0.3052008363920561	4.21	2.11	0.53	0.292
Dave Boswell	67	0	R	116.3	0.565	5.06	5.18	3.95	0.3440419550252871	5.26	4.1	1.01	0.284
Bob Miller	69	0	R	115.7	0	1.56	4.28	3.66	0.3465479842558805	3.66	3.66	0.23	0.315
Floyd Bannister	57	0	L	108.3	1	7.22	6.23	5.4	0.3798444108103444	2.91	1.91	1	0.337
Roy Welmaker	68	5	L	107.7	1	8.28	2.26	2.26	0.2635208176736826	3.84	2.84	0.33	0.23
Chuck Stobbs	67	5	L	106.7	1	8.21	2.61	2.11	0.2868864878121661	3.88	2.61	0.17	0.271
Roy Face	66	5	R	104	0	1.33	3.46	3.12	0.3219230957406709	3.81	1.82	0.61	0.288
Ed Holley	69	1	R	102.3	1	8.53	3.7	3.43	0.3170358104729911	3.78	1.76	0.79	0.279
Harry Brecheen	67	0	L	101.7	0.276	3.51	3.19	2.21	0.2579148844024648	2.48	2.12	0.35	0.229
Ted Trent	69	5	R	100.3	0.524	4.78	3.14	1.79	0.2579504722516898	3.68	1.7	0.27	0.243
Hal Woodeshick	66	0	L	92.7	0.75	5.79	3.59	2.82	0.3093423836485354	3.59	2.52	0.19	0.298
Chris Short	65	0	L	92.3	0.611	5.13	5.36	4.68	0.3243559297657668	4.39	2.73	0.49	0.293
Hal Woodeshick	66	5	L	92.3	1	7.1	5.85	4.88	0.3472934986099578	3.22	3.71	0	0.336
Jesse Houston	67	0	R	89	0.526	4.68	4.55	4.25	0.3424893029027942	2.43	1.72	0.51	0.31
Mike Fornieles	67	0	R	87.3	1	7.94	3.71	3.3	0.3085000988294946	3.61	2.27	0.62	0.283
Bob Kuzava	68	0	L	86.7	0.588	5.1	4.98	3.84	0.3232134200577915	3.74	2.18	0.42	0.298
Marshall Bridges	65	0	L	84.7	0	1.39	5.42	3.93	0.3373353665278627	4.99	5.21	0.32	0.316
Rip Sewell	63	0	R	79	1	7.9	4.78	3.87	0.317867526325454	3.08	1.25	0.57	0.294
Larry Benton	64	0	R	72.3	1	8.03	4.36	3.36	0.3175892018240963	1.99	1.12	1	0.256
Jim Todd	68	5	R	72	0	1.5	3.62	2.62	0.3245454129351386	3	3	0.38	0.293
Sparky Lyle	51	0	L	71.7	0	1.18	4.14	3.51	0.3076704483407297	3.14	2.51	0.75	0.268
Eddie Smith	67	0	L	68	0.111	2.52	6.22	5.56	0.372970399712426	5.43	3.18	0.53	0.361
Marshall Bridges	65	5	L	65.3	0	1.31	4.27	3.45	0.3035987063912743	4.27	5.1	0.41	0.265
Mike Marshall	57	0	R	61.3	0.474	3.23	5.29	4.85	0.3388280923902902	3.52	3.23	0.44	0.311
Elmer Singleton	67	0	R	60	0	1.54	4.5	4.2	0.3506319198672169	3.6	2.25	0.6	0.345
Joe Krakauskas	57	0	L	54.7	0.818	4.97	4.94	4.44	0.3340138504561016	4.44	7.73	0.49	0.259
Clay Carroll	65	5	R	52	0	1.16	2.77	2.08	0.2784255527065181	2.08	2.94	0	0.262
Claude Osteen	64	0	L	50	0	1.47	3.42	3.06	0.3402000432785383	2.7	3.06	0.72	0.29
Henry McHenry	66	0	R	49	0.312	3.06	6.43	6.24	0.3755657784789789	2.76	2.39	0.73	0.333
Bill Henry	69	0	L	48.7	0	1.87	1.66	1.11	0.2616658965890023	5.54	2.59	0	0.258
Jack Kralick	64	0	L	45	0.267	3	6.2	5	0.345589033766915	5	2.8	1	0.291
Harry Brecheen	67	5	L	44.3	1	8.86	3.66	3.66	0.2753144251959185	3.86	2.23	0.61	0.247
Ed Holley	69	5	R	43	0.286	3.07	6.7	6.07	0.3923550755085482	4.19	2.72	0.84	0.373
Jack Meyer	69	0	R	41.3	0	1.25	5.45	4.36	0.3395546048657524	5.01	3.49	0.22	0.351
Ron Darling	62	0	R	38.7	0	2.04	6.74	6.05	0.3719751812379034	5.35	3.95	0.47	0.359
Britt Burns	67	0	L	38.7	0.118	2.28	2.56	2.33	0.2687742979662172	5.12	3.02	0	0.276
Lew Burdette	60	0	R	37.7	0.059	2.22	7.16	5.97	0.3924214270649079	3.1	0.95	1.67	0.317
Don Nottebart	57	5	R	37.3	0	1.49	4.34	4.1	0.3139287196450598	2.9	1.45	0.24	0.304
Jerry Staley	66	0	R	35.7	0.308	2.75	6.05	5.29	0.426022912128448	1.51	2.27	2.02	0.329
Bob Romby	58	0	L	35	0	1.3	2.57	2.06	0.2800464802981294	4.89	5.14	0.26	0.222
Clay Bryant	66	0	R	34	0	1.13	4.5	4.24	0.3705628215615357	4.24	2.65	0.26	0.366
Chuck Stobbs	67	1	L	33.3	1	8.32	2.43	2.43	0.2722155878840348	2.43	2.7	0	0.241
Steve Stone	61	0	R	32	1	6.4	7.59	5.62	0.4007073915362607	3.94	6.47	0.84	0.336
Mike Armstrong	60	0	R	31.7	0	1.58	5.96	5.11	0.3839401854366484	6.25	4.54	1.14	0.352
Fred Green	62	0	L	30	0	1.11	1.5	1.2	0.2874038393238381	4.8	2.7	0	0.309
Clay Carroll	65	0	R	29.7	0	1.75	2.42	1.52	0.2541896815114297	1.82	1.82	0	0.223
Bob Buhl	50	0	R	29.7	1	7.42	6.67	3.03	0.3736209511292099	3.94	3.33	0.3	0.345
Jim Weaver	69	5	R	29.3	1	7.32	4.3	4.3	0.3430874990609334	5.22	3.07	0.31	0.35
Ed Olwine	63	0	L	28.7	0	1.79	4.39	3.45	0.3328949960639676	3.76	4.08	0.31	0.317
Wes Ferrell	65	0	R	27.3	0	1.82	4.29	2.64	0.3177108753164101	3.3	2.64	0	0.312
Dutch Leonard	69	1	R	27.3	0.75	6.82	3.96	3.63	0.3252136024525432	3.3	1.98	0.66	0.317
Bill Campbell	64	0	R	27	0	1.35	2.67	2.67	0.2809865709177763	3.67	2.33	0.33	0.258
Ed Olwine	63	5	L	26.3	0	1.55	4.11	1.71	0.3302730522392244	5.13	2.74	0.34	0.347
Dale Murray	66	0	R	25	0	1.39	1.44	1.08	0.2850588254675395	5.04	2.52	0.36	0.291
Eddie Smith	67	5	L	24	1	8	3.75	2.25	0.2980675759006703	5.62	1.5	0.75	0.273
John Candelaria	60	0	L	22.3	0.125	2.79	3.63	3.23	0.3263872274865942	2.02	1.61	0.81	0.253
Nino Espinosa	63	5	R	22	0	1.47	5.73	4.91	0.3681266216311309	3.68	1.64	0.82	0.317
Dan Spillner	64	5	R	21.7	0	1.55	4.98	3.73	0.3470022212405429	4.15	2.49	0.41	0.316
Lon Warneke	69	5	R	21.3	1	7.1	7.18	4.23	0.3763414771133778	1.69	2.54	0.85	0.337
Ed Whitson	64	0	R	21	1	7	5.57	5.57	0.377947736725045	2.14	3.86	1.29	0.312
Dave Roberts	68	5	L	17.3	1	8.65	0.52	0.52	0.2426148274290871	2.08	1.04	0	0.266
Mike Fornieles	67	1	R	16	1	8	2.81	0.56	0.267561244257668	3.38	0	0	0.276
Milt Pappas	61	0	R	14.7	0	1.63	9.18	9.18	0.4238994048626067	5.51	3.67	1.22	0.377
Atlee Hammaker	62	5	L	14.7	1	7.35	7.96	7.96	0.397988953718965	6.73	1.22	0	0.4
Adrian Devine	62	0	R	14	0	1.75	7.07	7.07	0.4050245585490201	2.57	2.57	1.93	0.296
Bo Belinsky	66	0	L	13.7	0	2.74	7.88	5.91	0.451275657212413	4.6	5.26	0	0.431
Mickey Haefner	64	0	L	13	0	1.62	4.15	0.69	0.3065269494275754	6.92	4.15	0	0.341
Roy Lee Jackson	58	0	R	12.7	0	1.81	2.13	2.13	0.2951450798173369	2.83	0.71	0	0.312
Bill Lohrman	63	0	R	12.3	0.5	6.15	6.59	5.12	0.4133705466765628	3.66	2.2	2.2	0.319
Dave LaRoche	61	0	L	12.3	0	0.88	3.66	3.66	0.3378351396099515	5.12	5.85	0	0.341
Ed Heusser	68	0	R	11.7	0	1.95	3.85	3.85	0.3188304593654013	3.08	2.31	0	0.31
Dick Barrett	62	0	R	10.7	1	5.35	12.62	8.41	0.4530219537744979	4.21	5.05	0	0.419
