# CAP key=diamondcapdaily__20260527 role=pit label=Diamond Cap Daily (from 2026-05-27) type=Daily env=current variants=all_cards obsval=40-99 minIP=10 minPA=null dates=2026-07-05..2026-07-19 recordsTotal=228 rows=228
Name	VAL	VLvl	Hand	IP	GSper	IPpergame	RA9	ERA	wOBAA	K9	BB9	HR9	BABIP
Adam Cimber	69	0	R	118.3	0	1.18	4.26	3.58	0.3359950881151929	6.31	3.58	0.61	0.326
Elmer Rodriguez	89	0	R	112.7	1	5.93	4.47	3.99	0.3338949048537435	6.79	4.71	1.12	0.271
Bob Miller	69	0	L	112.3	0	1.54	3.37	2.8	0.3164037035769368	5.61	2.64	0.88	0.287
Bob Romby	58	0	L	110	0.138	1.9	4.75	4.01	0.3102822104068639	7.04	4.01	0.74	0.28
Ad Lankford	80	0	R	109	1	6.06	4.29	3.8	0.3005706064180211	8.09	2.81	0.91	0.289
Slim Sallee	80	0	L	103.7	1	5.19	5.81	5.29	0.3603488362303135	3.21	2.6	0.95	0.32
Carl Pavano	79	0	R	102	1	6	4.24	4.15	0.3399130745867429	5.65	2.47	0.88	0.32
Sam Thompson	73	0	R	99.7	1	5.25	5.96	5.78	0.3511216327958656	4.96	2.89	1.44	0.286
Jack Taylor	72	0	R	98.7	1	6.17	3.56	2.92	0.3011432581270145	5.84	1.82	0.73	0.294
Al Leiter	80	0	L	98	1	5.76	4.96	4.87	0.3343188588771331	7.35	3.77	1.56	0.26
Old Hoss Radbourn	89	0	R	96	1	6.86	3.19	2.91	0.2741535738078845	6.09	2.62	1.03	0.216
Curry Foley	72	5	L	93	1	6.2	5.03	4.35	0.3296329884901781	6.87	2.52	0.58	0.333
Leroy Matlock	86	5	L	93	1	7.15	4.16	3.58	0.2990281284309916	8.32	1.74	0.97	0.298
Darrell May	60	0	L	91	0	1.23	4.65	3.86	0.3361966005644637	5.93	2.57	1.58	0.271
Shane Reynolds	81	5	R	89.3	1	5.58	2.92	2.82	0.2852652799641677	7.76	1.81	0.81	0.284
Nolan McLean	87	0	R	88	1	6.29	6.85	6.44	0.3434587863022933	6.85	3.07	1.84	0.261
Robert Poindexter	82	5	R	82.7	1	6.89	2.72	2.72	0.2726598161139546	7.07	2.61	0.98	0.236
Bob Miller	69	0	R	82.3	1	6.33	4.81	4.26	0.3109060596997753	4.16	2.08	0.66	0.293
Walter Johnson	86	0	R	79	1	6.58	1.94	1.71	0.2509116200067582	7.52	1.59	0.46	0.254
Mark Melancon	59	5	R	77.7	0	1.44	2.2	2.2	0.2695043528632202	5.1	3.24	0.46	0.235
Parker Messick	76	5	L	73.7	1	6.14	3.54	3.3	0.2879669971516575	7.69	2.69	0.73	0.279
George Zettlein	87	0	R	72.7	1	6.61	4.33	4.09	0.2996100298799618	7.68	1.61	1.61	0.244
Curt Simmons	74	0	L	72	1	6.55	3.75	3.5	0.3086830486292096	5.12	2	0.75	0.279
Early Wynn	72	0	R	71.3	1	5.94	4.92	4.54	0.3444468175877438	7.07	3.91	0.76	0.318
Greg Harris	76	0	R	71	0	1.25	4.18	3.3	0.3188701299183903	7.48	4.18	0.89	0.289
Jack Harshman	69	5	L	69.3	1	7.7	1.04	0.91	0.1954106448515912	8.05	2.34	0.26	0.189
Travis Sykora	78	0	R	69.3	1	6.3	3.64	3.64	0.3104183544359911	7.4	2.99	1.04	0.268
Ice Box Chamberlain	58	5	R	68.7	0.079	1.81	3.93	3.93	0.3416756184909752	7.73	1.7	1.31	0.322
Carl Lundgren	64	0	R	68	1	6.18	6.35	5.82	0.3656597774983757	5.69	3.97	0.93	0.346
Jim Brewer	78	0	L	68	0	1.03	4.5	4.24	0.3070330444735951	8.47	2.91	0.93	0.317
Juan Guzman	75	5	R	67.3	1	5.61	4.15	4.15	0.3284273108735038	7.76	3.88	0.94	0.313
Bill Holland	87	5	R	66.7	1	6.06	4.59	3.91	0.3338963764699415	7.15	2.02	1.48	0.291
Jim Kaat	87	0	L	66	1	6	3.82	3.41	0.3045158990490894	7.77	2.73	0.95	0.286
Madison Bumgarner	88	0	L	65.7	1	6.57	3.42	3.29	0.2920768975609564	8.08	3.01	0.55	0.292
Winston Santos	65	0	R	65.7	0	1.04	3.84	3.42	0.313220165805603	7.95	4.25	0.96	0.283
Bill Gatewood	62	0	R	65.3	0	1.55	4.69	3.72	0.3277588436837292	3.72	3.86	1.24	0.259
Aroldis Chapman	68	0	L	65	0	1.2	6.37	5.54	0.3686603284502409	9.42	6.65	1.66	0.307
Stan Williams	69	0	R	62.3	1	5.66	5.2	4.77	0.3495300631706117	8.38	2.74	2.17	0.266
Mario Soto	83	0	R	62	1	6.2	3.63	3.34	0.3054108042714691	9.58	3.34	0.87	0.302
Silver King	78	0	R	61.7	1	5.61	4.23	3.94	0.3262084473000875	7.88	3.5	1.17	0.278
Joe Ryan	60	0	R	61.3	0	1.43	5.14	3.96	0.3354106108752554	8.66	3.52	1.76	0.284
Julio Teheran	79	0	R	60.7	1	6.74	3.26	3.11	0.2748944296413519	6.38	2.08	0.74	0.242
Dave Brown	89	0	L	59.7	1	5.43	4.37	4.22	0.3235369257223089	7.84	3.32	1.21	0.258
Billy Wagner	58	5	L	59	0	1.23	3.97	3.66	0.3188495691935151	10.07	5.95	0.76	0.304
Alex Vesia	81	0	L	55.3	0	1.01	2.28	2.12	0.2763520260090097	8.63	3.58	0.81	0.25
Luis Perdomo	59	5	R	53.3	0.025	1.33	1.18	0.84	0.2729365702224275	4.9	1.69	0.34	0.276
Hal Woodeshick	66	5	L	52	0.364	2.36	5.88	4.67	0.3401494915370682	5.71	3.81	0.52	0.32
Jake Odorizzi	73	0	R	51	1	5.67	4.76	4.76	0.3448311263394229	6.88	1.76	1.59	0.295
Steve Ontiveros	82	0	R	50.3	1	6.29	3.94	3.76	0.2894476950536472	4.12	1.97	1.07	0.241
Didier Fuentes	79	0	R	48	1	5.33	4.69	4.31	0.3838493098507872	9.38	2.06	1.69	0.385
Rick Mahler	69	0	R	47.3	1	5.91	4.76	4.19	0.3350628035354921	7.23	2.28	1.33	0.295
Brandon Sproat	88	0	R	45.7	1	5.71	5.91	5.91	0.3366433580149871	8.27	3.35	0.79	0.331
Joe Krakauskas	57	0	L	45.3	0.429	3.24	4.57	4.17	0.3505372969400529	9.74	6.75	1.39	0.273
Shawn Armstrong	88	5	R	44.7	0	1.09	2.62	2.62	0.2917491268729615	5.44	1.01	0.81	0.283
Joe Mays	64	0	R	44.7	0.059	1.31	2.82	2.82	0.2933036499857429	5.03	2.62	0.81	0.25
Luis Perdomo	59	0	R	44.3	0	0.92	3.25	3.25	0.3411442123473762	3.86	2.64	1.02	0.297
Frank Foreman	75	0	R	42.3	1	5.29	7.66	7.02	0.3923030463439274	7.87	2.55	3.19	0.268
Tom Seaver	56	0	R	42.3	0	1.32	6.38	6.17	0.3485252885280749	7.87	6.17	1.06	0.301
Randy Jones	83	0	L	41.7	1	6.95	2.81	2.37	0.2767776909259881	3.45	0.86	0.22	0.267
Darltie Cooper	68	5	R	41.3	1	6.88	3.49	2.83	0.2745287703135435	6.76	2.18	0.87	0.246
Whitey Ford	67	0	L	41	1	5.86	4.39	3.95	0.3539214314903568	5.71	1.98	0.66	0.368
Jesse Houston	67	5	R	40.7	0	1.4	6.86	6.19	0.3748707328994381	4.42	3.98	1.55	0.294
Jurrangelo Cijntje	80	0	R	40.7	0.857	5.81	3.54	3.54	0.2702559092790381	7.74	3.32	1.33	0.196
George Klassen	79	5	R	39.3	1	4.91	7.79	6.18	0.3983766232827177	7.33	3.21	2.29	0.323
Salomon Torres	56	0	R	39	0	1.18	6	6	0.3148393575669134	3.23	2.08	0.92	0.257
Dave LaRoche	61	0	L	39	0	0.74	4.38	3.92	0.3307844038651127	9.92	5.77	0.92	0.33
Jim Todd	68	0	R	38	0	1.09	5.92	5.68	0.3508711754529625	5.68	6.16	0.71	0.323
Jimmy Hill	77	0	L	37.3	0.118	2.19	6.51	5.07	0.3969398918558746	8.69	3.86	1.69	0.371
Matt Davidson	56	0	R	37	0	1.37	5.84	5.84	0.3344940418820263	7.3	3.65	1.46	0.297
Adam Ottavino	79	0	R	36.3	0	1.07	3.72	1.98	0.310899462937961	7.19	4.96	0.74	0.291
Johnny Niggeling	78	5	R	36.3	1	6.05	4.21	3.72	0.3036501715580968	7.69	4.46	0.99	0.248
Hayden Birdsong	66	0	R	35.3	0	1.6	3.06	2.8	0.2410931865327382	7.9	3.06	0.51	0.227
Kyle Hendricks	82	0	R	35.3	1	5.88	4.33	4.08	0.3502272001119092	5.35	1.27	1.27	0.306
Hector Carrasco	59	5	R	35	0	1.25	4.89	3.34	0.3271063858277702	6.69	4.63	0.51	0.297
John Thomson	57	0	R	34.3	1	5.72	3.67	2.36	0.3020034103875618	5.51	2.36	0.52	0.288
Justin Nicolino	55	0	L	34	0	1.13	7.15	5.82	0.3794558904822254	3.97	4.5	1.06	0.341
Larry Corcoran	68	5	R	33.7	0	1.6	5.61	5.61	0.3840543926158311	7.21	5.88	1.07	0.34
Floyd Bannister	57	0	L	33.3	1	5.55	5.41	4.59	0.3496160919155448	5.68	1.62	1.89	0.262
Vicente Padilla	59	0	R	33.3	1	4.76	7.84	7.03	0.4000190655681332	5.95	3.51	1.89	0.339
Eddie Smith	67	5	L	33.3	1	6.66	4.05	3.24	0.3352955671842314	6.76	2.16	0.81	0.317
Dick Lines	69	0	L	32.3	0	0.98	3.34	3.07	0.3333903564385078	6.97	2.79	0.56	0.352
Glen Perkins	56	0	L	32.3	0	1.2	4.74	4.18	0.3322117683248388	7.52	2.23	1.67	0.271
Patricio Scantlebury	56	0	L	32.3	0	1.01	8.64	5.85	0.4111633050431617	6.97	6.69	1.39	0.352
Fernando Cruz	75	0	R	32	0	1.19	5.34	5.34	0.3225804243288819	9	3.09	0.28	0.344
Ken Brett	55	5	L	32	0	0.91	3.94	3.66	0.326957656124277	3.09	3.09	0	0.333
Carl Mays	81	0	R	31.3	0	1.12	2.3	2.01	0.2521446288310625	7.19	2.59	0	0.286
Tanner Bibee	71	0	R	30.7	1	6.14	3.52	3.52	0.2770774306770961	10.55	3.81	0.88	0.276
Adam Cimber	69	5	R	30.3	0	1.04	5.05	4.75	0.3182795724188631	6.83	3.86	0.3	0.32
Dave Stieb	89	5	R	30.3	1	6.06	1.49	1.19	0.2319433751480492	8.32	2.08	0	0.271
Ramon Arano	55	5	R	29.7	1	4.95	9.7	9.7	0.4177445524876429	4.55	3.64	1.52	0.357
Jim Palmer	74	5	R	29.3	1	5.86	5.53	4.91	0.3287059294163302	7.68	2.76	1.23	0.287
Roberto Hernandez	84	0	R	29.3	0	1.33	2.46	2.46	0.2262601869053995	3.99	3.69	0	0.198
Ray Brown	85	5	R	28.3	1	7.08	6.68	6.04	0.3655944625764069	4.13	2.54	0.32	0.366
Brad Radke	82	5	R	28	1	5.6	6.43	6.43	0.3649624804711902	4.5	0.96	0.64	0.371
Jack Harshman	69	0	L	27	0.667	4.5	4.67	4.67	0.3282629282506447	8	4	0.67	0.307
Seth Morehead	78	5	L	27	0	1.29	3.67	3.67	0.3217235892642936	5.67	3	0.67	0.311
John D&#39;Acquisto	76	0	R	26	0	1.37	3.46	2.77	0.2819407937958284	9.69	2.42	1.04	0.269
Ken Lehman	57	0	L	26	0	1.08	4.15	3.81	0.3312335453682067	4.5	1.38	1.38	0.279
Neck Stanley	78	5	L	26	1	6.5	2.77	2.77	0.3019131105484663	6.58	1.73	0.69	0.282
Bruce Dal Canton	75	0	R	25	1	6.25	5.04	5.04	0.3822419771219994	4.32	7.56	1.08	0.275
Dave Boswell	67	0	R	24.3	1	6.08	4.81	4.44	0.3280585368164745	10.37	4.44	1.85	0.267
Al Osuna	60	0	L	24.3	0	1.01	5.93	5.19	0.3433381415539944	5.93	5.19	0.74	0.312
Hector Carrasco	59	0	R	24	0	1.6	2.62	2.62	0.25694344169932	6.75	4.12	0.38	0.238
Tom Morgan	58	0	R	24	0	0.89	5.62	5.62	0.3176587039568378	2.25	3.38	0.38	0.292
Mike Gonzalez	80	5	L	24	0	1.09	6	3.75	0.3320536014075544	7.12	8.25	0.38	0.282
Mark Littell	77	0	R	24	0.059	1.41	3.75	3.38	0.2884248615097176	5.25	2.62	0	0.3
Bill Dailey	76	0	R	23.7	0	1.48	5.7	3.8	0.3448862213679908	3.8	4.94	0	0.333
Dick Radatz	71	0	R	23.3	0	1.37	6.95	6.57	0.3946760264594729	7.73	4.64	1.55	0.36
Frank Viola	69	5	L	23.3	0	1.46	2.7	1.93	0.3199605880289921	5.41	4.25	0.39	0.291
Jim Kaat	87	5	L	23	1	7.67	2.35	1.96	0.2544722727866037	8.22	2.74	0.39	0.258
Konnor Pilkington	60	0	L	22.3	1	4.46	7.26	6.86	0.3976508019140684	7.26	4.04	1.61	0.352
Justin Nicolino	55	5	L	22.3	1	5.58	5.25	5.25	0.3672674124747027	3.23	1.21	1.21	0.308
Sandy Consuegra	85	5	R	21.7	0	1.03	3.73	3.73	0.3192238719660584	3.73	3.32	0.83	0.308
Bryan Abreu	76	0	R	21.3	0	1.12	7.18	7.18	0.4008171496774547	10.14	4.65	2.96	0.309
Sonny Gray	88	0	R	21.3	1	5.32	6.76	5.49	0.3466198657759695	8.03	4.23	1.69	0.259
Chase Silseth	58	0	R	21.3	0	1.25	4.65	4.65	0.3254695273259398	8.03	4.65	0.85	0.305
Curt Schilling	65	5	R	21.3	0	0.97	4.65	4.65	0.3399177680636761	7.18	5.92	0	0.338
Ray Burris	56	0	R	21	1	5.25	5.14	5.14	0.3077050590395283	7.29	4.71	0.86	0.241
Matt Strahm	74	0	L	20.7	0	1.09	4.35	4.35	0.3707495992044574	6.96	3.48	1.74	0.279
Fernando Rodney	63	5	R	20.3	0	0.92	5.32	4.43	0.3291293002558641	8.87	3.99	0.89	0.281
Jonathan Loaisiga	77	0	R	20.3	0	1.69	9.31	8.87	0.3656423163088183	5.76	3.55	0.44	0.357
Connie Johnson	65	0	R	20.3	0	1.56	1.77	1.77	0.2994672385705696	7.54	2.22	0.89	0.283
Chris Hammond	89	0	L	20.3	0	1.19	1.77	1.33	0.2541474648783956	4.88	4.88	0.44	0.203
Shelby Miller	77	5	R	20.3	1	5.08	3.55	3.55	0.338710615784128	9.75	3.55	2.66	0.224
Robby Snelling	81	5	L	20	1	6.67	2.25	2.25	0.2100142504770574	9.9	3.15	0	0.239
Chris Hammond	89	5	L	19.7	0	0.94	0.46	0.46	0.2528108510510703	9.14	1.83	0.46	0.28
Tom Morgan	58	5	R	19	0	1	6.16	6.16	0.3492292230300915	3.32	1.42	0.47	0.324
Davis Martin	78	0	R	18.7	1	6.23	5.78	5.78	0.4047045646038681	8.18	3.37	2.41	0.356
Ken Sanders	68	0	R	18.7	0	1.25	5.29	4.33	0.3855818161269222	2.41	1.44	1.44	0.333
Tyler Clippard	88	0	R	18.3	0	1.22	4.43	3.93	0.3626127084187165	8.85	1.48	0.98	0.4
Tommy Thomas	75	1	R	18.3	1	6.1	3.44	3.44	0.2789859767220899	7.87	3.44	0.49	0.25
Tom Williams	68	5	R	18.3	1	6.1	4.92	4.92	0.3752805229061166	3.93	1.48	1.48	0.338
Greg Maddux	62	0	R	18	0.25	2.25	6	5.5	0.4265566087554518	6.5	2.5	3.5	0.298
Jeremiah Estrada	82	0	R	17.7	0	1.11	2.03	2.03	0.2740356976705886	7.63	3.05	0.51	0.269
David Aardsma	80	0	R	17.7	0	0.74	5.59	4.58	0.2956003070532667	7.12	4.58	0.51	0.269
Pretzels Getzien	64	5	R	17.7	1	5.9	5.59	4.58	0.3473395371528931	9.15	2.03	0.51	0.397
Tony Watson	87	0	L	17.7	0	0.93	4.07	3.05	0.3567163346944749	9.15	5.08	0	0.417
Double Duty Radcliffe	57	0	R	17	0	2.12	8.47	5.82	0.3862260279030119	3.18	1.59	0.53	0.371
Roy Lee Jackson	58	0	R	16.7	0	1.39	5.39	5.39	0.3175694398151669	8.08	1.08	1.08	0.306
Jonathan Loaisiga	77	5	R	16.7	0	0.8	3.77	3.23	0.3140173179924471	7.54	3.23	0	0.34
Toad Ramsey	67	0	L	16.7	1	5.57	5.39	4.85	0.2996218091604197	9.7	3.77	0	0.34
Al Hrabosky	88	0	L	16.3	0	0.86	2.76	2.21	0.2568117442769754	7.73	2.76	0	0.289
Wilson Alvarez	59	5	L	16.3	0	1.48	4.97	4.97	0.3751235581368022	9.39	3.87	0.55	0.404
Emerson Hancock	69	0	R	16	1	5.33	6.19	4.5	0.3931707389148724	6.19	2.81	1.69	0.345
Lucas Erceg	58	0	R	16	0	1.45	3.94	2.25	0.3056362281589605	6.75	6.19	0	0.292
Carl Lundgren	64	5	R	16	1	8	1.69	1.69	0.2211149652853614	9	3.38	1.12	0.143
Eric Milton	69	0	L	16	1	5.33	7.88	7.88	0.4291166415109824	5.62	1.69	1.69	0.4
Andres Munoz	88	0	R	15.7	0	0.83	5.16	5.16	0.3602348456054908	9.17	2.87	2.29	0.279
Matt Davidson	56	5	R	15.3	0	1.28	8.24	8.24	0.3811780790147851	9.41	1.76	2.94	0.286
Neil Allen	60	0	R	15	0	1.5	5.4	5.4	0.3942030739017106	7.8	1.2	1.8	0.375
Marshall Bridges	65	0	L	14.7	0	1.34	3.67	3.06	0.2999128237446996	11.63	6.12	0.61	0.273
Ted Trent	69	0	R	14.7	1	4.9	5.51	3.67	0.3675450468231345	6.12	3.06	1.22	0.346
Bill Dailey	76	1	R	14.3	0	0.84	13.22	5.03	0.4187215199876661	8.81	9.44	0	0.473
Brian Tallet	60	0	L	14	0	1.17	1.29	1.29	0.1739821356943593	4.5	1.29	0	0.175
Rich Garces	78	0	R	14	0	1.17	9	5.14	0.4334240515382369	3.86	1.93	1.93	0.357
Dave Stieb	65	5	R	14	0	1.27	1.93	1.93	0.2285037981474116	6.43	5.14	0	0.205
Kirk Rueter	59	0	L	14	0.333	2.33	5.14	3.86	0.3929327710003404	2.57	3.21	0	0.351
Henderson Alvarez III	60	0	R	14	1	7	3.21	3.21	0.2319015472322159	7.71	1.93	0.64	0.189
Floyd Bannister	57	5	L	13.7	0	1.25	7.23	7.23	0.3844762042168232	5.91	1.31	1.97	0.36
Bill Caudill	81	0	R	13.7	0	1.25	2.63	2.63	0.2754437317461199	7.88	1.97	1.31	0.194
Michael McGreevy	76	0	R	13.3	1	6.65	0.68	0.68	0.2113874396446591	5.41	0.68	0.68	0.189
Hal Woodeshick	66	0	L	13.3	1	6.65	3.38	3.38	0.3188639313930842	7.44	4.06	0.68	0.289
Steve Olin	58	0	R	13.3	0	1.33	4.06	4.06	0.3801283167796075	8.12	6.09	2.03	0.25
Kutter Crawford	64	0	R	13	0.111	1.44	6.92	6.23	0.3059635715268289	5.54	2.77	0.69	0.262
Eppa Rixey	78	5	L	13	1	6.5	2.08	2.08	0.2547226746191062	4.15	0.69	1.38	0.175
Dylan Lee	89	0	L	12.7	0	0.79	2.13	2.13	0.2734275809490221	7.09	1.42	0	0.317
Paul Shuey	57	0	R	12.7	0	1.06	1.42	1.42	0.2164178251135061	8.5	3.54	0.71	0.161
Storm Davis	77	0	R	12.7	1	6.35	2.13	1.42	0.2482313873865348	4.96	2.13	0.71	0.216
Frank Lary	67	0	R	12.7	0.167	2.12	6.38	4.25	0.3213438954226774	5.67	1.42	1.42	0.286
Joey Wentz	69	0	L	12.3	1	6.15	2.2	1.46	0.2294005498130645	3.66	0.73	0.73	0.184
Mark Melancon	59	0	R	12.3	0	1.37	3.66	2.93	0.2880939566349494	6.59	3.66	0.73	0.243
Jesse Duryea	64	0	R	12.3	0	1.12	3.66	3.66	0.3411828896740013	7.32	2.93	1.46	0.341
Shawn Armstrong	88	0	R	12.3	0	1.03	2.2	0.73	0.2935283754030463	2.93	1.46	0	0.302
Jake Bloss	67	0	R	12.3	1	6.15	3.66	3.66	0.3046221658968474	8.05	1.46	0	0.342
Johnny Antonelli	67	0	L	12.3	1	6.15	3.66	2.93	0.250911777079752	5.85	5.12	0.73	0.176
Craig Kimbrel	63	0	R	12	0	0.92	3	3	0.2882122776528732	7.5	5.25	2.25	0.138
Kris Bubic	86	0	L	11.7	1	5.85	6.92	6.15	0.3265099045332009	8.46	3.08	0.77	0.343
Laymon Yokely	67	5	R	11.7	0	1.46	3.08	2.31	0.2635304003102683	4.62	2.31	0	0.275
Peter Lambert	64	0	R	11.7	1	5.85	6.15	5.38	0.340722652753648	7.69	1.54	2.31	0.273
Mark Melancon	59	1	R	11.3	0	0.87	0.8	0.8	0.2350825896816765	7.17	5.58	0	0.2
Edward Cabrera	71	0	R	11	1	5.5	5.73	5.73	0.4567138552632021	8.18	3.27	3.27	0.371
Jose Soriano	74	0	R	11	1	5.5	2.45	2.45	0.2905500190254652	9	4.91	0.82	0.276
Carl Fischer	64	0	L	11	1	5.5	3.27	3.27	0.3382238285302681	11.45	5.73	0.82	0.37
Robby Snelling	81	0	L	11	1	5.5	1.64	1.64	0.3490192584310909	10.64	1.64	0	0.485
Jason Adam	71	0	R	10.7	0	1.34	4.21	4.21	0.3311633846918053	5.89	3.36	1.68	0.226
Bubba Chandler	67	0	R	10.7	1	5.35	8.41	6.73	0.4583780827869858	8.41	3.36	2.52	0.4
Tommy Bond	77	0	R	10.7	1	5.35	8.41	8.41	0.5093558206300328	9.25	4.21	2.52	0.5
Erik Sabrowski	58	0	L	10.3	0	1.14	5.24	4.37	0.3304884959445645	8.74	5.24	0.87	0.323
Whitey Glazner	64	0	R	10.3	1	5.15	8.74	8.74	0.3956535794960357	4.37	3.5	1.75	0.306
Jose Lima	69	0	R	10.3	1	5.15	6.12	6.12	0.4063566333677379	1.75	2.62	2.62	0.256
Ian Seymour	69	0	L	10.3	0	1.29	4.37	4.37	0.3265001592170946	10.49	1.75	1.75	0.308
Steven Matz	68	0	L	10	1	3.33	10.8	9	0.4703788931530793	6.3	2.7	2.7	0.389
