# CAP key=earlygold__20260314 role=hit label=Early Gold type=Daily env=current variants=all_cards obsval=47-89 minIP=null minPA=30 dates=2026-07-05..2026-07-19 recordsTotal=516 rows=516
Name	POS	VAL	VLvl	Hand	PA	AVG	OBP	SLG	wOBA	BBpct	SOpct	HR600	BABIP	XBHpct	3B/XBH	wSB600	UBR600	WAR600
Ken Henderson	LF	85	0	S	6173	0.2798708288482239	0.3312592107417717	0.3681377825618945	0.3235002593981428	7.1	8	2.4	0.297	23.8	19.14	-0.73	3.89	2.42
Brandon Marsh	LF	89	0	L	5270	0.2890495867768595	0.3240452065471551	0.3770661157024793	0.3230289372729619	4.4	10.7	3.4	0.317	21	24.49	-0.26	-0.58	1.753
Carl Crawford	LF	81	0	L	5076	0.290905315614618	0.3153830924569392	0.4593023255813953	0.3470842882557442	3.3	6.3	4.1	0.302	34.5	53.42	-0.43	3.77	3.794
Mike Easler	1B	87	0	L	5051	0.2805989583333333	0.329962324013484	0.3962673611111111	0.3296292890098033	6.7	10.2	8.3	0.296	24.8	22.43	0	-2.76	1.33
Cecil Cooper	1B	89	0	L	4960	0.3004436932178323	0.3200404858299595	0.4096767377984365	0.329423039547055	2.8	5.5	6.4	0.306	23.7	21.96	0	1.65	2.77
Bryan Reynolds	LF	89	0	S	4806	0.2724121996303142	0.3221061607333191	0.3699168207024029	0.320571128794874	6.4	9.1	3.7	0.292	25.7	19.47	-0.41	-0.06	1.111
Ken Griffey Jr.	CF	84	0	L	4704	0.2865853658536585	0.3366887984579139	0.3590525328330206	0.3227530910605828	7	8.1	4.5	0.301	18.9	3.46	-0.09	0.27	3.597
Eddie Joost	SS	89	0	R	4406	0.2410830512887269	0.3151162790697675	0.3256964332205155	0.3005295366722643	9.3	11	4.8	0.261	23.7	16.44	-0.48	0.3	1.77
Earl Webb	RF	72	0	L	4056	0.2934841141626279	0.341403162055336	0.3982229402261712	0.3405282214575643	6.9	8.3	2.8	0.312	28.6	12.5	-0.52	3.25	2.929
Yu Chang	SS	89	5	R	3782	0.2940668202764977	0.3360874200426439	0.3983294930875576	0.3367781597780045	5.7	7.6	5.4	0.307	23.4	23.01	-0.19	1.49	3.633
Rogers Hornsby	2B	83	0	R	3688	0.2593835825450107	0.323924362839134	0.3454379005187672	0.3129265283575846	8.6	7.5	4.1	0.271	25.3	7.91	-0.11	-0.41	1.546
Tony Lazzeri	2B	89	0	R	3563	0.2554536832121403	0.3076026798718322	0.3582042364843503	0.308365809622056	6.4	12.9	5.4	0.283	23.9	35.23	-0.17	0.54	2.711
Jack Burdock	2B	87	0	R	3410	0.294556765163297	0.3208713570797763	0.4665629860031104	0.3528776939502301	3.7	7.9	6	0.308	35.8	43.07	0.58	2.52	5.578
Albie Pearson	RF	85	0	L	3312	0.2542727589815138	0.3273123637496107	0.3334495988838507	0.3108645327552804	9.3	5.3	2.4	0.263	20.3	35.81	-0.22	4.55	1.812
Joe Judge	1B	74	0	L	3302	0.2737411287597161	0.3297578915108796	0.4754984792159513	0.3591025722478361	7.6	7.3	3.1	0.287	43.7	59.04	-0.2	0.36	3.489
Jackie Robinson	LF	87	0	R	3160	0.2728230337078651	0.3189347190646314	0.3588483146067415	0.3140240220504738	6.1	5.7	4.7	0.28	19.4	29.14	-0.72	1.63	1.12
Oscar Charleston	CF	89	0	L	3028	0.2417787742899851	0.2989445011916922	0.312780269058296	0.2835348426730361	7.2	7.5	4.6	0.252	20.1	10.77	-0.16	0.91	0.436
Carter Jensen	C	89	0	L	2971	0.2472296522735957	0.3182897862232779	0.3523118074130684	0.3076723620247698	9.1	10.5	4	0.266	26.3	38.24	-0.48	-1.92	1.535
Ray Dandridge	3B	88	5	R	2926	0.2983100661278472	0.3284722222222222	0.4254224834680382	0.3423149668335145	3.9	5.6	1.8	0.311	30.4	32.79	-0.35	-0.62	3.876
Brandon Crawford	SS	88	0	L	2828	0.3038652889399158	0.3431303116147309	0.4137007271335629	0.3466854810523021	5.8	8.3	5.5	0.319	23.6	25.67	-0.42	0.38	4.222
Dave Brown	P	89	0	L	2775	0.1644710578842315	0.1978063540090771	0.1936127744510978	0.1869110304239759	3.7	14.8	1.7	0.188	13.8	0	0	-3.05	-4.259
Steve Finley	CF	89	5	L	2767	0.2849206349206349	0.322556943423953	0.4507936507936508	0.346646107299577	5.3	5.8	3	0.293	35.7	52.34	-1.67	4.29	4.467
Bobby Bonds	RF	87	0	R	2707	0.2351263243683782	0.2975175991107818	0.3410757946210269	0.2978060669218742	8	13.2	9.5	0.254	23.7	27.01	-0.24	4.77	2.061
Bob Fothergill	LF	86	0	R	2531	0.290391156462585	0.3207243460764588	0.3983843537414966	0.3293070208550749	4.1	6.8	4.3	0.303	25.6	24.57	-0.83	-1.64	1.944
Curtis Granderson	CF	75	0	L	2510	0.277349069450749	0.3252609603340292	0.4489332728098048	0.3474419543827358	6.5	10	5.7	0.296	35.2	53.49	-0.17	3.85	3.825
Carson Benge	RF	82	0	L	2508	0.2634062634062634	0.3037364403374849	0.4024024024024024	0.3189667757288586	5.1	8	3.3	0.279	31.9	51.02	-0.29	3.68	2.512
Carson Williams	SS	87	5	R	2477	0.2578505086245024	0.3099391480730223	0.394515701017249	0.3198705107295773	6.9	11.3	5.6	0.279	31	45.3	-0.12	0.68	4.99
Roy White	LF	89	0	S	2425	0.2573394495412844	0.3203963666391412	0.3605504587155963	0.3137516453947439	8.5	6.3	4.7	0.264	25	33.57	-0.25	5.89	2.301
Orlando Cabrera	SS	89	0	R	2303	0.2477240057498802	0.2873769024171889	0.3200766650694777	0.2813982392973264	4.7	5.6	3.6	0.254	21.7	9.82	-0.08	0.83	1.146
Warren Spahn	P	84	0	L	2250	0.2184349495919347	0.2411737734983952	0.2808449351896303	0.2422027342693112	2.3	16.3	5.6	0.248	17.8	8.64	0	-1.97	-0.907
Dock Ellis	P	85	0	S	2227	0.1955143832276938	0.2126463700234192	0.219405168210629	0.2024018551611337	1.8	18.3	1.6	0.232	8.2	12.12	-0.16	-1.91	-2.964
Dylan Beavers	RF	87	0	L	2209	0.2496233048719237	0.3053645116918844	0.3611250627825213	0.3076134481568961	7.3	7.8	5.4	0.26	27	35.82	-0.79	3.29	0.896
Bid McPhee	2B	84	0	R	2199	0.2670340681362726	0.3222272934732999	0.4273547094188377	0.3388792482123536	7.5	9	1.1	0.288	37	58.38	-0.16	1.34	4.584
Willie Stargell	1B	89	0	L	2133	0.2657520325203252	0.311590802440169	0.3628048780487805	0.3095522514663786	6.3	11.6	5.9	0.289	25.6	11.19	0	-3.23	0.703
Ossie Bluege	3B	89	5	R	1991	0.2547332185886403	0.3076519916142558	0.3327596098680436	0.2978489844579404	6.8	4.3	0.6	0.262	23.9	24.53	0.06	3.8	3.405
Hilton Smith	P	88	0	R	1910	0.2725733634311512	0.2902173913043478	0.322234762979684	0.2838040923743851	2.5	8.7	1.3	0.294	16.1	2.56	0	1.45	0.754
Oneil Cruz	CF	88	0	L	1899	0.25	0.3035040431266846	0.3370588235294117	0.2981425052660837	6.8	12.9	5.4	0.276	22.4	20	0.22	0.98	1.295
Rich Gedman	C	86	0	L	1873	0.296875	0.339946380697051	0.4375	0.3518878232988778	6	8.9	7.7	0.312	31	22.64	-0.06	-2.43	4.421
Steve O&#39;Neill	C	87	0	R	1840	0.2589665653495441	0.3142857142857143	0.3434650455927052	0.3030283500537282	7.3	5.5	1.3	0.267	26.1	18.02	-0.03	1.14	2.576
Clint Thomas	CF	88	0	R	1833	0.2456033959975743	0.2895033860045147	0.3850818677986659	0.3064744238950746	5.6	7	3.6	0.256	34.6	48.57	-0.43	0.95	1.899
Luis Castillo	2B	73	0	S	1822	0.2677696078431372	0.3183352080989876	0.3541666666666667	0.3104588678366365	6.6	5.8	0.3	0.281	21.5	47.87	-0.07	2.93	3.425
Mickey Vernon	1B	83	0	L	1807	0.2879238548483046	0.3186383928571428	0.438429506246282	0.3388381182598751	4.6	5.8	4	0.296	34.1	38.79	-0.17	-1.93	2.191
Richie Ashburn	CF	87	0	L	1788	0.2710805746408494	0.3318284424379233	0.3210493441599001	0.3087355025857937	8	6	2	0.282	10.6	47.83	-0.37	3.26	1.51
Jake Daubert	1B	86	0	L	1780	0.2932098765432099	0.3361726291879614	0.4135802469135803	0.3414814176548441	6	6.4	4	0.303	23.6	52.68	-0.2	0.84	2.292
Steve O&#39;Neill	C	87	5	R	1764	0.2899185973700689	0.3379389752446747	0.3788353162179086	0.3308936691382576	6.5	5.1	1	0.301	25.7	14.29	-0.51	-0.85	3.844
Mark Fidrych	P	84	0	R	1633	0.1249190938511327	0.1372549019607843	0.143042071197411	0.1320622176867082	1	23.6	1.8	0.158	8.8	5.88	0	-3.12	-6.65
Old Hoss Radbourn	P	89	5	R	1607	0.2348066298342542	0.2817080943275972	0.2727900552486188	0.2633006416997898	5.8	8	2.2	0.248	10.9	16.22	-0.22	-0.26	-0.411
Howard Johnson	3B	84	0	S	1607	0.2654867256637168	0.3210952084629745	0.3893805309734513	0.3258617144442215	7.5	10.3	6.7	0.284	30.5	22.69	1.23	2.28	2.726
Juan Uribe	SS	66	0	R	1594	0.2406311637080868	0.2552648372686662	0.3892176199868508	0.2868429020805762	1.7	9.8	3	0.26	36.9	55.56	0.23	0.19	3.312
Danny Tartabull	RF	87	0	R	1572	0.2657689581856839	0.3290897517504774	0.406094968107725	0.330772256771552	8.5	15.2	8	0.297	35.2	18.18	-0.23	0.34	1.908
Mike Easler	1B	87	5	L	1542	0.2754957507082153	0.3244646333549643	0.3902266288951841	0.3227145014090251	7	12.9	6.6	0.302	26.2	25.49	0	-2.06	0.934
Carl Crawford	LF	81	5	L	1542	0.2850174216027875	0.3237971391417425	0.4620209059233449	0.3520386021349465	4.5	5.9	4.7	0.294	36.4	54.36	-0.62	3.81	4.28
George Lombard Jr.	SS	86	0	R	1523	0.2511380880121396	0.3225152129817444	0.3550834597875569	0.3165638479178339	8.8	11.8	5.5	0.273	26.9	22.47	-0.28	-0.04	2.167
Albie Pearson	RF	85	5	L	1520	0.2803149606299213	0.3663028649386085	0.3811023622047244	0.3501606911967385	11.6	5.8	2	0.291	25.3	31.11	0.08	3.12	3.276
Tommy Troy	2B	83	0	R	1488	0.270849273144606	0.3270963270963271	0.37796480489671	0.3226195630239606	7.6	10.6	1.6	0.296	27.4	36.08	-1.25	1.29	1.855
Frankie Pytlak	C	81	0	R	1473	0.2611996962794229	0.3105849582172702	0.3462414578587699	0.3009839636746848	6.7	4.9	1.6	0.269	21.8	38.67	-1.18	1.34	2.363
Tony Lazzeri	2B	89	5	R	1473	0.2424471299093656	0.2985487214927436	0.3451661631419939	0.2971843832545317	7	13.6	4.1	0.271	26.2	38.1	-0.77	0.9	2.159
Satchel Paige	P	87	0	R	1435	0.2049736247174077	0.21875	0.2562170308967596	0.2186495279394218	1.8	12.4	1.3	0.228	15.4	47.62	0	-1.8	-2.049
Elmer Smith	RF	88	0	L	1415	0.2774343122102009	0.3290870488322717	0.4265842349304482	0.3437366523087617	6.8	7.6	5.9	0.289	32.3	42.24	-0.64	0.34	2.417
Zack Cozart	SS	83	0	R	1411	0.2755344418052256	0.3364153627311522	0.3697545526524149	0.3233115815904265	8	7.3	3.4	0.288	21.3	39.19	-0.34	-0.6	3.7
Buddy Bell	3B	85	0	R	1405	0.2714067278287462	0.2923976608187134	0.3539755351681957	0.2949891896276859	2.8	5.6	3.4	0.279	21.7	19.48	-0.43	1.62	2.776
Tommy Troy	2B	83	5	R	1403	0.2780049059689289	0.3520923520923521	0.401471790678659	0.3446647564286887	10.3	8.5	5.6	0.292	29.1	26.26	0.13	4.36	3.421
Dan Pasqua	LF	79	5	L	1396	0.2759170653907496	0.3318777292576419	0.3692185007974482	0.3260551534671073	7.7	10.5	9	0.293	21.1	2.74	0	-3.14	1.074
Roger Bresnahan	C	83	5	R	1394	0.2849025974025974	0.3481104651162791	0.4862012987012987	0.3724763361883318	8.8	5.8	3	0.294	43.3	53.95	-0.09	-1.72	5.337
Gil McDougald	SS	85	0	R	1361	0.2809642560266002	0.3262032085561498	0.400665004156276	0.3302761611220011	6.1	7.6	4.4	0.293	26.9	36.26	0	0.79	3.483
Jake Daubert	1B	86	5	L	1351	0.3009630818619582	0.344005956813105	0.4317817014446228	0.3527568867774202	6	6.1	5.8	0.31	24	52.22	-0.27	-0.13	3.286
Tom Cheney	P	78	0	R	1334	0.1305758313057583	0.1433070866141732	0.137875101378751	0.1331982804236417	1	23	0.4	0.166	4.3	0	0	-1.3	-5.982
Willie Keeler	RF	77	0	L	1319	0.3032915360501567	0.3146322971948446	0.4913793103448276	0.358091555971002	1.9	3.2	1.8	0.307	36.2	65.71	-0.36	-0.73	3.275
Kris Bryant	3B	84	0	R	1317	0.274395329441201	0.3292682926829268	0.3711426188490409	0.321982351840312	7.7	11.5	4.1	0.301	23.1	28.95	-0.23	2.19	2.278
Pablo Sandoval	3B	84	0	S	1302	0.2813021702838063	0.3220338983050847	0.4098497495826378	0.3318603388725604	5.8	6.6	10.1	0.282	28.5	14.58	-0.09	0.74	2.811
Kevin McGonigle	SS	88	0	L	1282	0.2642980935875217	0.3178233438485805	0.3717504332755633	0.3174968215738431	7.3	8.9	4.7	0.279	26.9	26.83	-0.98	2.25	1.919
Mark Buehrle	P	84	0	L	1262	0.1173986486486486	0.1284779050736498	0.1216216216216216	0.1185386783054825	0.9	25.1	0	0.153	3.6	0	0	-3.99	-5.99
Al Simmons	CF	89	0	R	1254	0.2525597269624573	0.2829426030719482	0.363481228668942	0.2947837613766889	4.1	9	6.2	0.266	29.1	20.93	-0.33	-0.81	0.67
Robin Yount	SS	83	0	R	1247	0.2557544757033248	0.2880128720836685	0.3631713554987212	0.2971065272703317	4.4	9	2.9	0.274	27.3	39.02	-0.91	0.72	2.021
Spottswood Poles	CF	85	0	S	1242	0.2250922509225092	0.268733850129199	0.2998154981549815	0.2653756534778026	5.3	9.7	1	0.245	22.1	42.59	-2.17	4.78	-0.242
Willard Brown	RF	88	0	R	1239	0.2515337423312883	0.2839403973509934	0.336546888694128	0.2842551824323742	3.6	8.2	3.4	0.266	23	25.76	-1.6	0.44	1.017
Ken Griffey	RF	77	0	L	1235	0.2754385964912281	0.3192526401299756	0.3710526315789474	0.3184309885324461	5.8	6.8	1.5	0.29	23.9	37.33	-0.05	1.8	1.895
Jeff Blauser	SS	88	0	R	1231	0.2796380090497738	0.326955074875208	0.351131221719457	0.316200032182811	6.4	9.3	6.3	0.295	16.2	6	-0.58	1.56	2.535
Ben Brown	P	89	0	R	1206	0.1437613019891501	0.1626086956521739	0.1518987341772152	0.1499011456026524	1.7	20.4	0	0.177	5.7	0	0	-2.39	-5.622
Bob Fothergill	LF	86	5	R	1202	0.3059768064228368	0.3308080808080808	0.4281891168599465	0.3442271973466439	4	5.6	4.5	0.313	28.6	21.43	0.3	-1.35	2.446
Eddie Joost	SS	89	5	R	1187	0.2473222979552094	0.330196749358426	0.3456669912366115	0.3165170662988004	10.9	11.3	7.1	0.265	24	19.67	-0.86	-0.3	3.083
Gabriel Moreno	C	88	0	R	1181	0.2346153846153846	0.2954545454545455	0.2932692307692308	0.2776333224297611	7.4	8.1	3.6	0.247	18	6.82	-0.91	-1.68	0.914
Madison Bumgarner	P	88	0	R	1157	0.2140845070422535	0.2365591397849462	0.2713615023474178	0.2361581870229702	2.6	13.6	8.3	0.231	11.8	7.41	0	-3.73	-1.919
Howie Kendrick	1B	88	0	R	1141	0.2699156513589503	0.2995555555555556	0.3533270852858482	0.3010676832066613	3.7	6.1	4.7	0.278	22.6	9.23	-0.26	-3.52	-0.789
Teddy Higuera	P	89	0	S	1103	0.1293774319066148	0.1415004748338082	0.1381322957198444	0.1323764019462595	0.9	26.6	0.5	0.173	5.3	0	0	-4.57	-6.038
Michael Soroka	P	89	0	R	1102	0.15234375	0.1671415004748338	0.166015625	0.157342940457572	1.4	17.6	1.1	0.181	5.8	11.11	0	-1.96	-5.717
Buck O&#39;Neil	1B	84	0	R	1072	0.2882051282051282	0.3367826904985889	0.4287179487179487	0.3481864395660547	6.6	6.8	0.6	0.305	29.2	64.63	-0.95	-2.57	2.799
George Davis	SS	86	0	S	1069	0.2513144058885384	0.2980582524271845	0.3533123028391167	0.2961734041327173	6	8.3	0.6	0.27	30.5	30.14	-0.28	1.07	2.133
Prince Fielder	1B	87	0	L	1068	0.2777777777777778	0.3320825515947467	0.345679012345679	0.3150141108310777	7.1	7.3	3.9	0.291	16.7	15.56	0	-2.3	0.281
Brian Dozier	2B	88	0	R	1062	0.243801652892562	0.2956273764258555	0.3316115702479339	0.2886447466393864	6.9	9.5	5.1	0.259	23.3	21.82	0.85	2.03	2.147
Robin Yount	SS	83	5	R	1056	0.2686414708886619	0.3085714285714286	0.414708886618999	0.3269128740154013	5.1	6.3	6.2	0.275	33.1	39.08	0	2.73	3.807
Oliver Marcell	3B	87	0	R	1033	0.2203023758099352	0.2770137524557957	0.3239740820734341	0.2754910086498528	7.5	8.6	6.4	0.227	27	34.55	-0.06	0.7	0.697
Hal McRae	LF	88	5	R	1029	0.2574468085106383	0.3138969873663751	0.3478723404255319	0.3079984737397036	7.9	5.6	1.7	0.268	28.5	14.49	0.7	0.99	1.458
Gregg Jefferies	1B	84	0	S	1003	0.2660944206008584	0.3070787637088734	0.3240343347639485	0.2926185434907424	5.2	4.2	1.8	0.272	15.3	26.32	1.2	1.2	0.538
Dixie Walker	RF	89	0	L	993	0.2416107382550336	0.2997967479674797	0.3176733780760627	0.2890185052943354	7.5	6.6	3.6	0.25	21.8	19.15	-0.48	-0.48	0.121
Elmer Rodriguez	P	89	0	L	983	0.1874322860238353	0.2025183630640084	0.2091007583965331	0.1927157565327962	1.6	16.4	0.6	0.22	7.5	38.46	0	0.43	-3.174
Newt Allen	2B	85	0	R	969	0.3029239766081872	0.3369447453954496	0.456140350877193	0.353332152881555	5.4	7.8	0.6	0.321	32	55.42	0	-0.37	4.396
Dan Pasqua	LF	79	0	L	968	0.289920724801812	0.3443983402489627	0.3657984144960362	0.330246904288136	7.5	11.7	5	0.319	19.5	2	0	-3.16	1.178
Bobby Bonilla	RF	84	0	S	965	0.2480359147025814	0.2974093264248704	0.345679012345679	0.2962723859440089	6.4	8.2	6.8	0.258	24.4	20.37	-0.12	-2.24	1.244
Ray Lankford	CF	88	5	L	940	0.2410071942446043	0.3148936170212766	0.3489208633093525	0.3075626204973474	10	10.2	5.7	0.256	31.3	14.29	0	1.91	1.979
Jimmie Hall	CF	88	0	L	936	0.2303102625298329	0.2854054054054054	0.3233890214797136	0.2796096409591359	6.9	10.3	7.1	0.24	24.9	16.67	0	2.95	1.026
Jay Bell	SS	82	5	R	933	0.2964763061968408	0.3519125683060109	0.4119076549210207	0.3421045083068509	7.6	8.7	0.6	0.318	25.8	47.62	-0.64	2.51	5.659
Ivan Rodriguez	C	76	0	R	932	0.3004807692307692	0.3572204125950054	0.3894230769230769	0.3463347131259873	8.2	8.7	3.9	0.319	21.6	14.81	0.19	-1.74	4.056
Ben Zobrist	2B	84	0	S	927	0.2801932367149759	0.3408845738942826	0.3659420289855073	0.3272150063100694	8.7	4.7	1.9	0.286	25	12.07	-0.32	-3.5	1.23
Clint Thomas	CF	88	5	R	912	0.2642857142857143	0.3024553571428572	0.3988095238095238	0.3191065924437434	4.8	7.9	3.9	0.279	31.5	44.29	0.79	1.32	2.895
Edgardo Alfonzo	2B	79	0	R	908	0.2752740560292327	0.3247480403135498	0.3593179049939099	0.3154397538121976	6.5	8	3.3	0.292	23.5	11.32	-0.33	0.33	3.7
Bid McPhee	2B	84	5	R	906	0.2567567567567567	0.3185840707964602	0.414004914004914	0.3331353952797831	8.4	9.6	2.6	0.276	34.4	66.67	-0.79	0.26	3.775
Luis Arraez	1B	88	0	L	887	0.2643118148599269	0.309255079006772	0.3520097442143727	0.3059505073551472	5.9	3	2.7	0.266	23	28	-1.08	1.69	1.353
Frank Snyder	C	84	5	R	867	0.2619354838709678	0.3083333333333333	0.3703225806451613	0.304458703111503	6	9.2	3.5	0.28	25.1	45.1	0	-4.29	2.007
Jay Bell	SS	82	0	R	861	0.2901484480431849	0.3488372093023256	0.3792172739541161	0.3350277368290341	7.4	9.3	0.7	0.316	20.9	42.22	0	0.42	3.972
Roger Bresnahan	C	83	0	R	834	0.2589041095890411	0.3160493827160494	0.3972602739726027	0.3223828372226908	7.8	8.1	1.4	0.274	33.3	53.97	0	-0.58	2.518
Matty Alou	CF	69	0	L	823	0.3024453024453024	0.3373934226552984	0.4066924066924067	0.3416603223588747	4.7	3.2	1.5	0.31	23.8	37.5	0.29	-1.82	2.989
Luke Appling	SS	83	0	R	814	0.2759562841530054	0.3358208955223881	0.3387978142076503	0.3152579803357021	8.1	7.5	0.7	0.296	20.8	4.76	-1.11	3.69	2.654
Andre Thornton	1B	89	0	R	810	0.2361878453038674	0.3008739076154807	0.3439226519337016	0.2980835479978295	8.1	9	9.6	0.242	24	26.83	-0.74	-0.59	-0.222
Andrew McCutchen	CF	83	0	R	800	0.281767955801105	0.3316645807259074	0.3715469613259669	0.3208161158391519	7.1	5.4	6	0.284	21.1	13.95	-0.9	1.95	2.85
Dave Stieb	P	89	0	R	776	0.1256830601092896	0.1420982735723772	0.1502732240437158	0.1382412703756022	1.3	24.6	3.1	0.159	10.9	0	0	-1.01	-5.335
Shea Langeliers	C	78	0	R	765	0.2576419213973799	0.3038821954484605	0.3362445414847162	0.298199231073843	5.5	8.9	6.3	0.269	20.3	5.56	-0.94	-4	0.549
Alejandro Kirk	C	88	0	R	762	0.2492795389048991	0.2980132450331126	0.2997118155619596	0.275651539034579	6.6	9.5	3.1	0.267	15	3.85	0	-5.35	0.866
Clay Holmes	P	89	0	R	755	0.2088698140200286	0.2194444444444444	0.228898426323319	0.2089278471273171	1.2	15.9	0.8	0.243	7.5	9.09	0	-2.7	-3.099
Buck Ewing	C	82	0	R	752	0.2818311874105865	0.3271276595744681	0.463519313304721	0.3494687339054683	6.1	7	2.4	0.298	37.6	63.51	-0.56	1.04	4.388
Billy Herman	2B	88	5	R	748	0.3040123456790124	0.3574408901251738	0.3842592592592592	0.3442919857721535	7.8	3.5	0	0.31	22.3	18.18	-0.56	1.93	2.567
Ben Zobrist	2B	84	5	S	746	0.2390317700453858	0.3123324396782842	0.3222390317700454	0.2964425671875323	9.7	4.5	1.6	0.244	25.3	27.5	-0.4	-4.91	0.241
Orlando Cabrera	SS	89	5	R	736	0.2740524781341108	0.3094910591471802	0.358600583090379	0.3089307087942353	4.6	5.2	2.4	0.284	24.5	13.04	-0.33	0.57	3.75
Tiny Bonham	P	82	0	R	730	0.125	0.1442715700141443	0.136764705882353	0.1342567083705673	1.6	20.7	0.8	0.153	5.9	20	0	-3.21	-6.164
Clyde Sukeforth	C	75	0	L	728	0.2873015873015873	0.3235294117647059	0.3714285714285714	0.319908207942195	5.1	4.9	0	0.297	22.1	32.5	-0.16	4.2	2.39
Johnny Hayes	C	85	0	L	723	0.2807570977917981	0.3404255319148936	0.3201892744479495	0.312250987263985	8.3	6	0.8	0.293	12.4	4.55	-0.41	0.58	2.905
Danny Jansen	C	88	0	R	720	0.2027231467473525	0.2569832402234637	0.2708018154311649	0.2423148932675209	6.8	10	5.8	0.214	22.4	3.33	0	-2.42	-0.5
Ray Lankford	CF	88	0	L	711	0.2601246105919003	0.3291139240506329	0.3566978193146417	0.3205363308442871	8.4	11.2	5.1	0.284	26.3	13.64	-0.84	0.08	2.278
Steve Ontiveros	P	82	0	R	703	0.1087928464977645	0.1184210526315789	0.1147540983606557	0.1105422772995285	0.6	23.7	0.9	0.14	2.7	0	0	-2.73	-7.852
Tiny Bonham	P	82	5	R	702	0.1580594679186229	0.1731927710843373	0.1815336463223787	0.1662486372062575	1.7	21.8	1.7	0.194	10.9	0	0	-0.17	-4.444
Lance Blankenship	2B	83	0	R	701	0.2297520661157025	0.2986627043090639	0.2677685950413223	0.2695476999606096	8.3	7.3	0	0.245	12.9	27.78	0.86	2.4	0.685
