# CAP key=diamondheart__20260331 role=hit label=Diamond Heart type=Daily env=current variants=all_cards obsval=47-99 minIP=null minPA=30 dates=2026-07-05..2026-07-19 recordsTotal=336 rows=336
Name	POS	VAL	VLvl	Hand	PA	AVG	OBP	SLG	wOBA	BBpct	SOpct	HR600	BABIP	XBHpct	3B/XBH	wSB600	UBR600	WAR600
Bob Friend	P	99	0	R	8418	0.1251461988304094	0.1422446406052963	0.1468486029889539	0.1293564158899964	1.6	28.1	1.1	0.17	13.5	3.85	0	-1.53	-6.693
Sam Jethroe	CF	94	0	S	6993	0.2534668721109399	0.2944308533601957	0.3764252696456086	0.2899406523194864	5.4	14.3	11.8	0.275	28.6	10.83	-0.04	1.16	1.965
Eddie Mathews	3B	98	0	L	6914	0.2749107432651736	0.3474674384949349	0.437682570593963	0.3395890470473463	9.8	13	15.4	0.29	32.8	16.58	-0.43	-0.58	3.653
Ted Kluszewski	1B	98	0	L	6669	0.2630900596101176	0.3051889622075585	0.3960045110359272	0.3026428236889526	5.7	10.5	19.1	0.263	24.4	0.75	-0.34	-3.55	0.765
Luke Easter	1B	95	0	L	6532	0.2498732894069944	0.3111555009219422	0.3677986146308498	0.2957863050469111	7.9	20.6	15	0.287	22	14.46	-0.05	-2.94	0.533
Davey Lopes	2B	93	0	R	6095	0.2517266448564158	0.3102244389027431	0.3898582333696837	0.3043185101685555	7.4	17.4	13.8	0.281	29.6	17.07	0.61	3.64	1.969
Dom DiMaggio	CF	96	0	R	5610	0.242300987797792	0.2948214285714286	0.3759442184776293	0.2897365578969332	6.9	15.3	14.8	0.261	30.3	9.23	-0.42	0.01	2.011
Ted Strong	SS	92	0	S	5047	0.2487890797005724	0.3144165671047391	0.3826508146191105	0.3040932506653639	8.6	15.3	11.5	0.273	27.3	34.42	-0.52	-0.86	1.807
Lennie Pearson	LF	93	0	R	5035	0.2410771532378713	0.2873357228195938	0.3994443257106219	0.2958167198032083	5.8	16.5	18.9	0.257	34	10.44	0.21	2.4	1.549
Tubby Scales	2B	92	0	R	4976	0.2441988950276243	0.2966205211726384	0.3661878453038674	0.287969552922191	6.7	15.9	10.9	0.271	31.4	7.2	-0.11	0.07	1.025
Eddie Joost	SS	89	0	R	4946	0.22	0.2906644924582144	0.3584090909090909	0.2828730556369513	8.9	21.1	17	0.245	31.6	7.52	-0.36	-0.16	1.456
Gene Tenace	C	98	0	R	4882	0.2473875511131304	0.3152285304365648	0.4104952294411631	0.3141710841191048	8.7	23	23	0.279	30.6	3.3	-0.21	-1.34	3.331
Ken Singleton	RF	92	0	S	4871	0.2654349859681946	0.3459559580160527	0.3928905519176801	0.3246589378651738	10.8	15.3	15.4	0.286	24.6	5.73	-0.57	-2.54	1.959
Don Newcombe	P	95	0	L	4504	0.1894865525672372	0.2231977818853974	0.2574572127139365	0.2125825288851468	3.8	25.9	6.9	0.239	22.3	0.58	0	-2.77	-2.864
Jim Ray Hart	3B	94	0	R	4325	0.2616845788552862	0.3100092678405931	0.4386403399150213	0.3205482388814837	6.2	15.9	23.3	0.273	32.4	9.73	-0.21	-0.94	1.942
Joe Adcock	1B	95	0	R	4294	0.249869994799792	0.3161471760018749	0.4105564222568903	0.3103764724829874	8.4	21.3	18.2	0.284	35.1	6.23	-0.56	-0.38	1.747
Cool Papa Bell	CF	91	0	S	4270	0.2482687868684278	0.2953626634958383	0.3593229033085407	0.2857203451521829	6	13.4	12.9	0.264	22.6	13.7	0.44	1.64	1.152
Harlond Clift	3B	92	0	R	3926	0.234620886981402	0.3142055598061719	0.4042918454935622	0.3114665919801444	10.1	20.2	22.3	0.254	32	14.89	-0.55	1.31	3.377
Ron Santo	3B	93	5	R	3689	0.2828434313137372	0.3408351409978308	0.4595080983803239	0.3425531132469584	8.1	16.4	23.4	0.298	29.1	9.85	-0.16	0.13	4.18
Marvin Williams	2B	96	0	R	3571	0.2507374631268436	0.279056709713644	0.4194690265486726	0.2931874316351269	3.6	18.3	19.5	0.274	35.2	13.71	-0.13	-0.02	0.891
Ken Henderson	LF	85	0	S	3570	0.2478260869565218	0.3140286758504358	0.3745341614906832	0.3012255433830762	8.7	13.9	10.9	0.269	32	9.02	0.52	2.87	1.899
Rocky Colavito	LF	96	5	R	3543	0.2667310167310167	0.3490539395650946	0.4832689832689833	0.3562951557271662	11	14	27.3	0.263	41	3.24	-0.08	-3.25	3.76
Steve Carlton	P	96	0	L	3536	0.1533723437018787	0.1807976366322009	0.2066522944256237	0.1722035521984751	2.7	31.9	3.9	0.215	25.3	0.79	0	-2.39	-4.548
Jim Brown	C	96	5	S	3522	0.2483412322274882	0.3147251495300484	0.3895734597156398	0.3044948694886402	8.6	12.5	12.1	0.262	34.2	13.38	0.07	0.29	3.39
Dutch Leonard	P	97	0	R	3436	0.1340371081253999	0.150185414091471	0.154510556621881	0.1358503951268834	1.5	28.2	0.5	0.182	12.6	9.43	0	-1.55	-6.251
Aaron Robinson	C	98	5	L	3412	0.2537606278613473	0.3234604105571848	0.3862001308044474	0.3093047330647722	9	15.5	15.5	0.273	28	5.53	0	-4.96	2.673
Minnie Minoso	LF	90	0	R	3317	0.2624254473161034	0.3207147183525136	0.3740888005301524	0.3050087374633575	7.5	13.4	8.1	0.289	28.7	8.81	-0.29	2.71	2.098
Keith Hernandez	1B	94	0	L	3296	0.2677908937605396	0.3309024612579763	0.4080944350758853	0.3210727985065804	8.5	15.1	8.4	0.299	33.1	23.19	-0.47	-0.47	2.549
Dizzy Trout	P	97	0	R	3102	0.2404795486600846	0.2765604249667994	0.3913963328631876	0.2877720477339047	4.7	25.5	20.3	0.284	29.3	9	-0.39	0.72	1.025
Barney Morris	P	97	0	L	2977	0.1462686567164179	0.175531914893617	0.1619402985074627	0.1533610887807292	3.2	19.1	0.8	0.176	7.9	9.68	0	-1.98	-5.704
Roy Sievers	1B	94	0	R	2838	0.2459913961673837	0.312301727176595	0.4438795463433711	0.3229433155675958	8.8	16.5	23	0.254	40.5	12.94	0	-3.19	1.734
Lonny Frey	2B	88	0	L	2776	0.2420924574209246	0.3030191458026509	0.3349553933495539	0.2809360225481728	7.8	13.2	6.5	0.266	23.3	21.58	0.65	2.31	2.507
Bobby Estalella	3B	94	0	R	2750	0.2388120423108218	0.3065106071689832	0.3689991863303499	0.2939590954285674	8.8	16.2	16.6	0.254	27.1	5.66	-0.31	-0.22	1.724
Roy Johnson	RF	92	0	L	2639	0.2537925379253793	0.301255230125523	0.3854038540385404	0.2968515992192844	6.3	13.7	12.3	0.273	30.2	13.9	-0.16	-0.18	1.432
Ray Dandridge	3B	88	0	R	2625	0.2639839034205231	0.2895142636854279	0.3766599597585513	0.2870954383304911	3.3	12.2	5.7	0.291	30.5	15	-0.16	-1.19	1.874
Mickey Tettleton	C	92	0	S	2609	0.2488202488202488	0.3182515337423313	0.3998283998283998	0.3115301571302946	9.1	20.6	20.7	0.274	28.8	2.99	-0.09	-0.9	3.197
Johnny Romano	C	95	0	R	2596	0.2216624685138539	0.2753286929621037	0.3602015113350126	0.2760730424199727	6.7	17.8	19.4	0.234	28.4	8	0	-2.2	1.595
Sonny Siebert	P	97	0	R	2559	0.1113454238717841	0.1292962356792144	0.1421341206242092	0.1212240447576835	1.7	34.4	3.3	0.16	16.3	4.65	0	-1.59	-7.057
Hank Aaron	1B	98	5	R	2558	0.2863321799307958	0.3435054773082942	0.4982698961937716	0.3564201369286825	8	12.5	26.7	0.283	36.6	8.26	-0.12	-0.91	3.917
Bonnie Serrell	2B	94	0	L	2526	0.2668371696504689	0.3059760956175299	0.392156862745098	0.3017797420863097	5.1	11.9	12.1	0.282	27.2	12.94	-0.12	-0.36	2.352
Earl Averill	CF	93	0	L	2424	0.264945652173913	0.3168112350268484	0.4298007246376812	0.3184021906368772	7.1	11.5	15.8	0.271	35	15.12	-0.42	-0.74	2.673
Johnny Pesky	SS	97	0	L	2371	0.2777526053466244	0.3090753424657534	0.3710919800634345	0.294274663824111	4.2	9.8	3.5	0.3	24.6	17.88	-0.15	1.21	2.935
Carlton Fisk	C	91	0	R	2323	0.2642988929889299	0.303972366148532	0.3920664206642067	0.3010805057953	5.2	16.9	12.7	0.296	30.2	3.47	-0.26	-3.02	2.557
Frankie Pytlak	C	81	0	R	2293	0.2474723158401541	0.3070175438596491	0.3023591718825229	0.2682809464105612	7.8	10.5	1.3	0.272	15.4	31.65	-0.68	1.99	1.884
Mel Harder	P	99	0	R	2292	0.1331431288635283	0.1505773672055427	0.1635758440323348	0.1399334992638075	1.7	35.7	3.9	0.196	11.8	3.03	0	-1.44	-6.361
Oscar Charleston	CF	89	0	L	2270	0.217855409995148	0.2701252236135957	0.3294517224648229	0.2609916890409139	6.5	13.4	10.6	0.232	32.1	4.17	-0.32	0.4	0.185
Satchel Paige	P	94	0	R	2236	0.0886136255359695	0.1010289990645463	0.09766555502620296	0.08985578963538575	1	45.7	1.3	0.158	4.8	0	0	-1.8	-7.916
Willie Wells	SS	91	5	R	2188	0.2591295647823912	0.3127590971902349	0.4102051025512756	0.3125457030843398	6.8	13.1	14.3	0.275	34.6	10.61	-0.03	1.65	3.784
Joe Morgan	2B	97	0	L	2169	0.2644032921810699	0.328996282527881	0.3698559670781893	0.3058714515233972	8.5	11.2	7.5	0.284	23.3	25.83	-0.55	3.96	1.826
Jerry Lynch	LF	94	0	L	2083	0.2738719832109129	0.3253243632868813	0.4585519412381951	0.3343500586650321	7	14.5	18.7	0.289	38.7	9.9	-0.4	1.99	2.765
Amos Otis	CF	95	5	R	2058	0.2627163083377032	0.3056640625	0.4257996853696906	0.3143539694947917	5.8	13.6	17.8	0.275	32.5	15.95	-0.09	1.98	3.265
Ron Hassey	C	93	0	L	2020	0.2564516129032258	0.3051015354135711	0.3580645161290323	0.2886712973329628	6.4	9.9	10.1	0.267	24.9	1.68	0	-2.44	2.02
Dock Ellis	P	85	0	S	1947	0.1432537479178234	0.1598493003229279	0.1693503609106052	0.1463753404411859	1.6	36.1	0.9	0.219	15.5	2.5	0.18	-1.29	-6.04
Bobby Bonds	RF	87	0	R	1931	0.238288027761712	0.3086933888599688	0.4291497975708502	0.3183783048823617	8.7	22.8	27	0.258	34.5	9.86	0.31	4.1	3.231
Roger Wolff	P	96	0	R	1922	0.1110471806674338	0.1514986376021798	0.1237054085155351	0.1293212548540217	4	31.8	0.6	0.16	9.3	0	0	-0.75	-6.649
Larry Doby	2B	98	5	L	1869	0.2792740046838407	0.3333333333333333	0.4964871194379391	0.3514731237460044	7.4	15.2	18.3	0.299	39.2	37.43	-0.87	-2.34	4.27
Albie Pearson	RF	85	0	L	1842	0.2452948557089084	0.3290929203539823	0.328732747804266	0.2954675388133355	10.9	10.5	3.6	0.266	24.6	15.62	-0.55	3.06	1.14
Robin Yount	SS	83	0	R	1820	0.2629411764705882	0.2969529085872576	0.4552941176470588	0.3198078416349464	4.7	13	22.4	0.266	38	12.35	-0.43	1.38	3.396
Harlond Clift	3B	92	5	R	1801	0.240705734089477	0.3237090505274847	0.4259609325771896	0.3229718989647237	10.7	19.5	22.3	0.258	36.9	13.48	-0.07	1.8	3.865
Rogers Hornsby	2B	83	0	R	1758	0.2466708941027267	0.3155784650630011	0.3804692454026633	0.3057647833406816	8.7	14.3	13.3	0.265	33.4	2.31	0	-0.24	1.638
Barney Brown	P	93	0	L	1747	0.2384858044164038	0.2900407687827606	0.3432176656151419	0.2776196021839607	6.5	16.1	9.6	0.266	24.6	18.28	0	-2.4	0.103
Davey Lopes	2B	93	5	R	1690	0.255783212161269	0.3184789067142008	0.3912756113681428	0.3078174382976451	8.6	18.2	14.6	0.284	27.6	14.95	1.85	3.34	2.272
Dave Barnhill	P	99	0	S	1661	0.2539792387543253	0.3041825095057034	0.3238754325259516	0.2777072929877643	6.3	14	1.8	0.288	17.4	42.19	0	-1.01	0
Eddie Stanky	2B	94	0	R	1643	0.2493150684931507	0.3227189222290263	0.3184931506849315	0.2854049987030767	9.6	14.6	4.4	0.283	18.4	14.93	-0.55	-0.15	1.899
Willard Brown	RF	88	0	R	1615	0.2457956015523933	0.268823895457374	0.3842173350582148	0.279871881790199	3	15.7	17.8	0.263	28.9	7.27	-0.26	0.85	0.52
Willie McGee	CF	79	0	S	1615	0.2683246073298429	0.2971285892634207	0.4024869109947644	0.3005922586113373	3.5	13.4	7.8	0.297	31	28.35	0.37	2.56	2.043
Roy Campanella	C	86	0	R	1591	0.2347288949897049	0.2850849590937697	0.4063143445435827	0.2940244567831952	6.5	16.9	24.5	0.237	33	6.19	0	-1.17	2.602
Dan Pasqua	LF	79	0	L	1545	0.2454742939898624	0.3153796236210253	0.3801593048515569	0.3024121508505943	9.3	20.6	17.1	0.277	28.3	2.08	-0.19	-1.86	0.971
Ken Singleton	RF	92	5	S	1540	0.2723279648609078	0.3454545454545455	0.4011713030746706	0.3273877517251684	9.9	14.7	13.6	0.295	25.8	10.42	-0.27	-4.79	2.532
Norm Siebern	1B	99	5	L	1521	0.2658700522778193	0.3438527284681131	0.438386855862584	0.335637005494805	10.3	14.7	19.3	0.277	34.8	7.26	-0.2	-1.5	2.564
Willie Stargell	1B	89	0	L	1482	0.2551928783382789	0.3105548037889039	0.4043026706231454	0.3075615584612876	7.3	18.8	17.4	0.282	31.7	5.5	0	-3.52	0.364
Jimmy Wynn	RF	91	0	R	1452	0.2304717710750193	0.3105590062111801	0.3905645784996133	0.3048043457166452	10	19	19.4	0.25	36.9	2.73	0.12	1.94	1.446
Zeke Bonura	1B	95	0	R	1440	0.2457057505601195	0.2914923291492329	0.3539955190440627	0.2828614303817076	6	14.3	12.9	0.265	23.7	6.41	-1.33	0	0.5
Jimmie Hall	CF	88	0	L	1387	0.2428919577579204	0.3127721335268505	0.429731925264013	0.3166594085641676	9.3	16.4	20.8	0.252	39.1	14.53	-0.22	1.47	3.115
Mickey Tettleton	C	92	5	S	1351	0.2716568544995795	0.349406528189911	0.4709840201850294	0.3532722251436708	10.4	18.1	27.1	0.284	35.3	0.88	-0.09	-1.73	4.93
Mike Hargrove	1B	90	0	L	1331	0.2520868113522537	0.3172932330827068	0.2988313856427379	0.2782075621175032	8.6	9.2	3.2	0.27	12.6	10.53	0.23	-2.16	-0.27
Ted Simmons	C	99	5	S	1331	0.2773662551440329	0.3320811419984974	0.4246913580246914	0.3265255544883494	7.3	10.3	15.3	0.284	30.3	8.82	0	-2.3	3.336
Felipe Alou	1B	92	5	R	1321	0.3143309580364212	0.3368660105980318	0.5391923990498813	0.3687936751408887	3.3	9.2	22.3	0.314	40.1	16.98	-0.23	3.09	5.042
Sid Gordon	3B	89	0	R	1296	0.2126334519572954	0.3036405886909372	0.3327402135231317	0.2839311151438366	11.3	12.7	13.9	0.217	30.1	4.17	0	1.06	0.694
Piper Davis	2B	97	5	R	1267	0.2755905511811024	0.3328012769353552	0.4365704286964129	0.3305897953788804	7.7	13.6	12.3	0.298	32.7	28.16	-0.47	0.43	2.652
Lennie Pearson	LF	93	5	R	1204	0.2434625788999098	0.2950955943474647	0.4247069431920649	0.307244203716863	6.7	15.9	19.9	0.255	39.3	14.15	2.24	0.4	2.043
Boog Powell	1B	90	0	L	1201	0.247460757156048	0.3027522935779817	0.358264081255771	0.2873823469298256	7.4	15.1	14.5	0.262	23.1	0	-0.5	-3.35	0.15
Elston Howard	C	95	5	R	1192	0.2845601436265709	0.3187919463087248	0.4605026929982047	0.3303924173773022	4.7	16.4	19.6	0.307	32.5	14.56	0	-3.07	3.926
Eddie Joost	SS	89	5	R	1181	0.2238372093023256	0.3087478559176672	0.4021317829457364	0.3082755560165883	10.6	21.7	21.8	0.244	39.8	6.52	-0.51	-1.47	3.099
Hoyt Wilhelm	P	92	0	R	1175	0.09925093632958802	0.1311329170383586	0.1226591760299625	0.1171307482240339	2.9	34.9	1.5	0.146	17.9	0	0	-0.82	-6.791
Lefty Gomez	P	96	0	L	1163	0.1089015151515152	0.1354545454545455	0.1212121212121212	0.1178608109905852	2.9	36.5	0.5	0.168	8.7	10	0	-4.08	-8.1
Mike Easler	1B	87	5	L	1113	0.2750965250965251	0.3183453237410072	0.4691119691119691	0.3338462157152612	5.8	16.6	23.2	0.292	37.2	8.49	0	-0.65	2.426
Mike Easler	1B	87	0	L	1100	0.2653658536585366	0.3127272727272727	0.391219512195122	0.3055910830922873	6.3	20.3	13.1	0.312	26.1	14.08	0	-1.31	1.036
Joe Adcock	1B	95	5	R	1054	0.2647058823529412	0.3304761904761905	0.4401260504201681	0.3289910233992746	8.8	20.1	20.5	0.297	34.9	7.95	-0.85	0.4	3.017
Ernie Banks	SS	83	0	R	1053	0.2520325203252032	0.2889733840304182	0.391260162601626	0.293235675850546	4.9	14.2	17.7	0.263	27.8	8.7	0	-1.71	2.735
Al Kaline	RF	99	5	R	1052	0.2725388601036269	0.3170498084291188	0.4911917098445596	0.3423345621727953	5.9	9.8	22.2	0.266	45.2	11.76	-1.08	4.39	4.848
Tony Conigliaro	RF	95	5	R	1041	0.240625	0.2935514918190568	0.4260416666666667	0.3082838461136659	6.7	18.4	24.2	0.253	37.7	8.05	-0.46	1.5	2.017
Luke Easter	1B	95	5	L	1034	0.2750809061488673	0.3404255319148936	0.4778856526429342	0.3480194670617939	8.7	17.3	26.7	0.286	32.5	15.66	0	-3.08	3.133
Tubby Scales	2B	92	5	R	984	0.2849035187287174	0.3486707566462168	0.4426787741203178	0.3410971565621549	8.9	13.5	12.8	0.307	36.7	5.43	-0.55	-0.67	3.537
Spud Chandler	P	95	0	R	980	0.1120783460282916	0.1256656017039404	0.14689880304679	0.1204975224712431	1.1	36.7	2.4	0.17	21.4	9.09	0	-3.8	-7.347
Minnie Minoso	LF	90	5	R	974	0.2693602693602694	0.3264887063655031	0.3995510662177329	0.3167267457993605	7.7	13	11.1	0.291	32.1	3.9	-0.68	3.39	2.649
Dom DiMaggio	CF	96	5	R	966	0.2522522522522522	0.3043478260869565	0.4211711711711711	0.3120088465501679	6.8	13.6	16.8	0.263	37.1	15.66	-0.43	-0.68	3.354
Ernie Banks	SS	83	5	R	943	0.2619047619047619	0.3067940552016985	0.4240362811791383	0.3155334820354655	5.7	16.2	21.6	0.279	29.9	8.7	-0.32	-2.29	3.945
Ray Dandridge	3B	88	5	R	930	0.2774566473988439	0.3144722524483134	0.4046242774566474	0.3101655376256113	4.6	11	9	0.297	28.8	18.84	-0.32	1.81	3.742
Sid Gordon	3B	89	5	R	829	0.2614742698191933	0.3474576271186441	0.4367176634214187	0.3403662972121265	11.5	14.2	23.9	0.262	30.3	5.26	0	-2.68	2.895
Maury Wills	SS	78	0	S	808	0.2142857142857143	0.2512626262626262	0.2735849056603774	0.2320229194906245	4.6	9.3	1.5	0.231	18.2	37.93	2.08	4.08	0.223
Mike Hegan	RF	91	0	L	793	0.3022598870056497	0.3720050441361917	0.4209039548022599	0.3471978521715403	10	13	9.8	0.331	21.5	26.09	-1.51	-2.27	2.799
Carlton Fisk	C	91	5	R	765	0.252112676056338	0.2980392156862745	0.4042253521126761	0.301792150933745	5.9	16.3	15.7	0.274	33.5	13.33	-0.78	-3.06	2.824
Oscar Gamble	DH	95	0	L	765	0.3035190615835777	0.3699346405228758	0.4340175953079179	0.349781625884055	9.7	14.4	16.5	0.326	22.2	2.17	0	-2.04	2.824
Jackie Robinson	LF	87	0	R	758	0.260932944606414	0.3067567567567567	0.412536443148688	0.3109605648291265	5.4	9.5	15	0.263	35.2	4.76	-0.4	-0.47	1.662
Al Simmons	LF	99	5	R	757	0.276536312849162	0.3082010582010582	0.4594972067039106	0.3255455745349668	3.7	12.6	17.4	0.289	37.4	17.57	0	0.32	3.091
Steve Carlton	P	96	5	L	748	0.1693198263386397	0.1849791376912378	0.2141823444283647	0.1749323503039714	1.7	27.4	2.4	0.223	20.5	4.17	0	-0.08	-5.053
Howard Johnson	3B	84	0	S	733	0.2316890881913304	0.2892223738062756	0.3677130044843049	0.2851875060370395	7.4	19.9	14.7	0.261	34.2	3.77	-0.25	2.62	0.573
Roger Maris	RF	82	0	L	724	0.2333848531684699	0.2950138504155125	0.4204018547140649	0.3059497241360996	8.6	10.8	28.2	0.21	31.8	10.42	0	0.17	1.657
Richie Ashburn	CF	87	0	L	722	0.2629179331306991	0.3245125348189415	0.3419452887537994	0.2968607572730562	8	10	6.6	0.283	15.6	33.33	-0.42	-0.42	1.496
Jackie Brandt	CF	87	0	R	715	0.2660550458715596	0.3145275035260931	0.3944954128440367	0.3055474604004919	5.9	12.8	14.3	0.281	27	6.38	-0.25	1.26	2.014
Don Newcombe	P	95	5	L	715	0.1737160120845921	0.2066473988439306	0.2220543806646526	0.1918464124802835	3.6	26.7	4.2	0.228	19.1	0	0	-1.59	-3.776
Ernie Lombardi	C	91	0	R	690	0.2511346444780636	0.2753623188405797	0.3767019667170953	0.278055306204748	2.6	14.2	16.5	0.266	25.9	4.65	0	-2.35	1.13
Mel Harder	P	99	5	R	689	0.1406003159557662	0.1582952815829528	0.1800947867298578	0.1495779502198571	1.7	32.5	4.4	0.195	15.7	7.14	0	-3.31	-6.357
Roy Sievers	1B	94	5	R	687	0.2649006622516556	0.3425655976676385	0.4536423841059603	0.3416115889940992	10.5	16.1	21.8	0.276	36.9	8.47	0	-4.28	2.533
Arky Vaughan	LF	75	5	L	656	0.3112582781456953	0.3582317073170732	0.4519867549668874	0.3510241629821835	6.1	9.1	15.5	0.318	25.5	6.25	0	-1.28	4.024
Woodie Held	SS	79	0	R	653	0.2432885906040269	0.3016845329249617	0.3775167785234899	0.2949420457753446	7.5	25.8	14.7	0.299	30.3	9.09	0	-4.78	2.021
Buddy Bell	3B	85	0	R	583	0.2545787545787546	0.2908777969018933	0.3791208791208791	0.2885881005968831	4.8	8.2	15.4	0.253	25.9	5.56	-0.72	-1.44	2.264
Roger Wolff	P	96	5	R	548	0.1379310344827586	0.1759082217973231	0.1521298174442191	0.1515329272273523	3.5	30.2	0	0.194	10.3	0	0	-3.5	-5.912
George Selkirk	RF	90	0	L	542	0.2388663967611336	0.2981481481481482	0.3866396761133603	0.2966583021838923	7.9	16.2	16.6	0.256	31.4	16.22	-1.66	1.99	0.886
Johnny Hayes	C	85	5	L	535	0.2653508771929824	0.3629489603024575	0.3596491228070176	0.3207538017004849	13.1	8.8	10.1	0.274	19.8	4.17	-1.68	-0.9	3.589
Jackie Robinson	LF	87	5	R	524	0.2620545073375262	0.3147792706333973	0.3626834381551363	0.2975593999603785	6.9	9.2	6.9	0.275	26.4	9.09	0	3.44	2.061
Marvin Williams	2B	96	5	R	514	0.2515463917525773	0.2803921568627451	0.4288659793814433	0.2994792281625867	3.3	18.4	19.8	0.274	37.7	13.04	0	0	1.984
Whitey Kurowski	3B	84	0	R	506	0.2564102564102564	0.2982107355864811	0.4038461538461539	0.3025897209637528	5.9	12.4	21.3	0.257	26.7	3.12	0	-0.59	2.609
Sandy Koufax	P	93	0	R	506	0.1056034482758621	0.1268191268191268	0.1120689655172414	0.1094535482705845	2	36.9	0	0.164	6.1	0	0	-6.64	-8.538
